Wavelength (nm),H2O,prot_2,prot_4,prot_8,prot_12,prot_16,prot_20,prot_24,prot_28,prot_32,prot_36
588,-0.000159532,-9.98E-05,-0.000585146,-0.000179094,0.000703451,0.000336259,0.000914504,0.003608074,0.00148035,-0.000281652,0.002369635
589,-0.000502932,-0.000341716,-0.000351079,-0.000649562,0.000455418,-5.35E-05,0.001433755,0.003622013,0.002099734,-0.000167605,0.002697368
590,-0.000819346,-0.000403427,-0.000700479,-0.000485763,0.000140817,-3.52E-05,0.001149459,0.003384542,0.001551604,-0.000540008,0.002365236
591,-0.000487418,-0.00039003,-0.000268613,-0.000474748,0.000143872,-8.59E-06,0.001122207,0.00330245,0.001012907,-0.000369443,0.00242224
592,-0.000478316,-0.000128117,5.63E-05,-0.000145093,0.000922338,0.000226043,0.001215077,0.003331012,0.000765942,-0.000305451,0.002699295
593,0.000264609,0.000132401,0.0002909,-6.76E-05,0.000767627,0.000595734,0.001493831,0.003700145,0.001396669,-0.000227168,0.002759834
594,0.000105576,0.000335068,8.33E-05,0.000329161,0.00065178,0.000602759,0.001414094,0.003735105,0.001127528,-9.50E-05,0.00296175
595,-0.000106792,-3.20E-05,-4.49E-05,8.19E-05,0.000468193,7.08E-05,0.001053983,0.003515814,0.001611203,-0.000386875,0.002616004
596,-0.00042065,-0.000171073,0.000103401,-0.000327231,0.000426059,0.000516888,0.000862185,0.003173434,-9.79E-05,-0.000321126,0.002304024
597,6.92E-05,0.000177148,0.000357529,-0.000412478,0.000586817,0.000430568,0.001302826,0.003621178,0.001284989,0.000154101,0.002313158
598,-8.17E-05,0.000100656,-3.71E-05,-0.000364529,0.000599104,0.000766201,0.001207212,0.003172104,0.000553847,-0.000142091,0.001274708
599,-0.000346164,-0.000122837,-0.000129255,-2.29E-05,0.00047861,0.000465498,0.00104433,0.003168636,0.001166278,-0.000840118,0.002104234
600,0.00012484,9.04E-05,0.000479569,0.000213327,0.000701792,0.000590809,0.001130175,0.003646654,0.000242257,-0.000163983,0.002448844
601,0.000494911,0.000294889,0.000442021,0.000529717,0.001402512,0.000696684,0.001451416,0.00383159,0.002183317,-0.000108035,0.003172938
602,-0.000135518,-4.07E-05,0.00038582,-0.000213041,0.000630833,0.000489469,0.00129,0.00354071,-0.000495589,-0.000481936,0.002800735
603,-0.000189185,-8.11E-05,0.000120153,-3.99E-06,0.000862289,0.000668398,0.001332945,0.00351537,-0.00022577,-0.000279944,0.002572619
604,-0.00044408,-0.000161498,-1.90E-05,-4.32E-05,0.000225318,0.000180877,0.001197114,0.003221859,0.001818954,-0.000542645,0.002342593
605,-0.000619734,-0.00056188,0.000346518,-0.00053856,0.000576449,0.000217704,0.000731065,0.002708516,-1.81E-05,-0.000789374,0.002080695
606,-0.000299811,9.95E-05,0.00014105,0.000221019,0.000750668,0.000390173,0.001152002,0.003238915,2.78E-05,-0.000213765,0.002522912
607,-5.02E-06,4.09E-05,0.000267743,0.000121526,0.001004293,0.000626478,0.001522508,0.003515579,0.001554721,-1.54E-05,0.002918018
608,-0.000136398,0.000398387,0.000371726,0.000119972,0.000959669,0.000347632,0.001624194,0.003171035,0.001638797,-0.000122734,0.002525282
609,-0.000439839,-0.000372236,-0.000139089,-0.00020947,0.000421343,0.000288802,0.001205836,0.003061166,0.00163004,-0.000424167,0.00235964
610,-0.000412323,-0.000142764,0.000133773,-1.08E-05,0.000456558,5.99E-05,0.00124641,0.003086897,-0.00083428,-0.000549522,0.002570614
611,1.94E-05,0.000405486,0.000373125,0.00019872,0.000711541,0.000453785,0.001564203,0.0034523,0.001502013,-0.000243777,0.00276731
612,-0.00025604,-0.000274149,2.09E-05,-5.63E-05,0.000824033,0.000445804,0.001430664,0.003224102,0.000170907,-0.00047723,0.002746782
613,-0.000204865,-6.06E-05,0.000160885,-1.27E-05,0.000645091,0.000481565,0.00132313,0.003340273,0.001122311,-0.000646512,0.002379577
614,-0.000147007,-7.80E-05,0.000327426,-0.000161705,0.000735266,0.000163371,0.001551318,0.003749648,0.000882365,-8.07E-05,0.002685178
615,-0.00024533,0.000224593,0.000380017,-0.000249262,0.00053827,0.000415591,0.001445,0.003164959,0.001303293,-0.000253505,0.002661007
616,-0.000105291,0.000183415,0.000571394,-0.000311607,0.000676098,0.000485219,0.001596471,0.003485543,0.001375063,-2.41E-05,0.002768639
617,-0.000224322,-3.03E-05,0.000176242,0.000153324,0.000675216,0.000226639,0.00181599,0.003145951,0.001486428,-0.000185407,0.002835909
618,-0.00050619,-0.00012056,0.000643639,0.000471043,0.000988233,0.00036271,0.001511287,0.00328633,0.001513131,-0.000253453,0.002967901
619,-0.000434822,-0.00013412,0.000349575,0.000205039,0.000754947,0.000426603,0.001543083,0.003238341,0.001304046,-0.000591247,0.00273605
620,-0.000422564,-0.000234619,8.44E-06,-0.000507431,0.000437046,0.000526996,0.001272423,0.003360516,0.000402118,-0.000548229,0.002556084
621,-0.000322264,-0.000161188,-0.000223338,-0.000251849,0.000731662,0.000278389,0.001549499,0.00302441,0.001779002,-0.000538663,0.002510337
622,-0.00041134,-7.71E-06,1.67E-05,-0.000172004,0.000593375,0.000120827,0.001553084,0.003189601,-0.000458974,-0.000483177,0.002302515
623,-9.59E-05,9.53E-05,0.000435957,0.000182198,0.000469696,0.000571265,0.001564281,0.003176745,0.001454896,-0.000320919,0.002819755
624,-0.000251021,-0.000164448,0.000374628,-0.000160205,0.000652635,0.000567636,0.001621284,0.003380238,-0.000167709,-0.000585456,0.002513513
625,-0.000672359,-0.000621853,0.000200611,-0.00036965,-6.45E-05,6.91E-05,0.001119872,0.002756707,-0.000244709,-0.000502467,0.002338168
626,-0.000922269,-0.000384599,-0.000377616,-0.000754128,9.26E-05,0.000193075,0.00100188,0.002705911,0.000264091,-0.000924645,0.002114327
627,-0.000226081,-0.000189237,0.00023674,-0.000316574,0.00045179,0.000567273,0.001072692,0.002772468,-0.001257272,-0.000494089,0.002639521
628,-0.000110881,-0.00026732,0.00012976,7.90E-05,0.000761923,0.000589383,0.001399551,0.003066484,-0.00052403,-0.000403427,0.002356023
629,-0.000507327,-0.000191824,0.000221666,-0.000265871,0.000389189,0.000510435,0.001321572,0.002832626,0.001102951,-0.000661038,0.002553507
630,-0.000593832,-0.000622474,-0.000221217,-0.000645944,0.00024767,4.87E-05,0.001217933,0.002926019,0.00057523,-0.000661142,0.001882203
631,-0.000262353,-0.000150009,0.000145711,-0.000118386,0.000838219,0.000281161,0.001481025,0.003122693,0.000181499,-0.000631469,0.00249495
632,-0.000556968,-0.000533286,-0.000235705,-0.000766015,0.000250286,0.000218403,0.001223773,0.002845393,0.000584899,-0.001101861,0.001954199
633,-0.000509396,-0.000284652,0.000269039,-0.000502673,0.000288932,0.000458087,0.001022456,0.003105225,0.001160386,-0.000806789,0.002304232
634,-0.000497192,-0.00028191,0.000222521,-0.000404202,0.00034986,0.000114871,0.000849191,0.003074357,8.72E-06,-3.60E-05,0.002397511
635,-0.000188254,-0.000422616,0.000462673,-0.000169934,0.00053884,0.000478274,0.001271982,0.002831558,0.000695647,-0.000698204,0.00249534
636,-0.00041703,-0.000528994,0.000158839,-0.000311814,0.000389344,-3.40E-05,0.001108037,0.00272451,0.003303076,-0.000741982,0.001813547
637,-0.000525426,-0.000374253,-0.000137485,-0.000121647,0.000281783,7.35E-06,0.000990931,0.002832444,-0.000883882,-0.000799864,0.002609363
638,-0.000588869,-0.000300484,0.000346104,-3.88E-06,0.000893441,0.000189656,0.001158855,0.002821657,0.00028085,-0.000350406,0.002401624
639,-0.000619165,-0.000864765,7.23E-05,-0.000397116,0.000705629,-6.92E-05,0.001001647,0.002610379,-0.000574082,-0.00090832,0.002535957
640,-0.000605258,-0.000559501,0.000340767,-0.000133706,0.00059913,0.000224981,0.001055176,0.002728287,0.001304254,-0.000672152,0.002220184
641,-1.62E-05,0.00010946,0.000309707,0.000162827,0.000851655,0.000428313,0.001167602,0.003094248,0.002433381,-0.000667345,0.002684344
642,-0.000566223,-0.000126253,0.000632959,-0.000100426,0.000657094,0.000483068,0.001270372,0.002738342,0.002007924,-0.000608515,0.002564912
643,-0.000451165,-0.000398047,0.000155111,-5.86E-05,0.000804141,-0.000183648,0.001513001,0.002785078,-0.002486361,-0.000660987,0.00235329
644,-0.000273166,-9.32E-05,0.000724194,0.000119687,0.000800251,0.000563385,0.001658571,0.003231456,0.003276419,-0.000310624,0.00266369
645,-0.000133862,-7.73E-05,0.000395407,-0.000122579,0.000894582,0.000605273,0.001597224,0.002887346,-0.002565833,-0.000496882,0.002611863
646,-0.000803275,-0.000686471,0.000133074,-8.10E-05,0.00017215,-2.38E-05,0.000918499,0.002508098,-0.000192031,-0.000425564,0.002183863
647,-0.000449458,-0.000147835,7.25E-06,2.71E-05,0.000593868,0.000586765,0.001315159,0.002861548,-0.000364891,-0.000151044,0.002478001
648,-0.000718052,-0.000621026,0.000157312,4.00E-05,0.00018357,-2.62E-05,0.000989245,0.002644417,0.000866153,-0.000587473,0.002278782
649,-0.000234619,-4.63E-05,0.000136674,-4.15E-05,0.000691447,0.000283363,0.001000894,0.002540852,0.000843018,-0.000425254,0.002823194
650,-0.000310624,-0.000507017,4.70E-05,8.78E-05,0.000568465,-0.000172263,0.00101942,0.00301367,0.001347719,-0.000736194,0.00255184
651,-0.000192497,-0.000464663,0.000347658,-8.48E-05,0.000620723,0.000448084,0.001149667,0.00270289,-0.000819708,-0.000521341,0.002452541
652,-0.000740949,-0.000489952,-5.59E-05,-0.000625162,0.000422457,-0.000325523,0.000973574,0.002066337,0.0003895,-0.000435391,0.001983687
653,-0.00023762,-0.000370063,0.000299138,-9.89E-05,0.000526114,8.82E-05,0.001243217,0.002817514,0.000438289,-0.000537526,0.002606759
654,-0.000456078,-0.000637517,-0.000150527,-4.54E-05,0.000611806,0.000272173,0.000879823,0.002451499,0.002497137,-0.000368874,0.002059523
655,-0.000573616,-5.09E-05,-0.000180698,9.77E-05,0.000604807,-6.84E-05,0.001087977,0.002458788,-0.000872154,-0.000880421,0.002299678
656,-0.000499984,-0.000408651,0.000313074,-0.000125684,0.000598067,-4.69E-05,0.001374388,0.002953097,0.001931681,-0.000466835,0.002296321
657,-0.000527805,-0.000803068,2.46E-05,-0.000141056,0.000286782,-5.89E-05,0.001020717,0.002187948,-0.000258679,-0.00078064,0.002392435
658,-0.000537009,-0.000355476,-6.43E-05,-0.000254022,0.000623704,-0.000307623,0.00108315,0.002644443,0.000393179,-0.000546316,0.002579728
659,-0.000483333,-3.08E-05,0.000581011,0.000573183,0.000837234,0.000109434,0.001156337,0.002666763,0.000289605,-0.000872567,0.002928651
660,-0.000510016,-0.000446872,0.000124736,0.000136,0.000736744,9.62E-05,0.001081723,0.002304258,0.001369454,-0.00033049,0.0025784
661,-0.00041615,-0.000560225,-0.00010203,-0.000248331,0.000649032,-0.000342543,0.001123894,0.002312638,-0.001281069,-0.000518445,0.002485577
662,0.000120904,-0.00015741,0.000174299,9.89E-05,0.000877021,0.000399501,0.001431495,0.002490211,0.000678742,-4.55E-05,0.002510467
663,-0.000589282,-0.000411961,-0.000177748,-0.000166001,0.000169431,-6.47E-06,0.000869629,0.002255597,0.000338176,-0.000911833,0.003032725
664,-0.000500243,-0.000387702,5.92E-05,-0.000523203,0.000390225,-0.000316004,0.001004397,0.002154856,-7.00E-05,-0.000675564,0.00214315
665,-0.000242329,-0.000413616,-6.28E-05,-6.76E-05,0.000845871,-0.000164966,0.001088159,0.002191356,0.000706588,-0.000385478,0.002257991
666,-4.71E-06,-0.000204348,-0.000192652,2.33E-06,0.00076226,-0.000205331,0.001307525,0.002343322,-0.000152907,-0.000551487,0.002354956
667,-0.000236119,-0.000432288,4.62E-05,-0.000317815,0.00094099,0.000178935,0.001695133,0.002397303,0.00087946,-0.000939575,0.003306075
668,-0.000401565,-0.000912246,-0.000578942,-0.000507121,0.000199342,6.69E-05,0.000852459,0.002195259,0.00018717,-0.001407002,0.002170413
669,-0.000845751,-0.001014631,-0.000536026,-0.000821981,0.000106404,-0.000166156,0.00116755,0.002005843,-7.11E-05,-0.001256601,0.002227677
670,-0.000778883,-0.000951922,-0.000669413,-0.000523306,0.000216771,-0.000376529,0.001246903,0.002038404,0.000223479,-0.000795575,0.002155116
671,-0.000272804,-0.000682129,-0.000165276,-0.000641291,0.000217756,0.000135715,0.001541212,0.001873702,0.001092129,-0.000584371,0.002743786
672,-0.000916018,-0.000873136,-0.000398202,-0.000858565,0.000281575,-0.000288636,0.001256561,0.002304935,-0.00057615,-0.00100802,0.001911842
673,-0.00089871,-0.00107573,-0.000422254,-0.000432184,0.000237646,-6.56E-05,0.00097495,0.001575946,-0.000314142,-0.000661969,0.002138805
674,-0.000524495,-0.000748495,-0.000278133,-0.000100012,0.000448706,-0.0005443,0.00118533,0.001928665,-0.002953361,-0.000382012,0.00166738
675,-0.000549212,-0.000710093,-0.000558984,-0.000317401,0.000277457,-0.000280255,0.001141828,0.001784824,0.001145722,-0.000749115,0.001895099
676,-0.000118127,-0.000147214,0.000374524,-5.83E-05,0.00065878,-6.69E-05,0.001244255,0.001880643,-0.001008175,-0.000505311,0.002343764
677,9.58E-05,-0.000414599,-9.86E-05,-0.000113883,0.000909471,0.000155033,0.001346992,0.001971205,-0.001443795,-0.000697894,0.002167838
678,-0.000293655,-0.000704769,0.000242645,-7.27E-05,0.000851032,9.89E-06,0.001279277,0.001936855,-0.0017406,-0.000749166,0.001706282
679,0.000181421,0.000105653,0.000576086,0.000579404,0.001131447,0.000444456,0.00200665,0.002196143,0.001093453,-0.000423029,0.002848416
680,0.000253705,0.000171839,0.000398076,0.00021255,0.000779842,0.000668113,0.001832107,0.002168332,0.001488402,-0.000132464,0.002636448
681,-0.000203002,-0.000289878,-1.80E-05,0.000252746,0.001037246,-0.000222976,0.001480999,0.00149287,0.000119377,-0.000374409,0.002641787
682,-0.000285532,-0.000147318,0.000277327,0.000483197,0.000761689,0.00040901,0.001563684,0.002380228,-0.00060138,-7.07E-05,0.002326535
683,-0.000410409,-0.000298104,-0.000393082,-0.000443511,3.18E-06,5.30E-05,0.001329699,0.001582389,-0.001699398,-0.000724151,0.00235519
684,0.000165857,-9.26E-05,0.000108346,9.57E-05,0.000763427,0.000586869,0.002069042,0.001901677,0.001480688,-0.000290395,0.002778512
685,0.000174714,0.000234098,0.000721938,0.000543402,0.001072718,0.000812803,0.002550668,0.002275946,-9.19E-05,-9.44E-05,0.002884505
686,0.000458475,-0.000239121,0.000172254,0.000217212,0.000900652,5.31E-05,0.002243003,0.002054945,-0.001569113,-0.000263129,0.002274228
687,-3.91E-05,-0.000479506,9.96E-05,0.000188568,0.001028579,0.000357995,0.001836085,0.001740821,0.001332218,-0.000228461,0.002249976
688,-8.75E-05,7.24E-05,-0.000237672,-0.000241656,0.000383929,0.000109071,0.001858441,0.001598601,-0.000175109,-0.000403996,0.002795186
689,-0.000922269,-0.000352786,-0.000442735,-0.000470766,0.000615694,-7.79E-05,0.001640693,0.001636224,-0.001788708,-0.000677477,0.002208736
690,2.96E-05,-0.00015653,-0.000197051,0.000108502,0.0005772,0.000243085,0.001458402,0.002068236,-0.00043115,-0.000150578,0.002448427
691,-9.14E-05,-0.000310158,-0.000276322,8.94E-05,0.000564085,0.000131521,0.001607825,0.001471207,0.002131443,-0.000841669,0.002456237
692,-0.000287187,2.08E-05,-0.000217232,0.000155188,0.000745275,0.000441839,0.00206488,0.001678995,-0.001095303,-0.000720482,0.001825946
693,-0.000230272,0.000324809,-6.73E-07,1.50E-05,0.000788425,0.000302609,0.001379425,0.001741887,-0.002266913,-0.000413409,0.002543195
694,0.000228193,-0.000234722,0.000414762,0.000397609,0.000869551,0.000365405,0.001846327,0.001872636,-0.000950011,-0.000755833,0.002191669
695,-0.00029531,-0.000349061,-0.000598433,6.47E-06,0.000621812,0.000278234,0.001942368,0.001626558,-0.000795265,-0.000220544,0.0022308
696,-0.00043989,-0.000193584,-2.61E-05,0.00012787,0.000384888,0.000291677,0.001614424,0.001255341,-0.000508103,-0.000624025,0.001938623
697,-0.0004733,-0.000193998,-4.14E-06,-0.000190531,0.00042707,-0.000219509,0.001948348,0.001793714,-0.000622577,-0.000746169,0.001956955
698,-0.000635708,-0.001019435,-0.000531941,-0.000507896,0.000204599,-0.000266026,0.001278239,0.001376179,-0.003895606,-0.00119119,0.001381529
699,-0.001325408,-0.000705906,-0.00121592,-0.000750924,-4.76E-05,4.14E-05,0.001374414,0.001279667,0.000726761,-0.001706979,0.001837488
700,-0.001017523,-0.000977802,-0.001216695,-0.001133671,-0.000152183,-0.000139762,0.001423028,0.001051777,-0.002022105,-0.001192533,0.001262454
701,-0.000391995,0.00019784,-0.000162119,-0.000174695,0.000195302,5.25E-05,0.001702877,0.001663196,0.000268287,-0.000714486,0.001960648
702,-0.00034813,-0.000528632,-0.000574754,-0.000601536,0.000307919,0.000210608,0.001598627,0.00175509,0.000604236,-0.00076064,0.001684998
703,-0.000222666,-0.000416823,-0.000543989,-0.000406323,0.000222754,-0.000394892,0.001667094,0.001477831,0.000690695,-0.000666776,0.001793844
704,-0.000436891,-0.000358476,-0.000672824,-0.000303174,0.000530883,0.000126575,0.001432664,0.001321338,-0.000714589,-0.00079759,0.001523236
705,-0.000731491,-0.000174902,-0.000683473,-0.000682801,0.000194654,-0.000109587,0.00158213,0.001236883,-0.000224166,-0.000997844,0.001725669
706,-0.000231669,0.000108786,-0.000448786,-0.000293086,0.00062233,0.000315302,0.001677098,0.001342993,-0.000661245,-0.000709731,0.001636016
707,-0.000600243,-0.000280203,-0.000902172,-0.000625007,-0.000123769,-0.000602414,0.00144339,0.000603692,-0.001694654,-0.001179935,0.00179374
708,-6.19E-05,-0.000249366,-0.000508879,-0.000133758,0.000155344,5.52E-05,0.002065011,0.001594756,-0.000145196,-0.000824668,0.001645578
709,-0.000342129,-0.000235809,-0.000605206,-0.000192756,0.000480036,0.000172461,0.001947672,0.001314639,0.00068875,-0.000319315,0.001764888
710,-0.000620871,0.000150786,-0.00067391,-0.000322678,0.000158477,0.000168032,0.001434975,0.001383996,0.000914115,-0.000368201,0.001140998
711,-0.000358269,-0.000531579,-0.000560845,-0.000494089,-9.05E-05,0.000204962,0.001311783,0.000380509,0.001861717,-0.001096129,0.001154183
712,-0.000511102,-0.00031735,-0.000643152,-0.000545385,0.000196364,-1.56E-05,0.001686765,0.001278005,-0.001151537,-0.000327489,0.000921197
713,-0.000957346,-0.00086616,-0.000834228,-0.0008241,-0.000233998,-0.000187115,0.00152999,0.000751109,4.05E-05,-0.0011204,0.001072173
714,-0.000465025,-0.000405806,-0.000769736,-0.000436373,-0.000128375,-0.000213145,0.001283146,0.00103312,-0.002678171,-0.001070256,0.00124249
715,-0.000665329,-0.000765808,-0.000865954,-0.000513171,0.000173626,0.000119247,0.001516014,0.001471727,-0.000564568,-0.000953265,0.001316275
716,-0.000843735,-0.000765291,-0.00081547,-0.000729527,-8.72E-05,-5.40E-05,0.000994668,0.00107796,-0.001478365,-0.001372632,0.00056704
717,-0.000163413,-0.000153373,-0.000622732,-0.000175834,0.000231146,0.000317892,0.001482662,0.00130119,0.002865431,-0.000887706,0.001972297
718,-0.000274305,-0.000131015,-0.000382892,-0.000782604,0.000326312,0.00010555,0.001527522,0.001402642,0.000621449,-0.000892046,0.001474947
719,-0.001044639,-0.000765394,-0.001010654,-0.000646254,-0.00062692,0.000184321,0.001045705,0.000939122,-0.000785705,-0.000990251,0.001058109
720,-0.000991439,-0.000685179,-0.001178179,-0.00116176,-0.000659281,0.000124063,0.000853833,0.000734566,0.002509816,-0.001187215,0.001279069
721,-0.000729268,-0.000675099,-0.001270384,-0.000737228,4.99E-05,0.000745016,0.001042046,0.001162462,7.55E-05,-0.0009949,0.001930459
722,-0.000519738,-0.001332634,-0.00075542,-0.000585663,-0.000481005,0.000290382,0.000852121,0.00050367,-0.000404668,-0.001153137,0.001381269
723,-0.000522323,-2.05E-05,-0.000723428,-0.00046668,0.000262459,0.001323571,0.001357041,0.00093396,-0.000128738,-0.000551177,0.001139103
724,-0.000260852,-0.000154305,-0.000506862,-0.000268613,1.12E-05,0.000695543,0.001596965,0.000889368,-0.000576357,-0.000427633,0.001376102
725,-0.000718156,-0.000313573,-0.001277301,-0.000819553,-0.000497968,0.000612998,0.000689243,0.000902986,-0.002612048,-0.001561272,0.001835695
726,-0.000880007,-0.000534113,-0.001386463,-0.001067622,-0.000478989,0.00021918,0.000890069,0.000645584,-0.001573085,-0.001557094,0.001234079
727,-0.000197827,-0.000182768,-0.000929915,-0.000918756,-7.12E-05,0.000672987,0.001171287,0.000704955,-0.003132269,-0.001186131,0.002112168
728,-0.000944122,-0.000565654,-0.001076246,-0.000695723,-0.000921959,0.000772969,0.000778493,0.000554598,-0.003299338,-0.001524438,0.001644591
729,-0.001004611,-0.000591092,-0.000941848,-0.00073025,-0.000700737,0.000881379,0.000988674,0.00094623,0.000213171,-0.001194495,0.001542069
730,-0.000882849,-0.00044651,-0.000873756,-0.000468749,-0.000343681,0.000783446,0.000701895,0.00135969,-0.000143643,-0.001565451,0.00142321
731,-0.001022792,-0.000883159,-0.000825443,-0.000853398,-4.89E-05,0.000728446,0.001004916,0.001055358,-0.002156735,-0.001386773,0.001433599
732,-0.000388064,-0.000467404,-0.000406323,-0.000308606,0.000232363,0.000743434,0.00160954,0.000883299,5.95E-05,-0.000840015,0.002206212
733,-0.000521186,-0.000333439,-0.001075317,-0.00064124,-0.000396961,0.000958086,0.001493675,0.001582935,-0.000956003,-0.001447355,0.000737029
734,-0.000956933,-0.000486229,-0.000792061,-0.000529356,-0.000217491,0.000829012,0.000914789,0.000318333,-0.002332831,-0.001722604,0.000804037
735,-0.001112086,-0.000934719,-0.001248651,-0.00106349,-0.000305813,0.00044627,0.001045861,0.000663602,-0.003816736,-0.001187679,0.001326505
736,-0.000724875,-0.000508568,-0.000815315,-0.000759555,-0.000143385,0.000344886,0.001110243,0.000405356,-0.004328392,-0.001555752,0.000363436
737,-0.000535354,-6.52E-05,-0.000856085,-0.000944277,1.12E-05,0.00152043,0.001465961,0.00107591,-0.00023286,-0.001130676,0.001747241
738,-0.001048564,-7.05E-05,-0.000501122,-0.000462957,0.00036942,0.001088963,0.001339696,0.001015295,0.000307816,-0.000495382,0.002400453
739,0.00011816,-5.42E-05,-9.25E-05,0.000241868,0.000754117,0.001642564,0.001522457,0.001460532,0.002175798,-0.000665484,0.001258534
740,-0.00052584,-0.000476299,-0.000894061,-0.00049864,0.000240729,0.0014363,0.000943091,0.001389995,-0.004125617,-0.00086368,0.001442169
741,-0.000664502,-0.000655817,-0.000939214,-0.000910955,-0.000313935,0.000664742,0.000727876,0.000663187,-0.004246576,-0.000658764,0.001268866
742,-0.000636639,-0.000185977,-0.000491865,-0.000559656,6.77E-05,0.001500974,0.001701292,0.000964209,-0.002064152,-0.00086957,0.001752309
743,-0.001061166,-0.001059875,-0.000995416,-0.001029506,0.000264609,0.000815889,0.001352575,0.00100803,0.001860937,-0.000864352,0.00161154
744,-0.000469163,5.66E-05,-0.001049184,-0.000737796,0.000122536,0.000984575,0.001587456,0.0009983,-0.000442942,-0.001458655,0.001383425
745,0.000206127,0.000296314,-2.04E-05,-0.000230376,0.000311364,0.001940002,0.001011999,0.00102134,0.001701786,-0.000749683,0.001906538
746,-0.000471593,-0.000531166,-0.000559088,-0.000572841,8.50E-05,0.001336865,0.000649421,0.001513832,-0.002519408,-0.001062767,0.002697107
747,-0.000349423,0.000681568,-0.000701357,-0.000606189,-4.00E-05,0.002019341,0.00153199,0.000907889,-0.00217322,-0.001925318,0.002431871
748,-0.00047149,-0.000238241,-0.000907752,-0.000652095,-3.61E-05,0.001191092,0.001371895,0.001168276,-0.002806632,-0.001595318,0.001808764
749,-0.000388168,-0.000167967,-0.000220803,-0.000529615,0.000723883,0.00123382,0.000982863,0.001557812,-0.001776179,-0.00119341,0.001666834
750,-0.001010705,-0.000642273,-0.000544817,-0.000526202,-0.00014385,0.00158096,0.000533708,0.001567191,0.00073161,-0.000496261,0.001074301
751,-0.00020828,-0.000622577,-0.00047211,-0.00057584,-0.000312952,0.001235507,0.000884595,0.001019368,-0.003167117,-0.001137492,0.001755713
752,-0.00037446,-0.000281082,-0.000936579,-0.000187943,0.000118833,0.001271307,0.001540069,0.001160931,-0.004983494,-0.00102961,0.001240335
753,1.17E-05,-0.000112538,-0.000340629,-0.00043596,0.000207059,0.002101867,0.001405343,0.001409576,0.000152133,-0.001033173,0.001919409
754,0.000365094,-0.000122527,-0.000593677,0.000441839,0.000394396,0.001885817,0.001901157,0.001119768,0.000274504,-0.001234041,0.001680061
755,0.000451453,0.000500327,-0.000622939,-0.000791803,0.000704022,0.00129296,0.001491052,0.001364468,-0.001364323,-0.000344871,0.001598472
756,-0.000820948,-0.000848438,-0.001114978,-0.001041334,-0.000173867,0.001627234,0.000583525,0.000787647,-0.001975827,-0.001777158,0.000512223
757,-0.000498381,-0.000763121,-0.000309072,-0.000802655,-0.0001188,0.001528223,0.000731325,0.001562281,-0.003025344,-0.000765033,0.002732194
758,-0.000808856,-0.000601432,-0.001408292,-0.000835055,-0.000191566,0.001625571,0.00076296,0.000552447,0.002815221,-0.001412937,0.000469359
759,-0.000438753,0.000310251,1.68E-05,0.000403491,0.000687998,0.001938025,0.001432482,0.001008289,0.006363134,-0.000807874,0.003134009
760,-0.000700944,-0.00038315,-0.001169712,-0.001146321,-3.62E-07,0.001204304,0.001210794,0.00105938,0.002379239,-0.002348743,0.001952535
761,-0.000998516,-0.000395306,-0.000271355,-0.000209677,9.76E-05,0.001064025,0.00062176,0.0007787,-0.001417375,-0.001457314,0.003233751
762,-0.000827097,-0.001136975,-0.001380322,-0.001501583,-0.000221683,0.000901482,-7.51E-06,0.000409761,0.0038675,-0.001810156,0.001495649
763,-8.82E-05,-0.000640051,-0.000493003,-0.000527908,0.0001765,0.002922839,0.001745733,0.001007277,0.00049162,-0.001264602,0.003263744
764,-0.00101272,-0.000752888,-0.000586594,-0.001505504,-0.000205124,0.000402584,0.00082258,0.000536481,-0.004075665,-0.000922734,0.001564099
765,-0.000951354,-0.000336801,-0.000584939,-6.74E-05,0.000216435,0.001476168,0.000625959,0.001475337,-0.00675729,-0.00108234,0.002622436
766,-0.000597916,0.000220397,-0.000166881,-0.001144308,0.000549881,0.000975442,0.000964572,0.001068748,-0.007443349,-0.001373819,0.002283284
767,0.000736614,0.000647606,0.000197477,0.000278778,0.000455418,0.001842194,0.001715741,0.002016558,-0.000943347,-0.000995933,0.003245435
768,0.00037056,-1.05E-05,-0.000778935,-0.000365718,-0.000229341,0.001833693,0.002067195,0.001590339,-0.005398018,-0.000941435,0.003457701
769,6.85E-05,0.000359783,-0.00066476,-0.00076896,-0.00028429,0.001389242,0.0015369,0.000648617,-0.005390706,-0.00133315,0.002988491
770,-0.000236326,0.000305458,-0.000410202,-0.000870242,-0.00010731,0.001417627,0.000992592,0.000237983,-0.00511107,-0.002216129,0.001337047
771,5.60E-05,-0.001003526,-0.001651642,-0.000845492,-6.22E-05,0.000956685,0.000313048,0.000658961,-0.002943539,-0.002061215,0.002385538
772,-0.000480333,-0.00032692,-1.68E-05,-0.000286308,0.000549389,0.002315058,0.000769832,-0.000222666,-0.005389632,-0.001387908,0.001776377
773,0.00056761,0.000549285,0.000428469,0.000514296,0.001545784,0.002634416,0.001253445,0.001414796,-0.000975064,-0.001134342,0.003844256
774,0.000290305,0.000375794,0.000378773,0.000436035,0.000208898,0.001773154,0.001113747,0.001305344,-0.000420495,-0.000980023,0.00164363
775,-0.001034155,-0.000622112,-0.000757487,-0.000745652,-0.000469525,0.001275409,-0.000415064,0.000356777,-0.0054153,-0.002157302,0.000846208
