Wavelength [nm],H2O_2ml,prot_2,prot_4,prot_6,prot_8,prot_10,prot_12,prot_14,prot_16
437,-8.30E-05,-0.000758171,-0.000923634,-0.00074482,1.53E-05,0.000339031,0.001406193,0.002682209,0.004603386
438,0.000129223,-0.000226975,-0.000139237,-0.000279427,0.000612736,0.001315117,0.002167225,0.003255367,0.005394459
439,0.000308991,-0.00032568,-0.000136852,-0.000359535,0.000841141,0.001181602,0.002213955,0.003097534,0.00530386
440,-0.000280857,-0.000204086,-0.000220299,-0.000515461,0.000711918,0.000843525,0.002122879,0.00313139,0.00523138
441,0.000191212,2.91E-05,3.29E-05,-3.58E-05,0.000650406,0.001160622,0.002353668,0.003271103,0.005662918
442,0.000143528,8.11E-06,-0.000285149,-0.000154018,0.000738144,0.001223087,0.002116203,0.003236771,0.005134583
443,-3.72E-05,-8.92E-05,-0.00039196,-0.000432491,0.000683308,0.001048565,0.002047539,0.003278732,0.00502491
444,3.48E-05,-0.000184059,-0.000482082,-0.000426292,0.000236034,0.001019478,0.002078056,0.002885818,0.005038261
445,-7.44E-05,-0.00020361,-0.000389576,-0.000541687,0.00010109,0.001178265,0.001983643,0.002922535,0.004884243
446,-0.00021553,-0.000461102,-0.000905514,-0.00064373,0.000180244,0.000724793,0.001313686,0.002827168,0.004871368
447,-3.77E-05,-0.000155926,-0.000287533,-0.000358105,0.00054884,0.001272678,0.002212524,0.002876282,0.004997253
448,3.05E-05,-0.000914574,-0.000532627,-0.000651836,0.000254631,0.001330853,0.001777649,0.002943039,0.004952908
449,-0.000207424,-0.000427723,-0.000391007,-0.000583172,0.000168324,0.000983715,0.001631737,0.002815247,0.004451752
450,0.000378609,-0.000501633,-0.000692844,-0.000695705,0.000492573,0.000985146,0.001680851,0.002882957,0.005270481
451,0.000514984,0.00011301,-0.00030756,-0.000413895,0.000305176,0.001148701,0.001991749,0.002950668,0.005045891
452,8.82E-05,-0.000267983,-0.000305653,-0.000570774,9.68E-05,0.000727654,0.001599789,0.003083229,0.004836082
453,0.000277996,-0.000525475,-0.000134945,-0.000712395,0.000134945,0.001115799,0.001897335,0.002764702,0.005149364
454,0.00043869,-0.000234127,-0.000514031,-0.000252724,0.000212669,0.001426697,0.001794338,0.002820969,0.004873753
455,0.000188351,-0.00026083,-0.000123978,-0.000531197,0.000136375,0.00088501,0.002189636,0.00300312,0.005070686
456,0.000272751,-3.48E-05,0.000312805,-0.000175476,0.000468731,0.001224518,0.001978874,0.00336504,0.005161285
457,4.63E-05,-0.000249863,-0.000113964,-0.000277519,0.000458241,0.000980854,0.001792431,0.003216267,0.005058289
458,-0.000217438,-0.000545979,-0.000332356,-0.000628471,9.06E-05,0.000927925,0.002044201,0.003008366,0.004782677
459,-1.76E-05,-0.000508785,-0.000294685,-0.000805378,0.000248432,0.000910759,0.001767635,0.002895355,0.004444122
460,-3.24E-05,-2.72E-05,7.58E-05,-0.000287056,0.000156879,0.00101757,0.001754284,0.002785206,0.00472784
461,0.00020504,-0.000478268,-0.000496388,-0.000568867,0.00037241,0.000926018,0.002219677,0.002898693,0.004862785
462,2.00E-05,0.000153542,-0.000121594,-0.000593662,0.00033617,0.00095892,0.001680851,0.002882957,0.004475117
463,0.000324249,-0.000475407,-0.000373364,-0.000545979,0.000225544,0.001084805,0.001613617,0.002614975,0.004583836
464,-4.91E-05,-0.000923157,-0.000350475,-0.000730991,0.000220299,0.000874996,0.001668453,0.002826214,0.004464626
465,0.000135422,-0.000118256,-0.000382423,-0.000700951,0.000189781,0.000789642,0.001997948,0.002817631,0.004701614
466,0.000736713,-0.000525951,-0.000525951,-0.000736237,0.000315666,0.000947952,0.001580715,0.002532005,0.004334927
467,-0.000365257,-0.00049305,-0.000481606,-0.000822067,0,0.000826359,0.001672268,0.002645016,0.004209518
468,0.00022316,-0.000968933,-0.000422478,-0.000623226,7.68E-05,0.000699997,0.00157547,0.002753735,0.00460577
469,5.25E-05,-0.000416279,-4.34E-05,-0.00073719,-0.000197411,0.000991345,0.001802921,0.002649784,0.004557133
470,0.00090456,-0.00059557,-0.000759602,-0.000742436,0.00023222,0.00105238,0.00135994,0.002704144,0.004399776
471,-0.00018549,-0.001069546,-0.000713348,-0.001128674,-4.20E-05,0.000225544,0.001451492,0.002594948,0.004160404
472,-1.34E-05,-0.00040102,-0.000844955,-0.000715256,0.000155449,0.001012325,0.001846313,0.002623558,0.004545212
473,-0.000291824,-0.000813007,-0.000933647,-0.001619816,-0.000290394,0.000385284,0.000956535,0.00219965,0.004565239
474,0.00039196,-0.000451565,-0.000441074,-0.000898838,0.000331879,0.000933647,0.001295567,0.002888203,0.004340649
475,-0.000333309,-0.000742436,-0.000736713,-0.000506878,8.20E-05,0.00066042,0.001751423,0.002436638,0.00442791
476,0.000118256,0.000124931,-0.000534535,-0.000588894,0.000556946,0.000721932,0.001610279,0.002327442,0.004876137
477,-4.82E-05,1.24E-05,-0.000358582,-0.000369072,0.000450611,0.001144409,0.001960278,0.003409863,0.004772186
478,-0.000254154,9.01E-05,-0.000617981,-0.000425816,0.000225544,0.000602245,0.001794815,0.002347946,0.004209518
479,0.00038147,-0.000132084,-0.000824451,-0.000953674,0.000398159,0.000792027,0.002121925,0.002734184,0.004919529
480,3.15E-05,0.00014925,-0.000500202,-0.00049305,0.000270844,0.000505447,0.001897812,0.002774239,0.004912853
481,-0.000376225,-0.000751972,-0.000626564,-0.001127243,-0.000125408,0.000752926,0.00163269,0.002388477,0.004410267
482,-0.000411987,0.000315189,-9.54E-07,-0.000436783,0.000183582,0.000795364,0.00178051,0.00241518,0.004569054
483,0.000896454,0.000139237,-0.000531673,-0.000330448,0.0007267,0.001308918,0.002120972,0.002850056,0.005273342
484,-1.72E-05,-0.000448227,-0.000323296,-0.000526905,0.000631809,0.000698566,0.002323627,0.002808571,0.005105972
485,6.01E-05,-6.87E-05,-0.00039053,3.39E-05,0.001163006,0.001451492,0.002962589,0.00359869,0.005616188
486,-5.05E-05,-0.000236511,-0.000492573,-0.000904083,-4.29E-06,0.000432015,0.001471996,0.002061844,0.003931999
487,-3.29E-05,-6.20E-06,-0.000679493,-0.000856876,9.54E-07,0.000469208,0.001119614,0.002296448,0.003962517
488,-0.000241756,-0.000528812,-0.000765801,-0.000783444,-0.000193119,0.000462532,0.001176834,0.002251625,0.004115582
489,2.05E-05,5.34E-05,-0.000421524,-0.000352383,0.000317097,0.000807285,0.001772881,0.002547264,0.004744053
490,-5.72E-06,0.000264168,-0.000293732,-0.000340462,0.000445843,0.001015663,0.002047062,0.002948284,0.00480032
491,1.57E-05,-0.000302315,-0.000902653,-0.000551701,8.49E-05,0.000628948,0.001748562,0.002987862,0.004402161
492,-0.000164509,-0.000147343,-0.000230312,-0.00075531,0.000379086,0.000886917,0.001512051,0.002522945,0.004519463
493,-0.000160217,-0.000104904,-0.000545025,-0.000705719,1.43E-05,0.000329495,0.001595974,0.002097607,0.004336357
494,-0.000110626,-0.00035429,-0.000492573,-0.001010418,0.00037241,0.000341415,0.001494408,0.002238274,0.004293442
495,-0.000273228,-0.00054121,-0.000946045,-0.000412464,-0.000131607,0.000806809,0.00189352,0.002441883,0.003809929
496,0.000127316,-0.000441074,-0.000411511,-0.000586033,0.000256538,0.000997067,0.002015591,0.002599716,0.004190922
497,0.000123024,-0.000205994,-0.00030756,-0.000719547,0.000499249,0.000621319,0.001754284,0.002459526,0.004005909
498,0.000314713,-3.53E-05,-0.000723362,-0.000323772,0.000556469,0.00092411,0.001841068,0.002313614,0.004384995
499,0.000424862,-0.000184536,8.58E-05,1.48E-05,0.000618935,0.000741005,0.001644611,0.002463818,0.004339695
500,0.000229836,0.000216007,-0.000200272,-0.000155926,0.000131607,0.000898838,0.002209187,0.002430439,0.004319668
501,0.000134945,-0.000153065,-0.000813484,-0.000948429,0.000189304,0.001041412,0.001934528,0.002470016,0.003983974
502,4.53E-05,-4.29E-06,-0.000556946,-0.000600815,8.96E-05,0.000902176,0.0019207,0.002622128,0.00396204
503,4.39E-05,-0.000240803,-0.00069952,-0.000771999,-0.000238419,0.000711918,0.001418591,0.002081871,0.003844261
504,6.20E-05,-0.000248432,-0.000191212,-0.000762463,0.00040102,0.000459671,0.001479149,0.002180576,0.004150867
505,-0.000435829,-0.000662327,-0.000525475,-0.000427723,-0.000121594,0.000344276,0.000788689,0.001901627,0.004050255
506,8.25E-05,6.25E-05,-0.000251293,-0.00026989,0.000379562,0.000795841,0.001755238,0.002448559,0.004576206
507,0.000205994,-0.001058578,-0.001079559,-0.001228809,-0.000238419,0.0004673,0.00133276,0.002091885,0.004105568
508,-0.000366688,-0.000571251,-0.001047611,-0.001172066,-0.000780106,0.000475884,0.001117229,0.002007484,0.003722191
509,-0.000124931,-0.000133991,-0.000526905,-0.000802517,-0.000124455,0.001225948,0.001766682,0.002713203,0.003808022
510,0.000385284,-0.000148296,9.54E-05,-0.000406742,0.000262737,0.001291752,0.001676559,0.002349377,0.004528522
511,-0.000172615,-0.000409126,-0.000965118,-0.000981331,-5.72E-05,0.00053978,0.000994682,0.002065659,0.003954411
512,-0.000159264,-0.000391483,-0.000614166,-0.001006603,-0.000294209,0.000319958,0.001336575,0.002199173,0.003727913
513,-0.000504494,-0.000452519,-0.000731945,-0.000886917,-0.000511646,0.000498295,0.0010252,0.002036095,0.003537178
514,-0.000422001,-0.000902176,-0.001214981,-0.001400948,-0.000623226,0.000264168,0.00067091,0.001552105,0.003623009
515,0.000370026,7.53E-05,-0.000499725,-0.000983715,0.000413895,0.001076698,0.001791,0.00235033,0.003995895
516,0.000379562,6.82E-05,-0.000254154,-0.000552177,0.000233173,0.000733852,0.001496792,0.002371311,0.003612518
517,0.000183582,-0.000164986,-0.000501633,-0.001006603,-0.00028038,0.000190258,0.001395226,0.002079487,0.003649235
518,0.00039959,-0.000368595,-0.000649452,-0.000896931,-0.000268936,0.000760555,0.001003265,0.002278805,0.004093647
519,-0.000145912,-0.00026989,-0.000292301,-0.00057745,-5.72E-05,0.000507832,0.001356125,0.001913071,0.003847122
520,0.000468254,-0.000403881,-0.000267029,-0.000815392,-0.000239849,0.000484467,0.00137949,0.002287388,0.004039288
521,-0.000148296,-0.000678539,-0.000618935,-0.000518799,-0.000667572,0.000474453,0.001137257,0.002113342,0.003378391
522,0.000684738,0,-0.000854969,-0.000342369,0.000171185,0.000684738,0.001199245,0.002230167,0.004471779
523,0.000630379,-0.000323296,-0.000311852,-0.000872135,0.000353813,0.000316143,0.00176239,0.002040386,0.00357008
524,0.000197887,0.000373364,-0.000114918,-0.000777245,0.000430584,0.000383854,0.002264977,0.002112865,0.004317284
525,0.000400066,-0.000218391,0.000159264,-0.000720501,-0.000284672,0.000669003,0.00156641,0.002120972,0.004067421
526,0.000199795,-0.000529766,-0.000347614,-0.0007267,0.000112534,0.000833035,0.001590729,0.002495766,0.004454136
527,0.000644684,-0.000370979,-0.000631332,-0.000617981,9.35E-05,0.000488758,0.001319408,0.001795769,0.004063606
528,-0.000176907,-0.00024271,-0.000535011,-0.001167774,-0.000551701,-0.000173569,0.001024723,0.001797676,0.003768921
529,0.000369072,1.10E-05,-0.000610352,-0.001277924,0.00028944,0.000257969,0.001347542,0.002020359,0.004170895
530,1.57E-05,-0.000611305,-0.000761986,-0.001102448,0.000210285,-0.000111103,0.001522064,0.001627922,0.003808022
531,0.000245094,-0.000221729,5.20E-05,-0.000829697,0.000187874,0.000408649,0.001338959,0.001626492,0.003716946
532,-0.000339985,-0.000266552,-0.000605583,-0.000932694,-0.000103474,0.000235081,0.000936031,0.001849651,0.003245354
533,-0.000100613,-0.00042963,-0.000639916,-0.000988483,-5.67E-05,0.000242233,0.001343727,0.002230167,0.003726959
534,0.000162125,-0.000160694,-0.00039053,-0.000947952,0.000286579,0.000299931,0.001402378,0.001960754,0.003614902
535,-0.000123501,0.000135422,-0.000664711,-0.001071453,-0.000132084,-0.000130653,0.000948906,0.001629353,0.003394604
536,0.000833988,-6.68E-06,0.000266075,-0.000281334,0.00042963,0.000593662,0.00148344,0.002196312,0.004010677
537,-3.34E-05,-1.53E-05,-0.00058651,-0.000609398,6.58E-05,0.000383377,0.001450539,0.001926899,0.004003525
538,0.00094223,-0.00014925,0.000117302,-0.000255585,0.000648975,0.000897884,0.001699924,0.002680302,0.003865719
539,-0.00032711,-0.000140667,-0.000422001,-0.000711441,-0.000229836,0.000131607,0.00086689,0.001922131,0.003496647
540,0.000200272,-0.000444889,7.15E-06,-0.000522137,1.29E-05,0.000145912,0.000983238,0.001644135,0.0036273
541,0.000254631,-0.000303268,-0.000223637,-0.00069952,0.000383854,0.000560761,0.001633644,0.002079964,0.004089832
542,0.000314713,-0.000370026,-0.000755787,-0.001037121,-0.000151634,0.000208855,0.00137949,0.001825809,0.003257751
543,-0.000206471,-0.000195503,-0.000506878,-0.000641346,0.000367641,0.000490189,0.001194,0.001871586,0.003590584
544,3.91E-05,-3.19E-05,-0.0003829,-0.00055027,6.06E-05,0.000643253,0.00135231,0.001934052,0.003486156
545,-6.44E-05,-0.000369072,-0.000231266,-0.00046587,-0.000152111,0.000278473,0.001560688,0.001612663,0.003534317
546,-0.000279903,-0.000299931,-0.000694275,-0.000968933,-0.000150204,0.000367641,0.001395702,0.001626492,0.003310204
547,-8.11E-06,-3.34E-06,-7.15E-06,-0.000499249,0.000123978,0.001000881,0.001381397,0.002128124,0.003898144
548,0.000448227,-2.24E-05,-0.000258446,-0.001132011,-0.00013113,0.00053072,0.001113892,0.002113342,0.003369808
549,0.000102043,-0.000377655,-0.000662804,-0.000766277,-4.96E-05,0.000219822,0.001198292,0.001677036,0.003450394
550,0.000355244,-0.000354767,-0.000667095,-0.001078606,0.000150681,0.000180244,0.001231194,0.001759529,0.003158092
551,0.000266075,-0.000655651,-0.000729561,-0.001063347,-0.000434399,0.000172615,0.000932217,0.001357555,0.00322628
552,-9.73E-05,-9.35E-05,-0.000793934,-0.00126791,-2.96E-05,-9.30E-05,0.000948429,0.001531124,0.003234863
553,0.000572205,-0.000387192,-0.00025034,-0.000680447,2.53E-05,0.00063324,0.00124836,0.001465321,0.003529072
554,-0.000263691,-0.00012207,-0.000756741,-0.00076437,-0.000149727,0.000320435,0.001581192,0.002239704,0.003526688
555,-0.000172615,-6.15E-05,-0.000437737,-0.000745773,-0.000314713,0.000180721,0.001103401,0.00155592,0.003467083
556,-0.000136375,0.00036478,-0.000565052,-0.000768185,-4.77E-06,0.00043869,0.001655579,0.001790524,0.003454685
557,-4.01E-05,0.000169277,-0.000689983,-0.001182079,-0.000358105,0.000171661,0.001047134,0.001560211,0.003172398
558,-0.000246525,-0.000801563,-0.000821114,-0.000966072,-0.000151634,1.43E-06,0.000817299,0.001245499,0.00309515
559,-0.000288487,-0.000436783,-0.000576019,-0.001279354,-0.000285626,2.38E-06,0.000994206,0.001420975,0.002707958
560,8.58E-06,8.58E-06,-0.000255108,-0.000850201,0.000149727,-9.87E-05,0.001111031,0.001759529,0.003523827
561,1.86E-05,-0.000167847,-0.00045538,-0.000944138,5.82E-05,0.000358582,0.00091362,0.001868725,0.003521442
562,8.06E-05,-0.000368118,-0.000521183,-0.000885487,-0.000247479,0.000120163,0.000915527,0.001549721,0.003322124
563,0.000150204,5.96E-05,-0.000655651,-0.000778198,0.000137806,0.00054884,0.001258373,0.0016675,0.003780842
564,9.11E-05,3.00E-05,-5.10E-05,-0.000758648,-0.000235081,0.000275612,0.00122118,0.0019207,0.003962517
565,7.77E-05,-3.81E-05,-0.000340462,-0.000769138,-0.0002985,7.30E-05,0.001151085,0.001785278,0.003275394
566,0.000463963,0.000221729,-0.000376701,-0.000906944,0.000157833,0.000329971,0.00160265,0.001974583,0.003675461
567,0.000444889,9.35E-05,-0.000353336,-0.000661373,0.000335693,0.000853062,0.001368046,0.002345562,0.003702641
568,0.000318527,1.96E-05,-0.000344276,-0.000657082,0.000125885,0.000516892,0.00151062,0.002082348,0.003568649
569,0.00020504,6.20E-06,-0.000192642,-0.000349999,0.000335217,0.000841141,0.001880646,0.002408981,0.003913403
570,7.06E-05,-0.000115395,-0.000524044,-0.000800133,-0.000161171,0.000371456,0.001558304,0.001801014,0.00327301
571,-4.91E-05,-0.00010252,-0.000401974,-0.000900269,5.25E-05,0.000596523,0.001447201,0.002006054,0.003817081
572,5.20E-05,-0.000191212,-0.000569344,-0.00084877,-2.15E-05,0.000156879,0.001250267,0.00166893,0.003085613
573,-1.10E-05,-2.05E-05,-0.000220776,-0.000598908,0.000333309,0.000682831,0.00176096,0.002115726,0.003829956
574,0.000109673,-3.48E-05,-0.000301361,-0.000738621,-4.77E-06,0.000491619,0.001412392,0.001840115,0.003446579
575,0.000181675,-0.000103474,-0.000439644,-0.000647068,-3.58E-05,0.000436783,0.001293182,0.001799107,0.003386497
576,2.86E-05,-2.48E-05,-0.00058794,-0.000798702,-0.000141621,0.00023365,0.001207829,0.001852512,0.00344038
577,0.000136852,-8.06E-05,-0.000227451,-0.00052309,0.000178337,0.000649452,0.001596928,0.00204134,0.003733635
578,0.00025177,-8.20E-05,-0.000486851,-0.000616074,-0.000123024,0.000306606,0.001121044,0.001625061,0.003201962
579,-7.06E-05,-0.000408173,-0.000668049,-0.000786305,-9.63E-05,0.000304222,0.001327991,0.00156641,0.003278732
580,0.000137806,7.63E-06,-0.000401497,-0.000721455,8.11E-05,0.000418186,0.001338005,0.001835823,0.003356457
581,0.00014782,-3.77E-05,-7.39E-05,-0.000439644,0.000380993,0.000913143,0.00206089,0.002362728,0.003960609
582,0,-0.000113487,-0.000509739,-0.001018524,-0.000255108,2.81E-05,0.000793457,0.001333237,0.002927303
583,4.86E-05,-0.000252247,-0.000575066,-0.000837803,-0.000362873,4.82E-05,0.000911713,0.001351833,0.00293684
584,4.29E-05,4.77E-07,-0.000478268,-0.000495434,0.000133991,0.000647068,0.001594543,0.002144337,0.003497601
585,4.29E-05,-0.000145435,-0.000316143,-0.000825882,-0.000100136,0.000365257,0.001217842,0.001693249,0.003346443
586,9.54E-05,-8.58E-05,-0.000542641,-0.000735283,-0.000160217,0.000174046,0.001069546,0.001456261,0.003198147
587,0.000202656,-0.000166893,-0.00040102,-0.000794411,-3.34E-05,0.000484467,0.001363754,0.001959324,0.003559589
588,0.000109673,-0.000172615,-0.000528336,-0.001111507,-0.000270844,4.86E-05,0.001117706,0.001552105,0.003060341
589,0.00014782,-8.15E-05,-0.000416756,-0.000935555,-6.39E-05,0.000276089,0.001170635,0.001786232,0.003166199
590,4.91E-05,-0.000109673,-0.000340939,-0.000743389,-0.000128746,0.000414372,0.00098896,0.001710415,0.003121376
591,9.20E-05,-0.000125408,-0.000571251,-0.001173019,-0.000230789,9.11E-05,0.001163006,0.001412392,0.003106117
592,0.000452995,0.000319004,4.86E-05,-0.000174522,0.000507355,0.00101757,0.00195694,0.002405643,0.004190922
593,0.000238419,-4.77E-06,-0.000343323,-0.000588894,4.05E-05,0.000422001,0.00134325,0.001681328,0.003329277
594,0.000165463,-0.000143051,-0.000361919,-0.000849247,-4.67E-05,6.87E-05,0.001022339,0.001538277,0.002907276
595,8.34E-05,-0.000213623,-0.00043726,-0.000688076,-3.19E-05,0.000213623,0.001214027,0.001831532,0.003186226
596,0.00012064,-0.000148296,-0.000428677,-0.000586987,-6.15E-05,0.000185967,0.0012784,0.001595497,0.003079891
597,-0.00018549,-0.000370026,-0.000518322,-0.001152992,-6.91E-05,0.000190258,0.001121521,0.001451015,0.002980232
598,5.53E-05,0.000121594,-0.00040102,-0.000813961,-0.000141621,0.000319481,0.001421452,0.001899242,0.00345993
599,5.20E-05,-8.01E-05,-0.000539303,-0.00095892,-3.86E-05,0.000337601,0.001165867,0.001804352,0.003232002
600,6.72E-05,-0.000484943,-0.000638962,-0.000960827,-0.000207424,0.000157833,0.000921726,0.001470089,0.003149509
601,0.000153542,2.86E-05,-0.000528812,-0.00054884,0.000128746,0.00032711,0.001375675,0.001799107,0.003243923
602,-4.48E-05,-0.000205517,-0.000545979,-0.001008034,-0.000237465,0.000276089,0.001274109,0.001248837,0.003148079
603,-6.77E-05,-0.000309944,-0.000482082,-0.000662327,-0.000124455,0.000299931,0.001079559,0.001727581,0.003132343
604,0.000135422,-0.000216007,-0.000470161,-0.001004219,-0.00019455,0.000196934,0.001068592,0.001327991,0.002665997
605,-4.01E-05,-0.000537872,-0.000582695,-0.000873566,-1.96E-05,0.000226021,0.001180649,0.001603127,0.003050804
606,-5.53E-05,0.000228405,-0.000328064,-0.000808239,-0.000135422,0.000292301,0.001256943,0.001412868,0.003178596
607,0.000312328,4.24E-05,-0.000161648,-0.000810146,4.82E-05,0.000370503,0.001366615,0.001869678,0.00330019
608,0.000222683,-0.000231266,-0.000375271,-0.000945568,-0.000319958,0.000179291,0.001017094,0.001540661,0.002932549
609,-8.34E-05,-0.000418663,-0.000642777,-0.001115799,-0.000319958,0.000188828,0.001091003,0.001494408,0.003011227
610,-0.000115871,-0.000179768,-0.000662804,-0.001261234,-0.000374317,5.01E-05,0.001013279,0.001315117,0.002639294
611,-4.86E-05,-0.000212193,-0.0002985,-0.000795841,-0.000219345,0.000285626,0.00111866,0.001486778,0.003016472
612,-0.000511646,-0.000511646,-0.000778675,-0.001332283,-0.000421524,-0.000185013,0.000545502,0.001438618,0.00287056
613,-5.39E-05,-0.000357628,-0.00071907,-0.001045227,-0.000193119,4.96E-05,0.001283169,0.001397133,0.002810001
614,0.000246048,-7.87E-05,-0.000162125,-0.000734806,3.81E-06,0.000168324,0.001064777,0.00181675,0.003216267
615,0.000261784,7.10E-05,-0.000443459,-0.000683785,0.000236511,0.000455856,0.001222134,0.001973152,0.003115177
616,0.000275612,-9.25E-05,-0.000477791,-0.001063824,-3.86E-05,1.96E-05,0.00118494,0.00131464,0.002835751
617,-0.000265598,-0.000187874,-0.000598908,-0.000920773,-0.000339031,0.000231266,0.001219749,0.001652718,0.003053665
618,0.000106335,-0.000134468,-0.000583649,-0.000917435,-0.000307083,0.000127792,0.001070976,0.001634598,0.002830982
619,0.000353813,-1.62E-05,-0.000117302,-0.000705719,0.000245094,0.000563145,0.001443863,0.002001762,0.003401279
620,-0.000340462,-0.000711441,-0.001039982,-0.001426697,-0.000240803,-0.000206947,0.000639916,0.000977516,0.001876831
621,0.00028944,-0.000500202,-0.000398159,-0.000981808,-0.000236511,8.30E-05,0.000778198,0.001342297,0.002972603
622,-0.000105858,-0.000842094,-0.001054287,-0.001006603,-0.000232697,0.00033474,0.000632763,0.000835419,0.002892971
623,-0.000298977,-0.000157833,-0.000289917,-0.001384258,-0.000384331,0.000141621,0.000854015,0.001340866,0.002768517
624,0.000248432,-0.000496864,-0.000992775,-0.00124073,-0.000124455,0,0.000870228,0.001119137,0.002741337
625,0.000255108,0.000167847,-0.000548363,-0.000973702,6.29E-05,7.68E-05,0.000819206,0.001351357,0.00313282
626,0.000113964,-0.000137806,-0.000627041,-0.001433849,-0.000509262,-0.000394821,0.000729084,0.001294136,0.002817631
627,-0.000499249,-0.000212669,-0.000705719,-0.001185417,5.44E-05,0.000100136,0.001228333,0.001214504,0.00278759
628,0.000104904,1.14E-05,-0.000593662,-0.000973702,-0.000231743,9.97E-05,0.001327038,0.001700401,0.002933025
629,0.000357628,0.000272274,-0.000187874,-0.000821114,0.000169754,0.000365734,0.001487255,0.001559258,0.00330162
630,0.000477791,0.000391007,-0.000231266,-0.000629902,0.000228882,0.00047493,0.001233101,0.001629829,0.003185749
631,-1.43E-05,7.01E-05,-0.000353336,-0.001040459,-0.000258923,-4.77E-07,0.001023769,0.001432419,0.002642155
632,0.000404835,-5.96E-05,-0.000356674,-0.001005173,-0.000527382,0.000360489,0.000670433,0.001328468,0.002527237
633,-0.000562668,-0.000436306,-0.001316071,-0.001354218,-0.000382423,-0.000186443,0.000133038,0.000699997,0.002362728
634,0.000767708,0.000761986,1.43E-05,4.77E-06,-0.000380993,0.000572681,0.001337528,0.002105713,0.003443718
635,-2.86E-05,-0.000240326,-0.000306606,-0.000849247,-0.00013113,-1.57E-05,0.000786781,0.001527309,0.003149986
636,0.000662327,0.000237465,-0.000911236,-0.000701428,8.77E-05,7.92E-05,0.00124836,0.001592636,0.003098011
637,0.00060463,-0.00019598,-0.000305653,-0.000983715,-0.000248432,-0.000551701,0.000889301,0.001114368,0.002250671
638,0.000293732,-0.000676632,-0.000508308,-0.001110554,-0.000288487,-0.000410557,0.00067997,0.000798702,0.002370358
639,-7.63E-06,-0.000170708,-0.001351357,-0.000727654,-0.000602245,7.15E-06,0.00061655,0.000957489,0.002984524
640,-0.00040102,-0.000391007,-0.0007267,-0.002328396,-0.001507282,-0.001002789,0.000452995,0.000635624,0.00181818
641,-0.000237942,-0.000605583,-0.001175404,-0.001300812,-0.001149654,0.000126839,0.000101566,0.001527786,0.002873421
642,-0.000453472,-0.001354218,-0.001122475,-0.001498699,-0.00095892,-0.000743866,-0.000705719,0.001317978,0.002720833
643,0.000156403,-0.000538826,-0.00166893,-0.001394749,-4.53E-05,-0.000681877,0.000404835,0.001300335,0.003369331
644,0.001680374,0.001217842,0.001702785,-0.000691891,0.000484943,-0.00062561,0.000718594,0.002604961,0.003592014
645,0.000556469,0.00025034,-0.000471115,-0.00050354,0.000822067,0.001657486,0.00140667,0.001243114,0.003264427
646,-8.96E-05,-0.000312328,-0.001045704,-0.000377655,0.000251293,-0.000535011,0.001747608,0.002271175,0.002772331
647,0.000302315,-0.00013876,-0.001515865,-0.001311302,-0.000703812,0.000568867,0.000277042,0.000676155,0.003996372
648,-0.000133514,-0.000795841,-0.000814915,-0.001331806,0.000745773,0.000360489,0.000819683,1.34E-05,0.00301218
649,-0.000626087,-0.000640869,-0.001379013,-0.001242161,-0.000844479,-0.001072407,0.00019598,0.00032568,0.002623081
650,0.001213551,0.000670433,0.000322819,-0.000454426,0.000575066,0.000445366,0.000970841,0.002566814,0.003421307
651,0.001889229,0.000768662,0.000166893,0.001476765,0.00048542,0.001032352,0.001117706,0.001853466,0.00284338
652,0.001146793,-0.000463963,0.000174522,-0.000112057,4.24E-05,0.000115871,0.000397205,0.000510693,0.003111839
653,-6.68E-06,0.000834465,0.000209332,-0.000433922,-0.000612736,-0.001261711,0.000831127,0.00229311,0.00272131
654,-3.15E-05,-0.000749588,0.00018549,-0.001682758,0.000824928,-0.00075388,0.000641823,4.63E-05,0.002959728
655,-0.000289917,1.00E-05,9.11E-05,0.000452519,-0.000159264,0.00094223,0.0035429,0.003399849,0.004473209
656,0.000270844,0.000153065,2.77E-05,-0.000439167,0.000718117,0.000887871,0.001872063,0.002204895,0.003807068
657,0.000161171,-0.000959873,-0.001678467,-0.00252533,-0.00229311,-0.001533508,-0.001605034,-0.001336098,-0.000118733
658,-0.000552177,-0.001077652,-0.000480652,-0.000592232,-0.000861168,-0.001278877,-2.86E-05,-0.000107288,0.001180172
659,-0.000853062,-0.001382828,-0.001394272,-0.00160265,-0.000544548,-0.000540733,0.000266552,0.000135899,0.001773834
660,0.000128269,-0.000582695,-0.000563145,-0.002133846,-0.000591278,-0.000783444,0.000688553,0.000488281,0.000176907
661,0.001702785,0.000397682,0.000531673,-0.000795841,0.000484467,0.000757217,0.001076221,0.001234531,0.004340172
662,-0.000195026,0.000747681,6.68E-06,-0.00048399,3.81E-06,0.001463413,0.000238419,0.000729561,0.003190517
663,-0.001721382,-0.002098083,-0.000867367,-0.000741482,-0.000682831,-0.00019455,0.001224518,0.000649452,0.002058983
664,0.001254082,-0.00167799,-0.001592636,-0.001382828,-0.001559734,-0.001290321,0.000589371,0.000170231,0.00124836
665,0.000479221,0.000362873,0.000271797,-0.001496792,0.00149107,-0.000201702,3.34E-05,0.001008034,0.002765179
666,0.000738144,-0.00053215,0.000175476,-0.000805855,-0.000369549,-0.000729084,2.05E-05,0.00080061,0.002604008
