Wavelength [nm],TBS,599_400_2,599_402_4,599_404_6,599_406_8,599_408_10,599_410_12,TBS2,599_400_2,599_402_4,599_404_6,599_406_8,599_408_10,599_410_12
669,0.0054245,0.03637934,0.03047514,0.02919006,0.03136921,0.02671719,0.02392006,0.02040672,0.01695919,0.02444744,0.01860189,0.01308012,0.02288389,0.01412773
670,0.00703907,0.03498077,0.03170681,0.03514338,0.03565979,0.03012657,0.03284216,0.02686596,0.0297966,0.03001213,0.02304983,0.0207057,0.02823925,0.02678633
671,0.01366234,0.03562593,0.03561687,0.03789806,0.039011,0.03456354,0.03452778,0.03227329,0.03340816,0.03337002,0.03001738,0.02558899,0.03335667,0.02455187
672,0.01378536,0.03810549,0.03963518,0.04153013,0.04047632,0.03155088,0.03597975,0.02994871,0.03382826,0.03336239,0.03010368,0.02836514,0.03456259,0.02847767
673,0.009646416,0.02688265,0.02687168,0.02894878,0.02691936,0.02330208,0.02207518,0.01723337,0.01605463,0.01911592,0.01656675,0.01517677,0.0196228,0.01300573
674,0.01114368,0.033566,0.02847147,0.030406,0.0347681,0.02685022,0.02717924,0.02492762,0.02222729,0.02246284,0.01882744,0.01996994,0.02600479,0.01753044
675,0.01361322,0.02984333,0.03270149,0.03267097,0.03528118,0.02754974,0.02708769,0.02432013,0.02543879,0.02675152,0.01964283,0.02050877,0.02854061,0.02071571
676,0.01162481,0.03514147,0.03553343,0.03721189,0.04077625,0.03356791,0.03170776,0.02894115,0.02863359,0.02897644,0.02828312,0.02782869,0.03327417,0.02486515
677,0.01331663,0.03561449,0.03840017,0.04193068,0.04029894,0.03302288,0.03101921,0.03349829,0.02934504,0.02983141,0.02846384,0.02635336,0.03343773,0.02586651
678,0.01344919,0.02837944,0.03069639,0.03361082,0.03225899,0.0272789,0.02425957,0.02217245,0.02586222,0.02515125,0.01956511,0.02225876,0.02495575,0.01867342
679,0.01465225,0.03324747,0.03616905,0.03928041,0.03686142,0.03008938,0.03360319,0.02902317,0.0308671,0.03368807,0.0290761,0.02708864,0.03120184,0.02751493
680,0.01563501,0.0371747,0.03784418,0.03985929,0.04188442,0.03450632,0.03517151,0.02987528,0.03317785,0.03450632,0.02921772,0.02987528,0.03583813,0.02856112
681,0.01755238,0.03756857,0.03256178,0.03655958,0.03622246,0.02966499,0.02921247,0.02651024,0.02615261,0.02872038,0.02840805,0.02377081,0.02721262,0.02347755
682,0.01237297,0.03360081,0.03688145,0.04143238,0.03965235,0.03232718,0.03377867,0.02936125,0.02888393,0.03419399,0.02805996,0.02659464,0.03269482,0.02307177
683,0.009373665,0.02730894,0.02844858,0.02989578,0.02771807,0.02264261,0.02146339,0.02004576,0.01949644,0.01722527,0.01372576,0.01391029,0.02140045,0.0126543
684,0.01165581,0.02709675,0.02762413,0.03169394,0.03012133,0.01778555,0.02353096,0.01982498,0.0207839,0.02203226,0.01678038,0.01647568,0.02205276,0.01401615
685,0.01727581,0.04324865,0.04641533,0.05009747,0.05167818,0.03935099,0.04400396,0.04105234,0.04389524,0.04283667,0.0393405,0.03860903,0.04446697,0.03889322
686,0.0163002,0.04131985,0.04494476,0.04893303,0.04894781,0.04386759,0.04416418,0.03742075,0.04066277,0.04146767,0.03805351,0.03859377,0.04454088,0.03693056
687,0.01705599,0.03725147,0.0365119,0.04096651,0.03898287,0.03037405,0.03493786,0.03017235,0.0322094,0.0314064,0.02859974,0.02755594,0.03274727,0.02626038
688,0.01517916,0.0389719,0.03746176,0.04225922,0.04056263,0.03517199,0.03310966,0.02931452,0.03306866,0.03150415,0.02930784,0.0285449,0.03454161,0.02545881
689,0.0144453,0.03547764,0.0338254,0.03373718,0.03557253,0.02476072,0.02674675,0.02499199,0.02570868,0.02585173,0.02236795,0.01957273,0.02572203,0.02137995
690,0.01605415,0.03678942,0.04030275,0.04111719,0.04089165,0.03304291,0.03617954,0.03286982,0.03229952,0.03438807,0.03276539,0.02859783,0.03368568,0.02754211
691,0.01747131,0.04293728,0.04492044,0.04669046,0.04688215,0.03594685,0.04067373,0.03758287,0.03805733,0.03859329,0.03542566,0.03408575,0.03732014,0.03321218
692,0.01693773,0.0430994,0.04460096,0.05069733,0.04999828,0.04279423,0.04498386,0.04146051,0.04151297,0.04257393,0.03952551,0.0379281,0.0439477,0.03609419
693,0.01776743,0.04073048,0.04282379,0.04526091,0.04661083,0.0382762,0.04176235,0.03791714,0.03913975,0.03824139,0.03466415,0.03441668,0.04034758,0.03593874
694,0.01895094,0.03646421,0.03862047,0.0425725,0.04020643,0.03576517,0.03614044,0.03048086,0.0285821,0.0325942,0.03042459,0.02859974,0.03512144,0.02618456
695,0.01557636,0.03853321,0.04142189,0.04362583,0.04305315,0.03406096,0.03808832,0.03296804,0.033535,0.03339672,0.03038168,0.02896357,0.03554344,0.0287571
696,0.01646519,0.03709269,0.03954554,0.03907299,0.03937674,0.03802443,0.03262472,0.02924824,0.02697182,0.02994108,0.02803516,0.02791071,0.03238153,0.0259037
697,0.01932001,0.05126715,0.05330896,0.05855322,0.05800486,0.04507589,0.0532465,0.04960442,0.05321026,0.05328131,0.04602528,0.04551506,0.05118179,0.04652309
698,0.01870632,0.04391956,0.04900265,0.05077028,0.05123711,0.04785156,0.0477252,0.04404211,0.04380751,0.04380274,0.04057026,0.04213047,0.0473032,0.04018068
699,0.01521158,0.03412485,0.03516626,0.04074097,0.03916931,0.03292751,0.0342226,0.02834463,0.02917624,0.03292274,0.02525949,0.02683496,0.03305101,0.02580214
700,0.01591396,0.03458166,0.03676987,0.03850603,0.04153538,0.03232574,0.03369141,0.02810049,0.0296979,0.0288353,0.02721405,0.02460623,0.03296661,0.02264214
701,0.01462221,0.03178835,0.03246212,0.03382492,0.03615332,0.02867842,0.0275259,0.02103043,0.02340841,0.02415085,0.0188489,0.02011776,0.02754974,0.01710987
702,0.01390362,0.03510189,0.03754663,0.04014635,0.04008389,0.03180361,0.03345203,0.02902269,0.02922678,0.0300312,0.02660036,0.02588272,0.02999735,0.02566576
703,0.0156436,0.04454613,0.05046988,0.05141973,0.05314159,0.04613447,0.04740334,0.04194784,0.04161739,0.04290009,0.03783846,0.04051733,0.04367256,0.03796482
704,0.01580477,0.03927469,0.0432601,0.04375935,0.04547262,0.03737926,0.03540659,0.03431702,0.03259659,0.03285742,0.03354025,0.03002071,0.03447008,0.03103018
705,0.01072693,0.03065395,0.03620291,0.04090118,0.03514004,0.03400755,0.03498173,0.02053452,0.02817154,0.03400373,0.02275372,0.02597475,0.03055477,0.02056503
706,0.01503992,0.03730774,0.04375267,0.04268312,0.04394674,0.03337955,0.03811312,0.03431749,0.03727436,0.03266525,0.0340414,0.03158665,0.03505182,0.02962208
707,0.01810265,0.04744291,0.04871559,0.0546217,0.05274725,0.04313183,0.049088,0.04522562,0.04649591,0.04817438,0.04281569,0.04183388,0.04860353,0.04067945
708,0.01556587,0.04304361,0.0467577,0.0492382,0.05197239,0.04469347,0.04530907,0.04205799,0.04197025,0.04216194,0.04105043,0.04044819,0.04463577,0.03846169
709,0.01326656,0.03983402,0.04152393,0.04392147,0.04706669,0.04042339,0.04008818,0.03736448,0.03886032,0.03638601,0.03478432,0.03490639,0.03900957,0.03065109
710,0.01178408,0.03648806,0.03411388,0.03647757,0.03598022,0.0277791,0.0328064,0.02791405,0.02814293,0.02776623,0.02632332,0.02263451,0.02764893,0.02400494
711,0.01392555,0.03653622,0.03610039,0.03869772,0.03831434,0.0325489,0.03494358,0.02808857,0.02849483,0.03051424,0.02783108,0.02752352,0.03508854,0.02359915
712,0.01180506,0.03522348,0.0346241,0.03519154,0.03624296,0.0299511,0.02932405,0.02592468,0.02991247,0.02798367,0.026968,0.02359104,0.02900267,0.02381754
713,0.01660252,0.04989386,0.05648041,0.05777788,0.05932283,0.05045128,0.0540123,0.05040026,0.0512166,0.05188608,0.04904604,0.04741335,0.05254126,0.04470062
714,0.01447964,0.03818321,0.03927612,0.04155111,0.04158545,0.03228045,0.03590918,0.03156614,0.03405333,0.03346252,0.03115654,0.02992153,0.03417778,0.02813578
715,0.01750946,0.04087305,0.0444231,0.04369545,0.04585218,0.03749418,0.03996229,0.03544903,0.03577614,0.03703451,0.0360589,0.03561544,0.04048252,0.0330472
716,0.01508331,0.03478193,0.03973436,0.04283905,0.04091072,0.0346384,0.03560972,0.03212786,0.03226948,0.03256369,0.02845764,0.0280757,0.03404188,0.02685642
717,0.01394606,0.030159,0.03496742,0.0356698,0.03600168,0.02421999,0.02729321,0.02377796,0.02295256,0.02630663,0.0209589,0.02046061,0.02554798,0.01940012
718,0.0165453,0.0442071,0.04820919,0.04867268,0.05254793,0.04165745,0.04590559,0.04059076,0.04172516,0.04222918,0.04012346,0.03892374,0.04191637,0.03761482
719,0.01550102,0.04247618,0.04766464,0.05245829,0.05091476,0.04204178,0.04512358,0.04236078,0.04249477,0.04366493,0.03651333,0.04092264,0.04309845,0.03640175
720,0.01313829,0.03126287,0.03152847,0.03692722,0.03679562,0.03030443,0.03073168,0.02577257,0.02640867,0.02404213,0.02456713,0.02215958,0.02885818,0.02251339
721,0.01296806,0.02967358,0.03188896,0.03439522,0.03356504,0.02889061,0.02959967,0.02546692,0.02477455,0.02755785,0.023242,0.02373981,0.03023386,0.02080774
722,0.01399183,0.02858925,0.03364801,0.03522873,0.0360918,0.0279026,0.02856398,0.02445316,0.02366257,0.02832937,0.02380514,0.02364159,0.02915859,0.02044487
723,0.01124334,0.02928066,0.03380537,0.03534937,0.03533602,0.02969217,0.02937984,0.02539253,0.02586079,0.02569866,0.02499485,0.02268028,0.02493238,0.02159119
724,0.01026154,0.02843094,0.02951097,0.03350878,0.03474474,0.02689314,0.0277729,0.02346849,0.02603531,0.02627802,0.02273798,0.01941252,0.02585554,0.01970863
725,0.009821892,0.03135061,0.03263092,0.03362274,0.03562069,0.03002691,0.03027058,0.02575588,0.02731609,0.02827024,0.02702093,0.02504969,0.03129435,0.02233934
726,0.01204443,0.03200674,0.03396034,0.03622103,0.03706312,0.0288167,0.03342342,0.02836037,0.03051996,0.03118944,0.02717733,0.02639484,0.03253746,0.02680492
727,0.01392937,0.03507376,0.03912067,0.03983593,0.0388031,0.03375006,0.03533792,0.02960348,0.03192139,0.03497601,0.03078938,0.03063011,0.03402853,0.0254817
728,0.01352787,0.03432035,0.03782558,0.04296923,0.04072046,0.03467751,0.03947306,0.03298187,0.03497791,0.03699684,0.03269815,0.0327425,0.03697205,0.03008747
729,0.01276731,0.02921343,0.03181314,0.03520298,0.03760338,0.02863264,0.03260851,0.02804327,0.02934217,0.03057289,0.02743483,0.02740955,0.03125429,0.02553463
730,0.01260424,0.02923822,0.03314638,0.03549337,0.03948784,0.03012514,0.03323412,0.02923012,0.03108215,0.03212309,0.02690029,0.02742672,0.03270149,0.02641821
731,0.01331854,0.03349113,0.04224777,0.04524851,0.04692173,0.03741312,0.04379559,0.03981256,0.04301548,0.04253769,0.0394001,0.03821278,0.04380941,0.03798628
732,0.01314688,0.02982807,0.03476286,0.03872156,0.03964567,0.0318675,0.03487587,0.03093576,0.03208399,0.0329423,0.03072977,0.02855206,0.03505707,0.02850771
733,0.0109787,0.02504492,0.03223181,0.03546286,0.03611898,0.02899361,0.03151464,0.02772808,0.02941799,0.02880716,0.02624083,0.02608824,0.03205919,0.0268836
734,0.01184511,0.02720404,0.03069735,0.03454876,0.03575706,0.02613211,0.03013372,0.0251236,0.02639008,0.02771044,0.02311468,0.02440786,0.02920628,0.02496672
735,0.01124191,0.03078556,0.03264141,0.03815269,0.03927612,0.03027439,0.03336,0.02865934,0.03185654,0.03153229,0.02876425,0.02781677,0.03335094,0.0267787
736,0.01215315,0.02779722,0.03369904,0.03569126,0.03817177,0.03116846,0.03326988,0.02842617,0.0312295,0.03306627,0.02916861,0.02919579,0.03393269,0.02733278
737,0.01172304,0.02328253,0.02614641,0.0299778,0.03045511,0.02287817,0.02712154,0.02291012,0.02338982,0.02482986,0.02154684,0.02013254,0.02528286,0.02153683
738,0.01113987,0.02212429,0.02517223,0.02325869,0.02538347,0.01933432,0.02166033,0.01527405,0.01607418,0.01692009,0.01273251,0.01398945,0.01835108,0.01261139
739,0.01529503,0.02975416,0.03401756,0.03773499,0.03931332,0.02686071,0.03329182,0.02703762,0.02920628,0.03176355,0.0281086,0.02617168,0.03292227,0.02678728
740,0.01217461,0.03093004,0.03556252,0.03555155,0.03766584,0.03072405,0.03278637,0.02724791,0.02877426,0.03055096,0.02547741,0.02609444,0.03150988,0.02591085
741,0.0101757,0.02491713,0.02833796,0.03158998,0.03065395,0.02440453,0.02578497,0.02099705,0.02059984,0.02058077,0.01732159,0.01763535,0.02253914,0.01596403
742,0.01201248,0.02728844,0.02835703,0.03220129,0.03224468,0.02327919,0.02728271,0.02341175,0.02448511,0.0249939,0.02017355,0.02022648,0.02499819,0.01977968
743,0.01315212,0.02538395,0.02904606,0.03127146,0.03294945,0.0248704,0.0294261,0.0216279,0.0221982,0.02373409,0.0190506,0.01870775,0.0241189,0.01783419
744,0.00672245,0.01573944,0.01524401,0.0160675,0.01782608,0.004903793,0.01337242,0.006464958,0.004610062,0.008301735,0.001951694,0.004712582,0.009292126,0.002589226
745,0.008102417,0.01059675,0.008235931,0.01150894,0.0147438,0.005037785,0.007374287,0.004164696,0.004190445,0.005818844,0.000967026,0.000119209,0.005773067,0.001684666
746,0.009436607,0.01846981,0.02039433,0.02228451,0.01968575,0.01225185,0.015769,0.01243353,0.01140547,0.01456118,0.009270191,0.009019375,0.01393747,0.007694244
747,0.01290464,0.01908112,0.02007484,0.02316952,0.02111959,0.0147047,0.01742458,0.0144453,0.01399422,0.01386023,0.01401329,0.01164007,0.01618433,0.01362991
748,0.008458138,0.01959324,0.02273226,0.02519274,0.02792168,0.01843023,0.02196836,0.01816463,0.01747894,0.02091265,0.01709652,0.01542377,0.02061701,0.01412678
749,0.007820129,0.01921034,0.02191353,0.02428246,0.02647972,0.01608419,0.02020597,0.0181756,0.0169816,0.01930952,0.01630545,0.01176929,0.01799726,0.01224756
750,0.008912563,0.01915836,0.01900864,0.02227449,0.02233171,0.0129447,0.01665211,0.01339817,0.01564217,0.017735,0.01247644,0.01220703,0.0173955,0.01066637
751,0.008387566,0.01747513,0.01841307,0.02283621,0.01998472,0.01475477,0.01691198,0.01354456,0.01453543,0.01413536,0.01415825,0.01152229,0.01589108,0.01102257
752,0.005727768,0.01213408,0.01414728,0.02065563,0.0205369,0.01245785,0.01574135,0.01193476,0.0114193,0.01454306,0.01088619,0.01294231,0.01730299,0.009237289
753,0.01023531,0.02241707,0.03202009,0.03722429,0.03908873,0.03101778,0.03268242,0.03073549,0.03025246,0.0333457,0.03004646,0.02974319,0.03393126,0.02804089
754,0.009907246,0.03005934,0.03556967,0.03876257,0.03905201,0.02953291,0.0356698,0.03142834,0.03321123,0.03478909,0.02983427,0.02933693,0.0354414,0.02911186
755,0.01027584,0.01780319,0.01889563,0.02047014,0.02287912,0.01357651,0.01700449,0.01161814,0.01336336,0.01578569,0.0106349,0.009993076,0.01597643,0.01000309
756,0.009338379,0.02170753,0.02835178,0.03206205,0.03285408,0.02435684,0.02883577,0.02651787,0.02674103,0.02896357,0.02423525,0.02288055,0.03016329,0.02289057
757,0.01209259,0.03665876,0.04347563,0.04729462,0.04823017,0.040061,0.04378271,0.04064083,0.04298115,0.04418039,0.0405488,0.03977537,0.04580975,0.03965998
758,0.0122714,0.03353453,0.04008389,0.04437685,0.04553604,0.0379405,0.03991461,0.03692389,0.03897142,0.04002237,0.03628969,0.03632879,0.04124784,0.03537846
759,0.01281834,0.02789927,0.03392887,0.03785992,0.0374589,0.03019762,0.03320456,0.0302,0.03196716,0.03324652,0.02890825,0.02904844,0.03317451,0.0270896
760,0.009593487,0.01958656,0.02177668,0.02549171,0.02712107,0.01822042,0.02132034,0.01767778,0.02059412,0.02042294,0.01791143,0.01650381,0.02292395,0.01621866
761,0.01133108,0.02666855,0.03430223,0.03867579,0.04072618,0.03270197,0.03648758,0.03371096,0.03357983,0.03646946,0.0313344,0.03224516,0.03793907,0.03162098
762,0.01052237,0.02553415,0.03189468,0.03562975,0.03758383,0.03068829,0.03307009,0.02909851,0.03122377,0.03182745,0.02940893,0.02712154,0.03241348,0.02709627
763,0.01091528,0.02798367,0.03292608,0.0368185,0.03778887,0.03093004,0.03574038,0.02949333,0.03241539,0.03431511,0.0308795,0.0291028,0.0343976,0.02922106
764,0.01263189,0.03026104,0.03891182,0.04359436,0.04427481,0.03707886,0.04079008,0.03797865,0.03978682,0.04033756,0.03728199,0.03683615,0.04212999,0.03715515
765,0.01188612,0.02876377,0.03264093,0.03737593,0.03889179,0.02988148,0.03501797,0.0315032,0.03162098,0.03396463,0.03002977,0.02986717,0.0354476,0.0293231
766,0.009028912,0.01755333,0.01879215,0.02222919,0.02391529,0.0152297,0.01881695,0.01305246,0.01775026,0.01617146,0.01249838,0.01239681,0.01887512,0.01035547
767,0.009558678,0.01855707,0.01868677,0.0196023,0.02048254,0.01433754,0.01436424,0.01003742,0.01003218,0.01354837,0.009210587,0.01006269,0.01260328,0.01012278
768,0.01699114,0.03804493,0.04575014,0.05004501,0.05095911,0.04258633,0.04655647,0.04166889,0.04653931,0.04662323,0.0426836,0.04190445,0.04653215,0.04233313
769,0.01388311,0.03109074,0.03709078,0.0404954,0.04043531,0.03294277,0.03620338,0.03374815,0.03583241,0.03653097,0.03309441,0.03095245,0.03800583,0.03216267
770,0.009222031,0.01840115,0.02196455,0.02515411,0.02596426,0.01739359,0.02076769,0.01742172,0.01918697,0.01907587,0.01557255,0.01462793,0.02008867,0.01546717
771,0.009263515,0.01277304,0.01468229,0.01766443,0.01767349,0.009144783,0.01330137,0.009556293,0.01185846,0.01244259,0.007410526,0.007551193,0.01297712,0.007236481
772,0.009570599,0.01865339,0.01957607,0.02155399,0.02188253,0.01378202,0.01780605,0.0126276,0.01489258,0.01391172,0.01186228,0.009405613,0.01584768,0.007649899
773,0.01166821,0.01713181,0.01769257,0.01910925,0.02021313,0.0105505,0.01523066,0.009822845,0.01105595,0.01250744,0.008295059,0.006355762,0.01178026,0.006289005
774,0.00894165,0.01807117,0.01939106,0.02270889,0.02471161,0.0160985,0.01873064,0.0160985,0.0167551,0.01741266,0.01348209,0.01413488,0.0160985,0.0108819
775,0.01156425,0.0179677,0.02002525,0.01958704,0.02224779,0.01184797,0.01623249,0.01180696,0.01210594,0.01716709,0.008536339,0.01072121,0.0169034,0.008240223
776,0.01124287,0.01941299,0.01841068,0.02097416,0.02281189,0.0109477,0.01401663,0.01119852,0.01233244,0.01199436,0.01049805,0.008333206,0.01581097,0.00687027
777,0.01185131,0.02681971,0.0288949,0.02874041,0.03021336,0.02102184,0.0251627,0.01943493,0.01724005,0.02239799,0.01891994,0.0187254,0.02066851,0.01731205
778,0.01061964,0.01608038,0.01635456,0.01915216,0.01943541,0.01301956,0.01640129,0.01052666,0.01233912,0.01398802,0.01012135,0.009871483,0.01274347,0.006891251
779,0.007485867,0.01773071,0.01960135,0.02082777,0.02035046,0.01314402,0.01441383,0.01278925,0.01490164,0.01484489,0.01029873,0.01160765,0.01525021,0.009046078
780,0.009744167,0.02222586,0.02372646,0.03049755,0.0277195,0.02009916,0.025805,0.01880026,0.01938438,0.02342176,0.01929522,0.01551914,0.02069378,0.01680994
781,0.01351643,0.03126431,0.03174114,0.03317499,0.03365421,0.02605152,0.02936125,0.02558088,0.02699471,0.0288868,0.02370262,0.02370262,0.0288868,0.02183294
782,0.01384926,0.03168678,0.03427362,0.03626108,0.03735018,0.02782393,0.02993727,0.02680874,0.02704144,0.02877188,0.02484894,0.02288866,0.02816439,0.02258348
783,0.01465273,0.03876877,0.04012489,0.0426507,0.04267311,0.03391171,0.03577709,0.03257799,0.03421545,0.03551531,0.02982426,0.03051949,0.0357542,0.02913809
784,0.01085472,0.02346563,0.02327347,0.02573347,0.02476168,0.01801825,0.02003336,0.0168395,0.01695299,0.01963329,0.01571703,0.0143404,0.0171113,0.01276779
785,0.009487152,0.02087831,0.02414894,0.02532864,0.02620316,0.02087069,0.02058887,0.0155797,0.01788378,0.0195117,0.01453114,0.01464558,0.01811028,0.01203251
786,0.01511145,0.03759003,0.04040718,0.04457378,0.04301596,0.0364337,0.04020596,0.03434324,0.03597307,0.03729439,0.03357935,0.03164673,0.03772974,0.03148413
787,0.010149,0.01789808,0.01994562,0.02177382,0.02079344,0.01266575,0.0170207,0.01055527,0.01118851,0.01282501,0.006875515,0.01013184,0.0133853,0.007753372
788,0.01089191,0.02273798,0.0267148,0.02962589,0.03020811,0.02114487,0.0245142,0.02061892,0.02287579,0.02229452,0.0189805,0.01727295,0.02344179,0.01893187
789,0.0146656,0.0350709,0.03904343,0.04439831,0.04469156,0.03693485,0.04079437,0.03787756,0.03759146,0.03967142,0.03553104,0.03474617,0.04051018,0.03354073
790,0.01144361,0.02843332,0.03172827,0.03442717,0.03357983,0.02688169,0.03184032,0.02699423,0.02231407,0.02856731,0.02376747,0.02092266,0.02703953,0.0213418
791,0.01132154,0.03405285,0.03865004,0.04100752,0.04154301,0.03310108,0.03855944,0.03386116,0.03408194,0.03655863,0.03306961,0.03310537,0.03638077,0.0292449
792,0.0151782,0.03522396,0.04593515,0.0491581,0.0497117,0.0412612,0.04574013,0.03997183,0.04381561,0.04400635,0.04080677,0.0407238,0.04285002,0.03802204
793,0.01492167,0.03483391,0.03907633,0.04062462,0.0440197,0.03483725,0.03812075,0.03278399,0.03677559,0.03420544,0.03253174,0.03521395,0.03631878,0.03013515
794,0.01702547,0.04616356,0.05063391,0.05335569,0.05433416,0.046556,0.04910517,0.04583931,0.04633713,0.04847574,0.04321718,0.04375458,0.04853201,0.04407787
795,0.01301479,0.03783751,0.04053068,0.0445714,0.04667616,0.03777981,0.0388751,0.03638458,0.03779221,0.03893328,0.03429031,0.03531408,0.03936386,0.0319128
796,0.009038448,0.02599621,0.03567505,0.03773689,0.03850842,0.02772999,0.03039598,0.02942324,0.02794504,0.03083897,0.02570295,0.02375507,0.03066635,0.02488184
797,0.007834911,0.02367401,0.02731133,0.03064013,0.03054428,0.02461672,0.02545166,0.02375269,0.0262804,0.02252817,0.02110481,0.01795721,0.02635002,0.01316118
798,0.01067686,0.02793503,0.0291872,0.0343442,0.03470564,0.02565241,0.03212452,0.02777433,0.02660942,0.03092766,0.0239749,0.02699995,0.02780104,0.02414894
799,0.01071644,0.02911568,0.03231621,0.03612995,0.04127455,0.02886724,0.03307104,0.02841568,0.03017664,0.03041124,0.02507448,0.0255394,0.02842903,0.02362347
800,0.01587534,0.02961636,0.03181887,0.03563118,0.03205872,0.02852821,0.03073072,0.0273695,0.02685308,0.02828789,0.0225215,0.02031136,0.0278554,0.02206993
801,0.01394129,0.03036261,0.03381205,0.03859282,0.03539181,0.02783728,0.03031778,0.02771378,0.02830601,0.02937078,0.02669048,0.0257597,0.03223181,0.02394962
802,0.01355362,0.03240252,0.03821993,0.03952169,0.0405302,0.02789545,0.03481627,0.02884531,0.03342104,0.03196812,0.02760458,0.02644682,0.03136635,0.02617884
803,0.01220894,0.02056789,0.02100134,0.02621651,0.02429724,0.01876545,0.01975441,0.01637459,0.01611614,0.01469851,0.01297474,0.01549482,0.02233982,0.0110054
804,0.01180601,0.02600002,0.02867222,0.03128815,0.0332756,0.02279377,0.02497053,0.02155399,0.02216101,0.02317524,0.01554775,0.01744938,0.02282476,0.01469946
805,0.01419306,0.01887321,0.02312279,0.02417803,0.02677822,0.01801538,0.01755714,0.0156374,0.01707554,0.01670885,0.01370144,0.009327412,0.01967001,0.006221771
806,0.01326036,0.02877283,0.03148746,0.03613567,0.03560686,0.02889633,0.02997971,0.02705526,0.03020954,0.03106976,0.02678537,0.02604008,0.03117752,0.02533484
807,0.01341581,0.03287506,0.03655243,0.03945065,0.04093027,0.03230906,0.0375185,0.0323863,0.03316116,0.03388739,0.02990341,0.03080559,0.0330472,0.02709818
808,0.01306248,0.02652979,0.02738571,0.03255558,0.03082561,0.02397251,0.02738571,0.02143049,0.02567577,0.02652979,0.02058649,0.02058649,0.02567577,0.01974392
809,0.01047468,0.0119772,0.01004887,0.01277781,0.01295662,0.00125885,0.006894588,0.00275135,0.005233765,0.002287865,0.001986027,0.000780582,0.005060196,-0.004324913
810,0.01009607,0.02292538,0.02468157,0.02504301,0.02885056,0.01895809,0.02139139,0.01804638,0.01843929,0.01858377,0.0138135,0.01164722,0.0200057,0.015481
811,0.01534224,0.03049374,0.03391266,0.03888226,0.0404954,0.03027391,0.03543806,0.03215218,0.02898932,0.0297451,0.03081512,0.03136826,0.03194666,0.02392006
812,0.02502108,0.03315449,0.03890944,0.03814602,0.04156971,0.03042984,0.03232908,0.03050661,0.03111029,0.03175735,0.02520418,0.0237236,0.03163004,0.02769995
813,0.0143714,0.01917171,0.0165534,0.02058554,0.01789093,0.01550627,0.0170846,0.007616043,0.009002686,0.0101161,0.00716114,0.006008625,0.01249075,0.005428314
814,0.01428795,0.0377655,0.0381422,0.0389533,0.04117346,0.0287714,0.03443384,0.02917957,0.03241158,0.03456211,0.02765608,0.02418375,0.0308814,0.02609634
815,0.01205254,0.02634573,0.02442408,0.02991629,0.02992821,0.01384974,0.02825642,0.01597548,0.02241659,0.01567364,0.01578903,0.010674,0.01569271,0.01055622
816,0.01284599,0.03802967,0.04136801,0.03983355,0.04326582,0.03475857,0.03799582,0.038311,0.03142881,0.03958225,0.03414488,0.03524923,0.0368185,0.03219271
817,0.01464176,0.03729105,0.04134846,0.04255199,0.04679298,0.04007387,0.04071808,0.0341363,0.03760672,0.03419733,0.0314045,0.03484726,0.03861761,0.02886677
818,0.02063084,0.04144049,0.0409317,0.04159451,0.0450263,0.03011131,0.03476763,0.03030777,0.03210115,0.03247643,0.02956533,0.02622986,0.03030205,0.02505684
819,0.007688522,0.02384329,0.01848221,0.02549458,0.02003241,0.009001732,0.01211977,0.003009796,0.01126003,0.005764008,0.006149292,-0.00252533,-0.00103569,-0.001791
820,0.01617289,0.03456211,0.03911066,0.04262638,0.04184437,0.03528214,0.03762913,0.03144741,0.03442574,0.0328908,0.03257561,0.0296526,0.03794909,0.0304842
821,0.01723576,0.03794193,0.04444504,0.04726219,0.0482049,0.03426933,0.04071712,0.03702116,0.03794193,0.03794193,0.03244448,0.03335619,0.03702116,0.02881765
822,0.01334095,0.03102732,0.03167391,0.03171539,0.03990746,0.01990604,0.03252316,0.0269165,0.02996063,0.02150249,0.01242781,0.01608801,0.02632904,0.01540852
823,0.02549648,0.0381341,0.04716158,0.0519228,0.05315018,0.044415,0.0497036,0.04096842,0.04176664,0.04088593,0.04096413,0.03757143,0.04180336,0.03626585
824,0.01788378,0.03380299,0.03582716,0.03938246,0.03886414,0.03029013,0.03616047,0.02930307,0.02707624,0.03286171,0.02382135,0.01843357,0.02459431,0.02653646
825,0.01499796,0.02455616,0.02664232,0.02988434,0.0277586,0.0220561,0.02834606,0.01951456,0.02121019,0.01999521,0.01992226,0.01542616,0.02202797,0.01682329
826,0.01756668,0.04242182,0.04680681,0.04703188,0.050313,0.0355773,0.04154873,0.03565931,0.03786993,0.03851318,0.03191471,0.03169012,0.03532982,0.03078842
827,0.01853704,0.05282354,0.06304741,0.06958818,0.07074928,0.06384706,0.06744766,0.06267643,0.06395864,0.06382179,0.06157684,0.05821228,0.06266403,0.05575275
828,0.01241016,0.04723072,0.05104733,0.05766916,0.06208277,0.04358959,0.04934072,0.04341269,0.04641962,0.05168152,0.04108238,0.039536,0.04502916,0.04064703
829,0.015872,0.02404594,0.02648687,0.03094864,0.03131151,0.02258778,0.02891541,0.02002954,0.02200794,0.01985931,0.02133703,0.0154376,0.0197506,0.01410532
