Wavelength [nm],TBS,599_400_2,599_402_4,599_404_6,599_406_8,599_408_10,599_410_12,TBS2,599_400_2,599_402_4,599_404_6,599_406_8,599_408_10,599_410_12
345,0.0115571,0.02987909,0.02551603,0.02552128,0.02678442,0.02072763,0.02118587,0.01282358,0.0170784,0.01967859,0.01922178,0.0200901,0.02624941,0.02368069
346,0.01130724,0.03007889,0.02565908,0.02586412,0.0265975,0.02043152,0.02103901,0.01247835,0.01699305,0.01936388,0.01878357,0.02018023,0.02613497,0.02340317
347,0.01137161,0.02981567,0.02613831,0.02626657,0.02722979,0.02079773,0.02159452,0.01293707,0.0176177,0.01991415,0.01932764,0.01988316,0.02651072,0.02362919
348,0.01196098,0.03049946,0.02634525,0.02636337,0.02718782,0.02129936,0.02161598,0.01342964,0.01767874,0.02000713,0.0195899,0.02012253,0.02659321,0.02334738
349,0.01148033,0.03033686,0.02626085,0.02591896,0.02689075,0.02077484,0.02136469,0.01277924,0.01689672,0.01977968,0.01894379,0.01967621,0.02628851,0.02307367
350,0.01180696,0.0307107,0.02607727,0.02610064,0.02679062,0.02023983,0.02139997,0.01310968,0.01679182,0.01971197,0.01899099,0.01919651,0.02620935,0.02232075
351,0.01192427,0.03046799,0.02589035,0.02638483,0.02693892,0.02038813,0.02092075,0.01266718,0.01714325,0.01979971,0.01835108,0.01962709,0.02566481,0.02220726
352,0.01160097,0.03036642,0.02632093,0.02673531,0.02673006,0.020576,0.02156925,0.01305771,0.01677275,0.0195508,0.01812267,0.01956654,0.02595997,0.02196741
353,0.01200294,0.03106213,0.02684879,0.02684832,0.02750158,0.02059078,0.02162695,0.01365948,0.0171051,0.01982164,0.01891088,0.01943636,0.02580404,0.02254057
354,0.01195669,0.03061485,0.02596426,0.026371,0.0267725,0.02046967,0.02164698,0.01322889,0.0170908,0.01877356,0.01811886,0.01865196,0.02532387,0.02123404
355,0.01157188,0.03025436,0.02575159,0.02613163,0.02723265,0.02004194,0.02123451,0.01288223,0.01669168,0.01904821,0.01798153,0.01889133,0.02531719,0.02111244
356,0.01213884,0.03093147,0.02670908,0.02719307,0.02769518,0.02018929,0.02231503,0.01393747,0.01839066,0.02003527,0.01877117,0.01943827,0.02554893,0.02151871
357,0.01198244,0.03106117,0.02646303,0.02743959,0.02725267,0.01856518,0.02174711,0.01411247,0.01799202,0.02023602,0.01813269,0.01893377,0.02501345,0.02078295
358,0.01178169,0.03068447,0.02667761,0.02724934,0.02815008,0.01993227,0.02137613,0.01335144,0.01765347,0.02061701,0.01855516,0.01919174,0.0254674,0.02097511
359,0.01152849,0.02973652,0.02586985,0.02673149,0.02736473,0.0203166,0.02120352,0.01311398,0.0173645,0.01937246,0.01832819,0.01892853,0.02531719,0.02053547
360,0.01085901,0.03068399,0.02539825,0.02590752,0.02655602,0.02141571,0.02011299,0.01197958,0.015728,0.01824856,0.01792192,0.01794481,0.02475739,0.02086401
361,0.01141453,0.03025436,0.02552843,0.0250926,0.02615738,0.02198267,0.02067232,0.01255846,0.01518726,0.01742697,0.01736021,0.01815939,0.02438116,0.02067566
362,0.01209831,0.03080893,0.02602625,0.02599144,0.02642822,0.02090025,0.02157116,0.01356363,0.01652288,0.01900816,0.01815128,0.0185523,0.02425671,0.02082872
363,0.01230526,0.03150845,0.02639341,0.02687311,0.02711105,0.01998186,0.02179909,0.01409388,0.01763296,0.01967955,0.01844215,0.01833153,0.02458286,0.02070236
364,0.01215124,0.03109169,0.02694941,0.02717352,0.02760649,0.01931715,0.02184772,0.01427889,0.01797819,0.02057409,0.01802492,0.01862621,0.0239706,0.02070093
365,0.0117178,0.03074837,0.02705479,0.02741098,0.02825975,0.01911688,0.02195501,0.01511049,0.01849174,0.02086115,0.01864481,0.01851988,0.02389717,0.02070284
366,0.01207018,0.03115034,0.02730465,0.02795839,0.02850771,0.01948738,0.02242184,0.01526022,0.01864195,0.02093744,0.01909447,0.01932907,0.02445078,0.02150917
367,0.01280499,0.03153229,0.02782917,0.0288825,0.02954197,0.02122879,0.02384472,0.01612711,0.01976204,0.02212477,0.02009535,0.02067184,0.0254693,0.02296782
368,0.01250648,0.03223181,0.02839565,0.02926588,0.0301013,0.02215767,0.02453423,0.01724958,0.02034092,0.02238607,0.02096176,0.02116394,0.02647591,0.02345562
369,0.01242256,0.03259945,0.02903748,0.02914,0.02983189,0.02226973,0.02374125,0.01662302,0.02011824,0.02254868,0.02076197,0.02145195,0.02665043,0.02270699
370,0.01236534,0.03173637,0.02772856,0.02824545,0.02851629,0.02170801,0.02342892,0.01610088,0.01920557,0.02146292,0.01985836,0.02033663,0.02584648,0.02228928
371,0.01272106,0.03191948,0.02793646,0.02816343,0.02898502,0.02117443,0.02346706,0.01605749,0.01920938,0.02093983,0.01943541,0.01999331,0.02523756,0.02232552
372,0.0125885,0.03208113,0.02792311,0.02847052,0.02900171,0.02114677,0.0232482,0.01554394,0.01903868,0.02094221,0.01925945,0.02037144,0.02559805,0.02159405
373,0.01242971,0.03215456,0.0275979,0.02822924,0.02854633,0.02112675,0.02274942,0.01533556,0.0186429,0.02085257,0.01883459,0.01969862,0.02518463,0.02148914
374,0.0120244,0.03148746,0.02722836,0.02794266,0.02815866,0.0200181,0.02181673,0.0149641,0.01815462,0.02008438,0.018013,0.01841927,0.02400398,0.02076244
375,0.01243258,0.03129864,0.02788734,0.02828026,0.02851152,0.02015877,0.02246189,0.01548672,0.0190711,0.0210638,0.01905298,0.01942015,0.02527142,0.02136278
376,0.01251554,0.03197718,0.02846098,0.02869177,0.02948189,0.02175808,0.023458,0.01677132,0.02008724,0.02186871,0.02006006,0.02030754,0.02641296,0.02229071
377,0.01255798,0.03188467,0.02778578,0.02878428,0.02938223,0.02152967,0.02375746,0.01616287,0.01952171,0.02143574,0.01982117,0.02006912,0.02576113,0.0217905
378,0.01267815,0.03190804,0.02865362,0.02934027,0.03021526,0.02169037,0.02471113,0.0170331,0.02040911,0.02225542,0.02065277,0.02065611,0.02621508,0.02262735
379,0.01273918,0.03232479,0.0302372,0.03124952,0.0317893,0.02358675,0.02632141,0.01956797,0.02261686,0.02464962,0.02271652,0.02300072,0.02854109,0.02425814
380,0.01262426,0.03294563,0.03015852,0.03119707,0.03171396,0.02490759,0.02614546,0.0194397,0.02248001,0.02431917,0.02277994,0.02309132,0.02851629,0.02441072
381,0.01269484,0.03275156,0.02943611,0.0302825,0.03070068,0.02381516,0.02540779,0.01850605,0.02121162,0.02289963,0.02161694,0.02163267,0.02709198,0.02321005
382,0.01302433,0.0326376,0.02937651,0.03011417,0.03033495,0.02297115,0.02490997,0.01767111,0.02081251,0.0233674,0.02056837,0.02154398,0.02678823,0.02331734
383,0.01300049,0.03312111,0.03050232,0.0311141,0.03183603,0.02435827,0.0265727,0.01957989,0.02221298,0.02451849,0.02218914,0.02288818,0.02777815,0.02427769
384,0.01246452,0.03275347,0.02931118,0.0299387,0.03088093,0.02369928,0.02537489,0.01817036,0.02056122,0.02276421,0.02099323,0.02176523,0.02681589,0.0234127
385,0.01278639,0.03295755,0.02987099,0.03050423,0.03083229,0.02376509,0.02551889,0.01815319,0.02094698,0.02291727,0.02121782,0.02161694,0.026402,0.02347231
386,0.01264954,0.03200054,0.0289855,0.0295887,0.0301652,0.02261162,0.0247159,0.01707506,0.02011013,0.02207184,0.02004671,0.02075481,0.02560234,0.02224016
387,0.01289034,0.03272104,0.02922964,0.02998114,0.03062248,0.02275276,0.02481318,0.01782179,0.02100468,0.02285099,0.02063704,0.0211916,0.02639246,0.02308416
388,0.01334,0.03455496,0.03243637,0.03358459,0.03467321,0.02681637,0.029037,0.02247381,0.02515507,0.02729034,0.02518177,0.02551651,0.03063679,0.02723312
389,0.01364851,0.03465271,0.0329051,0.03416157,0.03452635,0.02868414,0.02970123,0.02276802,0.02533484,0.02693129,0.02570486,0.02604914,0.03122807,0.02795649
390,0.01285458,0.03197622,0.02892017,0.02982473,0.03004408,0.02390432,0.02452946,0.01726198,0.01956558,0.02142048,0.02020597,0.02083158,0.02563906,0.02242422
391,0.01215649,0.03045607,0.02660751,0.02727413,0.02771282,0.02030659,0.02178621,0.01475859,0.01720715,0.01943302,0.01736546,0.01815176,0.02289724,0.01951742
392,0.01218557,0.03075361,0.02858353,0.02963352,0.03065395,0.02226162,0.02487659,0.01821423,0.02118969,0.02314806,0.02057076,0.02123833,0.02591038,0.02258873
393,0.01307583,0.03326464,0.03264427,0.03454494,0.03532839,0.02842426,0.03022099,0.0239315,0.02636099,0.02839565,0.0262804,0.0268755,0.03176069,0.02845478
394,0.01320648,0.03337955,0.03208399,0.03316021,0.03434086,0.02873707,0.02950287,0.02230072,0.02455425,0.02656317,0.02514791,0.02570677,0.03095245,0.02689838
395,0.01289988,0.03291702,0.03037548,0.03165293,0.03214502,0.02621746,0.02726603,0.01970959,0.02194834,0.023911,0.02274609,0.02311087,0.02817106,0.02430248
396,0.01294041,0.03182936,0.02894068,0.02933788,0.02982712,0.02414036,0.02471924,0.01718616,0.01984549,0.02181292,0.0203228,0.02052641,0.02570486,0.02193403
397,0.01209211,0.03075027,0.02749491,0.02884054,0.02913523,0.02216101,0.0240097,0.01697445,0.01915884,0.02105999,0.01932001,0.01959848,0.02448273,0.02123928
398,0.01244307,0.03164577,0.03035641,0.03240681,0.03345156,0.02524376,0.02755213,0.02128267,0.02425814,0.02633095,0.02396059,0.02441597,0.02914333,0.025352
399,0.01325893,0.03415012,0.03416014,0.03560638,0.03670788,0.03090048,0.03201103,0.02526474,0.0272212,0.02944231,0.02800608,0.02835846,0.03344774,0.02959681
400,0.01361322,0.03527641,0.03339863,0.03490543,0.03491116,0.03094435,0.03004932,0.02277231,0.02496481,0.02704334,0.02573872,0.02654123,0.03164053,0.02782822
401,0.01358366,0.03317785,0.03020859,0.03082991,0.03183794,0.02557325,0.02680016,0.01945639,0.02168989,0.02353907,0.02176571,0.02253294,0.0271697,0.02336359
402,0.01282167,0.03256941,0.02874184,0.02959681,0.0297327,0.02353382,0.02473736,0.0177598,0.01981974,0.02183247,0.01979065,0.02065325,0.02525806,0.02150774
403,0.01317263,0.03289843,0.02941275,0.03055429,0.03072834,0.0240221,0.02525854,0.01826954,0.02094507,0.022542,0.0205369,0.02100945,0.02591038,0.02230978
404,0.01262093,0.0319519,0.02864742,0.03011656,0.03049612,0.02339268,0.02518034,0.0181632,0.02080584,0.02265501,0.02037239,0.02105427,0.02577162,0.022223
405,0.01305008,0.03316164,0.03202391,0.03368616,0.03424788,0.02671909,0.02887535,0.02290773,0.02515841,0.02730036,0.02482796,0.02521133,0.03027248,0.02636051
406,0.0136838,0.03531075,0.0345149,0.03581619,0.0370307,0.03118753,0.03200388,0.02541018,0.02768373,0.02981186,0.02797413,0.02848721,0.03350258,0.02972698
407,0.01297808,0.03400803,0.03135681,0.03173208,0.03269005,0.02795458,0.02774525,0.0203681,0.02222633,0.02392817,0.0231204,0.0235858,0.02905226,0.02497387
408,0.01234722,0.03209543,0.02876949,0.02981615,0.02975321,0.02320051,0.02445984,0.01741171,0.01981497,0.02115345,0.0197525,0.02002525,0.02532053,0.02149582
409,0.0124402,0.03222847,0.02907467,0.03040457,0.03040457,0.0237422,0.02533674,0.01846457,0.02107143,0.02286911,0.0206213,0.02111816,0.02586317,0.02248001
410,0.01280403,0.03193998,0.02908611,0.02959394,0.02974749,0.02443171,0.02511692,0.01775742,0.02054358,0.02165318,0.02022552,0.0206871,0.02532148,0.0219593
411,0.01284933,0.0318079,0.02861786,0.02929735,0.02946234,0.02363205,0.02440214,0.0173564,0.01944208,0.02116346,0.01982355,0.02021503,0.02523851,0.02165699
412,0.0123167,0.03240252,0.02999306,0.03101444,0.03105116,0.02378893,0.02624464,0.01921892,0.02198553,0.02385521,0.02162933,0.02210283,0.02672148,0.02312326
413,0.012815,0.03375101,0.03294897,0.03435421,0.03528976,0.02768707,0.03062773,0.02412701,0.02620411,0.02838326,0.0264163,0.02643681,0.03117895,0.02793217
414,0.01368284,0.03458595,0.03357315,0.03444147,0.03563643,0.03014088,0.03054571,0.02396011,0.025774,0.02773046,0.02645969,0.02701378,0.03179169,0.0270505
415,0.01342154,0.0329771,0.03164434,0.03168917,0.03232956,0.02679396,0.02759075,0.02006769,0.02185869,0.02401161,0.02261543,0.02325916,0.02833986,0.0238781
416,0.01318264,0.03272295,0.02937555,0.0294919,0.02996922,0.02403164,0.02462292,0.01865578,0.02015734,0.02228642,0.0203414,0.02050066,0.02583742,0.02124357
417,0.01261044,0.03261566,0.03024673,0.03102016,0.03118086,0.02463436,0.02633095,0.01957226,0.02140522,0.02355671,0.02155828,0.02201319,0.02680874,0.02339411
418,0.01231909,0.03227091,0.02946854,0.03059721,0.03058481,0.02477121,0.02586746,0.01870775,0.02060461,0.02282476,0.02059031,0.02122593,0.02621031,0.02214813
419,0.01233482,0.03138876,0.02841854,0.02927208,0.02892637,0.02286148,0.02385569,0.01753902,0.01933765,0.02110529,0.01898909,0.01965904,0.02468109,0.02016544
420,0.01201582,0.03064775,0.02826834,0.02973938,0.0299263,0.02326298,0.02485275,0.01816654,0.02060127,0.02246952,0.0198946,0.02082539,0.02571869,0.02177572
421,0.01187325,0.03052187,0.03028679,0.03192472,0.03311157,0.02475786,0.02755117,0.02217388,0.02475071,0.02635813,0.02379656,0.02429104,0.02906275,0.02503824
422,0.01216602,0.03208971,0.03369284,0.03613281,0.03686094,0.03007603,0.03249407,0.02660513,0.02881241,0.03048038,0.02869511,0.02907181,0.03381777,0.029809
423,0.01309919,0.03407621,0.03595257,0.03746367,0.03846788,0.03383636,0.03450012,0.02838135,0.02999353,0.0316205,0.03065157,0.03102779,0.03566694,0.03136206
424,0.01386738,0.03460741,0.03447247,0.03593349,0.0371027,0.03202057,0.03279018,0.02572203,0.02798271,0.029809,0.02822208,0.02873707,0.03372717,0.02939367
425,0.01274633,0.0324235,0.03134441,0.03228188,0.03311443,0.02705145,0.02807045,0.02116823,0.02356863,0.02475309,0.02352524,0.02401686,0.02860546,0.02451563
426,0.01239777,0.03120136,0.02845526,0.02927208,0.02967262,0.02398252,0.02429962,0.01736832,0.01917505,0.02150106,0.01973534,0.02012348,0.02525425,0.02138662
427,0.0126214,0.0319829,0.02991199,0.03129816,0.03159428,0.02420568,0.0260148,0.01962233,0.02212858,0.02386856,0.02168894,0.02233982,0.02686119,0.0227561
428,0.01300383,0.03188801,0.03080606,0.03225422,0.03292418,0.0265274,0.02838898,0.02214479,0.02407932,0.02553511,0.02372074,0.02429199,0.02923393,0.02510309
429,0.01211071,0.0294528,0.02873945,0.03065681,0.03154278,0.02419662,0.02671766,0.0209074,0.02332592,0.02542448,0.02236652,0.02282476,0.02784824,0.02399492
430,0.01076508,0.0287981,0.03139782,0.03351879,0.03420639,0.02682447,0.02970266,0.02441454,0.02670431,0.02874041,0.02591801,0.02648497,0.03095865,0.02746153
431,0.01203203,0.03156328,0.03370333,0.03633118,0.03734493,0.03299093,0.03323936,0.02681875,0.02895689,0.03061485,0.02954626,0.02982616,0.03525019,0.03039074
432,0.01228189,0.03226471,0.03325033,0.03392076,0.03479385,0.03185749,0.03053617,0.02358246,0.02495146,0.02722454,0.02691126,0.02666569,0.03141356,0.02713013
433,0.01310825,0.03286171,0.03171206,0.03361511,0.03345776,0.02635527,0.02829075,0.0218153,0.0235157,0.02649546,0.02307129,0.02383709,0.02911234,0.02519464
434,0.01221752,0.030478,0.03029346,0.03174448,0.03173685,0.02510118,0.02744579,0.02074146,0.02267885,0.02427959,0.02248144,0.0224843,0.02743864,0.02336359
435,0.01088142,0.02800274,0.02657318,0.02755928,0.02795792,0.02287149,0.02270317,0.0162344,0.01777077,0.01952267,0.01832008,0.01888561,0.02427292,0.02041721
436,0.01162243,0.0290041,0.02731133,0.02867317,0.0293107,0.02170753,0.02419853,0.017941,0.02029085,0.02238941,0.01986456,0.01965427,0.02513552,0.02059174
437,0.01222229,0.03121805,0.03088045,0.03200626,0.03266191,0.02648592,0.02804804,0.02194071,0.02356958,0.02497005,0.02394485,0.02383804,0.02902317,0.02510929
438,0.01294661,0.03248358,0.03201008,0.03437662,0.03449917,0.02765274,0.02940512,0.02350187,0.02502155,0.02774429,0.02592278,0.02530479,0.0307703,0.02660608
439,0.0123601,0.03376436,0.0330863,0.03453493,0.03553915,0.02871656,0.03057051,0.02476835,0.02609301,0.02821541,0.02646637,0.02643871,0.0320158,0.02746964
440,0.01370955,0.03465176,0.03282118,0.03447819,0.03502417,0.02859259,0.03017759,0.02361441,0.0255065,0.02705908,0.02558756,0.02466249,0.03046989,0.0267086
441,0.01381731,0.03418589,0.0334444,0.03451061,0.03560734,0.02598095,0.02996445,0.02390385,0.02618074,0.02835703,0.02513218,0.02514362,0.03015471,0.02605391
442,0.01354551,0.03266048,0.03076124,0.031991,0.03271198,0.02578115,0.02806616,0.02137518,0.02336454,0.02502346,0.0231452,0.02257729,0.02797031,0.02436113
443,0.01381826,0.03408623,0.03294849,0.03417206,0.03507376,0.02868938,0.02987385,0.02337456,0.02545738,0.02701139,0.02565384,0.02441072,0.03018665,0.02647829
444,0.01551485,0.03638697,0.03555822,0.03672934,0.03778028,0.03013086,0.03275251,0.02592993,0.02800798,0.0301404,0.0276041,0.02734566,0.03311968,0.02906275
445,0.01469946,0.0363245,0.03500319,0.0363121,0.03637791,0.03042984,0.03192425,0.02537155,0.02744722,0.02866316,0.02659988,0.02674437,0.03224134,0.02761984
446,0.01467037,0.03691053,0.03631592,0.03810883,0.03821659,0.03133297,0.03299332,0.02704477,0.02873564,0.0302577,0.02819204,0.0281601,0.0336585,0.02930641
447,0.0155592,0.03735971,0.03620911,0.03724909,0.03760815,0.03084707,0.0326004,0.02611446,0.02794027,0.02983999,0.02767754,0.0278697,0.03311634,0.02819777
448,0.01492691,0.03740215,0.0357585,0.03627443,0.03667736,0.03050804,0.03245926,0.02546692,0.02741718,0.02960157,0.02629519,0.02753925,0.03231621,0.0280509
449,0.0141964,0.03624487,0.03484201,0.03638983,0.03665495,0.02979469,0.03181171,0.02540636,0.02760696,0.02924967,0.0269146,0.02627754,0.0316062,0.02703905
450,0.01503611,0.03614807,0.03411388,0.03576851,0.03534412,0.02922583,0.03087521,0.02440166,0.02601576,0.02743721,0.02602482,0.02538204,0.03085184,0.02659321
451,0.01406336,0.03509474,0.03293514,0.03399992,0.03465319,0.02752876,0.02861881,0.02262783,0.02454758,0.02562523,0.02368164,0.02433872,0.02924299,0.02474022
452,0.01412296,0.03447056,0.03265095,0.03305054,0.0328126,0.02664757,0.02887774,0.02166176,0.02360582,0.02533531,0.02299881,0.02335119,0.02818584,0.02361441
453,0.01379633,0.03407049,0.03143692,0.03206921,0.03225565,0.02616453,0.02733994,0.02152443,0.02335262,0.02455473,0.02283144,0.02265835,0.02775717,0.02363873
454,0.01307726,0.03218937,0.02957201,0.03133535,0.0312686,0.02469778,0.02638102,0.01974392,0.02152443,0.02374029,0.02018118,0.02114248,0.02607012,0.02196264
455,0.01327467,0.03160381,0.028193,0.02957678,0.0301075,0.02158165,0.0252161,0.01838255,0.01950073,0.02132654,0.01830101,0.02014256,0.0232811,0.02024889
456,0.01294661,0.03046322,0.02666616,0.02813339,0.02756882,0.02113533,0.02273989,0.01670885,0.01837492,0.01976347,0.01754045,0.01905394,0.02345133,0.01962757
457,0.0123992,0.02943897,0.02831364,0.02968264,0.03017569,0.02216434,0.02424622,0.01849651,0.02068996,0.02230358,0.01974964,0.01965904,0.02527857,0.02082729
458,0.0117259,0.02861261,0.02794313,0.02947235,0.03017616,0.02112389,0.02525806,0.01948071,0.02104092,0.02292728,0.02059078,0.02041578,0.02514791,0.0211525
459,0.010746,0.0279808,0.02768517,0.03000879,0.03057909,0.02335596,0.0258255,0.01982975,0.02129316,0.02310324,0.02073956,0.02163935,0.02567863,0.0220952
460,0.01050997,0.02725172,0.02643871,0.02885056,0.02901363,0.02272415,0.02419567,0.01809025,0.0203948,0.02196026,0.01999426,0.01998138,0.0245223,0.02067137
461,0.01092815,0.0256238,0.02575111,0.02683496,0.02747726,0.02145386,0.02296686,0.01641273,0.01880789,0.02089024,0.0183177,0.01921749,0.02296877,0.02014208
462,0.01086807,0.02683163,0.02516508,0.02584839,0.02678823,0.02166891,0.02200079,0.01587057,0.01708126,0.01907778,0.01673651,0.01777267,0.02226257,0.01777554
463,0.01131153,0.02728462,0.02608824,0.02746153,0.02817678,0.01940584,0.02281666,0.01694489,0.01860809,0.02103615,0.01844168,0.01754093,0.02249289,0.01876354
464,0.01093388,0.026649,0.02690983,0.02927732,0.03028774,0.02076578,0.02520561,0.01981544,0.02133894,0.02361298,0.020298,0.02000093,0.02444077,0.02178526
465,0.01110554,0.02803707,0.03019571,0.03291655,0.03251123,0.02598429,0.02836847,0.02302647,0.025455,0.02756023,0.02478361,0.02401161,0.02891397,0.02585268
466,0.01099014,0.0273962,0.02967262,0.03196096,0.03279591,0.02698326,0.02822256,0.02308273,0.02451563,0.02574778,0.02472067,0.02431059,0.02905035,0.02554226
467,0.01037264,0.02873135,0.02939606,0.03233004,0.03230619,0.02807903,0.0286355,0.0221982,0.02314901,0.02581215,0.02458429,0.02505159,0.0298419,0.02507305
468,0.01198626,0.03204679,0.0325799,0.03539562,0.03597355,0.02855301,0.0315218,0.02670813,0.02736712,0.0293231,0.02776814,0.02785778,0.03188562,0.0288291
469,0.01126194,0.0314703,0.03150511,0.03363705,0.03412342,0.0296979,0.03126287,0.02477646,0.02524519,0.02708197,0.02555752,0.02659464,0.0310545,0.02660942
470,0.01187086,0.02945518,0.02714586,0.02739906,0.02719355,0.02309704,0.02283478,0.01605892,0.01765728,0.01954651,0.01784134,0.01835918,0.02309132,0.0195756
471,0.01129723,0.02810764,0.0244441,0.02587652,0.02502871,0.01847601,0.02097559,0.01405191,0.01517248,0.01715803,0.01386833,0.01591539,0.02045679,0.01647663
472,0.01161337,0.02871656,0.02577591,0.02758169,0.02724171,0.01879311,0.02169895,0.01707458,0.01910114,0.01888275,0.0163579,0.01743412,0.02080727,0.01809454
473,0.01234055,0.0310111,0.029737,0.03195763,0.03158045,0.02286243,0.02662754,0.02190733,0.0240612,0.02505541,0.0222106,0.02193689,0.02611685,0.02366161
474,0.01190281,0.02991056,0.02971411,0.03144073,0.0318017,0.02400494,0.0265007,0.02119064,0.02308798,0.02488708,0.02195692,0.02259684,0.02739763,0.02383471
475,0.01175117,0.02814674,0.02826071,0.02959108,0.03057718,0.02264214,0.02573109,0.0193038,0.02190924,0.02270842,0.02009535,0.02146339,0.02582455,0.02152872
476,0.01148462,0.02925014,0.03036547,0.0322504,0.03276157,0.02561188,0.02773762,0.02255726,0.024436,0.02554083,0.02396107,0.02404213,0.02931166,0.02401352
477,0.01240969,0.02976561,0.03152895,0.03223419,0.03402758,0.02635527,0.02877092,0.02311134,0.02422047,0.02624226,0.02404928,0.02398109,0.03016281,0.02520704
478,0.01206493,0.02750063,0.02694702,0.02837276,0.02885962,0.02141333,0.02338219,0.01855564,0.01980591,0.02131128,0.0199194,0.01943016,0.02373314,0.01966953
479,0.01113367,0.02385426,0.02369261,0.02400827,0.0251193,0.01788807,0.01978874,0.01432467,0.01466751,0.01686335,0.01548433,0.01518059,0.01976442,0.01487064
480,0.01131153,0.02553034,0.02581072,0.02792406,0.02828026,0.01921415,0.02225399,0.01728678,0.01805687,0.02057505,0.01870871,0.01814365,0.02302933,0.01834536
481,0.01040268,0.02512598,0.02512598,0.02730942,0.02703571,0.02052164,0.02160025,0.01730061,0.01863956,0.01944494,0.0170331,0.01730061,0.02241135,0.01837158
482,0.01035929,0.02459621,0.02414846,0.02685165,0.02683973,0.01988983,0.02199221,0.01641703,0.01880169,0.02070045,0.01890469,0.01809645,0.02262497,0.01750517
483,0.01166439,0.02665854,0.02817059,0.03028631,0.03006411,0.02308989,0.02440548,0.01982403,0.0217514,0.02304363,0.02162266,0.02131796,0.02621698,0.02150059
484,0.01162291,0.02909136,0.03036118,0.03231287,0.03294992,0.0238781,0.02708912,0.02217579,0.02484369,0.02616835,0.02399778,0.0233922,0.02781534,0.02449274
485,0.01231098,0.02709484,0.03006792,0.03321266,0.03381968,0.02148581,0.02733183,0.02351999,0.02682209,0.02843332,0.02379036,0.0238595,0.02844143,0.02493
486,0.01136303,0.02236938,0.02667141,0.02971888,0.03079796,0.01676083,0.02558804,0.02135277,0.02405882,0.02586794,0.02100897,0.02031755,0.02494907,0.02102327
487,0.009041786,0.02176809,0.0245285,0.02599573,0.02674198,0.03209066,0.02521706,0.01788855,0.01759243,0.01978636,0.02239561,0.02287292,0.02842903,0.02219248
488,0.01017809,0.026371,0.0288558,0.03070545,0.03163242,0.03360081,0.02720118,0.01971912,0.02025747,0.02339172,0.02383804,0.02486467,0.03073168,0.02401018
489,0.01152992,0.02945566,0.03149557,0.03437328,0.0358181,0.02751875,0.0307374,0.02514315,0.02673244,0.02898216,0.02658749,0.02580023,0.03122759,0.02697992
490,0.01189613,0.03062773,0.03351355,0.03531647,0.03570175,0.02891636,0.03109074,0.02571344,0.02685499,0.02908373,0.02673864,0.02650642,0.03187418,0.02716017
491,0.01257944,0.03256798,0.03345299,0.03598928,0.03586102,0.02965593,0.0306406,0.02461433,0.02655745,0.02816439,0.02640867,0.02685261,0.03194571,0.02679586
492,0.01336718,0.03074551,0.03134632,0.03373384,0.03336811,0.02593803,0.02846575,0.023242,0.02421141,0.02632236,0.02451658,0.0234046,0.02952576,0.02473259
493,0.01399708,0.03358221,0.03473997,0.03752089,0.03791666,0.02937174,0.03236341,0.02724123,0.02899456,0.03073025,0.02877283,0.02871656,0.03377962,0.02953243
494,0.0129838,0.03093863,0.03128672,0.03255224,0.03390646,0.0265727,0.02971411,0.02421236,0.02567625,0.02777815,0.02587032,0.02479315,0.03030968,0.026474
495,0.0121603,0.0291853,0.02888632,0.02976561,0.03100729,0.02374792,0.02523994,0.02011395,0.02099609,0.02401114,0.02161551,0.02161169,0.02613544,0.02132797
496,0.01114178,0.03039455,0.03081846,0.03460264,0.03460598,0.02524757,0.02984476,0.02583599,0.02823925,0.02920961,0.02688932,0.0258007,0.03114939,0.0260787
497,0.0118556,0.03174114,0.03389072,0.03594685,0.03673983,0.03000927,0.03253174,0.02720404,0.02837563,0.02962589,0.02891874,0.02809286,0.03344202,0.02818584
498,0.01214695,0.03227711,0.03218555,0.03512669,0.03498983,0.02873707,0.03048325,0.02540684,0.02669144,0.02878332,0.02747583,0.02610302,0.03238869,0.02726984
499,0.01300573,0.03212929,0.03422785,0.03587627,0.03614521,0.02839899,0.03156233,0.02678633,0.02830982,0.0294733,0.02723455,0.02733183,0.03154659,0.02726126
500,0.01221371,0.02766562,0.02790928,0.02968121,0.030972,0.02397585,0.02582169,0.02042723,0.02191877,0.02430153,0.02164173,0.02209139,0.02645874,0.02220297
501,0.01099443,0.02873278,0.03029633,0.03278828,0.03337002,0.02530193,0.02819157,0.02292824,0.02477694,0.02646542,0.02380371,0.02423096,0.02841711,0.02417135
502,0.01166105,0.03103828,0.03249359,0.03558731,0.03581047,0.02847719,0.03091621,0.02608967,0.02826262,0.02987719,0.02711105,0.02711153,0.0324707,0.0271368
503,0.01231384,0.03016472,0.03281736,0.03516865,0.03626299,0.02883196,0.03132534,0.02648926,0.02850389,0.02931881,0.02746534,0.02712297,0.03286743,0.02791929
504,0.01217222,0.03177023,0.0332613,0.03692722,0.03742599,0.03071213,0.03273821,0.02832031,0.02953053,0.03122663,0.02923775,0.0294857,0.03429079,0.02945089
505,0.01442337,0.03528643,0.03669453,0.03956652,0.03998518,0.03287125,0.03445816,0.03058147,0.03131104,0.03362036,0.0317378,0.03188753,0.03722382,0.03207207
506,0.01285076,0.02898216,0.03064632,0.03269529,0.03323317,0.02545023,0.02801466,0.02313089,0.02514076,0.02622032,0.02401018,0.02347469,0.02951574,0.02398014
