0	-239.5	449.5	-73.5	-136.5	0	307.3787024
20	334.5	357.5	540.5	398.5	407.75	92.37378777
30	386.5	585.5	931.5	93.5	499.25	351.958686
40	1875.5	1402.5	1782.5	2086.5	1786.75	286.0027681
50	2654.5	2454.5	2695.5		2601.5	128.945725
60	3070.5	2965.5	2977.5	3551.5	3141.25	277.4963964
70	4586.5	4066.5	4645.5	5102.5	4600.25	424.0207346
80	5650.5	5139.5	5618.5		5469.5	286.2359167
90	5845.5	5198.5	6847.5	6544.5	6109	737.8990446
100	5806.5	6557.5	7322.5	7695.5	6845.5	839.1452
120	7567.5	8051.5	8241.5	8550.5	8102.75	411.8457438
140	9050.5	9960.5	10258.5	10497.5	9941.75	633.4736906
160	11897.5	12794.5	11688.5	12263.5	12161	484.6018985
180	13090.5	13748.5	13339.5	13068.5	13311.75	316.0394226
200	11831.5	13684.5	13207.5	14786.5	13377.5	1224.546991
300	14850.5	16825.5	16479.5	16153.5	16077.25	862.6340959
400	16954.5	16722.5	16640.5	16966.5	16821	164.5954637
500	17532.5	16860.5	18845.5	17274.5	17628.25	857.4078668
600	15569.5	18154.5	19170.5	18696.5	17897.75	1606.711211
700	16260.5	18137.5	18055.5	19692.5	18036.5	1403.219394
800	18237.5	17878.5	17778.5	18549.5	18111	352.5606331
900	16877.5	17750.5	17624.5	16737.5	17247.5	513.8540649
