,conc,abs
0,0.0,-0.011447145877314291
1,1.045635910224439,-0.007127580751480121
2,2.0860696517412936,-0.003490931319356544
3,3.121339950372209,0.0018978076977440462
4,4.151485148514851,0.006357546717631286
5,5.176543209876543,0.010388612928729004
6,6.196551724137931,0.01727900760154538
7,8.221568627450981,0.025054401593460278
8,10.226829268292683,0.030792310703649253
9,12.212621359223302,0.03503295175626353
10,16.126923076923077,0.0395015893038205
11,19.966666666666665,0.04206395033456684
12,23.733962264150946,0.043181845549072756
13,27.430841121495327,0.04477601650910191
14,31.05925925925926,0.04687698071894532
15,34.62110091743119,0.04865445205337871
16,39.84298642533937,0.048385632944901044
17,44.925000000000004,0.04907842886441835
18,49.872687224669605,0.05036005610038004
19,54.69130434782609,0.050645626535664554
