Wavelength (nm),h2o,nir0.5,nir1,nir1.5,nir2,nir2.5,nir3,nir3.5,nir4,prot1,prot2,prot3,prot4,prot6,prot8,prot10,prot12,prot14,prot16,prot20,prot24,prot28,prot32,prot36,prot42,prot48,prot54,prot60
199.9999847,-0.000136035,5.07723999,4.503559589,4.535358429,4.660544395,4.583476067,4.752619267,4.720835686,4.840166569,5.245841503,4.706553459,5.212100983,4.774388313,5.341509342,4.883414745,5.073642254,10,4.70072031,4.770884991,5.154976368,5.468698978,10,4.697444439,4.777026176,5.473266602,4.842720985,4.944508076,4.687693596
200.333313,-0.00098023,4.71431303,4.694168091,4.582067966,4.810511589,4.559676647,4.989225864,5.485723972,5.159229755,5.25675869,4.97820425,4.874434948,4.91890955,10,6.032325745,5.10961628,4.767201424,4.895913124,4.713349819,4.947228909,4.79920435,4.619858742,4.843186855,4.768983841,5.5519557,6.155025482,4.781961441,4.853060722
200.6666412,0.000193204,4.787651062,4.584825993,4.739051342,4.910691261,4.780977249,4.875173569,4.879077435,4.556555748,4.70938015,5.245857239,5.182215214,5.673041821,4.954274654,4.862913609,4.960042,4.919179916,5.373388767,4.752786636,5.194291115,4.812349796,4.921001911,5.758811474,4.913405895,5.053175926,10,5.435340405,4.847821236
200.9999847,-0.0012105,4.523712635,4.385427475,4.5822649,4.688614845,5.311651707,4.573860645,4.638994694,4.859987736,4.887841225,4.59696579,4.936825275,4.800848484,4.921797276,5.209333897,4.546470642,5.051700592,5.233721733,4.82929039,4.978739262,5.347405434,4.831017971,5.089151382,10,4.563182831,10,4.729567051,4.743494511
201.333313,-8.79E-05,4.684863091,4.43063736,4.487707138,4.692408562,4.74256897,4.743979454,10,4.839147091,5.526130676,4.648387909,4.821854591,5.695809841,4.688979149,4.812683582,4.915454865,4.895161152,5.047691822,4.862471104,4.744346142,5.485253811,4.600625992,5.010986328,4.798466682,4.839318752,4.671398163,4.781471252,4.551496506
201.6666412,-0.000256972,4.325567722,4.512622356,4.521882057,5.245056152,5.005671501,4.846186638,5.531603336,4.984275341,5.059173584,4.673701286,4.810855389,4.839215279,5.375820637,5.450813293,4.793156147,4.497949123,4.727139473,4.815137386,4.950252056,5.115465164,10,4.871369362,4.749025822,5.421502113,10,4.925303459,4.601285458
201.9999847,-0.00075697,4.653793812,4.583322525,4.850728989,5.384000301,4.695512772,5.064487457,5.921405315,4.892522812,4.687432289,5.053700924,5.122837067,5.57723856,4.930487156,4.870575905,4.869612694,10,4.575963974,4.807586193,4.754172325,5.425349712,10,4.847585678,5.095655441,4.834489822,10,5.019129276,4.692792892
202.333313,-0.000795162,4.749198437,4.499954224,4.734382153,4.882631779,4.613633633,4.998901844,5.073281288,4.597640514,5.169858456,4.667241573,5.163153172,5.196604729,5.072755337,4.775633812,5.149272442,4.695455551,4.599498749,4.892548084,5.011701584,4.8276124,10,4.994731426,5.219773769,10,5.20463562,4.82179451,4.876701832
202.6666565,0.000962081,4.61352396,4.736306667,4.655591965,4.771418095,4.657645702,4.99227953,4.997713566,4.687064171,4.771968365,5.150771141,4.802453995,5.071073055,4.975210667,5.807238579,4.708497047,4.668401241,4.744910717,4.697305202,4.785394192,4.844036579,4.779036045,4.577989101,4.71262455,4.733197689,4.832298279,4.72411871,4.561658859
202.9999847,6.39E-05,4.552531242,4.560112476,4.782072544,4.712790966,4.451818466,5.008747578,4.829312801,4.670684814,4.99518013,4.66891098,4.634466171,4.868294716,5.080243587,5.160610199,5.179557323,5.145614147,4.60648489,5.388162136,5.003686428,4.903273582,5.421280861,4.823659897,5.223703861,4.850104809,10,4.924650669,4.888621807
203.333313,-0.00049383,4.470785618,4.488667011,4.410645008,4.656217098,4.467355728,5.1242342,4.640627861,4.981635571,4.57702446,4.715547562,4.844114304,4.810553074,4.769299984,4.818634987,4.818332195,4.842329025,4.750101566,5.057162285,5.943500519,5.05600071,5.31403923,4.875108719,4.839137554,4.603287697,5.345180511,4.949550152,4.680890083
203.6666565,0.000207059,4.585311413,4.417328835,4.482724667,4.856865406,4.632856369,4.781594276,5.148563385,5.047807693,5.022093296,4.649921417,4.789615631,5.073775768,4.769671917,5.231692791,4.720831394,4.992015362,10,5.251744747,5.128737926,5.093533516,4.446840286,5.84819603,5.588098526,4.946519375,5.35273838,4.742086411,4.960972786
203.9999847,-0.002125001,4.601296425,4.570945263,4.764925957,4.858868122,4.82681179,4.693636417,4.949532986,4.669800282,4.74029541,4.876918316,10,4.827120304,4.726316452,10,4.768943787,5.276918411,5.686032295,5.273719311,4.777656555,4.859208584,5.305672169,5.226864338,4.720258713,4.804029942,5.03276968,5.179224491,10
204.333313,0.000552499,4.579403877,4.543327332,4.895878792,5.00133419,4.643846989,4.83793211,4.814065456,4.950203896,4.868224621,5.206108093,5.193701267,5.682333469,5.302476883,5.01320982,4.751290798,4.776928902,4.883298397,10,4.849543095,5.597603798,4.907481194,5.090662956,5.061666965,4.641017437,5.096923828,10,4.60581255
204.6666565,-0.000339646,4.424481392,4.571828842,4.398714542,4.728652,4.855255127,4.718798637,5.436723232,4.833295345,4.771945953,4.679077148,5.365969181,5.098324299,5.144304752,4.743767738,4.804635048,4.748517513,6.181259155,4.901898861,4.962452412,5.247894287,10,5.400914192,5.003048897,4.978745461,6.280887604,4.920851231,10
204.9999847,0.001532769,4.448905945,4.517238617,4.91996336,4.724899769,4.738573074,4.718964577,4.75620079,4.700399876,5.001067162,4.784320354,4.908726215,4.669001102,4.68416357,5.213121414,4.818147182,4.752993107,10,4.848739147,4.993032455,4.778526306,5.124974251,4.983478069,4.79447031,5.174288273,5.210882664,4.758483887,4.967555046
205.333313,0.001318352,4.531536579,4.588135242,4.707547188,4.724524975,4.737454414,4.751016617,4.490965366,4.966527462,5.302995682,4.737132549,5.020163059,4.491578579,4.563620567,5.198037624,4.746244907,4.975009918,4.75873661,4.782800674,4.951160908,5.115372658,10,4.732910156,6.076831818,4.819702625,4.989744663,5.226490974,4.851187229
205.6666565,0.000461196,4.53983736,4.747354507,4.476119041,4.765749454,4.684102535,4.63310957,4.786981583,4.824442387,5.032223225,4.902155876,4.861670017,4.915277004,4.756392479,5.096277237,4.775192261,4.962017059,4.774502754,4.881270409,4.707923412,4.78159523,4.913668156,4.654282093,10,5.168222904,4.963458538,10,4.703582287
205.9999847,-0.001042573,4.514668465,4.480638504,4.431579113,4.740682125,4.777263641,5.234671116,4.799026966,4.962403297,4.65831089,4.728985786,10,4.922036171,5.081032753,4.954494953,4.817935944,4.688270569,10,4.75520277,4.872997761,10,4.701666832,4.821274757,4.744585037,4.995765209,5.01157856,4.986374855,4.855510235
206.333313,0.000275747,4.436033249,4.681490421,4.589008331,4.759456158,4.639041901,4.580011845,5.040751934,4.723206997,5.121284485,4.687552452,5.087107182,4.958724022,4.550976276,4.856254578,4.752562523,4.784030914,4.796941757,5.076701164,5.095515251,10,10,10,4.69433403,4.871416092,5.144784927,5.028875351,5.025898457
206.6666565,0.00030937,4.548971653,4.33876276,5.095478058,4.652807713,4.789811134,4.773571014,4.765954971,5.1907897,10,5.057058334,4.810862064,5.145720959,5.018913269,5.503660679,5.008897305,5.191517353,4.742696285,4.714297771,4.719021797,4.826004982,5.583897114,5.351445198,5.286286831,5.047198772,5.959528923,4.799665451,5.033320904
206.9999847,0.000864519,4.569779396,10,4.953098297,4.835803509,4.764832497,4.838185787,4.636015892,4.804178715,4.943876266,10,5.534665585,4.880558968,10,5.870881557,10,10,4.819458485,5.06696701,5.479890823,4.968113422,4.90060091,5.153111458,10,10,5.689687729,10,10
207.333313,0.001050972,4.629247189,4.530480862,4.502208233,4.945531845,4.513884068,4.673081398,4.813437939,4.820185184,4.523480415,5.17647171,10,4.583202362,5.134771824,5.049163342,5.628780365,4.579156399,4.656470776,10,4.830138683,10,10,4.721624374,5.398751736,4.984664917,4.464747429,10,5.361734867
207.6666565,0.000775952,4.62430191,5.52825737,4.690207005,4.793413162,4.58742094,5.039439678,4.815941334,4.855574131,10,5.279624939,5.02933073,4.855392933,5.881501675,5.409157276,5.702247143,4.939981461,5.704584599,6.003220081,10,4.659549713,4.727953911,4.856893063,5.183924675,4.67634201,6.006641865,10,5.70008707
207.9999847,-0.000287032,4.420751572,4.704236031,4.407307625,4.802148819,4.520484447,6.017208576,4.804028988,10,4.471823692,5.045960426,10,5.002777576,6.014224052,4.893032074,10,5.212950706,5.080584526,4.746804237,4.886472702,5.486759186,10,5.140048981,10,4.87706852,4.912386417,5.185985565,10
208.333313,0.002031772,4.772795677,4.456788063,4.540020943,4.981105804,5.802220345,4.534401894,4.718909264,5.226355076,4.67882061,4.931611061,5.045632362,5.569555759,10,5.272699356,4.852347374,5.596029758,5.523297787,4.702607155,4.990977764,10,5.190481663,4.799948215,10,5.242746353,5.085121155,5.033075809,10
208.6666565,0.000489521,4.445046902,4.43481636,4.725459576,4.815445423,5.426355839,5.060673714,4.670398712,5.665525913,5.279164314,5.505708694,4.743044376,4.844461441,6.027911663,4.670008183,6.501435757,10,4.646785736,5.138849735,4.921508789,4.758384705,5.195089817,5.137131214,4.773002148,5.012428761,4.961270332,5.053289413,5.047469616
208.9999847,0.000378436,4.4306283,4.4460392,5.280002117,5.034771442,4.981199741,5.912512779,4.746569157,4.926499367,10,4.733489513,4.812610149,5.045320511,10,5.259820461,4.940559387,4.625277042,5.497517109,5.1447258,5.07742548,10,4.704129696,4.797466278,4.583649635,5.095597744,5.666415215,6.50797081,5.141522884
209.333313,-0.001998863,4.384454727,4.676884174,4.494784832,4.648278713,4.673298359,4.952684879,4.760682583,4.642688751,6.522449017,5.17606926,5.03750658,5.247320652,5.517072201,5.291090488,4.766599178,4.961163044,5.136497974,4.888625145,5.099345207,5.097115517,5.031924725,10,4.698840618,4.808928967,5.439466,5.234645367,5.401630878
209.6666565,0.000765242,4.422056198,4.579307556,4.703636646,5.146300793,4.539839745,10,4.586911678,5.150185108,4.759777069,4.739923477,4.917174339,4.817534924,5.29387188,4.789198399,5.199577808,4.993425846,4.771543026,4.756731033,5.124040604,10,4.948746204,4.856279373,5.164303303,5.143778801,10,5.316963673,4.905653477
209.9999847,0.000337943,4.399364471,4.400467396,4.433653831,5.629871845,4.809751034,4.677562237,4.607369423,4.981492996,4.865036964,5.629611015,5.215390682,4.861662388,5.099886417,5.073951721,5.052299023,10,4.873694897,10,10,4.854677677,4.589412689,5.317625523,5.278224468,4.753103733,5.629804134,5.351982117,10
210.333313,-0.000505466,4.301010132,4.396986485,4.7964468,4.831291676,4.676429272,4.887971401,4.940172672,4.975880623,4.98699522,4.680615425,5.824668407,4.763776779,5.032998562,4.929982185,5.030668259,4.865509033,4.923436165,5.191631794,4.779484749,4.919386864,10,5.756942272,4.848722935,4.864746571,5.498011112,5.00280714,5.122280121
210.6666565,0.000373877,4.415772915,4.608876228,4.440089703,5.027641296,5.401603699,5.117003918,10,5.94894886,4.817911148,4.725523949,4.83814621,10,4.535934448,4.926320553,5.542276382,5.430868149,10,5.262555599,10,10,4.633825779,10,10,5.368231773,10,5.585616589,4.793851852
210.9999847,-0.000766015,4.181838036,4.717378616,4.567975044,4.535119057,4.701757908,5.076802731,4.477842808,4.737385273,10,4.643704891,6.313709736,4.961859703,4.928089619,4.807211399,5.030322075,5.060379982,10,4.79874897,4.947239399,10,10,5.661415577,10,4.970412254,10,5.028209209,5.181980133
211.333313,9.19E-05,4.297365189,4.584164143,4.688474655,4.510402679,4.416955471,4.735013962,5.012805939,4.582176208,4.731109142,5.067922115,5.191542149,5.312166691,4.95619154,10,4.631179333,4.935301304,5.421147346,10,4.777543068,5.599493027,4.79522419,5.117969513,4.906629562,5.110383034,4.673519611,10,4.788173676
211.6666565,-0.000897419,4.252986431,4.567492962,4.594210625,4.732699871,4.662880898,5.048775673,10,5.064426899,4.610490322,4.539406776,4.719415188,4.870994091,10,5.063075066,4.565878391,10,5.039626598,5.656799316,4.871647358,5.067573071,5.278291702,4.78324604,5.167496681,10,4.893698692,10,4.926896572
211.9999847,-0.002046839,4.130212307,4.404874802,4.624756336,4.807996273,4.918477535,4.548073292,4.761843204,5.372206688,4.867291927,5.014620781,4.726406574,4.759001732,5.340071678,4.735043049,4.811391354,4.678376675,5.239099503,5.034532547,5.22481823,4.610397816,4.890499115,5.935314655,4.847064972,4.935695171,5.139475346,4.685126305,4.672707081
212.333313,-0.000598744,4.243817329,4.543836594,4.516292095,4.846480846,4.766096592,4.832698822,4.717717648,4.629674435,10,4.692979813,5.150911808,5.66203022,5.432225704,5.0633564,5.875435829,4.870064259,4.95364809,10,4.735800266,10,5.268964767,5.01917696,4.709632874,5.799371243,4.838822842,5.251351357,5.107307911
212.6666565,0.000324265,4.23165369,4.286784649,4.525638103,4.630199909,4.644578457,4.662837505,4.851928711,4.703388691,4.864904881,4.715402126,5.116311073,4.850508213,10,5.082430363,4.832025051,5.304618359,5.307480335,4.908203602,4.794787884,4.915233612,4.730602741,10,4.703249454,4.784098625,6.585092068,5.30069685,5.366556168
212.9999847,0.000133126,4.169473171,4.347637177,4.332890034,4.958400726,4.990158558,4.713095188,4.690237522,4.699685574,5.091247559,4.792072296,5.35371542,4.858304501,4.843044758,5.132756233,4.879709721,5.023159027,5.033576965,5.264354229,4.823988914,6.284924984,4.827150345,4.779437542,10,10,5.269784451,10,4.777452946
213.333313,0.000430619,4.11003685,4.339854717,4.583004951,4.764202118,4.544584274,4.748120308,4.915008068,4.668306828,4.693027973,10,4.860810757,4.755156994,5.039729595,5.153363705,4.807522297,4.769184589,4.702752113,4.728619099,4.829509258,4.85055542,5.743320465,4.889382362,6.296539307,5.363937855,10,5.313729763,4.916579247
213.6666565,-0.000269389,4.098702908,4.309569836,4.551877499,4.463874817,4.74047327,4.812713146,4.769899845,4.974627972,5.116015434,4.854611397,4.579306126,5.152319431,4.699478149,5.101470947,4.660063267,4.709801197,4.943696022,4.826659203,4.866505146,5.105363369,5.214016914,10,5.347400188,5.109723568,4.879417419,5.452259541,5.321120262
213.9999847,-0.000474438,4.034428596,4.248711586,4.518685341,4.512876034,4.712933064,4.921921253,4.776985645,4.782742023,10,5.247698307,5.039083481,4.88557148,5.177322865,4.959882736,10,5.029306889,5.183331013,5.325192451,4.872501373,5.071444988,4.761315346,4.893751621,4.869112968,4.852534771,5.495482922,4.872222424,4.945150852
214.333313,-0.000348544,4.062898159,4.233779907,4.432537556,4.707336903,5.014043808,4.524804115,5.002173424,4.634535313,4.820203304,5.769817352,4.72451067,4.788462162,4.859053135,4.878193855,5.031949997,4.952032089,5.450187683,4.670749664,5.435166836,5.229115963,4.891197205,5.01584816,5.01379776,4.74984026,4.891502857,4.804782391,4.890676975
214.6666565,-0.000466008,3.973190069,4.112734795,4.637098789,4.549460888,4.459816456,4.566868782,6.2496171,4.662529469,4.885002136,4.939908981,4.832014561,5.058168888,5.205509186,4.91637373,4.831998348,4.820735931,4.930479527,5.50164938,4.73034811,4.808532715,5.010453224,4.791591167,4.794500351,5.257726669,4.788621902,5.111263752,5.639690399
214.9999847,0.000191935,4.042827606,4.402989864,4.360536575,4.484316826,4.531054497,4.655912876,5.443219185,4.832081318,4.643987179,5.070154667,4.802875042,5.953557491,4.93601656,4.716315746,4.704096317,4.7451334,4.834458828,4.88960886,5.446439743,5.258397579,4.936314106,4.721046925,4.870931625,4.95242548,4.729146004,5.279420853,4.962268353
215.333313,0.0001215,3.94604063,4.216156006,4.457899094,4.688424587,4.678961754,5.021870613,4.78508234,4.756960392,4.786198616,4.86907053,4.85640955,4.686737061,4.924554825,4.887125969,4.97568512,4.950285435,4.816740036,4.955451488,5.197034359,5.547813416,4.908323288,4.78178072,4.799991131,5.199865818,5.331425667,4.974841118,5.330636501
215.6666565,0.000397635,3.870193958,4.21100235,4.276192665,4.39485836,4.441297054,4.563944817,4.686805725,4.712714672,4.565990448,4.632819176,4.808244705,4.680066109,4.645752907,4.553339481,4.703970909,4.733457565,4.648816109,4.933516026,4.909183502,5.932341576,4.84382391,5.495754242,5.105566025,4.82904911,5.160477638,4.959750175,4.91176939
215.9999847,-3.59E-05,3.784094334,4.132389069,4.29708004,4.500357628,4.768363953,4.591905594,4.747573853,4.835328102,4.750084877,4.864227772,4.766055107,6.094120026,4.893446922,5.04327631,4.898437977,4.727712631,10,4.664487839,4.740828037,4.766853333,4.84181881,5.186948776,4.582085609,5.017530918,5.244646072,5.433582306,4.763077736
216.333313,0.000237206,3.806398869,4.091991901,4.25285387,4.329711437,4.443366051,4.628337383,4.814146519,4.60372591,4.669313431,4.629973888,4.697108746,4.932997227,4.522271156,4.700222969,4.91083765,5.054948807,4.744003773,5.13736105,5.019844532,4.783581734,5.223757267,4.82937336,4.939715862,4.963798523,5.53324461,5.073996544,4.982815742
216.6666565,0.000414425,3.752439976,4.017292023,4.127820492,4.331205368,4.684718132,4.50304842,4.744046211,4.514110565,4.607396126,4.561914444,4.669692516,4.825583935,5.537715435,4.729933262,4.644015789,4.687354565,4.871956348,4.582569122,4.751042366,4.87494278,4.740256786,5.2093153,4.943679333,4.769855976,5.175480843,4.966554642,5.14377594
216.9999847,0.001839178,3.67973876,4.048822403,4.206625462,4.344763279,4.403087139,4.526162148,4.634040356,4.633192062,4.798436642,4.533966541,4.90838623,4.854552269,5.100653648,4.881781578,4.608808994,4.831019878,4.643400669,5.072488308,5.122104168,4.903597832,4.75828886,4.89479208,4.648549557,4.747499943,5.152906895,5.238059998,4.73989296
217.333313,0.000183415,3.628878832,4.041721344,4.26324892,4.411981106,4.437278748,4.499649525,4.860136509,4.552481651,4.636189938,4.557636261,4.610728741,4.501636505,4.936561584,4.825130939,4.902432442,4.692520142,4.709347248,4.787394524,4.886517525,5.225010872,4.778957844,4.514873981,5.059159756,4.715567112,5.130591393,5.225123882,5.0141716
217.6666565,-0.000864197,3.610179424,3.984018087,4.360458851,4.335366726,4.306069851,4.503087521,4.693365574,4.503571987,4.620086193,4.489333153,4.716056347,4.59898138,4.730186462,4.868536472,4.652741909,4.554096222,4.743803024,5.027647018,4.644412518,5.182392597,5.138560772,4.950564861,4.819505215,4.62645483,4.757801533,4.803148746,4.775477409
217.9999847,-0.000636587,3.559189796,3.902218819,4.101139545,4.32498312,4.346981525,4.558555126,4.756758213,4.703169346,4.942415237,4.458314419,4.717017651,4.650676727,4.782699108,4.758786678,4.70320034,4.98839426,4.91648674,4.975336075,4.697546005,4.858818531,4.776176453,4.876764297,4.979979992,4.986752033,5.017270088,4.852478027,4.998775959
218.333313,-0.000506345,3.579837322,3.873723269,4.136898994,4.188766956,4.345379353,4.381857872,4.388812542,4.398440361,4.592816353,4.633003712,4.704840183,4.5035882,4.59747839,4.623369217,4.720917225,4.719539642,4.694675446,4.68245697,4.761548042,4.664560318,4.625259399,4.691886902,4.706186771,4.909405708,4.874835491,5.271564007,4.75208807
218.6666565,0.000127326,3.491325378,3.836048365,4.080541611,4.276325703,4.36565733,4.379649162,4.473528385,4.460912704,4.469803333,4.748827457,4.592561722,4.437450409,4.591137886,4.740701675,4.522117138,4.655789375,4.829155922,4.733606339,4.7980299,4.865353107,4.81902647,4.691464901,4.791446686,4.843898773,4.759030819,4.781605721,4.693340302
218.9999847,0.000191728,3.432359457,3.797585487,3.979791164,4.133211136,4.232655048,4.336717606,4.493121624,4.541533947,4.661239147,4.541874886,4.859780312,4.648373127,4.574347019,4.671852112,4.657339096,4.466733932,4.661066055,4.747709274,4.496548176,4.795483589,4.782280445,5.055503845,4.695222855,4.822725296,5.267833233,4.785919189,4.760182381
219.333313,-5.55E-05,3.366049767,3.772108793,4.055446625,4.130448341,4.30611372,4.276062489,4.40075779,4.533405781,4.350780964,4.901926994,4.464920998,4.724486828,4.443004608,4.507207394,4.687385559,4.656421185,4.718492985,4.708634377,4.648965836,4.736204624,4.678851604,4.659783363,4.633015156,4.725317001,4.626624584,4.595424652,4.991624355
219.6666565,0.000464047,3.30723834,3.68276453,3.853582144,4.079183578,4.229961395,4.246709824,4.296634674,4.379528999,4.593817234,4.549137115,4.477633476,4.399620533,4.599385738,4.510558605,4.397823334,4.808360577,4.621293545,4.580818176,4.766732216,4.600858212,4.773673058,4.600713253,4.707408905,5.007130623,4.792267799,5.129647255,4.685923576
219.9999847,0.000420695,3.278918982,3.665096998,3.902206898,4.073228836,4.202026367,4.204028606,4.409062386,4.342974186,4.449598789,4.574334145,4.625217915,4.460802555,4.490169525,4.487485409,4.554934978,4.535903931,4.722463131,4.751275539,4.704258442,5.10966301,4.757812023,4.732909679,4.536362171,4.65157795,4.771574497,4.735705376,4.801211834
220.333313,-0.000421892,3.162411928,3.654176712,3.840448856,4.009736538,4.080060005,4.185945511,4.292747021,4.362404346,4.425742149,4.344506741,4.498765469,4.44182539,4.563157558,4.553680897,4.720330238,4.667130947,4.557608604,4.620890141,4.341066837,4.821956158,4.791456223,4.6173563,4.714323044,4.770869732,4.77355957,4.643233299,4.762007236
220.6666565,0.000291626,3.0661273,3.565119505,3.817998409,3.894667864,4.002551556,4.129748821,4.386816025,4.426959038,4.403660297,4.403813362,4.469554424,4.345131874,4.472239017,4.488464355,4.511880875,4.542095661,4.517968178,4.514306068,4.566267014,4.56707859,4.692788601,4.611404419,4.493198872,4.673389912,4.527761459,4.613471031,4.596868992
220.9999847,-0.000474334,2.940587759,3.521897078,3.705130816,3.91518116,3.998998404,4.079573631,4.190280437,4.247756958,4.26671505,4.443751812,4.417029858,4.329909801,4.447966099,4.291742325,4.426001549,4.433555603,4.411088467,4.508704662,4.813303947,4.529918671,4.66229248,4.71773386,4.560128689,4.710599899,4.890730858,4.703323841,4.809763908
221.333313,0.00038893,2.813687563,3.49652648,3.706264496,3.85068655,4.047796726,4.073649406,4.236394405,4.18370533,4.303628445,4.236199379,4.234933376,4.438606262,4.314259052,4.395653248,4.475404739,4.448983669,4.525019646,4.67719841,4.725739479,4.667950153,4.613698483,4.670438766,4.519850254,4.641103268,4.520393372,4.527002811,4.621929169
221.6666565,0.000422509,2.679214001,3.436075687,3.659724712,3.858758688,3.986798763,4.006994247,4.152019978,4.190240383,4.209393501,4.140709877,4.310811043,4.433616638,4.250330925,4.301243305,4.330327988,4.352543831,4.523450375,4.510129452,4.661715984,4.406433582,4.616982937,4.580966473,4.555757999,4.671837807,4.594177723,4.772481918,4.562012672
221.9999847,0.000580311,2.526430368,3.391848564,3.629490137,3.800673962,3.891887426,4.028344631,4.091261387,4.254561901,4.20686388,4.294350147,4.27043581,4.190427303,4.401633263,4.273702621,4.31991148,4.471063614,4.445584297,4.487326145,4.561021805,4.491351128,4.503289223,4.482987881,4.564718246,4.457542419,4.639083862,4.554987907,4.422851563
222.333313,0.00054646,2.36429286,3.329058409,3.585314274,3.710211277,3.876497746,3.918859243,4.076300144,4.112908363,4.153151512,4.148267746,4.2428298,4.247091293,4.179131985,4.238518238,4.292136669,4.357446194,4.477536201,4.443047047,4.470479012,4.57573843,4.638345242,4.481767178,4.54400301,4.575918198,4.421252728,4.509370804,4.565773487
222.6666565,-0.001369381,2.211830616,3.274888515,3.554846764,3.724064112,3.817574501,3.881199598,3.977838278,4.084840775,4.115262032,4.183684826,4.17593956,4.288781166,4.273553371,4.310479164,4.278203487,4.399734497,4.285871506,4.361955643,4.377890587,4.51987648,4.50479269,4.43558979,4.421328068,4.45874548,4.626015663,4.518949986,4.569541454
222.9999847,-0.000294482,2.057729483,3.188594341,3.489177227,3.644211054,3.799646854,3.872476339,3.987857819,3.927877426,4.142000675,4.069789886,4.18814373,4.24612999,4.21549654,4.227540016,4.275730133,4.357065201,4.417158127,4.306861401,4.3622365,4.44303751,4.480414867,4.429874897,4.381876945,4.525173187,4.505798817,4.424238205,4.421215534
223.333313,-0.00077325,1.908941269,3.083656073,3.47395134,3.644865513,3.746413469,3.832980633,3.969053984,4.036239624,4.016319752,4.032563686,4.170136452,4.046686649,4.172470093,4.237018108,4.181889534,4.234665394,4.248730659,4.39251852,4.29825592,4.375769138,4.311523438,4.584383011,4.441883564,4.525640965,4.592728615,4.563165665,4.528247833
223.6666565,-0.00090956,1.77109921,2.997994423,3.3741436,3.619955301,3.696281672,3.785862446,3.846322298,4.029103279,3.912823677,4.052865028,4.027257919,4.109567165,4.068843365,4.097203732,4.20537281,4.191364288,4.255909443,4.21554327,4.289029121,4.366374493,4.405037403,4.259510994,4.398592949,4.401747227,4.374464989,4.395644188,4.419432163
223.9999847,1.38E-05,1.635237694,2.861867428,3.352214336,3.536164284,3.644844055,3.74711442,3.837105274,3.879640102,3.999636173,3.929014683,4.04809618,3.986949682,3.985211134,4.057862282,4.154790878,4.140967369,4.139204025,4.252145767,4.235459805,4.281520844,4.43161869,4.311834335,4.322668552,4.383134365,4.419975281,4.439234734,4.39526844
224.333313,0.001886831,1.511998296,2.701403379,3.274534464,3.493843317,3.582185507,3.710348368,3.832700014,3.885890722,3.871397734,3.951342106,3.99144721,3.930357933,4.01288414,4.064864635,4.114603043,4.120204926,4.215500832,4.229232311,4.193527699,4.204670906,4.262424946,4.305259228,4.277880192,4.354893684,4.418245792,4.400485039,4.334906101
224.6666565,-0.00031797,1.397629738,2.542300463,3.20833683,3.414073944,3.573289156,3.707989693,3.747445107,3.816848993,3.853714228,3.942321301,3.981896639,3.925185442,3.985765696,4.037875175,4.005486012,4.086326599,4.121022701,4.143262386,4.277256012,4.242498398,4.225917339,4.180130482,4.30831337,4.453958035,4.299414158,4.367256641,4.426697254
224.9999847,-0.000504225,1.280426264,2.359990835,3.093061209,3.395450354,3.53208828,3.611276865,3.702737331,3.780506849,3.84848094,3.864566565,3.87460351,3.915275097,3.847451448,3.979815245,4.001598358,4.049667358,4.107393742,4.079864025,4.109957218,4.242380619,4.201302528,4.207728863,4.250751972,4.272620678,4.319056988,4.303977489,4.279210567
225.333313,-0.000291171,1.178603768,2.202074289,2.965951681,3.328905582,3.473819256,3.537733555,3.671455145,3.703489542,3.786304474,3.778990984,3.903302193,3.813691378,3.902970314,3.943996191,3.985985994,3.971388102,4.010069847,4.009631157,4.130164623,4.137957573,4.202570915,4.208425522,4.14479351,4.198080063,4.257264614,4.395847797,4.271035194
225.6666565,0.000434817,1.080391288,2.038532734,2.830677509,3.223773956,3.420307159,3.526026011,3.621906042,3.697135925,3.745301723,3.753285408,3.718960524,3.772324085,3.901737928,3.894595385,3.963460922,3.968362331,4.014474392,4.008714676,4.068179607,4.052958012,4.180223465,4.156312466,4.231135845,4.262759209,4.199854851,4.234883785,4.201763153
225.9999847,0.000126963,0.990261197,1.880044222,2.65074873,3.141530275,3.355238199,3.491642475,3.585410118,3.64582777,3.715002775,3.703006744,3.757699728,3.784022093,3.821805716,3.879767656,3.919755459,3.914424896,3.961063147,4.050560474,4.05372858,4.09423399,4.113752842,4.10454607,4.106738567,4.169463158,4.263934612,4.220925331,4.241380692
226.333313,0.000247359,0.90495199,1.733425617,2.496846914,3.015406847,3.265975714,3.434597492,3.524268389,3.635173082,3.653336763,3.689020872,3.678133249,3.716719866,3.777076244,3.767755985,3.791422844,3.90529418,3.944886446,3.930789948,4.01023531,4.04651165,4.080758095,4.098229885,4.119068146,4.240501404,4.104096889,4.22432518,4.255601883
226.6666565,-1.49E-05,0.828776419,1.595290065,2.308318377,2.858563423,3.197373152,3.352945566,3.49510026,3.560366631,3.596723557,3.621385574,3.705775499,3.694231749,3.740115881,3.71412158,3.77467227,3.803561449,3.850538254,3.940052032,3.948964596,4.044932842,4.060691833,4.003545284,4.159555912,4.179135799,4.089689732,4.184662342,4.156291485
226.9999847,-0.000333801,0.755536258,1.462228656,2.144679546,2.70396018,3.066073895,3.262643099,3.407869816,3.522821903,3.52175498,3.583848476,3.596144915,3.622896671,3.657515526,3.719450235,3.773286819,3.793672323,3.846355915,3.866148472,3.896831036,4.014306068,4.07643795,4.048324108,4.068431377,4.163516521,4.150571346,4.136931419,4.149008751
