,H2O_396,vel_0.5_396.5,vel_1_397,vel_1.5_397.5,vel_2_398,vel_2.5_398.5,vel_3_399,vel_3.5_399.5,vel_4_400,vel_4_400_prot_0.5,vel_4_400_prot_1,vel_4_400_prot_1.5,vel_4_400_prot_2,vel_4_400_prot_3,vel_4_400_prot_4,vel_4_400_prot_5,vel_4_400_prot_6,vel_4_400_prot_8,vel_4_400_prot_10,vel_4_400_prot_12,vel_4_400_prot_16,vel_4_400_prot_20,vel_4_400_prot_24,vel_4_400_prot_28,vel_4_400_prot_32,vel_4_400_prot_36,vel_4_400_prot_40,vel_4_400_prot_44,vel_4_400_prot_48,vel_4_400_prot_52,vel_4_400_prot_56,vel_4_400_prot_60
701,0.002433777,0.000573635,0.002477646,0.003673077,0.001074314,0.002667904,0.004236221,0.000759125,0.003527164,0.000854015,0.001648903,-0.001514435,0.000137329,-0.000489235,-0.003142834,-0.004155159,-0.002209663,-0.001689911,-0.00307703,-0.00583744,-0.002223492,-0.005608559,-0.001662731,-0.005104542,-0.006519794,-0.007890224,-0.003376007,-0.004680634,-0.003656387,-0.006443501,-0.005011559,-0.001133919
702,-0.001019478,-0.000361919,-0.001481056,0.001046658,-0.001024723,0.004589558,0.00121212,-1.96E-05,0.003096581,-0.00082159,0.0006814,-0.00290966,-0.001145363,-0.000238895,-0.003427982,-0.004600525,-0.003174305,-0.003435135,-0.002992153,-0.00487566,-0.004160404,-0.004608631,-0.001510143,-0.004228592,-0.005324364,-0.005147457,-0.00194931,-0.003106594,-0.005234718,-0.005063534,-0.001823425,-0.000516415
703,0.000158787,-0.002241135,-0.000812054,0.003674507,0.001196861,0.003867149,0.001914501,-0.001025677,0.001588821,0.000304699,0.001007557,-0.001818657,-0.000646114,-0.001833916,-0.004433155,-0.002614975,-0.003144264,-0.002141953,-0.003201962,-0.006381035,-0.004365921,-0.004799843,-0.000256538,-0.00425148,-0.003096581,-0.005914688,-0.002663612,-0.001445293,-0.003055096,-0.0046978,0.001684189,0.000234604
704,-0.002986431,-0.000953674,-0.00451088,0.000450134,-0.003422737,0.001455307,0.000324249,-0.000917435,0.00041008,-0.002380371,1.43E-06,-0.005820274,-0.004849911,-0.002205372,-0.008135319,-0.005074024,-0.005293369,-0.005750179,-0.003274918,-0.006448746,-0.007469654,-0.006875038,-0.007472515,-0.00613308,-0.008620739,-0.007152557,-0.006616592,-0.006781101,-0.009041309,-0.007012367,-0.00474596,-0.002351284
705,-0.004694939,-0.004572868,-0.001335144,-0.000105381,-0.002369404,-0.001263618,-0.003422737,-0.004562378,-0.00346899,-0.004647732,-0.007880688,-0.006902695,-0.006941319,-0.008921146,-0.009053707,-0.006863594,-0.00676012,-0.0101099,-0.009965897,-0.01108885,-0.007819653,-0.01236773,-0.008002281,-0.01007843,-0.01020813,-0.01112604,-0.01222754,-0.009076118,-0.01243067,-0.01220226,-0.006937504,-0.00467205
706,0.002337933,0.003514767,0.001030445,0.003441811,0.00017786,0.005636692,0.003697395,0.003601074,0.004737377,0.003641129,0.002742767,0.000462532,0.002630711,-0.000482559,-0.002838612,0.000445366,-0.002893925,-0.00275135,-0.002529144,-0.004827499,-0.004843235,-0.000437737,-0.001590252,-0.002693653,-0.002811909,-0.004771709,-0.0045681,-0.00038147,-0.002558708,-0.004560947,0.002697945,0.004824638
707,-0.000463486,0.000506878,0.000259399,0.003812313,0.002144814,0.003919601,0.004709721,0.002953529,0.003266811,0.003875256,0.00250721,0.002912521,0.002461433,0.002693653,-0.001191139,0.000705719,-0.000641346,-0.000483036,0.001784325,-0.001548767,0.001626492,8.87E-05,0.003493786,-0.000199318,-0.001030922,0.000194073,0.001885414,0.003441334,0.000654221,0.002745152,0.004232883,0.006007195
708,-0.001288414,0.000610352,-0.000166416,0.002004623,0.000821114,0.003966331,0.001421452,0.001977444,0.0008564,0.00193882,0.001661301,-0.000133514,0.000160217,0.000712395,-0.003746986,-0.002313614,-0.00409317,-0.002454758,-0.001586914,-0.004442215,-0.002562046,-0.002207756,-0.000730038,-0.003583908,-0.002791405,-0.003730297,-0.003245354,-0.001737118,-0.002459049,-0.001527786,0.001900673,0.004691124
709,0.001797199,-0.001037598,0.000632763,0.005086899,0.000922203,0.003499985,0.002458096,0.001248837,0.003324032,0.000750542,0.001337051,-1.43E-06,-4.05E-05,-0.001743793,-0.004092216,-0.000710487,-0.002534866,-0.003229618,-0.00064373,-0.004135132,-0.002812386,-0.004926682,-0.001418114,-0.00524044,-0.003267288,-0.005923748,-0.003114223,-0.000813961,-0.002989292,-0.004202843,0.0017066,0.002432823
710,0.002766132,0.002719879,0.002921104,0.006747723,0.00294733,0.005171776,0.00542593,0.003093243,0.006298065,0.003156185,0.002225876,0.000909805,0.000392914,0.001706123,-0.000757217,0.000742912,-0.000656605,-0.001175404,-9.97E-05,-0.002636433,-0.000657082,-0.003212929,0.00105381,-0.002624989,-0.003657818,-0.00096035,-0.000813484,0.001387119,-0.002861977,-0.001946449,0.003119469,0.004929066
711,-0.00015831,0.001197815,-0.003111362,0.004728317,0.000246048,0.003356457,0.002728462,0.002194405,0.002853394,0.002228737,0.001346111,0.000555039,0.000629425,0.000995159,-0.004230976,-0.000637054,-0.003670692,-0.002318382,-0.002420425,-0.005750179,-0.00297308,-0.003861427,-0.001807213,-0.004099369,-0.003461361,-0.004171371,-0.001428127,0.001799583,-0.002193451,-0.003005028,0.00150919,0.002835274
712,0.000161171,0.002597809,-0.000248909,0.004044533,0.00186491,0.003230095,0.002914429,0.002122879,0.001010418,-0.000675678,0.001966953,-0.000566959,-0.002690315,-0.00245142,-0.004328251,-0.001098633,-0.003953934,-0.001151085,-0.003966808,-0.005849838,-0.004092216,-0.004227161,-0.000269413,-0.003782272,-0.00506258,-0.004956722,-0.000975609,-0.002660275,-0.007354259,-0.004896641,-1.81E-05,0.000711441
713,-0.000814438,-0.001243114,-0.002812862,0.004258156,-0.000724793,0.000587463,0.002070904,0.00138092,0.000585079,0.000507832,-0.000761032,-0.000901222,-0.0001688,-0.003043652,-0.002345562,-0.00150156,-0.002323627,-0.00142765,-0.001598358,-0.005226135,-0.001654625,-0.002217293,-0.001494884,-0.005879879,-0.006114006,-0.004593849,-0.001531601,0.0005126,-0.002582073,-0.002402782,0.001297951,0.003493786
714,0.001804829,0.000229836,-0.000431061,0.006653786,0.003151894,0.007540226,0.006093025,0.003643036,0.004929066,0.004363537,0.003762722,0.001680374,0.001346111,0.000782013,0.000566006,0.000629902,-0.000640392,-0.001205921,9.78E-05,-0.001780987,0.001227379,-0.001672268,0.002559185,-0.00042963,0.00128746,0.001909256,0.001247406,0.001850128,-0.000162125,0.000642777,0.004327774,0.004794121
715,-0.001965046,0.000411034,-0.000380516,0.002442837,0.00165987,0.005028725,0.001973629,0.000704289,0.00201273,0.002358913,0.001498222,-0.002659321,0.002885818,-0.000198364,-0.003077507,-0.001883507,-0.002882957,-0.002208233,0.0001297,-0.004192352,-0.001197338,-0.000610352,0.000712872,-0.002552986,-0.003070831,-0.002922535,-0.001114368,0.001474857,-0.00412035,-0.002153873,0.002569675,0.00212431
716,-0.002109528,-0.001244545,-0.000543594,0.001176834,-6.01E-05,0.001755238,0.000315189,-0.000603676,0.000705242,-0.000174999,0.002207756,-0.000787735,-0.001806259,-0.004673958,-0.003387451,-0.003526688,-0.00389719,-0.004070282,-0.003127098,-0.005697727,-0.002987862,-0.005626678,-0.003422737,-0.007472038,-0.004496098,-0.006247997,-0.003713608,-0.005174637,-0.00525713,-0.006268501,-0.001582146,0.00046587
717,0.000304222,0.002125263,0.002627373,0.00454998,-0.003159523,0.003192902,0.000812054,-8.20E-05,0.001422405,0.002208233,-0.000759125,-0.002541542,-0.001049519,-0.002065659,-0.003913879,-0.004164696,-0.004289627,-0.003852844,-0.001593113,-0.008688927,-0.004299164,-0.005999088,-0.005602837,-0.00865984,-0.006248951,-0.006469727,-0.00615406,-0.005335808,-0.007572174,-0.007135868,-0.001782417,-0.000382423
718,-3.91E-05,-0.000622749,0.001482964,0.004360199,-0.001092434,0.003817558,0.002235889,0.001178741,0.003062248,0.00039959,-0.002098083,-0.001085758,-0.001177788,-0.000986099,-0.002231121,-0.004117012,-0.004323006,-0.003064632,-0.000520706,-0.008122444,-0.003593922,-0.003964424,-0.001276493,-0.005144596,-0.004903316,-0.005568027,-0.004785538,0.000234127,-0.004680634,-0.004933834,-0.000658035,0.002099037
719,-0.000592709,0.001106262,-0.00138855,0.003443718,0.002031326,0.004590988,0.002571106,0.002633095,0.003575802,0.00215292,0.001924992,-0.001608372,0.001566887,0.000524521,-0.001161575,-0.002658367,-0.004003048,-0.002159119,0.000651836,-0.004163265,0.000907421,-0.001987457,-0.001626015,-0.001971722,-0.002340317,-0.004760265,0.000376225,-0.000417233,-0.002955914,-0.001938343,0.001787186,0.003873348
720,-0.003902912,-0.000130177,-0.002132893,8.54E-05,-0.00185585,0.001169205,-0.00020361,0.000627518,0.000766754,-1.57E-05,-0.004375458,-0.002248287,-0.001480103,-0.005065441,-0.008840561,-0.00726223,-0.006473064,-0.007915974,-0.004181385,-0.008590221,-0.006961346,-0.00557375,-0.004014492,-0.007616043,-0.009419918,-0.006454945,-0.002437592,-0.006127357,-0.01140356,-0.007238865,-0.003304958,-0.000159264
721,0.002207756,0.001622677,-0.000684261,0.003782749,0.003751755,0.004500389,0.005408287,0.005420208,0.004685402,0.003872395,0.002072334,0.001494408,0.002943516,0.000485897,-0.00181675,-0.000367641,-0.000977993,-0.00109148,-0.000921726,-0.004862785,0.001388073,-0.000179291,0.000614643,-0.00194025,-0.001988888,-0.002497196,0.000697136,-0.000304699,-0.002027512,-0.000225067,0.002095222,0.00538063
722,-0.001924515,-0.001709938,-0.004004478,0.00314045,0.000462532,0.004567623,0.002251148,0.002072334,0.001430988,0.000638485,0.000665665,-0.001081467,0.000505447,-0.001051903,-0.005803585,-0.001102448,-0.003380775,-0.003401756,-0.004305363,-0.008210659,-0.005842209,-0.003507137,-0.00110054,-0.003618717,-0.004408836,-0.005057812,-0.00354147,-0.001900196,-0.005231857,-0.004245281,0.000629902,0.001160622
723,-0.002083302,-0.000744343,-0.000321388,0.00289011,-0.001513004,0.001394272,0.003264427,0.000855446,0.002546787,0.001295567,0.001202106,-0.002102375,-0.001663685,-0.002665997,-0.00425005,-0.004899979,-0.003686428,-0.002126217,-0.004925728,-0.00780344,-0.002126217,-0.005594254,-0.004865646,-0.006895065,-0.007025242,-0.006088734,-0.003725529,-0.003101349,-0.00670433,-0.003240585,0.000152588,-0.000992298
724,0.00296545,0.000366688,0.000475407,0.004283428,0.003761292,0.006540775,0.00432682,0.005895615,0.003444195,0.002750874,0.003319263,0.002319336,0.001078129,-0.000886917,-0.002702236,-0.001260281,-0.002098083,0.002197742,3.91E-05,-0.003175259,-0.001079559,-0.000971317,-0.00150013,0.00092268,-0.001051903,0.000555515,0.001036167,0.001764774,-0.000916481,-0.000899792,0.002582073,0.005171299
725,0.000701428,0.000590324,-0.001407623,0.005591393,0.003079891,0.003403187,0.004182816,0.002460003,0.002695084,0.001934052,0.003542423,-1.72E-05,0.001451015,-0.001455784,-0.002723694,0.001680851,-0.001795769,0.001204491,-0.0014081,-0.003612995,-0.001335144,0.000234604,0.0007267,-0.002624512,-0.001290798,-0.000556946,-0.002611637,-5.25E-05,-0.003169537,-0.001298904,0.004778862,0.001749039
726,-0.001723289,4.43E-05,-0.001626492,0.003355503,0.002736568,0.0042696,0.004239082,0.000916481,0.004478931,0.001274109,0.002645969,0.001752853,0.002019405,-0.000169277,-0.002446175,-0.001430035,-0.003046989,7.01E-05,0.000511646,-0.002644062,-0.000600815,-0.0013237,0.000741482,-0.001558304,-0.001448631,-0.001990795,-0.000950337,0.000368118,-0.00167942,-0.001168251,0.004116058,0.003759861
727,0.000197887,0.004558563,0.002904892,0.004231453,0.002118587,0.005212307,0.005401611,0.003741741,0.00257206,0.002559185,0.001740456,0.001479626,0.002471924,0.000534058,-0.001391411,0.000870705,-0.000704289,0.000554562,0.000891686,-0.001339436,0.000419617,-0.001719952,0.001341343,-0.000104427,-0.002363682,-0.000638962,-0.000537396,0.000191212,-0.000389576,-0.001260281,0.00502634,0.002101421
728,-0.000511169,0.001931667,0.001148224,0.004328728,0.001922131,0.00406456,0.002815247,0.002420425,0.005936146,0.003763676,0.002991676,0.001903534,0.003339767,0.001047611,-0.001161098,0.001055717,-0.001020908,0.000230789,-0.000593185,-0.001553059,-0.000205994,-0.002801895,0.000205517,-0.001542091,-0.002380848,-0.001259804,0.001172066,0.002539158,-0.001076221,8.82E-05,0.003910542,0.003615379
729,0.001225471,0.001292229,0.001261711,0.005693436,8.11E-06,0.006410599,0.003750801,0.001841545,0.004558086,0.002612591,0.001326084,0.000685215,0.001855373,0.002552986,-0.000614166,0.001186848,-0.000638962,-0.000663281,0.001215935,-0.002514362,-0.001930714,0.000576496,0.000612736,0.001289368,-0.003128529,-0.000617504,0.000654697,3.00E-05,-0.000623703,-0.001811028,0.004499435,0.006412029
730,-0.000759602,-0.001234055,-0.000666618,0.005035877,0.002375126,0.003390312,0.004032612,0.002832413,0.003321171,0.001740932,0.002391815,0.00062561,0.003862381,0.000458717,-0.001612186,0.002253532,-0.001045704,0.001235962,0.000516892,-0.002172947,0.000693321,-0.00057745,0.00136137,-0.001688004,-0.002698898,-0.000967026,0.001227379,0.002370834,-0.001663208,-0.001492977,0.002380371,0.003920555
731,-0.000868321,0.000741959,0.000496388,0.004653454,0.00235033,0.00632,0.005732059,0.00302124,0.0038414,0.003583431,0.003978252,0.002180099,0.001878262,0.002073288,0.00126791,0.001971722,0.001841068,0.001992226,0.001873493,-0.000720978,0.000946522,0.001921177,0.004525661,0.001785278,0.000112534,0.001767635,0.00236702,0.003300667,0.001020432,0.00164032,0.006162643,0.005929947
732,0.001435757,0.002274036,0.000396252,0.005121231,0.001486778,0.005709171,0.005014896,0.002866745,0.005279064,0.003755093,0.003232479,0.003322601,0.004561424,0.002705574,0.000168324,0.001568794,0.000761032,0.000836849,0.001791,-0.000503063,-0.000559807,0.001155853,0.001696587,-0.00019455,0.001122952,-0.000169277,0.002340317,0.004135132,0.000125408,0.000133991,0.005131721,0.006213188
733,0.00060463,0.001003265,-0.000999928,0.004672527,0.000920773,0.005877018,0.005019665,0.002434254,0.003855705,0.003745556,0.003315926,0.002769947,0.001870632,0.000472069,-0.001024723,0.000703812,-0.000362873,-0.000696182,0.001533031,-0.002307415,2.67E-05,-0.000519276,0.002737522,-0.000932217,-0.000215054,-0.000593185,0.002349377,0.001425743,-0.001513481,0.000652313,0.006490707,0.005648613
734,0.001156807,5.25E-06,0.000360966,0.004113674,0.002756596,0.004578114,0.0054245,0.004881382,0.005252838,0.003424644,0.003646851,0.001969814,0.003256798,0.002319336,-0.000612736,0.002115726,0.000599861,0.000622749,0.000690937,-0.001963615,0.000759602,-0.000734329,0.003002644,0.000618935,0.000283241,0.000106812,0.003127098,0.004024506,0.001415253,0.001368523,0.0058465,0.007353783
735,0.001035213,0.000888348,0.000687122,0.005231857,0.001436234,0.004642487,0.003632545,0.002615452,0.004324436,0.00161171,0.002450466,0.000940323,0.002851486,0.00109005,-0.000441551,0.002186775,0.000283241,0.000453949,0.00147295,-0.002826691,-0.001275539,0.000178814,0.003323555,0.000610828,0.0004282,-8.15E-05,0.002850533,0.002087593,0.001629829,0.001379967,0.00496769,0.005404949
736,0.000636578,0.000374794,0.000658035,0.004413605,0.002697468,0.004178524,0.003211021,0.00364542,0.004660606,0.004004955,0.004016876,0.001790524,0.003642559,0.001353741,-0.001702785,0.002654552,0.0001688,0.000370026,0.001719952,-0.000295162,-0.000353813,0.001115799,0.002409458,-0.000901222,0.000887394,-0.000491619,0.001523018,0.004102707,0.000185967,-0.00020504,0.004711628,0.005835056
737,-0.00047636,-0.000492096,-0.000465393,0.003229141,0.001389503,0.005092621,0.003234386,0.001410007,0.00369978,0.002331257,0.003726006,5.25E-05,0.00234127,0.000479221,-0.001372337,-0.000926495,-0.001352787,0.000948429,0.000463009,-0.001805305,-0.001838684,-0.000880241,0.002330303,3.91E-05,-0.000408173,-0.001345158,0.000474453,5.39E-05,-0.000880718,-0.000889301,0.00281477,0.004659176
738,0.001255989,0.001984119,-0.000204086,0.003364086,0.002055645,0.003508568,0.002756119,0.001485825,0.004217148,0.002117157,0.001368999,-0.001736641,0.000841141,0.000150204,-0.001868248,0.001933098,-0.002770424,-0.00202322,0.000785828,-0.001982212,9.30E-05,-0.002625942,-0.000768185,-0.004785538,-0.004170418,-0.002515316,-0.000838757,0.000222683,-0.003223896,-0.003305912,0.0009408,0.002734184
739,-0.001483917,-0.001100063,-0.003483295,0.002254486,-0.000143051,0.00442791,0.002881527,0.001484871,0.003781319,0.002372742,0.003433228,0.001711369,0.001935482,0.000820637,-0.000222206,-0.002264977,-0.003312111,-0.001039028,0.000928402,-0.003034115,-0.000890732,-0.001391411,-0.000116825,-0.002559185,-0.002785683,-2.34E-05,-0.001878262,0.000869751,-0.000888348,-0.000229836,0.004274368,0.003767967
740,0.000386715,-0.000179291,-0.001492023,0.002873898,0.000992775,0.00451231,0.00287056,0.002275944,0.003243446,0.00290966,0.001341343,-0.000172138,0.00142765,0.000710964,-0.001597404,0.001284599,-0.00186491,-0.001605034,-0.000556946,-0.001803875,-0.001371384,-0.002725124,0.000530243,-0.003626823,-0.00093317,-0.00138092,-0.001136303,0.000150204,-0.001921177,-0.000888348,0.002298832,0.004106998
741,-0.000780582,-0.001930714,-0.000499725,0.002332211,0.000952721,0.00557518,0.001637936,0.002188683,0.005177498,0.001747608,-0.000639916,-0.000637531,0.000534058,-0.000593662,-0.003026009,-0.001111507,-0.0029006,-0.004300117,-0.001703739,-0.003272533,-0.003611088,-0.003727913,-0.001073837,-0.005761147,-0.002851009,-0.004502773,-0.004220486,-0.001540184,-0.004731178,-0.005392551,0.001422405,0.001953125
742,-3.67E-05,-0.002340317,-0.002753258,0.004178524,-0.000100136,0.003161907,0.001226902,0.000936985,0.001972675,0.000360012,0.000240803,-0.000289917,0.001829147,0.000344753,-0.003317356,-0.000758171,-0.004905224,-0.00347662,-0.002545357,-0.003546238,-0.00289011,-0.003499985,-0.002890587,-0.003574848,-0.002608299,-0.000974178,-0.002766609,0.001207352,-0.003510475,-0.002140522,0.000195026,0.004220486
743,0.002545357,0.00214529,0.001913548,0.005477428,0.004544735,0.007931709,0.005027294,0.002635002,0.004722118,0.003286362,0.003002167,0.000288487,-0.000139237,9.39E-05,-0.000824928,0.001412868,-0.000848293,0.000168324,-0.001153469,-0.001703262,-0.003065109,-0.002492905,0.000900269,-0.001795292,-0.002117634,-0.003559589,0.00069809,-0.000745773,-0.003621101,-0.001060486,0.000943661,0.002192497
744,0.001845837,0.001862049,0.000117302,0.004349232,5.96E-05,0.001836777,0.002775192,0.002549648,0.002686977,0.001776695,0.001881599,0.000659943,0.003387928,-0.001013279,-0.001703739,-0.000765324,-0.003500938,0.000191689,7.44E-05,-0.00444746,-0.001911163,-0.001848221,-0.001745224,-0.003596306,-0.002551079,-0.003917694,-0.005119801,0.000716686,-0.006508827,-0.000981808,0.000751019,0.000492096
745,0.001558781,0.002402306,0.001543999,0.008036137,0.003130913,0.007995129,0.004804134,0.004752636,0.006364822,0.003950596,0.003207684,0.002277374,-7.44E-05,3.10E-05,-0.001518726,-0.001545429,-0.000718117,-0.0039711,-0.001556396,-0.003961086,-0.002388954,-0.002418995,0.000816822,-0.002295971,-0.005507946,-0.002418995,-0.003077507,-0.001671791,-0.002367973,-0.00159502,0.003176212,0.005560398
746,-0.000334263,0.001077175,-0.002880096,0.006057739,-0.001645565,0.002179146,0.004204273,0.002410889,0.002226353,0.000589848,0.002130985,-0.002524376,0.000936985,-0.000460148,-0.000229836,5.01E-05,-0.00097847,-0.001085281,0.001036644,-0.005862713,-0.002460957,-0.00425005,-0.000961781,-0.000965595,-0.002987862,-0.005068779,-0.002254963,-0.002301216,-0.006103516,-0.001743793,0.000319958,0.001356125
747,-0.00188303,-0.001300335,-0.002432346,0.002173424,0.001745224,0.004525185,0.003733158,0.001944065,0.002049446,0.002356052,0.001351357,-8.06E-05,0.001345158,-0.001961708,-0.002732754,-0.001198292,-0.002093315,-0.000744343,-0.000720024,-0.00525856,-0.002867222,-0.002885342,-0.0013237,-0.002764702,-0.00273037,-0.002819538,-0.001195908,-0.000672817,-0.004820347,-0.002885342,-0.000413895,0.00306797
748,0.000296593,0.002073288,-5.82E-05,0.005322456,0.001243591,0.005915642,0.003824711,0.004435062,0.002484322,0.003827572,0.002718925,0.001367569,0.003286362,0.001391411,-0.000763416,-0.000312805,0.000370503,-0.00148344,0.000195503,-0.003190517,-0.001426697,-0.000850201,5.15E-05,3.34E-05,-0.002273083,-0.002244949,-0.001796246,-2.86E-05,-0.00219059,-0.001846313,0.003356934,0.005104542
749,0.000484467,-0.000339985,0.000309944,0.005050182,0.001903057,0.004168034,0.004144669,0.002510071,0.002863407,0.001861095,0.001338959,0.003332615,0.000641346,0.001784801,-0.000576019,0.000674725,0.000440121,-0.000692368,0.000265598,-0.002384663,-0.001758575,-0.000273705,0.001729012,0.000294685,-0.002520561,-0.003046989,-0.001265049,0.000972748,-0.000792027,-0.001970768,0.002482414,0.004985809
750,-0.000174522,-0.001866341,-0.001250267,0.002487183,0.001041412,0.002568722,0.003798962,0.001260281,0.002420425,0.001692295,0.002547741,0.000417233,0.001592636,0.000859737,-0.000982285,-0.001072407,-0.002275467,0.000751495,0.001518726,-0.003121853,-0.000638008,-0.00030613,0.000592232,-0.00138092,-0.000730038,-0.000392437,0.001643181,0.002068996,-0.00079155,0.00073719,0.003859043,0.005452156
751,-0.001037598,0.000549793,-0.000390053,0.003286362,0.001813412,0.005551338,0.002532482,0.002118587,0.00343132,0.002793312,0.001352787,0.001158237,0.001266003,-0.000411987,-0.001440525,-0.001108646,-0.002720833,-0.000637054,-6.87E-05,-0.003527164,-0.0027771,-0.002064228,0.000718117,-0.002069473,-0.001213551,-0.000543118,-0.000792027,0.00044775,-0.001514435,-0.002382755,0.00416708,0.004175663
752,0.000488758,-0.00108099,-0.001634121,0.003175735,0.000964642,0.003748417,0.002085686,0.000985622,0.003640175,0.002634048,0.00153017,-0.000510216,0.003069401,-0.001060963,-0.002151012,-0.001591682,-0.001144409,-0.001111031,-5.44E-05,-0.003778934,-0.002193928,-0.000589371,0.000460625,-0.001634598,-0.002172947,-0.003201008,0.001558304,-0.000592709,-0.000550747,0.000975609,0.004209042,0.004232883
753,-0.00020361,0.002052784,0.001277924,0.004688263,0.005867958,0.005407333,0.004061699,0.00463295,0.007208347,0.003920555,0.004041672,0.0008111,0.00570488,0.000247955,0.000139237,-0.000564575,0.001420498,0.000730991,0.001404762,-0.000648499,0.000277519,0.000835896,0.004072189,0.000144005,0.00082159,0.000200272,0.000109673,0.00279665,-0.000496388,-6.29E-05,0.005903244,0.005410671
754,-0.001452923,-4.20E-05,-0.002070427,0.00364542,0.000627041,0.005013466,0.003329754,0.003089905,0.004192352,0.002322197,0.002991199,0.000927925,0.002058983,0.001788139,-0.000902653,-0.00041914,-0.00054121,-0.000528812,-0.000156403,-0.003632069,0.000318527,0.000864983,0.001939774,-0.000649452,-0.001439571,-0.000768185,0.001235008,0.000469208,-0.000423908,-0.000606537,0.004190445,0.004977226
755,-0.000400066,-0.000616074,-0.00184536,0.001466751,0.000417709,0.004155636,0.003064156,0.00361681,0.003727436,0.001743317,0.001618862,0.00125742,0.002718449,0.000418663,-0.002042294,-0.000549316,-0.002067566,-0.001214504,-0.002302647,-0.003178596,-0.00253582,-0.001452923,0.001226425,-0.001349926,-0.003034115,-0.001820564,-0.00078392,-0.000355244,-0.002659798,-0.001022816,0.003479004,0.002734184
756,-0.000366211,-6.87E-05,-0.000193119,0.003417015,0.001852512,0.005124569,0.005066872,0.002997875,0.004432201,0.002830029,0.003019333,0.002783298,0.002743721,0.00143671,-0.000116348,0.001141071,0.001424789,0.001461983,0.001169205,-0.001523495,0.002072334,0.001638412,0.003893852,0.001091003,0.001365662,-0.000233173,0.00279808,0.004086971,0.002071857,0.003272057,0.006007671,0.007305145
757,-0.000618458,-0.000656605,-0.000634193,0.004314899,0.003033638,0.00586462,0.004458904,0.003751755,0.005219936,0.003357887,0.003756046,0.003065109,0.004322529,0.002567768,0.000549316,0.003087044,0.001778126,0.002080917,0.003382206,-0.000159264,0.003491402,0.00136137,0.004878044,0.00209713,0.001407623,0.002173901,0.003279686,0.005289555,0.002534389,0.003260612,0.007602215,0.009505749
758,-0.000981808,9.06E-05,-0.001556396,0.002804279,0.001588345,0.00447607,0.004242897,0.003372192,0.003651619,0.001812458,0.001842022,0.001712322,0.00267458,0.001342773,-0.001073837,0.000633717,-0.000519276,-7.34E-05,0.001736164,-0.002167702,0.000104904,8.68E-05,0.001328945,-0.000206947,0.000391483,0.00067997,0.001564026,0.002820969,5.48E-05,0.001841545,0.004721642,0.005554676
759,-6.10E-05,7.63E-06,-0.00077486,0.003657818,0.001077175,0.004827976,0.004483223,0.003021717,0.004811287,0.001695633,0.003994465,0.002545834,0.002958775,0.002498627,0.000266075,0.001417637,0.001805782,0.000989437,0.001050472,-0.002010822,0.000977516,0.000298023,0.003203869,0.001357079,0.000702381,0.000636101,0.002127171,0.004020214,0.002507687,0.001084328,0.006336212,0.007438183
760,0.000293255,0.000243187,-0.0008564,0.005129337,0.002162457,0.005337715,0.005394936,0.003643036,0.005356789,0.005491734,0.004452229,0.002995014,0.003679752,0.003583431,0.000613213,0.001514435,0.00027895,0.001759052,0.002456665,-0.000517368,0.002131939,0.001863003,0.003913879,0.001507759,0.00156498,0.002454758,0.003658772,0.004532814,0.002075672,0.002815723,0.006332874,0.007207394
761,0.000301361,-0.000651836,0.000441551,0.004840374,0.002417564,0.005042076,0.005009651,0.003751755,0.004297733,0.003962994,0.00385046,0.002676964,0.004027843,0.002197742,0.000105381,0.001538754,0.000759602,0.000517845,0.001925945,-0.001123905,0.000802517,0.001457214,0.003890514,0.00105381,0.000905037,0.001608372,0.002745628,0.003732681,0.001646519,0.002034664,0.006428242,0.00689888
762,-0.00058651,0.000115871,0.000139713,0.003056049,0.001117229,0.004742146,0.003705502,0.002646923,0.003369331,0.001290798,0.002561092,0.000648022,0.002338409,0.000918865,-0.001428127,-0.000350475,-0.001093864,-0.000414848,-0.000332832,-0.004131794,-0.001234055,-0.00019455,0.001405716,-0.001574993,-0.001646996,-0.00186491,-0.000675678,6.06E-05,-0.001519203,-0.001674175,0.00287962,0.003674507
763,-0.000837803,-0.000690937,-0.00046587,0.003625393,0.003096104,0.004450321,0.004027843,0.003784657,0.005045891,0.003416061,0.003694534,0.00151968,0.005271912,0.002380371,-0.00014019,0.001746655,0.000874519,0.000213146,0.001442909,-0.002200127,0.001790524,0.000903606,0.002526283,0.00010252,0.001329899,-0.000452995,0.002227783,0.003453255,0.000156403,0.002141953,0.005595207,0.007047653
764,0.000837803,0.001220226,0.000704289,0.005669117,0.003648281,0.006786823,0.006445408,0.004403114,0.005969048,0.005625248,0.004775047,0.00361824,0.004518986,0.003009796,0.000971794,0.003127575,0.001796246,0.0031147,0.003775597,0.001153946,0.002619743,0.002885818,0.00450182,0.002381802,0.002988815,0.003856659,0.005336761,0.004808426,0.003858089,0.004151344,0.008049488,0.01002789
765,0.000754833,-0.000103951,0.000144482,0.006230354,0.002408981,0.00545311,0.004697323,0.004270554,0.004751205,0.003348827,0.004344463,0.002309322,0.004413605,0.002608776,-0.000406265,0.001974106,0.000796318,0.001639366,0.002898693,-0.000867367,0.001866341,0.001228333,0.004000664,0.001182556,0.001077652,0.001754761,0.002757549,0.004606247,0.001051903,0.002111435,0.006132603,0.007190704
