,H2O_396,vel_0.5_396.5,vel_1_397,vel_1.5_397.5,vel_2_398,vel_2.5_398.5,vel_3_399,vel_3.5_399.5,vel_4_400,vel_4_400_prot_0.5,vel_4_400_prot_1,vel_4_400_prot_1.5,vel_4_400_prot_2,vel_4_400_prot_3,vel_4_400_prot_4,vel_4_400_prot_5,vel_4_400_prot_6,vel_4_400_prot_8,vel_4_400_prot_10,vel_4_400_prot_12,vel_4_400_prot_16,vel_4_400_prot_20,vel_4_400_prot_24,vel_4_400_prot_28,vel_4_400_prot_32,vel_4_400_prot_36,vel_4_400_prot_40,vel_4_400_prot_44,vel_4_400_prot_48,vel_4_400_prot_52,vel_4_400_prot_56,vel_4_400_prot_60
380,-0.000193596,0.000781059,0.000888348,0.004755974,0.003267765,0.006646633,0.006552696,0.005958557,0.007357597,0.006654263,0.006546974,0.005959988,0.006855488,0.006350517,0.005057812,0.006751537,0.006150723,0.006548882,0.008059502,0.005756378,0.009258747,0.008655071,0.01118183,0.009358883,0.01087713,0.01198864,0.01329994,0.01422262,0.01188755,0.01340294,0.01820517,0.01923943
381,-0.000201225,0.001413822,0.000804424,0.004371643,0.003469944,0.006626606,0.007154465,0.005923271,0.007366657,0.006844044,0.007041454,0.005503654,0.006953716,0.006741047,0.005099297,0.006533146,0.006739616,0.007047176,0.007653236,0.006023407,0.009200096,0.008488178,0.01150036,0.01004696,0.01022863,0.01169062,0.01325226,0.01419878,0.01191235,0.01367331,0.01786995,0.01891518
382,-0.000203133,0.000702858,0.000477791,0.004483223,0.003781319,0.006559849,0.006843567,0.006235123,0.007904053,0.006715298,0.006401539,0.005835533,0.007256985,0.006644249,0.005195618,0.006974697,0.006182194,0.006604671,0.007578373,0.00590086,0.008943558,0.008708477,0.01140308,0.009596825,0.01007271,0.01152086,0.01299238,0.01377439,0.01204538,0.01292086,0.01796722,0.01824474
383,-0.000201225,0.001213551,0.000589371,0.00428915,0.003652096,0.006662846,0.006842136,0.005970001,0.007664204,0.006255627,0.0064044,0.005680561,0.006863594,0.006536961,0.004831791,0.006470203,0.005860329,0.006385803,0.007317543,0.005537987,0.008860111,0.00810051,0.01104832,0.009162426,0.009820938,0.01124954,0.01286221,0.01305962,0.011796,0.01224279,0.01772022,0.01819611
384,-0.000335693,0.000928402,0.001318932,0.00478363,0.003777981,0.006912708,0.006886959,0.006347656,0.008071423,0.006689072,0.006894112,0.006023407,0.007229805,0.006724358,0.004969597,0.006409645,0.006189346,0.006902695,0.007394791,0.005803108,0.008436203,0.008496284,0.01119804,0.00963068,0.009947777,0.01143026,0.01298046,0.01351738,0.01219988,0.0126133,0.01766062,0.01851082
385,-0.000327587,0.000813961,0.000909805,0.004537106,0.003561974,0.006603718,0.006663322,0.005794048,0.007479668,0.006287098,0.006448746,0.005404949,0.006474972,0.006505966,0.004666328,0.006577969,0.005879402,0.00643158,0.007187843,0.005547523,0.008727551,0.008437157,0.01081848,0.009383678,0.009814262,0.01105261,0.01262665,0.01320601,0.01148319,0.01252508,0.01720572,0.01805401
386,-0.000130177,0.000882149,0.000967979,0.004789352,0.003675461,0.006533146,0.006700993,0.0062356,0.007679939,0.006662369,0.006626129,0.00593853,0.006972313,0.006473541,0.004950523,0.006732941,0.006119728,0.006482601,0.007330418,0.005582809,0.008844852,0.008416653,0.0112586,0.009700775,0.009857178,0.01130676,0.01264811,0.01344633,0.01205158,0.0128727,0.01756382,0.01825857
387,-0.000273705,0.000782013,0.000796318,0.004535675,0.003911972,0.006855965,0.006830692,0.006157398,0.007668972,0.006846905,0.006691933,0.005888939,0.006976604,0.007011414,0.00507164,0.00664711,0.006231308,0.00651598,0.007606983,0.005780697,0.009130478,0.008561134,0.0109787,0.009537697,0.009868145,0.0113101,0.01289034,0.01347923,0.01184273,0.01292658,0.01772976,0.01824474
388,-0.000238895,0.000834942,0.000559807,0.004551888,0.003934383,0.006698608,0.006691933,0.006202698,0.00774622,0.006613731,0.006522655,0.005794525,0.006796837,0.00684309,0.004917145,0.006759167,0.00617218,0.006464481,0.007658958,0.005818844,0.008611202,0.008017063,0.01093864,0.009391308,0.009797573,0.01123619,0.01280785,0.01323366,0.0117259,0.01259708,0.01749372,0.01838493
389,-5.48E-05,0.000734806,0.001228809,0.004434586,0.003662109,0.006615639,0.006421566,0.005860806,0.007349014,0.006277561,0.00613451,0.005461216,0.006683826,0.006199837,0.004805565,0.00623703,0.005757332,0.006206036,0.007184029,0.00539732,0.008351803,0.008211136,0.01057482,0.008710384,0.009539127,0.01069021,0.01253986,0.01265574,0.01124191,0.01214266,0.01697922,0.01787186
390,0.000133991,0.000957966,0.00120306,0.00451088,0.003856659,0.006390095,0.006427765,0.005867481,0.007598877,0.006581783,0.006136894,0.005657673,0.006922722,0.006181717,0.00460434,0.006048679,0.005449295,0.006110668,0.007218838,0.005312443,0.008244514,0.007834435,0.01049709,0.008981228,0.009605408,0.0106554,0.01258755,0.01264,0.01102972,0.01220417,0.01692152,0.0178566
391,4.77E-06,0.000966072,0.000878334,0.004657269,0.003864765,0.006587982,0.006614685,0.006201267,0.008203983,0.006639004,0.006679058,0.005886555,0.006592274,0.006755829,0.004909039,0.006694794,0.005986214,0.006351948,0.007483482,0.005614758,0.008482933,0.008188248,0.0107255,0.009356976,0.009902954,0.01088667,0.01266384,0.01305437,0.01165056,0.01255608,0.01738787,0.0181756
392,-0.000200272,0.000640869,0.000954151,0.0050354,0.003841877,0.006886959,0.006976604,0.006320477,0.007993698,0.006517887,0.006941795,0.005990028,0.007155895,0.006837368,0.005470276,0.007034779,0.006260872,0.006891251,0.007777691,0.005665302,0.008874893,0.00838995,0.01138973,0.009709835,0.009820461,0.01137829,0.01303959,0.01367426,0.01191235,0.01295567,0.01779985,0.01827621
393,-0.000434399,0.000278473,0.000523567,0.00450325,0.003339767,0.00647068,0.006396294,0.005766392,0.007405281,0.005926132,0.005985737,0.005401134,0.006381035,0.00611496,0.004710674,0.00617981,0.005446911,0.006105423,0.007157803,0.005293846,0.008241653,0.007393837,0.01049376,0.008808136,0.009363651,0.0103898,0.01232815,0.0126915,0.01109171,0.01207733,0.01665783,0.01712847
394,9.11E-05,0.000998974,0.001173973,0.004496574,0.003265858,0.00645256,0.006504059,0.005655766,0.007396698,0.006482124,0.005932808,0.005388737,0.00673151,0.006194592,0.004567623,0.006150246,0.005491734,0.00636673,0.007462502,0.005226612,0.007750988,0.007871628,0.01054907,0.008543491,0.009250641,0.01078033,0.01233959,0.01242971,0.01092482,0.01205444,0.01668692,0.01755095
395,-2.77E-05,0.000367165,0.001073837,0.004377365,0.003405094,0.006433487,0.006195545,0.005684853,0.00728941,0.005867004,0.006316185,0.005282402,0.00630331,0.005680084,0.004418373,0.005887985,0.005360603,0.005870342,0.007178783,0.004868031,0.007906914,0.007379532,0.01006365,0.008366585,0.009082317,0.01002312,0.01206636,0.01239586,0.01062155,0.01185846,0.01668024,0.01715708
396,-2.10E-05,0.000517368,0.000996113,0.004496098,0.003223896,0.006146431,0.00631094,0.005381584,0.007302761,0.006107807,0.005966663,0.005271912,0.006240368,0.006125927,0.004444122,0.005944252,0.005545139,0.005934715,0.007220745,0.00514555,0.007959366,0.007728577,0.01009607,0.008692741,0.008931637,0.01033211,0.0120225,0.01243639,0.01100397,0.01186371,0.01674509,0.01731205
397,-8.06E-05,0.00050211,0.000648499,0.004330635,0.003283024,0.00632906,0.007031918,0.006097794,0.007638454,0.006451607,0.006117344,0.005568027,0.00662756,0.006265163,0.004869461,0.006437778,0.005940437,0.006183624,0.00705719,0.005365849,0.008091927,0.008047581,0.01052809,0.008916378,0.009412766,0.01083374,0.01201534,0.01250315,0.0115056,0.01238775,0.01687717,0.01758671
398,-9.92E-05,0.00075531,0.000485897,0.004401684,0.003628731,0.006652355,0.006798267,0.006232262,0.007576942,0.006673336,0.00656414,0.00558567,0.007012367,0.006575108,0.004807949,0.006494999,0.00606823,0.006123543,0.007543087,0.005524158,0.008652687,0.008121014,0.01053047,0.009279728,0.009362698,0.01075363,0.01250553,0.01304722,0.01156759,0.01255369,0.01681519,0.01754475
399,8.49E-05,0.001040459,0.001460075,0.004688263,0.003212929,0.006526947,0.006094456,0.005748272,0.007146358,0.006009102,0.006183147,0.005482197,0.006537914,0.005837917,0.004347324,0.006178856,0.00522089,0.006005764,0.00705862,0.004697323,0.00758934,0.007407665,0.01031637,0.008381367,0.009170532,0.009787083,0.01191711,0.01245213,0.01041174,0.01156139,0.01628637,0.01717854
400,-6.20E-06,0.000574589,0.001547337,0.004368305,0.003109932,0.006321907,0.00584507,0.005059242,0.006832123,0.005750179,0.005744934,0.00486517,0.005951405,0.005358219,0.003884792,0.005939484,0.005271435,0.00555563,0.006924152,0.004574299,0.007514,0.007519722,0.009881496,0.008212566,0.00860405,0.009991169,0.01136398,0.01176929,0.01018286,0.01126671,0.01554918,0.01697588
401,-8.87E-05,0.000882149,0.001446724,0.00457716,0.003413677,0.006035805,0.00616312,0.00564003,0.007440567,0.006165981,0.006040573,0.005537033,0.006797314,0.005964756,0.004265308,0.006167889,0.005694866,0.006269932,0.006986618,0.004903793,0.00755024,0.007627487,0.01033783,0.00872612,0.009346962,0.01020956,0.01163006,0.01236725,0.01029396,0.01142645,0.01587772,0.0175705
402,9.30E-05,0.001085758,0.001064777,0.004683018,0.003590584,0.00646019,0.006447315,0.005601406,0.007421494,0.006130219,0.006117344,0.005496025,0.006350517,0.006059647,0.00451231,0.00639534,0.005277157,0.005875111,0.007129669,0.005300045,0.007821083,0.007640362,0.01012325,0.008731365,0.008673191,0.01017427,0.01177502,0.01196527,0.01010036,0.01191378,0.01635122,0.01706982
403,-9.01E-05,0.000907898,0.001033306,0.004070282,0.003216743,0.006302357,0.00667429,0.005512238,0.007374763,0.005903721,0.006402493,0.00535202,0.006536007,0.005959511,0.004340172,0.005996227,0.005560398,0.005698204,0.007261753,0.004972935,0.007528305,0.007506847,0.009699821,0.008426666,0.008683681,0.009883881,0.01145411,0.01185894,0.01025295,0.01156044,0.01612234,0.0168519
404,8.68E-05,0.001019478,0.000953198,0.004571438,0.003660202,0.006269455,0.006801128,0.006052494,0.00719595,0.006504536,0.006402969,0.005506039,0.006773472,0.006341457,0.004774094,0.006066799,0.005771637,0.006426334,0.007133484,0.005233288,0.008413315,0.007606506,0.01048899,0.008467197,0.009114742,0.01035786,0.01157808,0.01221704,0.01058674,0.0117054,0.01628971,0.0169487
405,-0.00033617,0.000981808,0.000524998,0.004426479,0.003365517,0.006682873,0.006586552,0.006010532,0.007164001,0.006072521,0.006215572,0.005414963,0.006133556,0.006310463,0.004709244,0.00620985,0.005441189,0.006068707,0.007491589,0.005254745,0.007966518,0.00749588,0.01004076,0.008408546,0.008758068,0.01006031,0.0115633,0.01234627,0.01040173,0.011374,0.01623344,0.01682806
406,-0.000311852,0.000756264,0.000734329,0.003762245,0.003130436,0.006268501,0.006196976,0.005372047,0.006847858,0.005547047,0.005594254,0.004965782,0.00618124,0.005902767,0.004158974,0.005955696,0.004924774,0.005851269,0.006687164,0.004455566,0.007428646,0.006740093,0.009903431,0.007931232,0.008406639,0.009408474,0.01109886,0.0118227,0.009723663,0.01090717,0.015697,0.01648474
407,-0.000131607,0.000146866,0.001155376,0.00394392,0.003193378,0.006009579,0.005660057,0.00516367,0.006795883,0.005548477,0.005383968,0.004691124,0.005488873,0.005646706,0.004024029,0.005542278,0.00471735,0.005365372,0.006278515,0.004123211,0.006907463,0.007112026,0.00977087,0.007742405,0.008188725,0.009507179,0.01093817,0.01161861,0.009565353,0.01066208,0.01555204,0.01644754
408,-0.000310898,0.000377178,0.001069069,0.004677773,0.003467083,0.006162167,0.006227016,0.005674839,0.007186413,0.006376743,0.006065369,0.005004406,0.00662756,0.006159306,0.004414558,0.006178379,0.005647182,0.00595808,0.006908417,0.004920006,0.007465839,0.007701397,0.009665012,0.0086689,0.00895071,0.01041603,0.01160002,0.01226997,0.01036167,0.01115942,0.01598883,0.01683998
409,-9.63E-05,0.000620842,0.001101017,0.004927158,0.003702641,0.006489754,0.006448746,0.006056786,0.007802486,0.006231785,0.006563663,0.005418301,0.006805897,0.006784916,0.004906654,0.006344795,0.005682945,0.006236553,0.007007122,0.004908085,0.008087158,0.007613659,0.009898186,0.00894165,0.008985519,0.01036644,0.01183939,0.01196957,0.01061583,0.01152277,0.01630735,0.01721668
410,-5.87E-05,0.000452519,0.000970364,0.004016876,0.002945423,0.006145,0.005779266,0.005565643,0.007115841,0.005820751,0.005740643,0.005518436,0.006228447,0.005933762,0.004508495,0.005885124,0.005177975,0.005693913,0.00688839,0.004344463,0.007143974,0.007086754,0.009668827,0.008001328,0.008471966,0.009623528,0.01119709,0.01170874,0.01030159,0.0108428,0.01570797,0.0163331
411,-0.000118733,0.000225544,0.000813961,0.00391531,0.003042221,0.006168842,0.006159782,0.005279064,0.007174015,0.005727768,0.005622387,0.00551033,0.005869389,0.005611897,0.004321098,0.005802631,0.00483942,0.005514622,0.00655365,0.004641533,0.007152081,0.007323265,0.009865761,0.00817585,0.008044243,0.009913921,0.01089144,0.0114336,0.01006889,0.01043224,0.01541328,0.0164032
412,0.000310898,0.000795841,0.001028061,0.004683971,0.003842831,0.006229877,0.006833553,0.006046772,0.007832527,0.00663805,0.00625515,0.005766869,0.007335186,0.006820202,0.004773617,0.006533623,0.005836487,0.005996704,0.007359505,0.005539894,0.008000374,0.008096218,0.01029396,0.009379864,0.008934021,0.01027918,0.01212645,0.01231813,0.01083755,0.01144838,0.01635885,0.01698542
413,-0.00052166,0.00052309,0.000718117,0.004128456,0.003274918,0.00598526,0.0066576,0.005605221,0.00707674,0.005939007,0.005890846,0.005301476,0.006114483,0.006376266,0.004684448,0.005787849,0.005491734,0.005375385,0.006913185,0.004915237,0.007493496,0.007036686,0.00988245,0.008205891,0.00857687,0.009544849,0.01122761,0.01165962,0.01022625,0.01094151,0.01605701,0.0165844
414,-0.000643253,0.000428677,0.000778675,0.004172802,0.002977848,0.006191254,0.006528854,0.005086899,0.006838322,0.005981922,0.00554657,0.004756451,0.006268978,0.005700111,0.004493237,0.005988598,0.004889965,0.005683422,0.006938457,0.004115582,0.006639481,0.00664711,0.009772778,0.007937908,0.008300304,0.009344578,0.01159382,0.01148748,0.00936985,0.01042032,0.0156579,0.01645708
415,-0.000133514,0.000982285,0.00167942,0.004046917,0.003513813,0.006067753,0.006193161,0.005716801,0.008170128,0.006185055,0.005707264,0.005097866,0.006664276,0.005843163,0.00446701,0.005921841,0.005003929,0.005916119,0.007055283,0.00425005,0.007108212,0.007394791,0.01020145,0.008636951,0.008625031,0.009939671,0.01146317,0.01174927,0.01020479,0.01119328,0.01577616,0.01667404
416,-0.000456333,0.000736713,0.00121069,0.003940105,0.00368166,0.005619049,0.00617218,0.005178452,0.00688076,0.005910873,0.005755424,0.005305767,0.006036282,0.005913734,0.004109859,0.005626202,0.004986286,0.005465031,0.006799221,0.004546642,0.007115841,0.007428646,0.009953499,0.007873535,0.008292198,0.009203911,0.01100254,0.01071501,0.009365559,0.01087427,0.01556301,0.01618624
417,0.000150204,0.00090456,0.001199722,0.00466013,0.003612041,0.006015301,0.006781101,0.005861282,0.007228374,0.006173611,0.00587368,0.005420208,0.007078648,0.006018639,0.004809856,0.005712509,0.005717278,0.00601387,0.007232189,0.004814625,0.007233143,0.007234097,0.01028681,0.00844717,0.008907795,0.009979248,0.01150227,0.01180172,0.01042509,0.011199,0.01582003,0.01644182
418,-0.000640869,0.000174522,0.000782967,0.003584385,0.002664566,0.005633354,0.005630493,0.005316734,0.006587982,0.00532341,0.005013466,0.00453949,0.005771637,0.005812645,0.003736496,0.005639076,0.004683018,0.005635262,0.006405354,0.003908634,0.006748676,0.006903172,0.009126186,0.007521152,0.007665157,0.008311272,0.01103544,0.01117516,0.009403706,0.0103817,0.01518059,0.01567841
419,-0.000262737,0.00127697,0.001060009,0.004461765,0.003829956,0.006009102,0.00649786,0.005862713,0.007451534,0.005984783,0.006052017,0.005589962,0.006520748,0.006468296,0.004244804,0.005630016,0.005169868,0.005987644,0.006642818,0.004761219,0.007662773,0.007481575,0.01031876,0.008272648,0.008284569,0.009767532,0.01175785,0.01179361,0.009688854,0.01118183,0.01571131,0.01647711
420,9.54E-07,0.000547409,0.000280857,0.004320621,0.003526211,0.005917549,0.006280422,0.005748749,0.007183552,0.005498886,0.006102085,0.005537033,0.006816864,0.005863667,0.003984928,0.005408287,0.004602909,0.005585194,0.006537914,0.004718304,0.007928371,0.007796764,0.009491444,0.008503914,0.008638859,0.0100522,0.01123095,0.01193905,0.00993824,0.01138401,0.01615572,0.01640224
421,-0.000188828,0.00050354,0.000545025,0.004494667,0.003863335,0.006374836,0.006966114,0.006047249,0.007697582,0.006487846,0.006577015,0.005480289,0.007423401,0.006462097,0.005043983,0.006649494,0.005954742,0.006105423,0.006916046,0.005271435,0.007799625,0.007819653,0.01041079,0.009052277,0.009123325,0.01045322,0.01174498,0.0123601,0.01066303,0.01144171,0.01600266,0.01716089
422,-0.000435829,0.000283718,0.000448704,0.004451275,0.003617764,0.006233692,0.006045341,0.005688667,0.007132053,0.005801201,0.005901337,0.00534296,0.006002903,0.006364346,0.004166603,0.005892277,0.005128384,0.005496502,0.006760597,0.004417419,0.007344723,0.007301331,0.01000166,0.008046627,0.008614063,0.009449005,0.01113367,0.01163006,0.00959444,0.01097012,0.01560163,0.01622438
423,-0.000411034,0.000480652,0.000982761,0.004322529,0.003045559,0.005819798,0.005843163,0.005146503,0.006899834,0.005670071,0.005417824,0.005054951,0.006370544,0.005326748,0.003952503,0.005348206,0.004901886,0.004652023,0.006463528,0.004260063,0.006922722,0.006833553,0.009473324,0.0075984,0.008353233,0.00921917,0.01057625,0.01140451,0.00945425,0.00992012,0.01494837,0.01588345
424,-4.86E-05,0.000514984,0.001167774,0.004237175,0.00338459,0.005986691,0.005710125,0.005028248,0.006814003,0.005676746,0.005298615,0.004999161,0.005910397,0.005390167,0.003734589,0.005327225,0.00510788,0.005047321,0.006417274,0.004103184,0.006530285,0.006849289,0.009685993,0.007292271,0.008173943,0.008739471,0.0106225,0.01128197,0.009575367,0.01014471,0.01512527,0.01559591
425,-0.000418186,0.000738144,0.001426697,0.004704952,0.003345013,0.005911827,0.005881786,0.005042076,0.006737232,0.005754471,0.00539875,0.004909039,0.005782127,0.005480766,0.003749847,0.005666733,0.00480032,0.005343437,0.006245613,0.004118443,0.006393909,0.006726265,0.00957346,0.007707119,0.008590698,0.008636475,0.01039553,0.01120758,0.009200573,0.01021433,0.01499605,0.01549101
426,-0.000496864,0.000116825,0.001409531,0.004360676,0.003302574,0.005470753,0.005849361,0.005275726,0.006634235,0.005971909,0.005390644,0.005412102,0.006151676,0.005459785,0.003703594,0.005651474,0.004814148,0.005268574,0.006136894,0.004217625,0.00640583,0.007145882,0.009961605,0.00780201,0.007998466,0.008981705,0.01053286,0.01081562,0.00920248,0.0101881,0.01539993,0.01579905
427,9.97E-05,0.000461578,0.000904083,0.004897118,0.003873348,0.005995274,0.006512642,0.006072044,0.007858753,0.006624222,0.006302834,0.006072044,0.006781101,0.006561756,0.004487514,0.006570816,0.005690098,0.005684376,0.006537914,0.005092144,0.007497787,0.007621765,0.010499,0.008734703,0.008549213,0.009749413,0.01176167,0.01192856,0.009863853,0.01122618,0.01621628,0.01606321
428,7.10E-05,0.000698566,0.001124859,0.00497818,0.004020691,0.006043434,0.006665707,0.005739212,0.007357597,0.006519794,0.00573349,0.005554676,0.006153584,0.006856918,0.004699707,0.006535053,0.005095959,0.00613451,0.006853104,0.004646301,0.007822514,0.007418156,0.009975433,0.008500576,0.008782387,0.009368896,0.01165485,0.01178122,0.009892941,0.01108599,0.01595211,0.01644278
429,0.000787258,0.001116753,0.001205921,0.005297661,0.004478931,0.006818771,0.007034779,0.006148338,0.007504463,0.006986618,0.007034779,0.005599499,0.006908894,0.007122517,0.005016804,0.006909847,0.005571842,0.006583214,0.007740021,0.005533695,0.008342266,0.008218288,0.01068163,0.009421349,0.009239197,0.01058483,0.01191711,0.01234818,0.01086664,0.01211262,0.01682806,0.01736927
430,0.000407219,0.000781536,0.001042843,0.004961491,0.004424572,0.006858349,0.007076263,0.006472588,0.007388592,0.007019997,0.006777763,0.005621433,0.006681919,0.006743431,0.004820347,0.006611347,0.005342484,0.006372929,0.007317066,0.005375385,0.007809162,0.007752419,0.01018,0.009150505,0.008773804,0.009899616,0.01202297,0.01223755,0.01079321,0.01116753,0.01611185,0.01681566
431,-0.000108719,0.000346661,0.0014534,0.004256725,0.003080845,0.006647587,0.006121635,0.00565815,0.006539822,0.005763054,0.005822659,0.004405022,0.005270958,0.005690098,0.003653049,0.005698681,0.004673481,0.005093098,0.006350517,0.004086018,0.00657177,0.006764889,0.009144783,0.007476807,0.007785797,0.008643627,0.01081944,0.01102209,0.008965969,0.009999275,0.015172,0.01538134
432,0.000727654,0.001199245,0.002239227,0.004726887,0.003349781,0.005656719,0.005574703,0.005080223,0.006066322,0.005807877,0.005625248,0.004775047,0.005375862,0.004873753,0.003898144,0.005778313,0.004313469,0.005750656,0.006108761,0.004117012,0.005930901,0.006816864,0.009105206,0.007078648,0.007799625,0.009038448,0.01130152,0.01090956,0.009177685,0.0100565,0.01521873,0.01576519
433,-0.000157356,0.001152039,0.000844002,0.004259109,0.003835678,0.007020473,0.006867886,0.005886555,0.008028984,0.005764961,0.006306648,0.005579472,0.006138802,0.00624609,0.004580975,0.006162643,0.005343437,0.005761147,0.007292747,0.004764557,0.007606983,0.008061886,0.009652138,0.007833004,0.008466244,0.0098629,0.01142502,0.01198292,0.01039553,0.01042032,0.01632118,0.01650333
434,0.000338078,0.001041412,0.001014709,0.003955364,0.003439903,0.006743431,0.006220818,0.005874157,0.006747246,0.005853653,0.00570631,0.004653454,0.005352497,0.006052971,0.004143715,0.005347252,0.004489422,0.005697727,0.006051064,0.004485607,0.007096291,0.006922722,0.008653641,0.007786274,0.007778645,0.008479595,0.01075363,0.01075649,0.009703636,0.00987339,0.0146451,0.01570415
435,-0.00021553,-0.000202179,0.001253128,0.004119873,0.003537178,0.005962372,0.005996227,0.004844666,0.006968021,0.006162643,0.004667282,0.00484705,0.005257607,0.005056381,0.003158092,0.005634308,0.004312038,0.004661083,0.006005287,0.003708839,0.006374359,0.00658083,0.009029865,0.006933212,0.00807333,0.009015083,0.01051521,0.01109791,0.009777069,0.01016045,0.01455355,0.0149045
436,-0.000353813,0.000443459,-5.72E-06,0.004623413,0.003470898,0.005932808,0.006544113,0.005624294,0.007658005,0.005692959,0.005626678,0.004633427,0.006186962,0.006156445,0.003666878,0.00638485,0.005019665,0.005631447,0.006534576,0.004114628,0.007325649,0.007474899,0.009681702,0.008145809,0.008248806,0.008841991,0.0108552,0.01100063,0.009981632,0.01036453,0.01539421,0.01560259
437,1.48E-05,0.000513554,0.001029968,0.004385948,0.003652573,0.005578995,0.006058216,0.005526543,0.006366253,0.005507469,0.005554676,0.004921913,0.005588055,0.005364895,0.003790855,0.006230354,0.004758835,0.005535126,0.006091118,0.00510025,0.006634235,0.006790161,0.009672165,0.008036137,0.007854939,0.009061337,0.01072931,0.010777,0.009112358,0.00952816,0.0153389,0.01577616
438,-0.000269413,0.000449657,0.000557423,0.004001617,0.003016949,0.005752087,0.00607872,0.005429268,0.006536484,0.006008148,0.005592346,0.004006863,0.005157948,0.005775452,0.004125118,0.005477428,0.004368305,0.005360603,0.005895138,0.00485611,0.006802082,0.007238865,0.00915575,0.007896423,0.007987976,0.009366512,0.01010561,0.01051426,0.009205818,0.01008701,0.01469374,0.01557112
439,9.54E-05,0.00068903,0.000407219,0.004120827,0.003555775,0.005950928,0.006469727,0.005846977,0.007347107,0.005301952,0.005890369,0.004909515,0.005849361,0.005615711,0.003512859,0.005758762,0.004596233,0.005437374,0.005869865,0.004465103,0.006819725,0.006175041,0.009376526,0.007089615,0.007481098,0.008696079,0.01061869,0.01108265,0.009077549,0.009856701,0.01456928,0.01580048
440,0.000257969,0.000398636,0.000711441,0.004216671,0.003502846,0.005784035,0.006277084,0.005629063,0.007116318,0.00596714,0.005759239,0.004539967,0.005253792,0.005709171,0.004251957,0.005731106,0.005047798,0.005646229,0.006152153,0.00449276,0.007081985,0.007299423,0.00958252,0.007734776,0.007768631,0.008862495,0.009814739,0.01070356,0.009246349,0.009795189,0.01434088,0.01537752
441,1.91E-06,0.000597477,0.000142574,0.004872799,0.003655434,0.005805969,0.007018089,0.006036282,0.007205009,0.006124973,0.006175518,0.004827976,0.006499767,0.005821705,0.004347801,0.005899429,0.005069256,0.005939007,0.006568909,0.004368305,0.007731915,0.006536484,0.009659767,0.008079529,0.007924557,0.009253025,0.0104785,0.01099443,0.009441376,0.01034069,0.01515961,0.01557064
442,0.000233173,0.00035429,0.000644207,0.004462719,0.00355196,0.00595808,0.00588131,0.005401611,0.006284237,0.005383015,0.005572796,0.004463196,0.00538063,0.00493288,0.003098965,0.005768299,0.00403595,0.004618645,0.005981922,0.003591061,0.00633812,0.006203651,0.009089947,0.0067873,0.007325172,0.00848484,0.009862423,0.01001787,0.008711338,0.009007454,0.01403904,0.01446915
443,-0.000543594,0.000566959,0.000106335,0.003877163,0.003254414,0.004887104,0.005333424,0.004575729,0.006106377,0.005206585,0.004778862,0.004091263,0.005448341,0.004871368,0.003156185,0.005157471,0.004211426,0.004621983,0.005251408,0.003545284,0.00591135,0.005916595,0.008561611,0.006932735,0.007195473,0.00835371,0.009767532,0.009725571,0.008292198,0.008983612,0.0135603,0.01462126
444,-0.000384331,0.000367165,0.000607967,0.004065037,0.004050255,0.005933762,0.005503654,0.005029678,0.006701946,0.005545616,0.005097866,0.00504446,0.005545139,0.005983829,0.00377655,0.005275726,0.004724979,0.005770683,0.005890846,0.003637314,0.006345749,0.006425381,0.00900507,0.007486343,0.007310867,0.008095264,0.00995636,0.01003122,0.008276463,0.009462833,0.01410866,0.01443911
445,-0.00047493,0.000391007,4.63E-05,0.003742218,0.003071308,0.005104065,0.004487991,0.004091263,0.006471157,0.004892349,0.004693508,0.004324436,0.004991055,0.005168915,0.002913475,0.004534245,0.004123211,0.00453043,0.005377769,0.002921104,0.005238056,0.00554657,0.008482456,0.005817413,0.006829739,0.007591724,0.008890152,0.009486198,0.007954121,0.008556843,0.0134325,0.01470327
446,0.000905037,0.001372814,0.001291752,0.004938602,0.003905296,0.006521702,0.007191658,0.005353928,0.00756216,0.00637722,0.006086826,0.005066872,0.006124496,0.006343842,0.004748344,0.005554676,0.005281925,0.005822182,0.007032871,0.004676819,0.006693363,0.007083893,0.009326458,0.007651806,0.008571625,0.008904934,0.01079512,0.01094675,0.008827686,0.01080847,0.01489735,0.0155282
447,8.73E-05,0.000718594,0.000596523,0.004454613,0.003173828,0.005915642,0.005851269,0.005001545,0.006385803,0.005533695,0.005191803,0.004463196,0.005777836,0.005473137,0.003939629,0.004660606,0.004867077,0.005489349,0.005901814,0.003985405,0.006246567,0.006447315,0.008762836,0.0066185,0.007190704,0.008397579,0.009737492,0.01067495,0.008599281,0.009448051,0.01450777,0.01476908
448,-0.000208855,0.000589371,0.000920773,0.004304886,0.003261089,0.005561829,0.005910873,0.005213737,0.006571293,0.004863262,0.00560379,0.004087925,0.00629282,0.005428314,0.003259659,0.004958153,0.004439354,0.004896164,0.006088734,0.003725052,0.005970955,0.006320953,0.008547783,0.007117748,0.007524967,0.008171082,0.01051188,0.01033783,0.008835316,0.01006556,0.01414585,0.01454163
