,H2O,MEF_0.5,MEF_1,MEF_1.5,MEF_2,MEF_2.5,MEF_3,MEF_3.5,MEF_4,MEF_4_prot_0.5,MEF_4_prot_1,MEF_4_prot_2,MEF_4_prot_3,MEF_4_prot_4,MEF_4_prot_5,MEF_4_prot_6,MEF_4_prot_8,MEF_4_prot_10,MEF_4_prot_12,MEF_4_prot_14,MEF_4_prot_16,MEF_4_prot_20,MEF_4_prot_24,MEF_4_prot_28,MEF_4_prot_32,MEF_4_prot_36,MEF_4_prot_40,MEF_4_prot_44,MEF_4_prot_48,MEF_4_prot_52,MEF_4_prot_56,MEF_4_prot_56
610,0.00269413,-0.00622797,-0.005333424,-0.008515358,-0.00776577,-0.004794598,-0.004555225,-0.004474163,-0.005685806,-0.005319595,-0.006524086,-0.006727695,-0.008560658,-0.006844044,-0.007901192,-0.005993843,-0.006897926,-0.004198074,-0.006325245,-0.006255627,-0.006498337,-0.005498886,-0.006467819,-0.009403706,-0.01025486,-0.008102894,-0.007219791,-0.008110523,-0.01100826,-0.006341457,-0.005763054,-0.00577116
611,0.00284481,-0.002774239,-0.002466202,-0.005888939,-0.005041599,-0.002568722,-0.002090454,-0.002021313,-0.002725124,-0.003268719,-0.004038811,-0.004364491,-0.006311893,-0.004275322,-0.00568819,-0.004076481,-0.004318237,-0.002660751,-0.003979206,-0.004262924,-0.00361681,-0.003479481,-0.00383997,-0.00628233,-0.006804943,-0.005164146,-0.004982948,-0.005694866,-0.00779295,-0.003986835,-0.003285885,-0.00313139
612,0.002020836,-0.006023884,-0.00535202,-0.009036541,-0.007618904,-0.004766941,-0.004494667,-0.003962517,-0.005903721,-0.005822182,-0.006817341,-0.007056236,-0.008667469,-0.006986141,-0.007917404,-0.006643295,-0.007167339,-0.004182339,-0.006432056,-0.006050587,-0.006396294,-0.005260468,-0.007174969,-0.008542061,-0.009335995,-0.006858826,-0.007079124,-0.008237362,-0.01030064,-0.005726337,-0.005764961,-0.00511837
613,0.002806664,-0.004930496,-0.004562378,-0.007206917,-0.006903172,-0.004549503,-0.004354477,-0.004133701,-0.004799843,-0.004752159,-0.005942822,-0.006128788,-0.007164478,-0.006338596,-0.007101536,-0.005744457,-0.006344795,-0.003482819,-0.006274223,-0.005726814,-0.005339622,-0.004936695,-0.005635738,-0.008655548,-0.009078026,-0.00701046,-0.006560326,-0.007830143,-0.01008511,-0.006459236,-0.005184174,-0.005286694
614,0.001730442,-0.004990101,-0.00383234,-0.006120205,-0.006114483,-0.002649784,-0.002455235,-0.001871586,-0.00342226,-0.003809929,-0.004569054,-0.004955292,-0.006113052,-0.004759312,-0.005914688,-0.004379272,-0.004952908,-0.002650261,-0.004950047,-0.004000187,-0.004375935,-0.002833843,-0.003803253,-0.007051468,-0.007430077,-0.006097317,-0.004186153,-0.00724411,-0.008197308,-0.004365444,-0.003233433,-0.003795624
615,0.001600742,-0.001426697,-0.000772953,-0.002119541,-0.001727104,0.001437664,0.001810074,0.002391815,0.001266956,0.00091362,0.000536442,-6.39E-05,-0.001786709,0.000118733,-0.001166344,0.000543118,0.000162125,0.002211571,0.000414372,-6.58E-05,0.001086235,0.001821041,0.000874043,-0.001631737,-0.002110958,-0.000306606,-3.77E-05,-0.001284122,-0.003153324,0.000722408,0.00075388,0.001523018
616,0.002252579,-0.000937462,-0.001306534,-0.003665924,-0.003210068,7.63E-06,-0.000476837,0.000403881,-0.00073576,-0.000986576,-0.001688957,-0.002512932,-0.004154682,-0.002293587,-0.00310421,-0.001461983,-0.002521038,-0.000202179,-0.001311302,-0.001912594,-0.001739502,-0.000428677,-0.001815796,-0.002956867,-0.004360199,-0.001927376,-0.001403332,-0.002993584,-0.004048824,-0.001579285,-0.000452042,-0.000495911
617,0.000707626,-0.006612301,-0.006854534,-0.009701729,-0.009431839,-0.00615406,-0.00665617,-0.006158829,-0.006616116,-0.00711298,-0.008209705,-0.009013653,-0.01027775,-0.008768082,-0.009791851,-0.008991718,-0.009521008,-0.007000446,-0.008719921,-0.00911808,-0.008270264,-0.007561684,-0.008618832,-0.01147842,-0.01168776,-0.009663582,-0.008934498,-0.01005411,-0.01237726,-0.008876801,-0.008342743,-0.007585049
618,0.001009464,-0.01089382,-0.01079035,-0.01423788,-0.01441956,-0.01192284,-0.01064157,-0.01055813,-0.01158667,-0.01164055,-0.01235867,-0.01348829,-0.01423883,-0.01314878,-0.01425648,-0.01272964,-0.0133872,-0.01179934,-0.01303816,-0.01268911,-0.01330519,-0.012218,-0.01294565,-0.01569843,-0.01647234,-0.01489305,-0.01454067,-0.01578999,-0.0174818,-0.01305389,-0.01279688,-0.01254559
619,0.002018929,-0.00265646,-0.001859188,-0.00523901,-0.004478931,-0.000539303,-0.000929833,-0.000798225,-0.000986576,-0.001298904,-0.002690315,-0.003967762,-0.004923344,-0.002988338,-0.004220009,-0.003283978,-0.003940582,-0.000636101,-0.003614902,-0.003259659,-0.003433704,-0.001967907,-0.003086567,-0.006283283,-0.0078578,-0.00578022,-0.005275726,-0.005768776,-0.008902073,-0.003425598,-0.00316906,-0.003002167
620,0.000886917,-0.004655361,-0.001809597,-0.004889011,-0.003992558,-0.001959324,-0.001093388,-0.000839233,-0.002272606,-0.001740932,-0.003127575,-0.00437355,-0.004392624,-0.002961159,-0.004641533,-0.003240108,-0.003369331,-0.001676559,-0.00438261,-0.003336906,-0.00377512,-0.002376556,-0.003787518,-0.007464409,-0.008559227,-0.005968571,-0.005639076,-0.006474018,-0.01017809,-0.00439024,-0.003574371,-0.003465652
621,0.000409126,-0.005610466,-0.005540848,-0.008963585,-0.006972313,-0.004875183,-0.003434658,-0.005099773,-0.004567146,-0.005351543,-0.007162571,-0.006197929,-0.009037018,-0.006373882,-0.007678509,-0.006446362,-0.006808281,-0.003798008,-0.004661083,-0.007095337,-0.005395412,-0.005237579,-0.006299973,-0.007230282,-0.008448601,-0.006299019,-0.008236408,-0.008617401,-0.009598732,-0.0072155,-0.006217957,-0.006629467
622,0.001443863,-0.003480911,-0.004761219,-0.005419254,-0.006289005,-0.003257751,-0.0031991,-0.002549171,-0.002104282,-0.003436565,-0.003349781,-0.005518436,-0.005952835,-0.005281925,-0.005300045,-0.004725456,-0.005689621,-0.004930019,-0.004081726,-0.00511837,-0.005324364,-0.003444672,-0.00549984,-0.007013798,-0.00877142,-0.006285191,-0.005051613,-0.009362221,-0.008559704,-0.004888535,-0.003988266,-0.00497818
623,0.00231123,-0.003526688,-0.001932144,-0.004964828,-0.004788399,-0.001569748,-0.001287937,-9.97E-05,-0.00050211,-0.002425671,-0.002696991,-0.002628326,-0.004968166,-0.002539635,-0.003444195,-0.001828671,-0.003192425,-0.00070715,-0.001606941,-0.002196312,-0.002654076,-0.002205372,-0.00238657,-0.004621029,-0.005069733,-0.002419949,-0.002534866,-0.00417614,-0.004690647,-0.002575874,-0.002224922,-0.001019955
624,0.00202179,-0.004301548,-0.004871845,-0.007995129,-0.007712364,-0.004586697,-0.004301548,-0.005156994,-0.004871845,-0.006010532,-0.005725861,-0.005725861,-0.007995129,-0.00629425,-0.006862164,-0.006010532,-0.006578445,-0.005156994,-0.005441666,-0.005725861,-0.005441666,-0.004586697,-0.004586697,-0.006862164,-0.006862164,-0.005441666,-0.005441666,-0.00629425,-0.007145882,-0.005156994,-0.004586697,-0.004301548
625,0.002458096,-0.004113674,-0.004490852,-0.009025097,-0.007255554,-0.005442619,-0.005574226,-0.004710674,-0.005784988,-0.005777836,-0.006772995,-0.007041454,-0.008341789,-0.006993294,-0.00752449,-0.007407188,-0.007666588,-0.004481792,-0.006428719,-0.007454395,-0.006574631,-0.006791592,-0.0074296,-0.008508205,-0.009445667,-0.008225441,-0.007120609,-0.009443283,-0.01043034,-0.007389069,-0.006846905,-0.006269455
626,0.001006126,-0.00639534,-0.007505894,-0.0108819,-0.009439468,-0.007946968,-0.006121159,-0.007042408,-0.007499218,-0.007192612,-0.008563042,-0.008496284,-0.01159763,-0.008578777,-0.01130247,-0.008814335,-0.009990692,-0.008448124,-0.008401394,-0.009844303,-0.009199619,-0.00829792,-0.008779526,-0.01046133,-0.01139307,-0.009750843,-0.009278297,-0.01095581,-0.01297331,-0.008867741,-0.008457184,-0.007993221
627,0.002533436,-0.007666588,-0.006112576,-0.01067781,-0.01023149,-0.005873203,-0.005316734,-0.006063938,-0.007603645,-0.007033348,-0.008399963,-0.008621216,-0.009256363,-0.008243561,-0.009545803,-0.007080078,-0.008748055,-0.006934643,-0.008494377,-0.008851051,-0.007701874,-0.007914543,-0.007635593,-0.01065063,-0.0110507,-0.009438515,-0.009397507,-0.01087761,-0.01225233,-0.008880138,-0.007172108,-0.007577896
628,0.002916813,-0.003570557,-0.002831459,-0.006625175,-0.006251335,-0.00297308,-0.001695633,-0.002495766,-0.003144741,-0.00276804,-0.004745007,-0.004523754,-0.006364346,-0.004678249,-0.006836891,-0.006447315,-0.004640102,-0.003204823,-0.005300045,-0.005147457,-0.004319191,-0.003827572,-0.004154682,-0.006118298,-0.007093906,-0.004808426,-0.005332947,-0.007490158,-0.008827686,-0.004776001,-0.0030756,-0.005065918
629,0.003913403,-0.004364491,-0.003547668,-0.007098675,-0.004878521,-0.00297308,-0.000937462,-0.002245903,-0.003528595,-0.003003597,-0.003668308,-0.003231049,-0.005206585,-0.004097462,-0.005491734,-0.004801273,-0.005573273,-0.003869057,-0.005105972,-0.00434351,-0.003490925,-0.00429821,-0.004402637,-0.006840706,-0.007445335,-0.005568504,-0.004367828,-0.006935596,-0.009505272,-0.0046978,-0.004457474,-0.004159451
630,0.001912594,-0.005848885,-0.006085396,-0.008732796,-0.00777626,-0.004173279,-0.003058434,-0.003437042,-0.005293369,-0.004253864,-0.00587225,-0.006616116,-0.007845879,-0.005262852,-0.007434368,-0.006650925,-0.006734371,-0.004460812,-0.006151199,-0.006421566,-0.005577564,-0.004898071,-0.005754948,-0.008253574,-0.009221077,-0.007002354,-0.006217003,-0.008560181,-0.01058674,-0.00629425,-0.005927563,-0.005880356
631,0.002785683,-0.004850388,-0.003987789,-0.008479118,-0.008114815,-0.00469923,-0.003092289,-0.003791332,-0.005414486,-0.004165649,-0.006332397,-0.008107185,-0.008226395,-0.005074978,-0.009590149,-0.006410599,-0.006084919,-0.004071712,-0.006640911,-0.006552219,-0.004678249,-0.00466156,-0.007723808,-0.007839203,-0.009541988,-0.007705212,-0.00793457,-0.009050846,-0.01114655,-0.006031036,-0.007231236,-0.006458759
632,0.000298977,-0.006463528,-0.01052999,-0.01373243,-0.01405907,-0.01201582,-0.008078098,-0.009143353,-0.009570122,-0.01211405,-0.01308107,-0.01236105,-0.01500082,-0.01259518,-0.01425648,-0.01442528,-0.01372814,-0.01073074,-0.01194811,-0.01398373,-0.01342583,-0.01119471,-0.01341152,-0.01435804,-0.0160923,-0.01545858,-0.01470137,-0.01513052,-0.01747131,-0.01312494,-0.0149045,-0.01389694
633,0.005528927,-0.00411272,-0.004276752,-0.008930683,-0.006280899,-0.005050659,-0.005327702,-0.002788067,-0.003554821,-0.003580093,-0.007591724,-0.005603313,-0.007801056,-0.004955769,-0.007519722,-0.005673409,-0.007042408,-0.004186153,-0.0068717,-0.006176472,-0.006510258,-0.006200314,-0.007036686,-0.009568214,-0.01224613,-0.009786129,-0.007111073,-0.009513378,-0.009441853,-0.007588863,-0.005458832,-0.006413937
634,-0.002250671,-0.007947922,-0.01148653,-0.01498508,-0.01501417,-0.01151752,-0.01215458,-0.01078606,-0.01080751,-0.01289225,-0.01427555,-0.01293325,-0.01360273,-0.01361084,-0.01569366,-0.01500034,-0.01359797,-0.01290751,-0.01431417,-0.01638412,-0.01220655,-0.01360083,-0.012187,-0.01639366,-0.01776648,-0.01428843,-0.01291227,-0.01778126,-0.02055597,-0.0150094,-0.01706266,-0.01290989
635,-0.001096725,-0.009658813,-0.00856781,-0.01313591,-0.01214743,-0.01154709,-0.007849216,-0.007762909,-0.009992599,-0.00773716,-0.009878635,-0.01284027,-0.01232767,-0.009766102,-0.01213026,-0.009842396,-0.01161385,-0.008947372,-0.01288128,-0.0107646,-0.01164961,-0.01156187,-0.0119071,-0.01439095,-0.01604033,-0.01306629,-0.01328373,-0.01543474,-0.01605034,-0.01385593,-0.009486675,-0.01150656
636,0.000523567,-0.005631924,-0.00512886,-0.008494377,-0.006689548,-0.004252911,-0.005031109,-0.003699303,-0.004302502,-0.005043983,-0.004848003,-0.005623341,-0.007450104,-0.004522324,-0.006646633,-0.005540371,-0.007418633,-0.003322601,-0.005918026,-0.007935047,-0.007829189,-0.006639004,-0.00838089,-0.008943081,-0.0113225,-0.008277416,-0.00824976,-0.01250029,-0.01381969,-0.009337902,-0.01091051,-0.007329464
637,-0.000587463,-0.003440857,-0.002792835,-0.004537106,-0.003097534,-0.000794411,-0.001280308,0.000406742,-0.001901627,-0.001442432,-0.001200199,-0.003098965,-0.004251003,-0.002360821,-0.003466129,-0.00204134,-0.002336979,-0.001720428,-0.00233984,-0.002369404,-0.003548145,-0.002323627,-0.003132343,-0.004983425,-0.006045341,-0.004877567,-0.004409313,-0.004986763,-0.006427765,-0.003675938,-0.003136635,-0.004560947
638,2.96E-05,-0.003617764,-0.00275898,-0.004776955,-0.002976418,-0.002050877,0.000103951,0.000905514,-0.000149727,-0.002803802,-0.000681877,-0.000781536,-0.003307819,-0.001916885,-0.004704952,-0.004047871,-0.002654076,0.000263214,-0.003132343,-0.003073215,-0.001778126,-0.002550125,-0.003225803,-0.004477024,-0.005991936,-0.004580021,-0.004946709,-0.004344463,-0.006434441,-0.002084255,-0.004427433,-0.001202106
639,0.000439644,-0.01186371,-0.01011467,-0.01274586,-0.0131731,-0.01063871,-0.009821892,-0.009082794,-0.0123744,-0.01016808,-0.009816647,-0.012115,-0.01330805,-0.01132202,-0.01315308,-0.01227379,-0.01403952,-0.009475708,-0.01204681,-0.01322699,-0.01271725,-0.01320553,-0.01026964,-0.01616335,-0.01481962,-0.01419353,-0.01277637,-0.01494884,-0.01517153,-0.01412535,-0.01159763,-0.01373672
640,0.000508785,-0.01092863,-0.014359,-0.01754808,-0.01766396,-0.01280403,-0.0124197,-0.01293802,-0.01503038,-0.01341724,-0.01299953,-0.01469469,-0.02024651,-0.01375532,-0.01475334,-0.01668167,-0.01493645,-0.01357841,-0.01701689,-0.01430225,-0.01442051,-0.01503897,-0.01300526,-0.0200038,-0.01882792,-0.01719141,-0.01817417,-0.01836777,-0.02023363,-0.01904011,-0.01610518,-0.017766
641,-0.0050807,-0.005938053,-0.01277256,-0.01022339,-0.01062965,-0.01289988,-0.01262331,-0.008777142,-0.006629944,-0.01771116,-0.01040936,-0.01271582,-0.01448298,-0.01077843,-0.016294,-0.01027393,-0.0169754,-0.0106349,-0.01759338,-0.01734686,-0.0162406,-0.01715088,-0.01339006,-0.01116085,-0.01179123,-0.0190134,-0.01232052,-0.0134387,-0.01794577,-0.01298141,-0.01008987,-0.01761818
642,0.002072334,-0.00612545,-0.006015301,-0.02027798,-0.01101446,-0.01136351,-0.01800823,-0.01722383,-0.005315304,-0.02049017,-0.01823139,-0.009662151,-0.02118444,-0.01710701,-0.01626444,-0.01461983,-0.01801491,-0.01156092,-0.02180243,-0.01490831,-0.0185914,-0.01676321,-0.01075745,-0.01924849,-0.01664257,-0.01738024,-0.01320505,-0.02005672,-0.01916552,-0.02171612,-0.02271175,-0.02290058
643,-0.005299568,-0.01593494,-0.01449013,-0.01291513,-0.01681232,-0.008422852,-0.01063585,-0.008837223,-0.01355743,-0.01288462,-0.01396847,-0.01261711,-0.01927614,-0.01392746,-0.009460926,-0.01281548,-0.01400185,-0.01184273,-0.01832151,-0.02424812,-0.01905632,-0.01509809,-0.01469374,-0.0214653,-0.0263958,-0.02209806,-0.01905823,-0.02005672,-0.0212822,-0.01297617,-0.009806633,-0.0107317
644,-0.001443863,-0.009313583,-0.0198555,-0.02223206,-0.01975727,-0.01393795,-0.01972866,-0.01439428,-0.01887035,-0.01879311,-0.01878643,-0.01641321,-0.02112389,-0.01743793,-0.02101469,-0.01750851,-0.01545095,-0.01325893,-0.01648569,-0.01508236,-0.02219963,-0.01190138,-0.01874781,-0.01643705,-0.01840639,-0.02082443,-0.02010536,-0.02658892,-0.02259254,-0.02110529,-0.02474403,-0.02343369
645,-0.01058531,-0.01410151,-0.01714993,-0.01619577,-0.01648903,-0.005475521,-0.01093817,-0.01716328,-0.01961708,-0.01506662,-0.01661968,-0.0175705,-0.02252102,-0.01584291,-0.01439524,-0.0113287,-0.02118635,-0.02052116,-0.02119446,-0.02128983,-0.02444124,-0.01878357,-0.02122974,-0.02050924,-0.02184343,-0.02275372,-0.02938461,-0.0232234,-0.03452158,-0.01829004,-0.01950979,-0.01772547
646,0.009921551,-0.004508495,-0.006346226,-0.01299858,-0.0109005,-0.00628233,-0.0129838,-0.01059008,-0.008315563,-0.009890079,-0.01238489,-0.009922504,-0.00790596,-0.01515198,-0.01242924,-0.01006603,-0.01179552,-0.007472992,-0.01414442,-0.01300287,-0.01205635,-0.0151,-0.01492357,-0.01189852,-0.0173707,-0.0168786,-0.01565409,-0.01758528,-0.01483107,-0.01469755,-0.01190758,-0.01439857
647,0.005230427,-0.008217812,-0.01367855,-0.01922178,-0.02110147,-0.01200676,-0.01627588,-0.01163101,-0.02047539,-0.02127266,-0.01532173,-0.01205015,-0.01740551,-0.01237249,-0.01728058,-0.02289581,-0.01138926,-0.01041031,-0.01793528,-0.02113819,-0.01492214,-0.02712774,-0.0168643,-0.02173996,-0.02187061,-0.02101088,-0.01999664,-0.02393579,-0.02479267,-0.01735497,-0.02036285,-0.02007723
648,-0.003630638,-0.01442528,-0.01063156,-0.01534796,-0.0189991,-0.01289368,-0.01437759,-0.01625919,-0.0175581,-0.01497126,-0.010571,-0.02206612,-0.01985741,-0.01799202,-0.02079105,-0.01719141,-0.01430607,-0.01220322,-0.01868725,-0.02234364,-0.02051497,-0.02395582,-0.01772451,-0.0208683,-0.02910805,-0.02472925,-0.0235815,-0.02328968,-0.02691555,-0.01367474,-0.0225873,-0.01801157
649,0.002242088,0.001209736,-0.001576424,-0.005498886,-0.003223896,0.000621796,0.000999451,-0.000323296,0.000565529,-0.000353813,-0.0019207,-0.002700329,-0.002416134,-0.00116539,-0.002285004,0.002269268,0.004091263,0.003140926,-0.003211021,-0.00396204,0.000702858,-0.001720428,0.001729488,-0.003594398,-0.006984711,-0.00493288,-0.002401352,-0.003118515,-0.007009983,0.000278473,-0.003869057,0.000732899
650,-0.003623486,-0.009860516,-0.005967617,-0.01727343,-0.01112843,-0.008963585,-0.00181675,-0.006575584,-0.009519577,-0.006485462,-0.006800652,-0.002357483,-0.01358509,-0.009951591,-0.003922462,-0.001718521,-0.00583744,-0.002180576,-0.004572392,-0.005660057,-0.007631302,-0.01023388,-0.00852108,-0.008899689,-0.009327412,-0.01069593,-0.008880138,-0.00886488,-0.007937431,-0.01206875,-0.01030874,-0.007397175
651,-0.001442909,-0.002927303,0.000597954,-0.001880646,-0.002669334,-7.87E-05,-0.003295422,0.002931118,-0.001224995,-0.002998352,-0.002907753,-0.004206657,-0.009785175,-0.005185604,-0.005225658,-0.005870819,-0.001344204,-0.004944324,-0.001234531,-0.00761652,-0.005407333,-0.000975609,-0.01047707,-0.01131201,-0.0136199,-0.01184607,-0.007682323,-0.01239586,-0.009541988,-0.003231525,-0.01025724,-0.004583359
652,0.005448818,-0.00414753,-0.00835228,-0.008031368,-0.009056568,-0.01355839,-0.005801201,-0.001862526,-0.006274223,-0.005047321,-0.00853157,-0.008625507,-0.01222277,-0.01048374,-0.003332138,-0.0060606,-0.01121902,-0.007852554,-0.007861137,-0.008199692,-0.008706093,-0.00661087,-0.01233959,-0.01322651,-0.01038122,-0.01429701,-0.01050758,-0.01438904,-0.01576853,-0.006224632,-0.009540081,-0.009682178
653,0.001791477,-0.001727581,-0.002509117,-0.005242825,-0.006971359,0.000240326,-0.00875473,-0.00082159,-0.005190372,-0.006224155,-0.003412247,-0.006995678,-0.006941319,-0.002534866,-0.007072926,-0.00611496,-0.01215076,-0.002511978,-0.00173378,-0.003482342,-0.004390717,-0.001723766,-0.007863045,-0.009636402,-0.01570368,-0.006938457,-0.006170273,-0.008747578,-0.01051617,-0.01052475,-0.007846832,-0.01394081
654,0.006329536,-0.0012393,0.002808094,-0.003947258,-0.000701428,0.003576756,0.001429081,0.002417564,0.001932144,-0.005302906,0.001703262,-0.000771999,3.81E-06,-0.000368118,-0.001625061,0.000824451,0.000145435,0.006286144,-0.003974915,-0.001131535,-0.003751755,-0.004250526,-0.002873898,-0.005983829,-0.002660275,-0.001288414,-0.006813526,-0.003642559,-0.01018047,-0.002496719,-9.16E-05,-0.000228405
655,0.001409531,-0.001918793,0.002846241,0.001320362,0.002699852,0.00314045,0.003838062,0.008188248,0.001772404,0.005997658,0.001228333,0.001322269,0.000136852,0.000555515,0.001355648,-0.000623703,-0.00148201,0.006634235,0.003013611,0.001160622,0.002850533,0.00186491,0.000687599,-0.005050659,-0.006745815,-0.003940582,-0.000173569,-0.000303268,-0.00928688,0.000972271,-0.00146246,0.001998425
656,-0.003657818,-0.000201225,0.007791519,0.005301952,0.006119728,0.0085392,0.01035595,0.009046078,0.008971691,0.008271217,0.007797241,0.00589323,0.004796028,0.006430626,0.005156517,0.008140087,0.006574631,0.00923872,0.006447792,0.007321358,0.006080627,0.008464336,0.007183075,-0.000458241,-0.000547409,0.001984596,0.002881527,0.001381397,-0.004237175,0.005414486,0.006383896,0.006319523
657,-0.003013134,0.003571987,-0.004176617,-0.003368378,-0.002808094,0.002705574,-0.000582695,0.000364304,-0.001071453,-0.000910282,-0.002486706,0.000337601,-0.003576279,0.000411034,-0.001887798,-0.000833988,-0.000472069,-9.06E-06,0.001360893,-0.00074482,0.004556656,0.001400471,0.000560284,0.01177979,0.01179457,0.01203585,0.009141445,0.008210182,0.01813412,0.005214691,0.008368492,0.007665157
658,-0.000450611,0.007964134,-0.002819061,-0.000890255,-0.000138283,0.003668308,0.003694534,0.005016327,0.002362251,0.003633976,0.000703812,0.003403187,-0.001727104,-0.000526428,6.15E-05,0.002655029,-0.000321865,0.00203371,0.003275871,0.004395962,0.002063751,0.001001358,0.001848698,0.008895874,0.006782055,0.009442329,0.008086205,0.0047822,0.01587439,0.007042885,0.01148987,0.008677959
659,0.003831863,0.005073071,0.002317429,-0.001832962,-0.001760006,0.000244141,0.00138092,0.000655651,0.000430584,0.002684593,0.002684593,-0.003192902,-0.005998135,-0.005110741,-0.00097847,-0.000144005,-0.002548695,-0.001990795,-0.007478714,-0.007088184,-0.004402161,0.002403259,-0.005040646,-0.002621651,-0.005142212,-0.000154972,0.000851631,-0.006166458,-0.007049084,-0.006074429,-0.004571915,-0.005253315
660,-0.001666069,-0.001004219,-0.01259279,-0.01764631,-0.005489826,-0.005445957,-0.006547928,1.34E-05,-0.007666588,-0.01299524,-0.005444527,-0.008203983,-0.0208478,-0.006656647,-0.01065397,-0.005242348,-0.01649857,-0.008862019,-0.01090765,-0.009903908,-0.008933067,-0.007393837,-0.01635981,-0.01639175,-0.01302814,-0.01319933,-0.01895237,-0.01294374,-0.02274132,-0.01412725,-0.00738287,-0.01100588
661,0.008070469,0.00194931,-0.001235962,-0.01151657,-0.007822514,-0.0020895,-0.003988743,0.003051281,0.002175808,-0.004116535,-0.007427216,-0.000498772,-0.005465984,-0.008517742,-0.004051685,-0.008179665,-0.000121117,-0.001693726,-0.009474754,0.000114441,-0.001416206,-0.000772953,8.30E-05,-0.005470753,-0.002540112,-0.005559921,-0.001964092,-0.008975029,-0.01415825,-0.007707119,-0.008644581,-0.008756161
662,0.002818584,-0.01223183,-0.005454063,-0.006742477,-0.01625872,6.87E-05,0.001602173,-0.003931999,-0.005270004,-0.006678581,-0.004180908,-0.00531292,-0.01351786,-0.008197784,-0.003908157,-0.01221037,-0.006686211,-0.00948,-0.01496077,-0.009482384,-0.01352644,-0.005392075,-0.007941723,-0.01348066,-0.01069784,-0.009420395,-0.009375095,-0.01612329,-0.01489973,-0.009530067,-0.00936985,-0.01217604
663,0.006333828,-0.009109497,-0.000625134,-0.01779985,-0.01741505,-0.005169868,-0.01827002,-0.01354408,-0.01153755,-0.01626587,-0.002239704,-0.0150218,-0.01367617,-0.01436138,-0.02057171,-0.01913071,-0.01295996,-0.0111537,-0.01497412,-0.01474285,-0.01383305,-0.008939266,-0.02144337,-0.01934147,-0.02300835,-0.01947451,-0.01506996,-0.02779102,-0.02223492,-0.0127039,-0.02914476,-0.02189255
664,-0.000234604,-0.005153656,-0.000498772,0.002385616,0.001675606,0.004279613,0.00274086,0.006417751,0.01170635,0.002818584,0.000366688,0.004594803,0.001593113,-0.002770901,-0.000108719,0.001562119,-0.002911091,0.001592636,-0.000716209,-0.005785465,-0.001309872,0.000348568,-0.000432968,-0.007649422,-0.007211685,-0.006603241,-0.003180027,-0.006440639,-0.01262999,-0.000817299,0.00162077,-0.006469727
665,0.00449419,0.000692844,-0.01133871,-0.006289959,0.001480103,0.000746727,-0.002430439,0.002089977,-0.00772953,-0.00540638,-0.003603935,-0.000349522,-0.000276566,-0.002960205,-0.000544071,0.001460075,-0.003069401,-0.003991127,-0.001859665,0.00687027,0.001080036,0.000502586,-0.003360271,-0.005456924,-0.0127058,-0.004267693,-0.01217842,-0.01003981,-0.009982109,-0.006886005,-0.004018307,-0.008537292
666,-0.00744009,-0.008080482,-0.002700806,-0.01123238,-0.004867554,-0.004781246,-0.008703709,-0.002600193,-0.005884647,-0.01315641,-0.007416725,-0.01073599,-0.009100914,-0.01469946,-0.005433559,-0.008715153,-0.008412838,-0.009180069,-0.01111412,-0.008090019,-0.01141644,-0.01129055,-0.005568504,-0.012784,-0.01817322,-0.01214027,-0.0152607,-0.01262379,-0.01610756,-0.01003218,-0.01144361,-0.01003981
667,-0.005266666,-0.007411957,-0.001553059,-0.02058983,-0.01207495,-0.01702595,-0.01566219,-0.01851273,-0.01066256,-0.01611233,-0.0142417,-0.02176571,-0.02012062,-0.02003002,-0.01902819,-0.01841211,-0.02727127,-0.02098751,-0.01825523,-0.01526976,-0.01956129,-0.01487589,-0.01502752,-0.01402283,-0.02390337,-0.02054739,-0.01612711,-0.02044964,-0.02969837,-0.02263021,-0.02697992,-0.02164936
668,-0.00227356,-0.01114941,-0.009844303,-0.01735926,-0.006341934,-0.01538944,-0.01050234,-0.01030254,-0.007525921,-0.005879879,-0.002971172,-0.01219416,-0.02320528,-0.01286793,-0.01173735,-0.01486778,-0.01693583,-0.01669979,-0.01497078,-0.01978731,-0.01924419,-0.01584435,-0.01787853,-0.01541662,-0.0172205,-0.01935387,-0.01263142,-0.02103758,-0.02311516,-0.02683687,-0.01530647,-0.01925373
669,0.01383305,-0.000112057,0.000414848,0.000608444,-0.003967285,0.001587391,0.002331257,0.004566193,-0.000107765,0.002608776,0.004776001,0.00300312,-0.003959179,-0.004180908,-0.006105423,0.0015378,0.003537178,0.004407883,-0.002974033,-0.001549244,0.002160549,-0.008527279,-0.002278328,-0.010746,-0.009652138,-0.01054955,-0.009073257,-0.003129482,-0.006345749,-0.007194042,-0.003771782,-0.006245136
670,0.00539875,-0.00105238,0.000939846,0.000339508,-0.00047636,0.003736019,0.000120163,0.000287533,0.002203465,0.000213146,0.001625538,0.001521111,-0.003369808,0.006717205,-0.002676487,-0.002006054,-0.002031326,0.000619412,-0.000770569,0.000360966,0.000884056,-0.002635956,-0.001769066,-0.008472443,-0.002481461,0.004525185,-0.003933907,-0.004188538,-0.008012295,-0.008145809,-0.008602619,-0.004796028
