,H2O,MEF_0.5,MEF_1,MEF_1.5,MEF_2,MEF_2.5,MEF_3,MEF_3.5,MEF_4,MEF_4_prot_0.5,MEF_4_prot_1,MEF_4_prot_2,MEF_4_prot_3,MEF_4_prot_4,MEF_4_prot_5,MEF_4_prot_6,MEF_4_prot_8,MEF_4_prot_10,MEF_4_prot_12,MEF_4_prot_14,MEF_4_prot_16,MEF_4_prot_20,MEF_4_prot_24,MEF_4_prot_28,MEF_4_prot_32,MEF_4_prot_36,MEF_4_prot_40,MEF_4_prot_44,MEF_4_prot_48,MEF_4_prot_52,MEF_4_prot_56,MEF_4_prot_56
342,0.003890514,-0.0039711,-0.003339291,-0.004959583,-0.001162529,0.004394531,0.007688046,0.01200581,0.0149889,0.01607847,0.0169363,0.02045107,0.02431297,0.02872753,0.031394,0.03635025,0.03910017,0.04134893,0.0396657,0.04008961,0.0400548,0.0411334,0.04054165,0.03841543,0.03834248,0.03955412,0.03996181,0.03821993,0.03746557,0.04034281,0.04042912,0.04128218
343,0.004198551,-0.00421524,-0.004352093,-0.006715298,-0.003747463,0.001801014,0.004308701,0.007799149,0.01061726,0.01096869,0.01160192,0.01371288,0.01642704,0.02000952,0.02137613,0.0249877,0.02677298,0.02955055,0.02718401,0.02783632,0.02819777,0.02863169,0.02889299,0.02646255,0.02627373,0.02736568,0.02848101,0.02677345,0.0259757,0.02959824,0.02909422,0.03028393
344,0.004464149,-0.004747391,-0.005543709,-0.008215904,-0.005961895,-0.001020908,0.001280785,0.004256248,0.006299973,0.006816864,0.006866932,0.008056164,0.00925827,0.01235342,0.01254797,0.01528549,0.01682901,0.01895952,0.01675653,0.01728821,0.01759386,0.01826906,0.01836967,0.01603985,0.01621342,0.01721621,0.01840305,0.01724434,0.01555252,0.01921082,0.01917839,0.02043962
345,0.004580498,-0.004585266,-0.006286144,-0.009092808,-0.007442951,-0.00275898,-0.001008511,0.001858711,0.00289011,0.003314495,0.003214836,0.003642559,0.004039764,0.006097317,0.005587578,0.008027077,0.009023666,0.0110693,0.008840561,0.009209633,0.008883953,0.01045704,0.01044559,0.008553982,0.008225918,0.009386063,0.01037693,0.009415627,0.00810051,0.01152849,0.01203966,0.01249886
346,0.004217625,-0.005200386,-0.006988525,-0.0104022,-0.009092331,-0.004809856,-0.003368855,-0.000892162,-0.000136375,-9.25E-05,-0.000104427,-0.00070715,-0.000598908,0.00088644,3.72E-05,0.002161503,0.002838135,0.004100323,0.002080917,0.002869606,0.002682686,0.004145622,0.004117489,0.001962185,0.002010822,0.003318787,0.004247189,0.003670692,0.001871109,0.005841732,0.005657673,0.006605148
347,0.004367352,-0.005772591,-0.007796764,-0.0115428,-0.01046133,-0.007159233,-0.005236626,-0.003690243,-0.003198624,-0.003199577,-0.003443241,-0.004457951,-0.004647255,-0.002610683,-0.004306793,-0.002482414,-0.002358913,-0.000174046,-0.002485275,-0.002140045,-0.002197266,-0.000788212,-0.000579834,-0.00240469,-0.002934933,-0.001691818,-0.000272274,-0.001059532,-0.002500057,0.001132011,0.001244545,0.002175808
348,0.00396347,-0.005675316,-0.008265495,-0.01192427,-0.01119375,-0.007682323,-0.006412029,-0.005336285,-0.005239487,-0.005308151,-0.005722046,-0.006495476,-0.007169247,-0.005542755,-0.007663727,-0.006296158,-0.0053792,-0.003505707,-0.005625725,-0.005151749,-0.005199909,-0.003898144,-0.003917217,-0.005761623,-0.00596714,-0.004683971,-0.003460407,-0.00430584,-0.005646229,-0.001843929,-0.001762867,-0.001055241
349,0.00412178,-0.006295681,-0.008576393,-0.01281834,-0.01195526,-0.009215355,-0.007972717,-0.006556034,-0.006866455,-0.007138729,-0.007293224,-0.008984566,-0.009294987,-0.007969856,-0.009662151,-0.008093834,-0.008440018,-0.005846977,-0.008339405,-0.00750494,-0.00748539,-0.006365776,-0.006646156,-0.008756638,-0.008833885,-0.007293224,-0.005594254,-0.006594181,-0.008192539,-0.004256248,-0.004243374,-0.00359869
350,0.004063129,-0.006259918,-0.009645462,-0.01374769,-0.01321507,-0.01053333,-0.009953499,-0.008515835,-0.009010792,-0.008982658,-0.009118557,-0.01076555,-0.01134014,-0.009908199,-0.01139307,-0.009913921,-0.01017189,-0.008364201,-0.009944439,-0.009039879,-0.009077072,-0.007951736,-0.008845806,-0.01098442,-0.01084661,-0.009056091,-0.007861614,-0.008533001,-0.01010609,-0.005804062,-0.006124973,-0.005327702
351,0.004850388,-0.006014347,-0.009221077,-0.01380014,-0.01327658,-0.01052761,-0.009896278,-0.008986473,-0.009572983,-0.0101037,-0.01008892,-0.01083612,-0.01124144,-0.01048326,-0.01209593,-0.01022673,-0.01011324,-0.008441448,-0.01070356,-0.0101757,-0.009805679,-0.008593082,-0.008644104,-0.01177502,-0.01118612,-0.009858131,-0.008492947,-0.009125233,-0.01009607,-0.006675243,-0.007082939,-0.005699158
352,0.004732609,-0.006048203,-0.009347439,-0.01413631,-0.01412725,-0.01112223,-0.01108217,-0.01018763,-0.01121283,-0.01082087,-0.01119184,-0.01269102,-0.01306963,-0.01159477,-0.01324844,-0.01172304,-0.01146221,-0.009047508,-0.01175117,-0.01124096,-0.01122475,-0.009455204,-0.009930611,-0.01212692,-0.01299238,-0.01047564,-0.009327888,-0.00993824,-0.01184464,-0.007660866,-0.00768137,-0.006752014
353,0.004355907,-0.006381512,-0.009734631,-0.01471853,-0.01446342,-0.01139593,-0.01152945,-0.01101303,-0.01139927,-0.01229048,-0.01242161,-0.01332092,-0.01357651,-0.01229,-0.01356792,-0.01166439,-0.01191139,-0.01011753,-0.01190901,-0.01152802,-0.01140261,-0.01011372,-0.01038265,-0.01292658,-0.01256037,-0.01114511,-0.009859562,-0.01113796,-0.01178503,-0.008447647,-0.008319378,-0.007551193
354,0.004670143,-0.006836414,-0.01021862,-0.0147233,-0.01498747,-0.01255083,-0.01229811,-0.01177788,-0.01269054,-0.01241446,-0.01268387,-0.01371193,-0.01410675,-0.01332855,-0.01460743,-0.01230288,-0.01294947,-0.01049137,-0.01306629,-0.01228857,-0.01216173,-0.01100016,-0.01075554,-0.0138483,-0.0136075,-0.01166439,-0.01074839,-0.0117774,-0.01307344,-0.008797646,-0.008667946,-0.007499695
355,0.004540443,-0.006505966,-0.009892464,-0.01472235,-0.01484442,-0.01229572,-0.01206875,-0.01174974,-0.01251841,-0.01282454,-0.01349926,-0.01411343,-0.01458883,-0.01314497,-0.01435184,-0.0125227,-0.01302719,-0.0109539,-0.01248598,-0.01218462,-0.01187658,-0.01069212,-0.01136112,-0.01404858,-0.01405716,-0.01222324,-0.01069307,-0.01186752,-0.01262856,-0.009200096,-0.008891582,-0.008105278
356,0.004527569,-0.0072155,-0.01002741,-0.01526594,-0.01516724,-0.01337004,-0.01213074,-0.01232958,-0.01329327,-0.013731,-0.01413107,-0.01485252,-0.01468468,-0.01352978,-0.01519728,-0.01303244,-0.01320219,-0.01102591,-0.0130024,-0.01338053,-0.01298332,-0.01108837,-0.01154232,-0.01459217,-0.014575,-0.01216793,-0.01154232,-0.01259375,-0.01405239,-0.01025248,-0.009638786,-0.008591652
357,0.004230976,-0.007551193,-0.01000738,-0.01557255,-0.01494312,-0.01301861,-0.0128088,-0.01227331,-0.0135932,-0.01420927,-0.01400089,-0.01509714,-0.01514912,-0.01387691,-0.01499033,-0.01337481,-0.01293945,-0.01142693,-0.01316404,-0.01274157,-0.01348114,-0.01102066,-0.01211548,-0.01591539,-0.01599026,-0.01341438,-0.01219702,-0.01330614,-0.01560163,-0.01036835,-0.01042604,-0.009506702
358,0.003660202,-0.007117748,-0.01036263,-0.01523972,-0.01556969,-0.01352787,-0.01234484,-0.01236486,-0.01380682,-0.01394367,-0.01414633,-0.01502657,-0.0151782,-0.0138607,-0.01558304,-0.01327419,-0.01294374,-0.01092482,-0.01336241,-0.01284885,-0.01332617,-0.01176739,-0.01204681,-0.01512003,-0.01533699,-0.01270056,-0.01140165,-0.01240683,-0.01448488,-0.01056862,-0.01005745,-0.009051323
359,0.004715443,-0.006409645,-0.009760857,-0.01528835,-0.01586819,-0.01306915,-0.01305628,-0.01240444,-0.01384783,-0.01439667,-0.01366568,-0.01474571,-0.01490068,-0.01348782,-0.01524639,-0.01336718,-0.01304579,-0.01096964,-0.01311016,-0.0129981,-0.01335287,-0.011271,-0.01183844,-0.01501131,-0.01461554,-0.0126214,-0.01168013,-0.01255417,-0.01389313,-0.01012897,-0.009711742,-0.009249687
360,0.004544735,-0.006228447,-0.01027298,-0.01568222,-0.01583052,-0.01349735,-0.01365185,-0.01288509,-0.01473427,-0.01525545,-0.01477575,-0.01551056,-0.01594067,-0.01453161,-0.01561737,-0.01354551,-0.01364613,-0.01162577,-0.01373339,-0.01360035,-0.01265287,-0.01218128,-0.01257324,-0.0145812,-0.01443434,-0.01205921,-0.01152468,-0.01223373,-0.01269341,-0.01003695,-0.01009512,-0.00902462
361,0.004857063,-0.00540781,-0.01034737,-0.01582003,-0.0159831,-0.01363707,-0.01373863,-0.01317501,-0.01470852,-0.01526546,-0.01497316,-0.01543808,-0.01610327,-0.01468372,-0.01556063,-0.0141263,-0.01413822,-0.01188898,-0.0140357,-0.0137701,-0.01340103,-0.01258326,-0.01185036,-0.01343203,-0.01349878,-0.01163912,-0.01129103,-0.01176071,-0.01191616,-0.01029158,-0.008938313,-0.008648396
362,0.00441885,-0.00668478,-0.01056242,-0.01579666,-0.01652431,-0.01389933,-0.01430225,-0.01361561,-0.01494884,-0.01551723,-0.01545811,-0.01602697,-0.01629925,-0.01486921,-0.01565266,-0.01417875,-0.01440573,-0.01208448,-0.01383114,-0.01399803,-0.01365471,-0.01266432,-0.01289797,-0.01498032,-0.01466799,-0.0128293,-0.01248837,-0.01299715,-0.01390123,-0.01109362,-0.01083565,-0.009932518
363,0.004909039,-0.007048607,-0.01028633,-0.01527548,-0.01582766,-0.01401472,-0.01360178,-0.01339149,-0.01491213,-0.01517296,-0.01558638,-0.0157547,-0.01612425,-0.01480389,-0.01531792,-0.01417255,-0.01395893,-0.01151228,-0.01391125,-0.01426554,-0.01382589,-0.0126667,-0.01266766,-0.01568985,-0.01544523,-0.01354313,-0.01307821,-0.01351023,-0.01504087,-0.01110506,-0.01055956,-0.00997591
364,0.004403114,-0.007659912,-0.01010084,-0.01559877,-0.01612616,-0.01348639,-0.01335335,-0.01305866,-0.01431608,-0.01513004,-0.0149703,-0.01603365,-0.01637936,-0.01424313,-0.01566935,-0.01404476,-0.01423931,-0.01221514,-0.0137701,-0.0138464,-0.01377964,-0.01248741,-0.01277685,-0.01626778,-0.01573133,-0.01390362,-0.0130825,-0.01408386,-0.01607895,-0.01154852,-0.01131201,-0.01051569
365,0.004415989,-0.007239819,-0.009850502,-0.01543283,-0.01579189,-0.01299381,-0.0128088,-0.01281786,-0.01408339,-0.01462555,-0.01443529,-0.01579905,-0.01572704,-0.01428938,-0.01525784,-0.01414967,-0.01389694,-0.01162529,-0.01339769,-0.01385403,-0.0134058,-0.01241589,-0.0124402,-0.01632643,-0.01588535,-0.01398087,-0.01239061,-0.01411819,-0.01605082,-0.0117898,-0.01155186,-0.01062584
366,0.004136562,-0.007120132,-0.0102849,-0.01554298,-0.01524162,-0.01303577,-0.01306915,-0.01255083,-0.01444435,-0.01463699,-0.01471758,-0.01529217,-0.01535654,-0.01402807,-0.01536989,-0.0134058,-0.01366854,-0.01118565,-0.01374531,-0.01320505,-0.0132947,-0.01168871,-0.01261854,-0.01581764,-0.01607418,-0.01386023,-0.01268053,-0.01335049,-0.01556444,-0.01135349,-0.01058674,-0.01027822
367,0.004482269,-0.006018162,-0.009046555,-0.01457882,-0.01409435,-0.01213074,-0.01169205,-0.01153088,-0.01354551,-0.01313925,-0.01338816,-0.01425266,-0.01443195,-0.01282835,-0.01392126,-0.0118022,-0.01231527,-0.01031399,-0.01233339,-0.01223946,-0.011971,-0.01067066,-0.01116705,-0.01402378,-0.01440334,-0.01222706,-0.01087809,-0.01230669,-0.01373816,-0.01021242,-0.008876324,-0.008936405
368,0.004511356,-0.0054245,-0.008620262,-0.01400328,-0.01400185,-0.01187229,-0.01140404,-0.01130676,-0.01298428,-0.01269913,-0.01305628,-0.0140605,-0.01399231,-0.01250935,-0.01345205,-0.01220131,-0.01179981,-0.01004219,-0.01207399,-0.01136303,-0.01195288,-0.0102129,-0.01122189,-0.01346397,-0.01397991,-0.01161957,-0.01054621,-0.01168013,-0.0133152,-0.01001406,-0.008487225,-0.008756161
369,0.004172802,-0.0066185,-0.009030819,-0.01451635,-0.01453638,-0.01274776,-0.01193857,-0.01214647,-0.01344824,-0.01351976,-0.01372242,-0.01455164,-0.01472187,-0.01341534,-0.01435184,-0.01235914,-0.01252747,-0.01059723,-0.01246977,-0.01256943,-0.01249647,-0.01124859,-0.01158047,-0.01467562,-0.01485014,-0.01219893,-0.01166105,-0.01222277,-0.01388931,-0.01039076,-0.009456635,-0.009359837
370,0.004572392,-0.006615162,-0.009645462,-0.0149579,-0.01481247,-0.01284266,-0.01231241,-0.01280594,-0.01410723,-0.01403093,-0.01451349,-0.01516294,-0.01538944,-0.01387167,-0.01455116,-0.01350832,-0.01315594,-0.01088524,-0.01307106,-0.01347876,-0.01261902,-0.01153851,-0.01249552,-0.01478291,-0.01512671,-0.01324129,-0.01183891,-0.01302147,-0.01426029,-0.01046801,-0.009915352,-0.00966692
371,0.004474163,-0.007302761,-0.009903908,-0.01532507,-0.01567125,-0.01333523,-0.01300144,-0.01290321,-0.01438093,-0.01469564,-0.01478767,-0.01576376,-0.01625156,-0.01460361,-0.01518297,-0.01359129,-0.01355362,-0.01175404,-0.01382494,-0.01370239,-0.01351976,-0.0118289,-0.01307058,-0.0153265,-0.01535654,-0.01418257,-0.01227427,-0.01374722,-0.01490736,-0.01136446,-0.01040697,-0.01037359
372,0.004542351,-0.007018089,-0.01000547,-0.01531601,-0.01577902,-0.01351309,-0.01327372,-0.01299238,-0.01496267,-0.01496029,-0.0152173,-0.01563025,-0.01644325,-0.01475954,-0.0159564,-0.01361275,-0.01370192,-0.01200104,-0.01375198,-0.01393795,-0.01387691,-0.01203394,-0.01284838,-0.01600266,-0.01550627,-0.01420784,-0.01279879,-0.01389599,-0.01510668,-0.01147461,-0.01072121,-0.0108285
373,0.00458765,-0.006599903,-0.009915829,-0.01558018,-0.01544285,-0.0132513,-0.01323223,-0.01294327,-0.0150466,-0.01483583,-0.01501703,-0.01575947,-0.01598406,-0.01436853,-0.01585007,-0.01394033,-0.01366377,-0.01202297,-0.0140481,-0.01373959,-0.01356077,-0.01195669,-0.0129447,-0.01570892,-0.01551867,-0.01390839,-0.01228952,-0.01377392,-0.01530075,-0.01138735,-0.01157236,-0.01082373
374,0.004256725,-0.007073402,-0.01036072,-0.01547289,-0.01600647,-0.01363659,-0.01344824,-0.01346636,-0.014925,-0.01476049,-0.01527357,-0.01612949,-0.0158844,-0.01464319,-0.01578426,-0.01401901,-0.0140996,-0.01187372,-0.01399612,-0.0142045,-0.01386166,-0.01274443,-0.01314926,-0.01553965,-0.01606798,-0.01393938,-0.01300907,-0.01424122,-0.01604319,-0.01151514,-0.01124239,-0.01080465
375,0.004703999,-0.006569862,-0.009619236,-0.01450825,-0.01490164,-0.01245499,-0.0125823,-0.0126667,-0.01349688,-0.01381874,-0.01406193,-0.01489115,-0.01489449,-0.01323271,-0.0145874,-0.01279402,-0.01287174,-0.01104546,-0.01290274,-0.01277924,-0.01275253,-0.01167059,-0.01200247,-0.01462126,-0.01478672,-0.01335669,-0.01197863,-0.01294184,-0.01549435,-0.01073503,-0.01030302,-0.009783268
376,0.003693104,-0.006658077,-0.009196281,-0.01397896,-0.01427269,-0.01228857,-0.0119338,-0.01169682,-0.01296997,-0.01342821,-0.01375723,-0.01416683,-0.01449203,-0.01302099,-0.01422548,-0.01280642,-0.01249886,-0.01063681,-0.01234818,-0.01268101,-0.01210308,-0.01149893,-0.01162052,-0.0142684,-0.01425648,-0.0125885,-0.01160908,-0.0130024,-0.01404238,-0.01029205,-0.009879589,-0.00891304
377,0.004256725,-0.006800652,-0.00976181,-0.0146203,-0.01489353,-0.01265907,-0.01227236,-0.01235342,-0.01367426,-0.0135498,-0.01427698,-0.01496172,-0.0152235,-0.01385927,-0.01508427,-0.01329994,-0.0131278,-0.01114511,-0.01303911,-0.01314497,-0.01273537,-0.0115571,-0.01215076,-0.01500845,-0.01487637,-0.01359892,-0.01185703,-0.01367712,-0.01522017,-0.01075745,-0.01018095,-0.009598732
378,0.003748894,-0.007089138,-0.009557247,-0.01426983,-0.0142765,-0.01229811,-0.01199389,-0.01190186,-0.01286077,-0.01337481,-0.01349163,-0.01449013,-0.01451302,-0.01341438,-0.01460123,-0.01221418,-0.01223087,-0.0105114,-0.01265097,-0.01245642,-0.01219511,-0.01123047,-0.01190138,-0.01426077,-0.01464224,-0.01276636,-0.01181459,-0.01309872,-0.01460361,-0.01069212,-0.01033306,-0.009297371
379,0.003833771,-0.005866051,-0.008014202,-0.01207447,-0.01209068,-0.0102644,-0.009753227,-0.009753704,-0.0111599,-0.01117563,-0.01186323,-0.01229095,-0.01235485,-0.01108074,-0.01238155,-0.01055527,-0.01026106,-0.008224964,-0.01055336,-0.01005316,-0.01046085,-0.008927822,-0.00935936,-0.0124011,-0.0128994,-0.01098919,-0.00998497,-0.01067495,-0.01279116,-0.008245468,-0.008220673,-0.007096291
380,0.004155636,-0.005142689,-0.007386208,-0.0121336,-0.01182747,-0.0100131,-0.009710789,-0.00950861,-0.01082182,-0.01112556,-0.01153278,-0.01203156,-0.01283503,-0.01092148,-0.0123353,-0.009920597,-0.009811878,-0.008186817,-0.01052332,-0.01021385,-0.009819031,-0.009303093,-0.009208202,-0.01133919,-0.01204491,-0.009624004,-0.008910179,-0.01052046,-0.01194143,-0.007987499,-0.008098602,-0.006975174
381,0.004281998,-0.005740643,-0.008284092,-0.01306343,-0.01348782,-0.01129818,-0.01078606,-0.01078844,-0.01233959,-0.01224518,-0.01276541,-0.01337814,-0.01357222,-0.0122385,-0.01338148,-0.01121855,-0.01142073,-0.009649277,-0.01141405,-0.01130247,-0.01100445,-0.01015043,-0.01006794,-0.01257181,-0.01297903,-0.01102495,-0.01029015,-0.01173115,-0.01318979,-0.0093503,-0.00850153,-0.007885456
382,0.003977299,-0.005960464,-0.009074688,-0.01381445,-0.01399326,-0.0114727,-0.01147699,-0.01137114,-0.01253986,-0.01316452,-0.01344061,-0.01376915,-0.01410055,-0.01261234,-0.01419544,-0.01233006,-0.01211596,-0.01042557,-0.01242638,-0.01216984,-0.01203346,-0.01077127,-0.01138878,-0.01405382,-0.01448345,-0.01255274,-0.01160383,-0.0128746,-0.0145793,-0.01075077,-0.01027489,-0.009599686
383,0.003980637,-0.005664349,-0.007827282,-0.01259756,-0.0127039,-0.0101881,-0.0100317,-0.01004171,-0.0116396,-0.01159716,-0.01159477,-0.0124445,-0.01272249,-0.01126289,-0.01248312,-0.01082325,-0.01081944,-0.008901119,-0.01083708,-0.01117182,-0.01070023,-0.009610176,-0.009578705,-0.01276684,-0.01325893,-0.01103687,-0.009982586,-0.01135874,-0.01335526,-0.008869648,-0.008540154,-0.007565975
384,0.004220009,-0.005919456,-0.009101868,-0.01331568,-0.01339245,-0.01083231,-0.01111174,-0.01127863,-0.01253033,-0.01263046,-0.01272869,-0.01350498,-0.01373959,-0.01245832,-0.01344585,-0.01197433,-0.01177359,-0.0100503,-0.01203442,-0.01155138,-0.01155853,-0.01039553,-0.0107913,-0.01328802,-0.0135355,-0.01224947,-0.01094723,-0.01213694,-0.01367712,-0.01005125,-0.009726524,-0.008871555
385,0.004097939,-0.005818367,-0.008379936,-0.0133357,-0.01358223,-0.01106548,-0.01079082,-0.01096582,-0.01279306,-0.01265192,-0.01284838,-0.0132184,-0.01380253,-0.01224661,-0.01363373,-0.01177835,-0.01162863,-0.009912491,-0.01157379,-0.01161146,-0.01164675,-0.01030016,-0.01074648,-0.01323652,-0.0135622,-0.01192331,-0.0109067,-0.01231241,-0.01383877,-0.00996685,-0.009819031,-0.008430004
386,0.004356384,-0.006352901,-0.008842945,-0.01377106,-0.01448917,-0.01220942,-0.01182318,-0.0117507,-0.0133419,-0.01330948,-0.01380682,-0.01399708,-0.01472282,-0.01339912,-0.01440334,-0.0126667,-0.01243162,-0.01075554,-0.01275682,-0.01224899,-0.01269102,-0.01134396,-0.01176929,-0.01408577,-0.01455832,-0.01312542,-0.01180172,-0.01285887,-0.01465559,-0.01114464,-0.01029587,-0.009590626
387,0.004134178,-0.006269932,-0.008759975,-0.01319742,-0.0136838,-0.01160669,-0.01075888,-0.01110601,-0.01248407,-0.01280022,-0.01307726,-0.01356411,-0.01401663,-0.01258469,-0.01363707,-0.01180458,-0.01176548,-0.01012897,-0.01199341,-0.01179695,-0.01198864,-0.01076841,-0.01112509,-0.01404762,-0.01407623,-0.0123806,-0.01100922,-0.01259708,-0.01431608,-0.01043081,-0.01003885,-0.008944511
388,0.003545284,-0.004834652,-0.006294727,-0.01009893,-0.0106535,-0.008295059,-0.007706642,-0.007694244,-0.009003639,-0.009505272,-0.00972414,-0.01020861,-0.01037788,-0.00914669,-0.01020193,-0.008492947,-0.008374214,-0.006727695,-0.00878191,-0.008356571,-0.008684158,-0.007143974,-0.007554531,-0.01057911,-0.01107311,-0.009037018,-0.008120537,-0.009270191,-0.01111937,-0.006818771,-0.006622314,-0.005815029
389,0.003987312,-0.003767014,-0.006048679,-0.009664059,-0.01001596,-0.007390499,-0.007266045,-0.007285118,-0.008392334,-0.008750439,-0.009076595,-0.009547234,-0.01016235,-0.008131027,-0.009371758,-0.00799036,-0.00814724,-0.005960464,-0.008169174,-0.008192539,-0.00766468,-0.006270409,-0.006896019,-0.009321213,-0.009624004,-0.007840633,-0.007033348,-0.008158684,-0.009366512,-0.006166935,-0.005794048,-0.00468111
390,0.004062176,-0.005582809,-0.00884676,-0.01328373,-0.0136261,-0.01112843,-0.01127243,-0.01089621,-0.0122838,-0.01263618,-0.01335192,-0.01350927,-0.01411152,-0.01219845,-0.0134387,-0.01214695,-0.0120945,-0.009967804,-0.01199198,-0.01187992,-0.01139164,-0.0106101,-0.01074171,-0.01308632,-0.0133996,-0.01184177,-0.01085949,-0.01168346,-0.01306725,-0.009845257,-0.009318829,-0.008743763
391,0.00421381,-0.006779671,-0.01000166,-0.01476002,-0.01514673,-0.01240969,-0.01245451,-0.0122366,-0.01404524,-0.01437473,-0.014606,-0.015172,-0.01567411,-0.01408291,-0.01538372,-0.01369858,-0.0134306,-0.01155615,-0.0136447,-0.01340485,-0.01334047,-0.01220417,-0.01240826,-0.01483536,-0.01548052,-0.01375628,-0.01283169,-0.01394415,-0.01535273,-0.01165342,-0.01155519,-0.01054811
392,0.003532887,-0.006537437,-0.008216858,-0.01270008,-0.01281929,-0.01052666,-0.009933472,-0.009694099,-0.01146221,-0.01150465,-0.0120306,-0.01268768,-0.01316595,-0.01175404,-0.01283312,-0.0110817,-0.01110172,-0.009043694,-0.0112114,-0.01082611,-0.01097918,-0.009502411,-0.01009941,-0.01314735,-0.01390457,-0.01158762,-0.01078796,-0.01201534,-0.01390934,-0.009599209,-0.009191036,-0.008197308
393,0.003291607,-0.003472328,-0.004436493,-0.008098602,-0.007957935,-0.005666733,-0.005604744,-0.005189896,-0.006308079,-0.006385803,-0.007154942,-0.007528305,-0.007867813,-0.006532669,-0.007842064,-0.005959511,-0.005887985,-0.004308701,-0.006093025,-0.005776882,-0.005769253,-0.004466057,-0.004835606,-0.007783413,-0.008299828,-0.006464005,-0.005318642,-0.006367207,-0.008372784,-0.004379749,-0.003977776,-0.003085136
394,0.003744602,-0.003377914,-0.005257607,-0.009055614,-0.008953094,-0.006721973,-0.006947517,-0.0063591,-0.007851601,-0.008213997,-0.00858593,-0.009058952,-0.00929451,-0.007739067,-0.008934021,-0.007372379,-0.007213116,-0.005360126,-0.007431984,-0.007153511,-0.00717783,-0.00575161,-0.005899429,-0.008307457,-0.00875473,-0.006984234,-0.00575161,-0.007528782,-0.008265018,-0.005256653,-0.004653931,-0.004314899
395,0.003453732,-0.005125999,-0.007659912,-0.01158905,-0.01196337,-0.009767056,-0.009919167,-0.009295464,-0.01066113,-0.01081848,-0.01143169,-0.01218128,-0.01225233,-0.01088667,-0.01202393,-0.01025152,-0.01029634,-0.008736134,-0.01052046,-0.01007414,-0.01016378,-0.008888245,-0.009377003,-0.01143026,-0.01184034,-0.01030731,-0.009441853,-0.01038599,-0.01175594,-0.008491993,-0.008128643,-0.007739544
396,0.003707886,-0.006457806,-0.009004116,-0.01323938,-0.01325893,-0.01082945,-0.01060724,-0.01079702,-0.01208687,-0.0121851,-0.01291323,-0.01366663,-0.01341248,-0.01230431,-0.01354599,-0.01169682,-0.01129913,-0.01013184,-0.01191044,-0.01181507,-0.01145267,-0.01029491,-0.01069546,-0.01321411,-0.01367569,-0.01180983,-0.01051378,-0.0125351,-0.01329994,-0.009869576,-0.009392738,-0.008785725
397,0.003216267,-0.007344723,-0.009102821,-0.01354647,-0.01393557,-0.01142216,-0.01165009,-0.01118135,-0.01269054,-0.01283979,-0.01340008,-0.01389503,-0.01444101,-0.01306629,-0.01415491,-0.01217604,-0.01230049,-0.01030731,-0.01247215,-0.01197577,-0.01254416,-0.01076508,-0.01144552,-0.01388311,-0.01460552,-0.01270342,-0.01159668,-0.01298094,-0.01473761,-0.01054811,-0.01019526,-0.009416103
398,0.003611565,-0.004890442,-0.005567074,-0.009278774,-0.009129524,-0.006853104,-0.006078243,-0.006229401,-0.007432938,-0.008224964,-0.008221149,-0.008948326,-0.009157181,-0.007875443,-0.009156704,-0.007305622,-0.007519722,-0.005123615,-0.00742197,-0.007411003,-0.007256508,-0.005787373,-0.006347656,-0.009852886,-0.009974957,-0.008052826,-0.006613255,-0.008244514,-0.01008511,-0.005521297,-0.005445957,-0.004607201
399,0.002871037,-0.00269556,-0.003825665,-0.006562233,-0.006727695,-0.004353523,-0.004162788,-0.003987312,-0.005048752,-0.00549984,-0.006027222,-0.006464958,-0.006729603,-0.00558424,-0.006291389,-0.005056381,-0.004793644,-0.00328064,-0.004881382,-0.004440784,-0.004793644,-0.003283501,-0.003730297,-0.006052494,-0.006310463,-0.004986286,-0.004088879,-0.004891396,-0.00614357,-0.003017902,-0.002316475,-0.001869202
400,0.003653526,-0.00267601,-0.005489349,-0.009173393,-0.009763241,-0.006803513,-0.006999493,-0.007201672,-0.008285522,-0.008496284,-0.008588314,-0.009578228,-0.009684563,-0.008396626,-0.009376526,-0.007697582,-0.007601738,-0.005908012,-0.007606506,-0.007505417,-0.007308483,-0.006317139,-0.006622791,-0.007999897,-0.008599281,-0.006709576,-0.006305695,-0.007506847,-0.00769949,-0.005914688,-0.005028248,-0.004425049
401,0.003536224,-0.006027222,-0.008618355,-0.01253414,-0.01284599,-0.01051283,-0.01050949,-0.01036549,-0.01135254,-0.01209497,-0.01243258,-0.0130558,-0.01358843,-0.01219845,-0.01276731,-0.01149368,-0.01140022,-0.009539604,-0.01145029,-0.0110569,-0.0115037,-0.009960651,-0.01072931,-0.01226902,-0.01303005,-0.0112009,-0.01020956,-0.01152515,-0.01245546,-0.009414673,-0.009023666,-0.008375168
402,0.003955841,-0.006347179,-0.009076118,-0.01367521,-0.01414585,-0.01162624,-0.01157713,-0.01138783,-0.012784,-0.01298571,-0.01334572,-0.01401424,-0.01424694,-0.01287413,-0.01426125,-0.01260996,-0.01272011,-0.01057625,-0.01221895,-0.01257515,-0.01250219,-0.0110693,-0.01143456,-0.01342487,-0.01435757,-0.01232147,-0.01139307,-0.01312208,-0.01436949,-0.01066399,-0.01025057,-0.009553432
