,conc,abs
0,0.0,0.00022908061088480758
1,0.45068664169787764,0.0025665152211475917
2,0.9002493765586035,0.0008559430702625992
3,1.7960199004975124,0.004667678313424517
4,2.6873449131513647,0.007497644390019792
5,3.5742574257425743,0.009406075703958766
6,5.334975369458128,0.0165222482145371
7,7.078431372549019,0.020805880407952837
8,8.804878048780488,0.02784085283845722
9,10.514563106796116,0.02940593577041309
10,13.884615384615385,0.03977953728474898
11,17.19047619047619,0.04516443299376424
12,20.433962264150942,0.049977983584118896
13,23.61682242990654,0.047499361039513605
14,26.74074074074074,0.04931951106980839
15,29.807339449541285,0.051184442772758326
16,32.81818181818182,0.05048481709456376
17,35.77477477477478,0.05072159228498527
18,38.67857142857143,0.0508844549123636
