Wavelength (nm),H2O,prot5uM,nir_1,nir_1-2,nir_2,nir_2-2,nir_3,nir_3-2,nir_4,nir_4-2,nir_5,nir_5-2,nir_6,nir_6-2,nir_7,nir_7-2,nir_8,nir_8-2,nir_9,nir_9-2,nir_10,nir_10-2,nir_12,nir_12-2,nir_14,nir_14-2,nir_16,nir_16-2,nir_18,nir_18-2,nir_20,nir_20-2,nir_24,nir_24-2,nir_28,nir_28-2,nir_32,nir_32-2,nir_40,nir_40-2
380,-8.82E-05,-1.99E-05,7.78E-05,0.000522693,0.00100489,0.000353902,0.000472961,0.001480818,0.001888729,0.003448699,0.001372596,0.002734591,0.001660416,0.002096665,0.002203662,0.002027637,0.00281569,0.003397874,0.003357881,0.003456657,0.00414987,0.004047017,0.005520224,0.004349479,0.005854148,0.005815476,0.005547359,0.00659743,0.007366602,0.006755888,0.008458222,0.006916402,0.008158213,0.009152306,0.009082544,0.009895671,0.009239373,0.009336084,0.010195186,0.011739084
381,0.000457283,0.001060314,0.000233865,0.001102432,0.001204123,-0.000138364,0.001716625,0.000514996,0.001938884,0.001446221,0.000998066,0.001713507,0.002248597,0.001974872,0.002655877,0.002754024,0.002680385,0.002300277,0.003315648,0.003246661,0.003473853,0.003770928,0.004523231,0.004504922,0.005678236,0.005429679,0.006029396,0.005775496,0.006297522,0.006265454,0.007240005,0.006802558,0.008191054,0.008044492,0.008605003,0.008702128,0.009292156,0.00896998,0.009785729,0.010766734
382,0.00021312,0.000567688,0.000320302,0.001250096,0.001136845,0.000150527,0.001583091,0.000323099,0.001870712,-5.44E-05,0.001886311,0.001099629,0.00171348,0.001840452,0.002621421,0.00122437,0.002520725,0.002558115,0.0022308,0.002998657,0.00348596,0.003581764,0.004201959,0.003462111,0.004621226,0.004778598,0.005401267,0.005192555,0.006029685,0.005587764,0.007200052,0.006187962,0.006938707,0.007189524,0.007661769,0.007630259,0.008027298,0.00875297,0.009669702,0.009100704
383,0.00064198,0.000527954,0.000511912,-0.000116782,0.001366649,2.30E-05,0.00144713,0.000885036,0.002380541,0.000561934,0.001877238,0.001017967,0.001722603,0.001045238,0.002145179,0.002990055,0.003088956,0.003061322,0.004441838,0.002679135,0.003515526,0.002670931,0.004726074,0.004220909,0.005365911,0.004743293,0.004747795,0.00510365,0.006253926,0.005949321,0.00650532,0.00618657,0.007351411,0.007706824,0.007421396,0.007949808,0.00834392,0.008172009,0.008621084,0.008918135
384,-0.000159687,0.000637832,0.000231405,0.000980502,0.001343617,0.000960473,0.001452896,0.000544775,0.002459231,0.002557126,0.001240569,0.001614165,0.002372758,0.002113781,0.002929042,0.001989694,0.002965972,0.002934749,0.003271046,0.003047897,0.003368211,0.003717951,0.004861599,0.003832687,0.004983079,0.004637317,0.005648654,0.005100507,0.006121247,0.006778078,0.00763429,0.006517145,0.006891679,0.006822805,0.007255877,0.00788522,0.007486467,0.007638031,0.008535593,0.009419114
385,-0.000622887,0.00060644,0.001054943,0.000847297,0.001357639,0.001154287,0.001363481,0.00077367,0.001487831,0.001906305,0.002541373,0.001509598,0.001476843,0.002288514,0.00305457,0.002828561,0.003354437,0.002939414,0.003520093,0.004037611,0.004489176,0.003739726,0.004377954,0.004807285,0.00551595,0.004929299,0.006433564,0.005270997,0.005975224,0.005133877,0.007046483,0.006635383,0.006387354,0.007544121,0.007356913,0.007696759,0.007521733,0.007959352,0.009409036,0.008908121
386,-0.00018784,-0.000248331,6.72E-05,0.000388696,0.000356855,0.000533449,0.000807123,0.000584121,0.001168951,0.001514118,0.001406303,0.000398464,0.002177333,0.001519885,0.001785942,0.001429677,0.001812741,0.002478366,0.002666711,0.00233718,0.004254891,0.002808369,0.003448673,0.003800853,0.004686429,0.004383314,0.004373273,0.005270578,0.005649467,0.004946789,0.006680174,0.00539094,0.005710287,0.006323708,0.006760383,0.006221862,0.00771025,0.007187656,0.008741666,0.008046417
387,-0.000350665,-0.000175834,0.001185797,0.000474931,0.00082354,0.000155214,0.00105964,0.000680791,0.001454091,0.000819857,0.001869048,0.001154261,0.001908618,0.00177188,0.003050504,0.002555642,0.002702812,0.002125409,0.00338663,0.002977961,0.003803752,0.003670854,0.00389516,0.004455464,0.004821288,0.004424579,0.004601265,0.004533354,0.006358774,0.00515216,0.007332218,0.005808445,0.005751179,0.007365733,0.006710825,0.006966088,0.006898991,0.006836611,0.007358151,0.007902355
388,-0.000180077,-0.000164966,0.000700755,0.000503126,0.000537026,0.001041398,0.001532536,0.001324454,0.002027455,0.001578752,0.001917615,0.001496532,0.002371821,0.001225616,0.002526193,0.002411073,0.002969282,0.003221546,0.003763617,0.003404657,0.003954637,0.004306784,0.004821366,0.004311359,0.005268455,0.0053879,0.005167144,0.004225928,0.006311179,0.005354641,0.007016439,0.005866191,0.007363521,0.007189761,0.006428993,0.006419614,0.007346645,0.007134549,0.00829769,0.008513655
389,0.000422095,0.000707081,0.000572198,0.000620542,0.001456299,0.001261338,0.001889717,0.001327752,0.002218857,0.002517106,0.001375868,0.001188652,0.00291179,0.002725239,0.002913588,0.003522703,0.003092241,0.003136225,0.00393805,0.003535543,0.00327162,0.004125461,0.004580937,0.00529754,0.005373301,0.004943882,0.005542168,0.00569893,0.00602559,0.005838144,0.006720947,0.006010025,0.007123629,0.006185336,0.007709275,0.006888786,0.007231951,0.007224134,0.007671017,0.008466273
390,-0.000364632,-8.74E-05,0.000962133,0.000753495,0.001034859,0.002117969,0.001707815,0.000776004,0.001630118,0.001426041,0.001640641,0.000724713,0.001663924,0.002302098,0.002499011,0.00225237,0.002777731,0.0026334,0.00278539,0.003036401,0.003844726,0.00443755,0.004565268,0.003908193,0.005079371,0.005087254,0.004825371,0.004440113,0.005394871,0.006121955,0.006723103,0.005730063,0.006871481,0.006563894,0.006306136,0.006815364,0.007680686,0.006696892,0.007409151,0.008128093
391,8.39E-05,-1.75E-05,0.000500405,0.000863482,0.000928382,0.000435517,0.001209574,0.001039166,0.001174869,0.001479129,0.00200046,0.001412017,0.001391657,0.001843415,0.002637619,0.002431663,0.002661085,0.002303478,0.002910903,0.00343821,0.003378881,0.003808687,0.003640233,0.004111167,0.004496343,0.004052295,0.004969175,0.00489961,0.005925519,0.005170052,0.006457499,0.006217555,0.006394841,0.006790489,0.005887287,0.006687666,0.006986791,0.007380188,0.00709521,0.007739314
392,0.001839204,0.001732738,0.00244041,0.002016532,0.002676218,0.00082367,0.002904258,0.002300225,0.003248512,0.002806024,0.0032168,0.003198832,0.003184881,0.00385136,0.003717142,0.003578658,0.004732721,0.0041079,0.004486378,0.004494329,0.00530451,0.00479849,0.00633776,0.005376132,0.005800732,0.005911874,0.006470058,0.005734024,0.007295546,0.006403379,0.008003436,0.006872796,0.009043927,0.008066564,0.007707377,0.008043832,0.007591666,0.008277084,0.008982268,0.010223782
393,0.000136182,0.000783161,0.000652765,0.000914608,0.000896787,-0.001180038,0.001346759,0.001207108,0.001832627,0.000750254,0.001986938,0.001350576,0.001893851,0.002051538,0.002596446,0.002870382,0.002394466,0.003082126,0.003505897,0.002864858,0.004027369,0.003830467,0.004719427,0.004452587,0.005391595,0.005127485,0.004320693,0.004891024,0.005272045,0.005863226,0.006503034,0.004929509,0.006088195,0.006523346,0.00655354,0.006533463,0.007007862,0.006615827,0.007504165,0.008718317
394,-0.000926505,-0.000353252,-4.87E-05,0.00054957,0.000287119,0.001438378,0.000927941,0.001219023,0.001175336,0.001128955,0.001560151,0.00133819,0.001773622,0.001318041,0.002017598,0.002212717,0.002585431,0.002510337,0.002691898,0.002865483,0.003895786,0.004202195,0.003690303,0.003916082,0.004385981,0.004188943,0.004778101,0.003773722,0.005499853,0.005554805,0.006529732,0.005553468,0.006199568,0.00633319,0.006861093,0.007169681,0.006270392,0.006476128,0.006347846,0.007821275
395,-0.0001232,-0.00024088,0.00036214,0.00050367,0.00119104,0.00156028,0.001471337,0.000989971,0.001992815,0.001476818,0.001863381,0.002089356,0.002226715,0.002443377,0.002387412,0.002418752,0.002134331,0.002886642,0.003431687,0.003659341,0.004460014,0.00353048,0.004352303,0.004282497,0.005362085,0.005119156,0.004522342,0.004529614,0.006550571,0.006389324,0.006751655,0.005944361,0.007490417,0.006957908,0.006527077,0.007452627,0.007041405,0.00686709,0.007407677,0.008526564
396,-0.000250711,0.000837467,0.00055395,0.000571653,0.000729483,0.001037843,0.001243295,0.000998248,0.001161554,0.001046821,0.002210323,0.001278706,0.002005739,0.001776377,0.002975016,0.001903392,0.003090729,0.002246125,0.002964486,0.003246895,0.00390182,0.003546347,0.003892313,0.004149714,0.004707913,0.004485122,0.005051427,0.004143101,0.005894608,0.005380352,0.005804248,0.005562724,0.00647555,0.006767035,0.006466485,0.005937906,0.006859568,0.007101131,0.007215553,0.00784099
397,-0.000345026,0.000200171,0.000418467,0.000641332,0.000780412,0.000401703,0.000521242,0.00113887,0.000999441,0.001366208,0.001665873,0.001148628,0.001458818,0.001651009,0.002417841,0.001458922,0.002029379,0.002642568,0.003994293,0.003554412,0.003737689,0.003362498,0.004653486,0.003596407,0.004795977,0.004476413,0.004932938,0.004018433,0.005500168,0.005547123,0.005909434,0.005426953,0.006328777,0.006055014,0.005795617,0.005937039,0.006504952,0.006472607,0.007105972,0.007605628
398,-0.000231359,8.60E-05,0.000203796,0.000524326,0.001144969,0.00074403,0.001263103,0.000921923,0.001038803,0.001166927,0.002036661,0.00194983,0.00139028,0.001591431,0.002327654,0.001565918,0.00196694,0.002291039,0.002778721,0.002943558,0.00343761,0.003803151,0.004246762,0.003529958,0.004275804,0.004288823,0.0041027,0.003558457,0.005959792,0.005181683,0.005725237,0.004625622,0.005683377,0.006013175,0.005339651,0.005992257,0.006107385,0.006364947,0.006639299,0.008076585
399,-0.001102532,-0.000356924,3.65E-06,-0.000183803,0.000148533,-8.13E-06,0.000782409,0.000806086,0.000935205,0.00099433,0.001342656,0.000854897,0.001599901,0.000762882,0.001855218,0.001728736,0.002388817,0.002316464,0.002906682,0.003002332,0.003160865,0.003427486,0.004478348,0.003444289,0.003502635,0.003810724,0.00424867,0.004513056,0.004682478,0.005149043,0.005471672,0.004770956,0.005656023,0.00554673,0.006020288,0.00523146,0.00647731,0.00601454,0.006216321,0.006867274
400,-0.000519221,-0.00040534,-3.88E-05,0.00032341,0.000459564,0.000589591,0.000351492,0.001105598,0.001359638,0.001378906,0.00149461,0.001205888,0.00137122,0.000660646,0.001251992,0.001413523,0.00105951,0.002223697,0.00172923,0.001866345,0.002657205,0.002748371,0.003953462,0.002831975,0.004279177,0.003801245,0.004473222,0.003822815,0.005430649,0.004925686,0.004857803,0.005022541,0.005183176,0.00586724,0.005738273,0.005267381,0.006290299,0.00633818,0.00593166,0.00710071
401,0.001089326,0.000527747,0.000739674,0.000710607,0.001413965,0.001429313,0.00180237,0.000832877,0.001317495,0.002362842,0.001749528,0.002115576,0.001963586,0.001894683,0.002338117,0.001919669,0.002767415,0.003192,0.003097455,0.002523459,0.003755679,0.003610763,0.004517791,0.003561432,0.005179692,0.004496892,0.004888929,0.004838642,0.00543825,0.005405722,0.005561518,0.005650464,0.006813654,0.006721789,0.006167192,0.006635251,0.006201957,0.007036485,0.007208421,0.008490029
402,-0.000228565,-0.00011554,-0.000219975,8.53E-05,0.001053775,-0.000647908,0.000387505,0.00027453,0.000525648,-0.000199845,0.000734695,0.001385398,0.001418406,0.001272423,0.002060875,0.002321356,0.00210668,0.002280473,0.002206993,0.002386189,0.002364898,0.002868271,0.004070977,0.002920129,0.002991228,0.003963571,0.003522338,0.003313483,0.004295961,0.004033535,0.005495266,0.005162822,0.005052683,0.004753657,0.00592237,0.005881226,0.005880019,0.006297311,0.00637309,0.007615875
403,-0.000828234,-0.000471593,-0.000154615,-0.000360597,0.000506314,-3.43E-05,9.48E-05,0.000314369,0.00069741,0.000796439,0.000366519,0.000371882,0.001439235,0.001449831,0.002298299,0.001664261,0.002228042,0.002085324,0.002454883,0.002379786,0.003199041,0.002985624,0.003879906,0.003169314,0.003339047,0.003730091,0.004313111,0.004477014,0.005062216,0.004951554,0.004987138,0.003969135,0.005957142,0.005852311,0.005416154,0.006020524,0.006105941,0.006294081,0.006353336,0.007221949
404,0.000197892,-0.000508827,-0.000417081,0.000591275,0.000556905,0.000848594,0.000929342,0.000332995,0.001146293,0.000853652,0.001192234,0.001163423,0.001290831,0.001497468,0.001308122,0.001760782,0.001559813,0.001984051,0.002574338,0.002452515,0.003891816,0.002506718,0.003716593,0.002928599,0.003871679,0.003629844,0.004224151,0.003900436,0.005219094,0.005027622,0.006153067,0.004199241,0.005878208,0.006062417,0.005643697,0.005382396,0.005776676,0.006247728,0.007033565,0.007301891
405,0.000415669,-0.00031109,0.000367322,0.000105628,0.001020354,0.000563385,0.000866828,0.00104529,0.001347252,0.00201856,0.001071057,0.001290493,0.001511391,0.001451831,0.002308058,0.002524422,0.001947256,0.002036791,0.003269247,0.002717815,0.003541702,0.003678738,0.004304353,0.00268299,0.004626616,0.003901402,0.004540522,0.005124368,0.005316827,0.004858248,0.006433486,0.005417648,0.005901614,0.006532701,0.005789609,0.005969135,0.006085045,0.006722314,0.005990708,0.007587451
406,-1.76E-05,-0.000527753,0.000359912,0.000150812,0.000748672,0.000288828,0.000434325,0.000778,0.001268788,0.001121948,0.001253965,0.00094291,0.001716677,0.001580129,0.002107772,0.001925389,0.002348605,0.002298507,0.002497866,0.002333276,0.002886955,0.003003896,0.004739159,0.003168401,0.003822633,0.004031131,0.004541751,0.003661769,0.005501715,0.004921288,0.005960081,0.004503693,0.005422759,0.006264771,0.005646372,0.006656148,0.005724345,0.006941574,0.006393002,0.008111212
407,-0.000405961,-0.000715468,0.000218662,0.000170311,0.000464565,0.000586869,0.000488121,-0.000218164,0.000586299,0.000289994,0.000850358,0.000368773,0.001506117,0.001398824,0.001537835,0.001196595,0.001826154,0.00156784,0.002291585,0.002097602,0.003243114,0.002652048,0.003491023,0.00310559,0.003461041,0.003796597,0.003602828,0.004127813,0.004733558,0.003923892,0.005143594,0.004800401,0.004713146,0.005876109,0.005645507,0.004942494,0.005795695,0.006472239,0.006034567,0.007313079
408,-0.000737434,-0.000151821,-0.00020709,-5.20E-05,0.000573001,0.000815085,0.000550814,0.000922909,0.001226369,0.000789696,0.000730002,0.000462259,0.000747686,0.000949551,0.002021421,0.00159512,0.00207466,0.001953627,0.002317062,0.002305638,0.002820146,0.003275089,0.003892992,0.002665461,0.003525104,0.003862903,0.003465659,0.004176084,0.004645532,0.00492833,0.005389839,0.004784592,0.005092885,0.00576259,0.005236411,0.005444148,0.006138049,0.006537615,0.005749946,0.007723372
409,-0.000518704,0.000140169,0.000456558,-0.000209988,0.000387997,0.00050888,0.000452541,0.000384136,0.000967867,0.000487318,0.001155714,0.001214013,0.001298671,0.00088431,0.002168176,0.001698382,0.001758131,0.001647657,0.001910595,0.002004387,0.002865535,0.002972853,0.003607787,0.003270864,0.003708108,0.003506654,0.003690199,0.003871966,0.003887428,0.003893096,0.004821654,0.004416341,0.005375687,0.005011831,0.005700163,0.005629904,0.005318949,0.006581319,0.006326177,0.007660452
410,-0.001479862,-0.001042109,-0.000599881,-0.000866419,-0.000480281,-0.000466318,0.000303075,-0.00031259,0.000373384,-5.54E-05,-4.78E-05,5.44E-05,0.000438626,0.000228892,0.000936839,-2.12E-06,0.00138249,0.001444715,0.001801746,0.001756415,0.002131886,0.002296634,0.002783827,0.002700598,0.003318257,0.002651631,0.002278001,0.003110622,0.003851543,0.002949083,0.004623738,0.003968404,0.004255623,0.00442599,0.004552423,0.004810792,0.005201252,0.005218098,0.005452248,0.00664863
411,0.00030766,0.000668035,-0.000133344,-0.000103324,0.000415358,0.000372892,0.001047937,0.000761274,0.000508335,0.000444871,0.001062131,0.000286963,0.001387839,0.001495415,0.001711661,0.00142147,0.001667821,0.002129883,0.002492268,0.002356179,0.002944522,0.00278143,0.003902238,0.003387177,0.003694689,0.003830833,0.003709936,0.003924414,0.004907595,0.004373613,0.005491176,0.004823696,0.005215845,0.005395317,0.005222421,0.005293269,0.005703389,0.006175096,0.006404351,0.007738207
412,-3.37E-05,0.000354524,0.000140972,0.000739389,0.000673402,-0.00043177,0.000921248,0.00047081,0.000778026,0.000692924,0.000628448,0.000952898,0.00135621,0.001015969,0.00225185,0.001776585,0.001979968,0.001951261,0.002119582,0.002118333,0.003036114,0.002873144,0.004066248,0.003508193,0.003851725,0.003887167,0.003867631,0.003980369,0.004255284,0.004605267,0.005612072,0.005005965,0.00502715,0.005244297,0.005508452,0.005594005,0.006214771,0.006194526,0.006212566,0.008162593
413,-0.000269803,0.000147912,0.000566236,-0.000315125,0.000832436,-0.000541507,0.001079984,0.000672416,0.001067398,0.000604236,0.000555583,0.000619582,0.001162488,0.001032653,0.001741185,0.001706412,0.001429781,0.001828494,0.002721123,0.002393789,0.003132966,0.002769941,0.003953383,0.002848051,0.004008976,0.003640885,0.004204599,0.004419505,0.004355571,0.004686141,0.005197349,0.004490929,0.005104357,0.005507089,0.005400585,0.004961268,0.006222203,0.006271075,0.006264483,0.007883586
414,-0.000543369,-0.000465336,-8.88E-05,-0.000335249,0.000459926,-0.000303898,0.000442979,-1.05E-05,0.000770713,0.001222631,-2.67E-05,0.000915334,0.001040801,0.000338928,0.001469779,0.00151869,0.001207653,0.001891043,0.002423099,0.001802759,0.002782082,0.001919513,0.003553055,0.003025765,0.003441811,0.00336662,0.003449195,0.003991785,0.004493675,0.003927862,0.005098595,0.004147414,0.004492158,0.005133248,0.005349034,0.00499447,0.004989049,0.006172969,0.005668559,0.007136812
415,-0.000272132,-0.000550556,-0.000127599,0.000346078,0.000201051,-0.001101241,0.000179323,0.000248654,0.001350965,0.0012637,0.000684498,0.000936191,0.000740919,0.00145074,0.001710934,0.001483779,0.002093726,0.001871336,0.00269617,0.002291793,0.002844586,0.002248701,0.003819186,0.002889509,0.003631827,0.003625171,0.004091882,0.003607213,0.004612357,0.004219968,0.005184591,0.004457844,0.005277914,0.005559341,0.00525449,0.005081597,0.005995038,0.006268107,0.00562618,0.007712516
416,-0.000557588,-0.000129825,0.000126575,-0.000115591,0.00073524,-0.000318332,0.001074041,0.000599052,0.000708974,0.000552966,0.00117814,0.000837,0.000814152,0.001040853,0.001265777,0.001723382,0.001726735,0.00177999,0.002080382,0.001975131,0.002943401,0.002383638,0.003324178,0.002808812,0.003678398,0.003388717,0.003782626,0.003818141,0.003960854,0.00419451,0.004761927,0.004303908,0.004640666,0.005796928,0.005310747,0.005519988,0.005487034,0.005830273,0.005359569,0.007819034
417,-0.000503087,-0.000105861,0.000172979,-0.000126202,0.000350249,0.000481979,0.00100092,4.17E-05,0.000296444,0.000699847,0.00086522,0.000877903,0.000751861,0.001484584,0.001892161,0.001204434,0.0015946,0.002187688,0.00257426,0.002310634,0.00327994,0.00276494,0.003020656,0.003319639,0.003045707,0.003390334,0.003738943,0.003247052,0.004064837,0.004227967,0.00462018,0.004246892,0.004229143,0.005489655,0.004476204,0.005262402,0.00559015,0.006361164,0.005377416,0.007925078
418,0.000245313,-0.000322471,-0.000202692,0.000220734,0.000522849,0.000764723,0.000203511,0.000822788,0.001151535,0.000888227,0.001115122,0.000333539,0.00194437,0.00180003,0.001235273,0.001389683,0.00229286,0.002005063,0.002293823,0.002841615,0.003063955,0.003085306,0.004215211,0.003157084,0.004452038,0.004037872,0.003867396,0.003771764,0.004975669,0.004295464,0.005145219,0.004549023,0.00471469,0.005651119,0.005743782,0.005550453,0.005702444,0.005672047,0.005993018,0.008068885
419,0.000292765,0.000239459,0.000152417,-4.19E-05,0.000609343,0.00034284,0.001622869,0.000379602,0.000960836,0.001378594,0.000781968,0.000812492,0.00150339,0.001114811,0.002101217,0.001764784,0.002497631,0.001901365,0.002782394,0.002765747,0.003224128,0.003058454,0.003703461,0.002932508,0.004141795,0.002819677,0.003956022,0.004127735,0.004584783,0.004070403,0.005913265,0.004989625,0.004788989,0.005219067,0.005763377,0.005105457,0.005908095,0.005941212,0.005511021,0.00842383
420,-0.000785756,-0.000150992,0.000162517,0.000831684,0.000828727,0.000532386,0.000239822,0.000700418,0.00176086,0.00079522,0.001131135,0.000945141,0.001766058,0.001631937,0.001784512,0.001936933,0.002082229,0.002481464,0.002408183,0.002381113,0.003621569,0.003090599,0.004031549,0.002937876,0.003882335,0.003697796,0.003980891,0.00438198,0.004972317,0.003861363,0.005216133,0.005268769,0.004513841,0.005193288,0.005335773,0.005975748,0.006506607,0.006363082,0.006599952,0.008380126
421,-0.000788754,-0.000670033,-0.000565964,-0.000371719,0.000112334,-0.00042034,0.000615798,0.000200274,0.000747972,0.000640451,0.00073677,0.000375483,0.000732725,0.000630678,0.001293089,0.001028969,0.001754934,0.001862653,0.002112714,0.002300381,0.003019327,0.002788725,0.003536221,0.003116618,0.00367785,0.003270838,0.003622404,0.00378623,0.003691556,0.003465581,0.004586143,0.004555955,0.004669238,0.005019189,0.004827622,0.005279172,0.00559369,0.005994435,0.005439902,0.007790202
422,-8.95E-05,0.000140894,5.64E-06,0.000109615,0.000363798,7.84E-05,0.00076226,0.000334912,0.000737859,6.13E-05,0.000663057,0.000550296,0.001562515,0.000565718,0.001140012,0.001225253,0.001976302,0.001913273,0.002715237,0.00229731,0.00362337,0.002438275,0.00387544,0.003346768,0.003550393,0.003323761,0.0035749,0.003219173,0.003817358,0.003849323,0.005382238,0.004109599,0.004914166,0.004909166,0.005688806,0.005114756,0.005259939,0.006205896,0.00589466,0.008245134
423,-4.97E-05,8.11E-05,-0.000400065,0.000245106,0.000680998,0.000600037,0.000422691,0.000626063,0.001534926,0.000853289,0.001123194,0.000540343,0.001558384,0.000839853,0.00154142,0.001173831,0.001333594,0.00208959,0.002713205,0.002224685,0.002914213,0.002743187,0.00361828,0.002849406,0.003770772,0.003992046,0.003888917,0.004359598,0.004493518,0.003693906,0.005173562,0.004855552,0.005814348,0.005226508,0.005280036,0.005071697,0.005491727,0.006307922,0.005379146,0.007917038
424,0.000257823,-0.000317712,3.04E-05,0.000234409,0.000627826,0.000339938,0.000777923,0.00023573,0.001264089,0.000823099,0.000874272,0.000929109,0.001060003,0.001559319,0.001611826,0.001692067,0.001956045,0.002019054,0.00268523,0.002739124,0.003151191,0.002994851,0.003542902,0.003068882,0.003796597,0.003781138,0.003819943,0.003835769,0.004237796,0.003566156,0.004827884,0.004616308,0.004826523,0.005171938,0.005141028,0.005188966,0.005563405,0.006448645,0.006097252,0.007915826
425,3.38E-05,-4.19E-06,0.000600322,0.000711178,0.000818898,0.000543557,0.00082577,0.000694739,0.001490013,0.001140427,0.001171287,0.000968308,0.001536536,0.001378127,0.001696147,0.002479563,0.001962026,0.002154648,0.002476934,0.002215293,0.003113281,0.002760928,0.003785499,0.003697796,0.004331255,0.003596015,0.003214948,0.00374675,0.005156797,0.004641111,0.005127145,0.004629049,0.00508859,0.005389446,0.005680308,0.005719571,0.005963729,0.006586864,0.005413376,0.008562812
426,0.000298153,0.000350689,0.000396495,0.00060084,0.000427406,0.00056494,0.000473972,0.000432381,0.001313523,0.000816589,0.001377166,0.000878111,0.001297166,0.001113799,0.002146089,0.001952561,0.001880539,0.002565302,0.003029389,0.001962442,0.003082413,0.002359797,0.003893305,0.003625824,0.004120443,0.004097265,0.004246997,0.003921201,0.004794407,0.003717664,0.005099276,0.004545806,0.004763026,0.005500876,0.005747821,0.005549588,0.006094128,0.006684748,0.006101977,0.008794202
427,-1.29E-05,2.09E-05,4.40E-05,0.000632363,0.000662124,0.000760548,0.00096535,0.000430049,0.00113643,0.001040282,0.001583428,0.000654269,0.00155137,0.001547317,0.002044776,0.002264132,0.00273967,0.002485447,0.002603347,0.002512133,0.003394691,0.002898264,0.003878365,0.003034003,0.003788868,0.003956675,0.003970415,0.004228568,0.004385641,0.00369448,0.00533386,0.005026443,0.00468083,0.005311559,0.005695258,0.005241389,0.005981837,0.006201616,0.005706877,0.008581769
428,-0.00015622,-0.000305761,9.30E-05,-9.58E-06,0.000552629,0.000258574,0.000473739,0.001025492,0.001443104,0.00064071,0.00111655,0.00063581,0.001272475,0.001487051,0.001580389,0.001326116,0.001955421,0.00232362,0.00198015,0.002135996,0.002926957,0.003032804,0.003630366,0.002872467,0.003241471,0.003296816,0.003100115,0.004150236,0.004475942,0.004111846,0.005046451,0.004212075,0.004776243,0.005224857,0.005267957,0.005354641,0.005813797,0.006511837,0.00590862,0.008363791
429,3.00E-05,-0.000107258,0.000336441,0.000458216,0.000956607,0.000572768,0.001029306,0.001104041,0.001348966,0.001071706,0.001220866,0.000966103,0.001541888,0.001610891,0.001707737,0.001811623,0.00227454,0.002605196,0.002281358,0.002779815,0.003586854,0.00267963,0.004107927,0.002925158,0.004027447,0.004333216,0.003780616,0.003843864,0.004804275,0.004045737,0.005256193,0.004716077,0.005367247,0.005813377,0.005406587,0.00568099,0.005999002,0.006397074,0.005934153,0.008726293
430,-1.91E-05,0.000115389,0.000186367,0.000357866,0.000412067,0.000673091,0.000659194,0.001319599,0.000978971,0.001228576,0.001184421,0.001489441,0.001704203,0.001628533,0.001871986,0.001709037,0.001462636,0.002073854,0.003008926,0.002270481,0.003554934,0.002517653,0.003544651,0.003155781,0.003650439,0.003724426,0.00395354,0.003963911,0.004861756,0.00421082,0.005094509,0.004548029,0.005047577,0.005717762,0.005076097,0.005211391,0.005739821,0.006850443,0.005693946,0.008504865
431,-0.00014768,-0.000441132,0.000298231,-0.000293913,0.000239123,0.000228892,0.000601903,0.000759511,0.000800692,0.000884751,0.000984782,0.000712215,0.001909659,0.001298749,0.001450948,0.001266011,0.001576492,0.002128036,0.00252299,0.00240165,0.003319352,0.002372628,0.003525782,0.002971367,0.003342855,0.003414572,0.003821692,0.003548435,0.004220073,0.003389813,0.00458044,0.003511377,0.004593076,0.005162691,0.00487817,0.004631352,0.004950585,0.006765353,0.005431462,0.008131864
432,0.000576578,8.98E-05,0.000889472,0.000371571,0.001014101,0.000782383,0.001323961,0.000867684,0.001420587,0.001523158,0.001303137,0.001453519,0.001528301,0.001447987,0.002055907,0.001859819,0.002571031,0.002260541,0.002654782,0.002654574,0.003669914,0.002883046,0.004092273,0.003141414,0.004258106,0.003800018,0.004313215,0.004148668,0.005139666,0.004446598,0.005124892,0.004717098,0.005357394,0.005733421,0.005593375,0.005535115,0.00568739,0.006989527,0.006749472,0.00850043
433,-0.000126305,-9.42E-06,0.000228219,-0.000141573,0.000458424,0.00067825,0.000755414,0.001004267,0.000711411,0.00127746,0.000988674,0.001019783,0.001409238,0.001236208,0.001538978,0.002005167,0.001495208,0.00187469,0.002578869,0.002091307,0.003137685,0.002858213,0.003269742,0.003127151,0.003403405,0.003431009,0.004133929,0.003438184,0.004526109,0.004146237,0.004914821,0.004583109,0.004864714,0.005395893,0.005003687,0.004745492,0.00543521,0.007306208,0.006275014,0.008535804
434,-0.000114815,0.000112127,0.000508802,-3.70E-05,0.000583292,0.000480113,0.001312406,0.000188568,0.000811195,0.001847471,0.000977051,0.001484532,0.001319547,0.001786254,0.00204527,0.001499701,0.001686609,0.002290726,0.002501641,0.002468082,0.003229683,0.002472144,0.003623527,0.002836951,0.003984706,0.003844413,0.003642948,0.00356874,0.004534061,0.004135862,0.004862358,0.004522813,0.005030816,0.00513867,0.005055747,0.005434895,0.005433113,0.006812392,0.005795826,0.008801837
435,-0.000692984,-0.000755523,-0.000759968,-0.000763482,-0.000430219,-0.000374046,-0.000334318,0.000393826,0.000391987,0.000440077,-0.000118904,0.000641928,0.000502686,0.000797917,0.0012556,0.000782253,0.001239505,0.001629105,0.001521236,0.001659688,0.002399776,0.002039314,0.002560693,0.002036531,0.002697211,0.002919321,0.003016486,0.003241001,0.003936665,0.002970794,0.003648456,0.003241262,0.004376411,0.004236515,0.003939068,0.004219054,0.004439485,0.00623528,0.005275425,0.008239409
