Wavelength (nm),H2O,prot_5uM,vel_1-2,vel_2-2,vel_3-2,vel_4-2,vel_5-2,vel_6-2,vel_7-2,vel_8-2,vel_9-2,vel_10-2,vel_12-2,vel_14-2,vel_16-2,vel_18-2,vel_20-2,vel_24-2,vel_28-2,vel_32-2,vel_40-2
468,-0.000488194,0.00018471,0.000130355,0.000483845,0.000673972,0.001178866,0.000825693,0.001815964,0.002296009,0.002785468,0.003150383,0.004096873,0.004403527,0.004404835,0.004995622,0.005870468,0.006149759,0.007684507,0.013910711,0.013835236,0.008772199
469,-0.000100426,0.00061502,0.000230187,0.000434506,0.001158258,0.001033483,0.001427625,0.001949154,0.0026658,0.003062234,0.003716411,0.004309869,0.004811132,0.005080942,0.005195148,0.00640259,0.006214246,0.007711225,0.014081432,0.014247113,0.008806433
470,-0.000276788,0.000581218,0.000895983,0.00065165,0.000891884,0.001221333,0.001643266,0.00183923,0.002556579,0.003077668,0.003645532,0.004220988,0.004745413,0.004930791,0.005453532,0.006311652,0.006477914,0.007713675,0.014448287,0.014337855,0.008925243
471,-0.000179611,0.000126187,4.04E-05,0.000369213,0.000518054,0.000964079,0.00134881,0.001457883,0.002301812,0.002761397,0.003556813,0.004259361,0.004165969,0.00457704,0.005156142,0.005832896,0.006626157,0.007656447,0.013889194,0.013995261,0.008830604
472,-8.00E-05,0.000397894,0.000229747,0.00041484,0.000328928,0.001211573,0.001354964,0.001740067,0.002296165,0.00227618,0.003256728,0.004032542,0.004645088,0.004565111,0.00471749,0.005974489,0.006216688,0.007281357,0.014140182,0.01331945,0.00863624
473,-0.000609807,-0.000156427,-0.000274098,0.000334135,0.000508802,0.000451867,0.00076519,0.001399058,0.002088055,0.002433433,0.003344081,0.003932198,0.003863008,0.004010047,0.004392832,0.005235075,0.0058881,0.006865617,0.013462971,0.011838002,0.007787514
474,-0.000432236,0.000224619,-0.000196378,0.000233684,0.000518313,0.001027671,0.001173208,0.001592054,0.002617228,0.002726594,0.003069768,0.00417185,0.004320641,0.004934535,0.00518184,0.005959766,0.006533595,0.007524129,0.013963048,0.01505119,0.008755902
475,-0.000326351,0.000559342,0.000535989,0.000579533,0.000843018,0.001376439,0.001454169,0.002018534,0.002736857,0.002881691,0.003175102,0.004670755,0.004515672,0.005099931,0.004941081,0.005955619,0.006759516,0.007801929,0.014415666,0.014149997,0.008724841
476,-0.000451475,-2.99E-05,2.90E-05,0.000433288,0.000619479,0.001183461,0.00105964,0.001891745,0.002448219,0.002396236,0.003097377,0.004310679,0.004669866,0.004431352,0.004953544,0.00569552,0.006211883,0.007543541,0.014128977,0.014173425,0.008677805
477,-0.000201398,0.000455547,0.00024337,0.000709933,0.001095944,0.001420639,0.001406537,0.002088185,0.003012211,0.003489092,0.003532907,0.004595117,0.004585908,0.004871547,0.005348404,0.006148236,0.00639626,0.007632921,0.014021888,0.014523306,0.008814992
478,-0.000389099,5.85E-05,-0.00011937,0.00044811,0.000846675,0.001157116,0.001047288,0.001494714,0.002483208,0.00249836,0.003085906,0.003963127,0.003960123,0.004369769,0.004801369,0.005924365,0.006078114,0.007297178,0.013988016,0.014091513,0.008349066
479,0.000252332,0.000515126,0.000116684,0.001022456,0.00112976,0.00139363,0.001520794,0.001960024,0.002987605,0.003261631,0.003702495,0.004542353,0.004761142,0.005239765,0.005486562,0.006373957,0.006931,0.007676576,0.014504571,0.01436239,0.008899217
480,-0.000297173,0.000361337,0.000512041,0.000775303,0.000971395,0.001490636,0.001389423,0.001771594,0.002730631,0.003457831,0.003422633,0.004374005,0.004541332,0.004992899,0.004733898,0.00604126,0.006464357,0.007753623,0.014252435,0.014374003,0.008999235
481,-0.00014825,0.000154411,0.000249664,0.000586013,0.00060574,0.001159919,0.001290831,0.001627884,0.002559131,0.003015547,0.003650413,0.004251179,0.004514992,0.004660551,0.005215504,0.005544737,0.006486322,0.007758367,0.014283921,0.01422796,0.00864197
482,-0.000282272,-0.00014473,0.000262563,0.00032069,0.000440699,0.000896009,0.001001932,0.001421185,0.002605769,0.002654001,0.003043256,0.004166753,0.004087544,0.004360696,0.004784252,0.00555782,0.006216084,0.007397302,0.014360946,0.013814419,0.008504468
483,-0.000443614,1.86E-05,-0.000240828,0.000370509,0.000545034,0.000998689,0.000758733,0.00139698,0.002305872,0.00269208,0.003227961,0.003818715,0.004140854,0.004262629,0.004534767,0.005409785,0.006198596,0.007204921,0.013880535,0.013786681,0.008319564
484,-0.000261421,0.000122613,0.000582929,0.000408491,0.000751135,0.000823177,0.001275772,0.001468895,0.002073594,0.002375205,0.003515031,0.004159017,0.004204364,0.004375548,0.004930085,0.005789058,0.006076461,0.007582367,0.014464665,0.013866985,0.008432118
485,-0.000114711,0.000100889,-0.000209522,0.000171761,0.000652558,0.001004008,0.00093191,0.001727514,0.002270819,0.002482323,0.002950673,0.003679208,0.004140253,0.004359703,0.004644381,0.005712831,0.006040263,0.006879292,0.013988418,0.013873399,0.008334104
486,-0.000276322,-2.00E-05,0.000184787,0.000825433,0.000838531,0.001182994,0.00119387,0.001712883,0.002650329,0.002864284,0.003171087,0.004191583,0.004531811,0.004486378,0.004866808,0.005854437,0.006169109,0.007320134,0.014386766,0.014101675,0.008392002
487,-0.000176041,-0.000109587,0.00026031,0.000335741,0.000586661,0.000500068,0.001382957,0.001753192,0.002492685,0.002679161,0.003237037,0.003935385,0.00422734,0.004652021,0.004838747,0.005787957,0.006237197,0.007300785,0.013874548,0.013834327,0.008487917
488,-0.00014059,0.000515411,0.000656291,0.001103184,0.001117173,0.001112138,0.001224734,0.001575089,0.002581551,0.003072089,0.003798347,0.00438321,0.004642942,0.004943935,0.005396759,0.005944256,0.006451194,0.007207421,0.014444835,0.014379381,0.008432725
489,-0.000264215,7.74E-05,0.000311753,0.000517251,0.000565329,0.000903739,0.000945737,0.001244775,0.001686609,0.002422812,0.003243792,0.004298,0.004148642,0.004331752,0.004636061,0.005516999,0.006244419,0.007432903,0.014002212,0.014069106,0.008334684
490,-0.000269907,0.00038766,0.000358176,0.000783913,0.000574349,0.001334555,0.001185174,0.001416302,0.002091749,0.002932977,0.003617915,0.004139181,0.004227026,0.004480441,0.005056219,0.005562986,0.006143038,0.007452468,0.01421226,0.013896839,0.008573689
491,-0.000108397,0.000206153,0.000348565,0.000583162,0.000554417,0.000983719,0.001272553,0.00148648,0.002420209,0.003032647,0.003203057,0.00392047,0.004002627,0.004370031,0.004917308,0.005928248,0.005900722,0.007109209,0.014162112,0.014071726,0.008417153
492,-6.62E-05,0.000492553,-3.16E-06,5.02E-06,0.000783965,0.000796024,0.001220243,0.001593119,0.001890575,0.002750481,0.003201492,0.004082056,0.004033247,0.00435918,0.004692526,0.005127197,0.006091424,0.006991552,0.013904296,0.013969945,0.008405171
493,-4.16E-05,0.000256114,4.42E-05,0.000500146,0.001004164,0.000844159,0.001430222,0.001864993,0.002240349,0.002716695,0.003599121,0.004273974,0.004033221,0.00457356,0.005097338,0.005607194,0.006097409,0.007168181,0.014245856,0.01402868,0.00840422
494,-0.00018106,0.000108786,0.000294527,0.000527825,0.000584717,0.001182708,0.00122855,0.001534224,0.00218532,0.002381451,0.002974182,0.003932094,0.004419583,0.004645088,0.00443245,0.005674696,0.006295473,0.006994972,0.01390932,0.014022904,0.008268879
495,-5.33E-06,0.000403439,0.000639077,0.000554832,0.001001258,0.00131251,0.001424743,0.001775883,0.002243289,0.003121676,0.003591212,0.003972088,0.004193021,0.004633785,0.004736568,0.005591488,0.006276327,0.007255377,0.014524885,0.014384786,0.008408866
496,-0.000296345,0.000426733,0.000558616,0.000791148,0.001018901,0.001041917,0.001292362,0.001511884,0.002262128,0.002770723,0.003490788,0.004042262,0.004158782,0.00438619,0.005113315,0.005376263,0.006274436,0.0073621,0.013941449,0.014408922,0.008388729
497,-7.91E-05,0.000303671,0.000246608,0.000827249,0.001010157,0.00166764,0.001537264,0.001305136,0.002217088,0.002745584,0.003104234,0.004769151,0.004195503,0.00450772,0.00461916,0.005514351,0.006080424,0.007343144,0.013696588,0.01415457,0.00813255
498,-0.000493003,-1.47E-05,0.0003838,0.000553095,0.000722094,0.001127943,0.000851862,0.001412043,0.00208842,0.002645224,0.003336308,0.004014436,0.003941236,0.004018224,0.004400572,0.005454214,0.006097672,0.007034223,0.013460862,0.013684219,0.00811625
499,9.94E-05,0.000351855,0.000571239,0.001005279,0.000695802,0.00089894,0.001427443,0.001472116,0.002559938,0.003264839,0.003594475,0.00432851,0.004292483,0.004686613,0.004985278,0.005672834,0.0061825,0.006846972,0.014481793,0.013768431,0.008547869
500,-0.000277461,0.000227727,0.000204159,0.000763971,0.000666661,0.000912377,0.001348187,0.001326194,0.002265719,0.002662231,0.003217191,0.004306575,0.003671976,0.004345322,0.004856128,0.005259468,0.006168164,0.006747553,0.013742247,0.013620161,0.00811145
501,0.000368669,0.000329109,0.000884077,0.000329705,0.000825667,0.001055332,0.001692405,0.001339358,0.002499844,0.002555329,0.00332603,0.00437343,0.004042941,0.004203083,0.004747899,0.00569914,0.006379972,0.006718292,0.013936798,0.013849079,0.008285579
502,-6.14E-05,0.000118108,0.000340871,0.000359291,0.000688984,0.001055721,0.001178763,0.001451857,0.002232673,0.002236862,0.002736571,0.004106123,0.0037996,0.004144251,0.004289032,0.005154387,0.005824579,0.006955935,0.013452558,0.013547595,0.00796531
503,-0.000341043,-1.71E-05,0.000161144,0.000373695,0.000701066,0.001180554,0.001036649,0.001313627,0.002115888,0.002609441,0.002941994,0.003975092,0.004105182,0.004173392,0.004657176,0.005086966,0.005906075,0.006799613,0.013863003,0.013530237,0.007655393
504,-2.95E-05,0.000244717,0.000411108,0.00029248,0.000630807,0.00105214,0.001196102,0.001587014,0.002606368,0.00305663,0.003596328,0.004038212,0.004480258,0.004498252,0.004837595,0.005458854,0.006444126,0.007042826,0.014253158,0.013617998,0.008210338
505,-0.00028905,-5.00E-05,0.000192945,0.000554935,0.000480347,0.000682009,0.001049753,0.001223358,0.002006988,0.002872206,0.003136799,0.00401603,0.004161866,0.003793072,0.004398088,0.0050987,0.006075647,0.006940968,0.013750263,0.013790209,0.007944851
506,-0.000170141,1.83E-05,0.000799551,0.000786454,0.000633192,0.000989868,0.00085207,0.001262298,0.00172962,0.002895815,0.003036713,0.003559214,0.003698161,0.004054829,0.005160412,0.00568141,0.006307344,0.006677703,0.013839592,0.013453038,0.008144076
507,-0.000355579,0.000363824,0.000490661,0.000418286,0.000940004,0.00108943,0.001589092,0.001929133,0.001985767,0.002572151,0.003208403,0.003459867,0.003889831,0.003983478,0.004129407,0.005427792,0.005853387,0.00675544,0.013887404,0.013736716,0.007859151
508,-0.000224529,0.000371182,5.05E-05,0.000494522,0.00095915,0.001007666,0.001506611,0.001564307,0.001994245,0.002483859,0.002355997,0.003462058,0.003698422,0.003832635,0.004519674,0.004769778,0.005453611,0.006388168,0.013832216,0.013429623,0.008085683
509,-0.000445528,-8.30E-05,-0.000274615,-3.50E-05,0.000522123,0.000577978,0.001258638,0.001150393,0.001836943,0.0021611,0.002796749,0.003814903,0.003722494,0.004031863,0.00426906,0.004989861,0.005668349,0.006371435,0.01343814,0.013667416,0.008034181
510,-0.000200725,0.000288388,0.000307064,0.000427095,0.000908408,0.000924387,0.000836871,0.001669796,0.001972921,0.002566839,0.003067188,0.003951058,0.003835455,0.003924231,0.004759101,0.005264263,0.005943416,0.007031434,0.013784998,0.013637925,0.008043226
511,-1.37E-05,-0.000111502,0.000332296,0.000283881,0.001082994,0.000980969,0.001350238,0.001403966,0.00230353,0.002879346,0.003145403,0.003609353,0.003732911,0.00405462,0.004769752,0.005186975,0.005757474,0.006874348,0.013721648,0.01341801,0.007791783
512,2.22E-05,7.50E-05,0.000453837,0.000680246,0.000799836,0.001135677,0.001181384,0.001454169,0.002322397,0.002988804,0.003484134,0.004033692,0.004395186,0.004026637,0.004577903,0.0054285,0.005899803,0.006754757,0.013357729,0.012850189,0.007728932
513,-0.000152493,0.000187662,0.000206308,0.000513467,0.000743693,0.001029514,0.001359171,0.001883867,0.002215865,0.002503333,0.003418146,0.004139547,0.004232045,0.004242083,0.004912072,0.005235232,0.005915784,0.00683456,0.013736289,0.01325849,0.007755257
514,-0.00046999,0.000156975,0.000261242,0.000543427,0.000728031,0.000643251,0.000965298,0.001418691,0.002059653,0.002488337,0.00299029,0.003684351,0.004059794,0.004354002,0.004578531,0.004960325,0.005827596,0.006578402,0.013386319,0.013342673,0.008199521
515,-0.000262146,-3.83E-05,0.000269634,0.000395847,0.000595293,0.00086413,0.001259988,0.001391111,0.002286459,0.002553559,0.002961671,0.003944554,0.003599721,0.003891607,0.004376751,0.005434974,0.00590429,0.006832482,0.013545245,0.01292968,0.007784852
516,-0.000369081,0.000371027,1.10E-05,0.000871419,0.00069798,0.000963794,0.00122302,0.001534874,0.002095703,0.002662284,0.002452931,0.003982171,0.004148093,0.004341661,0.004384046,0.005468684,0.006122927,0.00703959,0.013465455,0.013406156,0.00794986
517,-0.000331007,0.000239952,0.00010542,0.000559679,0.000530624,0.000966025,0.001253056,0.001148473,0.002122547,0.00273717,0.003023211,0.003832269,0.003751423,0.004226216,0.0043357,0.005052736,0.00570811,0.006702597,0.013213148,0.012831525,0.008079275
518,-0.0001837,3.67E-05,0.000521242,0.000491516,0.000458734,0.000963534,0.001362858,0.0016501,0.002420001,0.002622566,0.003616688,0.004247128,0.004085244,0.004096219,0.004486535,0.005401765,0.005922921,0.006610991,0.013496001,0.013014547,0.008163648
519,-5.92E-05,0.000545086,0.000703503,0.000738766,0.001066931,0.001386151,0.001284028,0.001768085,0.002324323,0.002772494,0.003422268,0.004203371,0.003995338,0.004259754,0.004995753,0.005156666,0.006020681,0.00690959,0.013963449,0.013450556,0.008170822
520,-0.000203727,0.000127559,0.00017158,0.000550063,0.000630755,0.00119605,0.001488454,0.001438741,0.00235938,0.002752617,0.003078372,0.004053889,0.003803178,0.00385089,0.004709117,0.005057843,0.005897179,0.006568914,0.014278758,0.012868773,0.007941398
521,-0.000408082,2.24E-05,3.58E-05,0.000160186,0.00035385,0.000890458,0.000689554,0.001376231,0.001907111,0.002525776,0.003080848,0.003772443,0.003642843,0.003898372,0.004304091,0.004945689,0.005704044,0.00668062,0.013295242,0.012578361,0.007660241
522,-0.000110364,0.000465783,0.000509476,0.000511523,0.000940938,0.001243139,0.001661403,0.001795273,0.002159331,0.002803211,0.003297729,0.00412912,0.004125958,0.004303778,0.00468902,0.005209243,0.005976168,0.006780155,0.013303729,0.013589392,0.008100953
523,-5.89E-05,-2.22E-05,0.000150087,0.000666609,0.000693262,0.000996795,0.001020406,0.001388774,0.002142057,0.002267697,0.003079467,0.003928489,0.003769257,0.00422632,0.004347047,0.005173222,0.005866847,0.006796063,0.013190333,0.013045141,0.007762978
524,0.000111246,0.000216357,0.000506858,0.000738637,0.000827975,0.001233171,0.001225097,0.001601356,0.002181236,0.002639677,0.002947519,0.004059088,0.003927183,0.004043542,0.004733401,0.00529416,0.006102922,0.00661977,0.013093347,0.01286632,0.008089771
525,-4.75E-05,0.000334161,-1.09E-06,0.000819287,0.000991373,0.001282756,0.001336865,0.001892889,0.00226447,0.002953045,0.003029519,0.003799313,0.003667825,0.004228411,0.004921419,0.00530299,0.005754432,0.006457604,0.013476589,0.012872427,0.007918435
526,-0.000331162,-1.94E-05,0.000212913,0.000297894,0.000492294,0.001171988,0.000953598,0.001231224,0.001912753,0.002035517,0.002554366,0.003366464,0.003332656,0.004146603,0.004255676,0.005293321,0.00565778,0.006346087,0.013276852,0.012779163,0.007636029
527,-0.00035051,5.96E-05,0.00029906,0.000519998,0.00053516,0.001032394,0.001096229,0.001431028,0.002178062,0.002871085,0.002823533,0.00385136,0.003825714,0.004137299,0.004140514,0.00523015,0.005930977,0.006410761,0.013761324,0.012880213,0.00816006
528,0.000105006,0.000426318,0.000493641,0.000787829,0.00098678,0.001181436,0.001312614,0.001920137,0.002331558,0.002780545,0.003259753,0.003848696,0.003925877,0.004243233,0.004473798,0.00561021,0.006139572,0.006421585,0.014001971,0.012722943,0.007898268
529,-0.000350148,0.000327348,0.000476589,0.000674387,0.00087007,0.001280549,0.001096645,0.001490376,0.002181444,0.002796228,0.00296373,0.004052399,0.003767038,0.003883589,0.004324379,0.005036787,0.005640498,0.006398072,0.01394578,0.012827899,0.008177707
530,-6.62E-05,0.000121733,8.80E-05,0.000447281,0.000667283,0.001020951,0.001262947,0.001469649,0.002050914,0.002506562,0.003001341,0.003952965,0.003449403,0.004009707,0.0038482,0.005031733,0.005546127,0.006024015,0.013221875,0.012479434,0.008011478
531,-0.000154822,0.000467701,0.000580026,0.000540706,0.000948306,0.001643188,0.001654153,0.001768735,0.002537259,0.00283247,0.003500652,0.004058931,0.004050962,0.004177783,0.004781032,0.00528229,0.005808707,0.006449801,0.013337682,0.013096148,0.008172827
532,-0.00027327,0.000133825,0.000490739,0.000564733,0.000846415,0.001381399,0.000680946,0.00141612,0.002261191,0.002638062,0.003176511,0.003813858,0.003877503,0.004196052,0.004597079,0.005303383,0.005740372,0.006692765,0.013242157,0.012434759,0.008089798
533,9.40E-06,0.000233761,0.00023472,0.000705473,0.000889679,0.001452584,0.001438793,0.001504455,0.002179883,0.002789663,0.003115836,0.003640207,0.003574586,0.004056188,0.004530948,0.005158499,0.005530134,0.006366575,0.013647675,0.012720784,0.007968605
534,-4.82E-05,-1.31E-05,0.000595267,0.001112657,0.001074301,0.0011723,0.001162281,0.001841414,0.002247062,0.002852324,0.003431139,0.00407474,0.003959783,0.004361585,0.004500292,0.005088721,0.005865194,0.006329985,0.013728113,0.012392807,0.008293442
535,-3.21E-05,0.000191961,-1.69E-05,0.000402843,0.000719656,0.001305033,0.001571712,0.00152799,0.002266135,0.002666607,0.003110804,0.003877059,0.003494415,0.003941262,0.004608015,0.005188442,0.005914944,0.006194631,0.013018467,0.012211485,0.007964229
536,-0.000336801,-0.000183959,-0.000132309,0.000471562,0.000615694,0.000921689,0.00116825,0.00116716,0.002364742,0.002665253,0.003052224,0.003713278,0.003663153,0.003735026,0.004057207,0.00523235,0.005898701,0.00598147,0.013033671,0.012449624,0.0077366
537,0.000129941,0.000135612,0.000523445,0.000689243,0.001010183,0.001099499,0.001345278,0.001424119,0.002041577,0.002584129,0.003249112,0.00389435,0.003861284,0.003848696,0.00458889,0.005116379,0.005872305,0.006452875,0.013360238,0.01267278,0.007886011
538,-0.000209367,-0.000121699,0.000164485,0.000358721,0.000580104,0.001148031,0.00089977,0.001492376,0.002368255,0.002703072,0.00302905,0.003590743,0.003254615,0.003643783,0.004435248,0.004837909,0.005814741,0.006049948,0.013644683,0.012389317,0.007691146
539,-0.000155443,0.000387194,3.74E-05,0.000580337,0.00070467,0.000695102,0.000969034,0.00136426,0.001859143,0.002514372,0.003203396,0.003606116,0.003691191,0.003869642,0.004532936,0.004680987,0.005734418,0.006287515,0.013131551,0.012320232,0.008031228
540,-0.000390702,0.000228763,1.42E-06,9.27E-05,0.000532646,0.00074945,0.00111437,0.001219334,0.001761328,0.002786432,0.002850005,0.003530558,0.003317318,0.003750092,0.004371521,0.004965378,0.005553992,0.005951263,0.012476956,0.012359514,0.007559582
541,-0.000318488,-2.09E-05,0.000154593,0.00068678,0.00070594,0.001258508,0.000892014,0.001362676,0.001877706,0.002433459,0.003159874,0.003571768,0.003684351,0.003466755,0.004395133,0.004655553,0.005537134,0.006111612,0.012967844,0.012023958,0.007634475
542,-3.21E-05,0.00023055,0.000423079,0.000551981,0.001166693,0.001714416,0.001209808,0.001528068,0.002229395,0.003039529,0.003510412,0.003971069,0.004068887,0.004024547,0.004753735,0.004909768,0.00590366,0.00641901,0.013268818,0.012329233,0.007994497
543,-0.000446614,0.000174765,-5.69E-07,0.000346415,0.000392479,0.001027905,0.000983096,0.001320819,0.002147,0.002270689,0.003269169,0.003601836,0.003403353,0.00391219,0.004560873,0.00492045,0.005509632,0.006257339,0.013057066,0.012299194,0.007670174
544,-0.000209264,0.000740374,0.000345404,0.000613879,0.00118045,0.001189976,0.001336814,0.001287248,0.002193334,0.00248891,0.003206916,0.003777352,0.003479724,0.004285189,0.004304144,0.004948386,0.005954674,0.006257471,0.012970591,0.012426103,0.008009105
545,-0.000219406,0.00032784,0.000170855,0.000603562,0.000520853,0.000993448,0.001283717,0.001494402,0.002079472,0.002474825,0.002819052,0.0036004,0.003546608,0.003850237,0.004514992,0.005136863,0.005510759,0.006021495,0.01321435,0.0126618,0.007697813
546,-0.000277771,7.54E-05,0.000386753,0.000374265,0.000845767,0.001198594,0.001092259,0.001316716,0.001863095,0.002246828,0.003036453,0.003793594,0.00354024,0.003800723,0.003950719,0.005120649,0.005204894,0.006122008,0.01339836,0.012143066,0.00755816
547,0.000328643,0.000123882,0.000276887,0.000882365,0.00078731,0.001216064,0.001113487,0.001505312,0.0020086,0.002574078,0.003345933,0.003796545,0.003541206,0.004091281,0.004454731,0.005082933,0.005796797,0.006208102,0.012714307,0.012291871,0.007889069
548,-0.000356614,-0.000296655,-0.0002222,0.000193282,0.000329913,0.000755258,0.000687428,0.000959876,0.001621232,0.00253002,0.002580822,0.003461015,0.003352559,0.003633733,0.004099721,0.004441472,0.005318346,0.005594739,0.013652243,0.011970151,0.007484202
549,-0.000362615,1.24E-05,0.000207526,0.000816071,0.000715534,0.000946075,0.000898058,0.001649684,0.001789243,0.002572307,0.003271568,0.003737272,0.003470539,0.003752285,0.004334079,0.00500243,0.005461711,0.006259046,0.012989794,0.012263672,0.008104751
550,-0.000530855,0.00012049,0.000297972,0.000503541,0.000868592,0.001037531,0.001179671,0.001460506,0.002207357,0.002286901,0.002871268,0.003588341,0.003607709,0.003661847,0.004385144,0.005045325,0.005737145,0.006226115,0.013216431,0.011527676,0.008005308
551,-0.000215473,-0.000457371,-0.000205693,0.000363047,0.000151097,0.00069894,0.000847712,0.000959487,0.001789607,0.002100723,0.002654418,0.003643522,0.003014791,0.003235159,0.004111088,0.004287699,0.005040427,0.005904421,0.013420358,0.011487353,0.00714926
552,0.000216461,0.000551851,0.000935101,0.000904958,0.000680091,0.001600186,0.001555033,0.00185137,0.002786667,0.002863112,0.003218964,0.003920261,0.003943744,0.0039933,0.004696582,0.005238769,0.00583754,0.006349974,0.013415447,0.012883972,0.007976858
553,-0.000164086,-0.00013293,8.90E-06,0.000459875,0.000820013,0.000980683,0.000920885,0.001283301,0.001781991,0.002695883,0.002890681,0.003090286,0.002954139,0.003444968,0.004162781,0.004982424,0.005540883,0.006165302,0.013063095,0.012008975,0.007387903
554,-0.00076586,0.000101744,-0.000400685,0.00024034,0.000545656,0.000705862,0.000749683,0.001339514,0.001606032,0.002318962,0.002854201,0.003313014,0.003242462,0.003702652,0.004024443,0.004544027,0.005458303,0.005829486,0.01332583,0.011579435,0.007141339
555,-0.000243726,0.000117564,-9.83E-05,0.000208821,0.000483042,0.001102873,0.000752821,0.001476454,0.002007976,0.002427914,0.002804826,0.003837518,0.003699179,0.003610162,0.004202822,0.004662958,0.005706457,0.005961262,0.013588805,0.011438449,0.007293072
556,4.66E-05,0.000445623,0.000231974,0.000500457,0.000570746,0.00120215,0.001285404,0.001449468,0.002215631,0.002597488,0.003160761,0.003419894,0.003695002,0.003893174,0.004349871,0.005074552,0.005579269,0.006214561,0.013604029,0.01232151,0.007755837
557,0.000182949,0.000318618,0.00010063,0.000655643,0.000801833,0.000786662,0.000933104,0.001361975,0.001865045,0.002432027,0.003162012,0.003657984,0.003561746,0.003773696,0.004098048,0.005071121,0.005608532,0.006104576,0.012408283,0.011929414,0.008007523
558,-0.000195964,4.91E-05,-0.000449148,0.000548715,0.000689476,0.001293089,0.001011558,0.001400616,0.002090006,0.002339912,0.002924142,0.003520589,0.003284739,0.003400118,0.00420392,0.0045739,0.005412616,0.00588259,0.011824835,0.011669303,0.007746956
559,-0.000634726,0.000103867,4.46E-05,0.00045008,0.000629615,0.000924569,0.000765268,0.001279771,0.001992164,0.001884153,0.003014583,0.003386891,0.003355872,0.003445594,0.004238946,0.004369063,0.005353462,0.005864958,0.012788281,0.011536554,0.00789326
560,0.000240677,0.000365223,0.000218792,0.000634644,0.00090252,0.001340942,0.001219205,0.001743654,0.002022669,0.002614493,0.003296294,0.003647255,0.003461119,0.004113649,0.004447487,0.004866416,0.005843391,0.006303116,0.013709946,0.012048123,0.008276952
561,-0.000100478,7.41E-05,-1.41E-05,0.000685483,0.000307453,0.00097015,0.000916631,0.000881638,0.001856414,0.002469097,0.002649027,0.00352346,0.003043648,0.003543137,0.003982485,0.004566288,0.005316223,0.005420086,0.013069631,0.01184186,0.00762262
562,-0.000607326,-3.92E-05,1.74E-05,0.000821439,0.001004994,0.000845508,0.001360261,0.001509338,0.001931863,0.002886382,0.002863998,0.003704114,0.003765079,0.003656313,0.004200182,0.004588132,0.005932972,0.006241714,0.013766454,0.01196584,0.008147769
563,-0.000809373,-0.000442218,-0.00026199,0.000143147,0.000295822,0.000839387,0.00078202,0.001266426,0.001855842,0.002471284,0.002681922,0.003424903,0.003126395,0.003598077,0.003814485,0.004304457,0.005350055,0.005283548,0.012841604,0.01168345,0.007714123
564,-0.000489021,-0.000299294,-0.000107206,0.000613413,0.000897435,0.000954636,0.000562348,0.001427443,0.001768735,0.002198875,0.002741859,0.003103973,0.003169001,0.003871888,0.004331255,0.00457581,0.005094195,0.006136028,0.013432293,0.011885355,0.007725901
565,-0.000243208,0.000130511,0.000166841,0.000793171,0.001146344,0.001315055,0.001403732,0.001384282,0.00203921,0.002627384,0.003073914,0.003834332,0.003302945,0.003625145,0.00432085,0.004707782,0.005603444,0.006124449,0.012800225,0.011647605,0.007893392
566,-0.000342699,0.000178443,-2.84E-05,0.000560689,0.000437279,0.000759122,0.000935412,0.001754102,0.00182813,0.002263507,0.002865275,0.00333349,0.003253337,0.003298224,0.0042069,0.004748057,0.005239215,0.006034278,0.013700808,0.012233185,0.007576467
567,-4.84E-05,0.000374732,0.000243319,0.000698914,0.000941716,0.001454195,0.001177465,0.001678865,0.002373487,0.002501354,0.003092007,0.003652789,0.003468843,0.00394586,0.00416299,0.004970432,0.005622718,0.006323708,0.01350452,0.011812466,0.008038823
568,-7.51E-06,0.000108605,0.000195975,0.000542883,0.000750746,0.001091065,0.001005201,0.001320715,0.002043891,0.002401207,0.00312079,0.003783332,0.003542224,0.00358474,0.004225902,0.004591323,0.005447215,0.005858241,0.013106179,0.012134149,0.007589427
569,-0.000323299,-0.000229858,7.03E-05,0.000493667,0.00058832,0.000884699,0.00135486,0.001404979,0.00206371,0.002022097,0.003340194,0.003725131,0.003485386,0.00330631,0.003797563,0.003907148,0.005388922,0.005808996,0.012873814,0.011380914,0.007814185
570,-0.000155495,5.95E-07,-5.95E-05,0.000236869,0.000439144,0.000787829,0.000946075,0.001198152,0.002221069,0.00210296,0.00302845,0.003604629,0.003301511,0.002975485,0.003440767,0.0034308,0.005252158,0.005675273,0.012657615,0.012079556,0.007891599
571,-0.000316211,9.51E-05,-2.64E-05,-1.06E-05,0.000674179,0.000902286,0.001119768,0.000980917,0.002075258,0.002070369,0.003484864,0.003640494,0.003285418,0.003374707,0.003622143,0.003784585,0.005298772,0.005999238,0.012213615,0.011735972,0.007890519
572,0.00028515,0.000591975,0.00071403,0.000659998,0.001038076,0.001736715,0.001386723,0.001585741,0.002071799,0.002436219,0.003560623,0.004020053,0.003842794,0.003980813,0.003946121,0.004692055,0.005779588,0.00601034,0.012152171,0.012178073,0.008265581
573,-0.000297794,5.76E-05,0.000273805,0.00021975,0.000337555,0.000767757,0.000869188,0.001184317,0.001642772,0.001713091,0.003046489,0.003620185,0.003087939,0.002884636,0.003307484,0.004038159,0.005534145,0.005875374,0.012452074,0.012008922,0.007642616
