Wavelength (nm),H2O,prot2uM,mef_1,mef_1-2,mef_2,mef_2-2,mef_3,mef_3-2,mef_4,mef_4-2,mef_5,mef_5-2,mef_6,mef_6-2,mef_7,mef_7-2,mef_8,mef_8-2,mef_9,mef_9-2,mef_10,mef_10-2,mef_12,mef_12-2,mef_14,mef_14-2,mef_16,mef_16,mef_18,mef_18-2,mef_20,mef_20-2,mef_24,mef_24,mef_28,mef_28-2,mef_32,mef_32-2,mef_40,mef_40-2
371,-0.001795874,-0.001242095,0.011132817,0.006538798,-0.000155185,0.005273931,-0.000250193,0.001138973,-0.000388582,0.000806319,-0.000188357,0.003003687,-0.000378029,0.007035538,0.010405044,0.003992647,0.005439744,0.010110074,0.000579196,-0.000281393,0.013633036,0.005771902,0.000185383,0.002174186,0.003795343,0.011375759,0.001471727,0.001471727,0.001654361,0.006180767,0.002484718,0.004150184,0.001798315,0.001798315,0.002427888,0.00651478,0.00601223,0.008663123,0.003173147,0.003576492
372,-0.000997482,-0.000928933,0.009693445,0.005132384,-0.00065375,0.005142809,-0.00098648,0.000724142,-0.001010757,-0.000160101,-0.000893802,0.003107623,-0.000231255,0.006296287,0.011677174,0.003204413,0.007788409,0.010119374,-3.52E-06,-0.000957656,0.012107131,0.004411111,0.000543946,0.007299495,0.003930944,0.010124064,0.00027567,0.00027567,0.00126087,0.005368532,0.001859377,0.003841148,0.002064594,0.002064594,0.001880903,0.006456711,0.008268008,0.00997894,0.003928646,0.003983216
373,-7.80E-05,0.000420566,0.011188008,0.008583009,-0.000233946,0.007391115,-0.00032899,0.002492372,0.000402869,0.001380282,0.00091344,0.00431149,0.000655772,0.008364555,0.013433521,0.003091381,0.007323557,0.012393206,0.00182002,0.002149393,0.016181909,0.002877782,0.002416357,0.0057367,0.005009186,0.012187577,0.002801778,0.002801778,0.003533011,0.010128701,0.003284922,0.004933881,0.003994215,0.003994215,0.003271959,0.01163011,0.00710963,0.006771821,0.004586536,0.005011307
374,-0.001298671,0.000134835,0.011239062,0.006149654,6.75E-05,0.006155824,-0.000271459,0.002003009,0.000576863,0.000399086,-0.000310469,0.00409554,-6.17E-05,0.007269038,0.010552061,0.003163603,0.009592921,0.010702549,0.001113046,0.001432066,0.013009719,0.008234951,0.001734584,0.008398547,0.003509524,0.011970843,0.002155897,0.002155897,0.002260957,0.009628571,0.003039972,0.004290993,0.002864233,0.002864233,0.003893671,0.00870292,0.008347773,0.007316896,0.003471948,0.004182775
375,-0.000803585,-0.000138106,0.00877801,0.005747192,-0.00019643,0.005403337,-0.000268665,0.00221217,-0.000677528,0.001682581,-0.000893544,0.003590638,-0.000331524,0.007533085,0.013197858,0.003796258,0.009302496,0.010817501,0.00132139,0.00138745,0.012783802,0.003025791,0.000861666,0.008013455,0.004150968,0.011369381,0.002429919,0.002429919,0.001919409,0.006157478,0.002434709,0.004027735,0.003438392,0.003438392,0.002782551,0.00448711,0.007871724,0.007006652,0.004180135,0.003403457
376,-0.000357493,-0.000918291,0.009751206,0.008672048,-0.000295724,0.005819175,-0.000642635,0.002337596,-0.000417961,0.001548304,-0.000411495,0.004966976,1.12E-05,0.007274987,0.010064371,0.003799078,0.006397153,0.011789776,0.001078972,0.00119605,0.013976762,0.004762136,0.001957995,0.005933471,0.003669,0.011073755,0.002684344,0.002684344,0.001059406,0.008296714,0.001649112,0.004227183,0.002022773,0.002022773,0.002672155,0.008593808,0.008612475,0.006122743,0.0042677,0.004483291
377,-0.000438442,-0.0012693,0.010457173,0.010315517,2.56E-06,0.005472091,3.08E-05,0.001774505,-0.000597296,0.001758157,-0.00029381,0.004537644,-0.000191203,0.007651547,0.01174645,0.006696525,0.008815203,0.010360874,0.000612687,0.000191029,0.011329073,0.004532177,0.001089664,0.00774216,0.003563677,0.011913264,0.001865019,0.001865019,0.002119582,0.008235794,0.002490341,0.004866808,0.002805894,0.002805894,0.002880519,0.003936351,0.007532979,0.00839976,0.004309764,0.004830135
378,-0.000229444,5.23E-05,0.009217955,0.008378807,-0.000625834,0.005747769,-7.39E-05,0.001848381,-0.000997328,0.001304384,-0.00040022,0.0047065,-0.000314866,0.007093974,0.010649621,0.000913907,0.008138695,0.010777826,0.001364909,-0.000316263,0.01199849,0.006528838,0.001030681,0.009748162,0.003617862,0.01104136,0.001641681,0.001641681,0.002284195,0.008832375,0.002271444,0.004266393,0.002905796,0.002905796,0.002734669,0.007725059,0.00688976,0.008257982,0.003960358,0.003595963
379,-0.000887034,-0.001358904,0.007445648,0.006884815,-0.001366181,0.004885997,-0.001142759,0.000834692,-0.001961912,0.00042238,-0.000264008,0.003481394,-0.001015354,0.00596819,0.010560707,0.004977083,0.007400172,0.010272363,0.000436683,0.000227442,0.011421068,0.00075251,0.000221174,0.004160115,0.002740322,0.009671183,0.001055332,0.001055332,0.001810194,0.008146266,0.001299398,0.003663884,0.002363128,0.002363128,0.00145461,0.007147207,0.007919542,0.005653977,0.004053863,0.003744243
380,0.000170415,-7.20E-05,0.010668935,0.007582367,-0.000447907,0.005664547,5.66E-05,0.002149185,-0.000374305,0.001659662,-0.000327334,0.004360644,-8.80E-05,0.007051929,0.011719483,0.002295566,0.007336825,0.010471466,0.000753728,0.000330508,0.012461691,0.002078458,0.001494117,0.00234111,0.003383447,0.010714198,0.00094924,0.00094924,0.001915899,0.007199972,0.00182735,0.004512507,0.003013358,0.003013358,0.002593582,0.008306714,0.008996803,0.007971058,0.002382545,0.004759807
381,-0.000113521,-0.001359575,0.009670019,0.006354597,-0.000171538,0.005992781,-0.000841307,0.002256586,-0.00052372,0.001439183,7.33E-05,0.003875283,-0.000818106,0.007373526,0.010613279,0.001645838,0.00579399,0.01100087,0.000798461,0.001809986,0.011203866,0.005991443,0.002464047,0.005586007,0.004214061,0.011530281,0.002082827,0.002082827,0.001860339,0.008210548,0.002270221,0.005048834,0.002369192,0.002369192,0.002709662,0.009380467,0.007312342,0.006444704,0.003606586,0.00415204
382,-0.000787565,-0.000731129,0.008058626,0.005457176,-0.001474857,0.004930111,-0.000650906,0.001350498,0.000207215,0.001560177,-0.000676029,0.003705471,-0.001264654,0.006826881,0.010717965,0.001768449,0.00818016,0.010823233,0.001009768,-0.000127392,0.011816668,0.004257531,0.001397162,0.002207227,0.003588733,0.010383197,0.001625805,0.001625805,0.002499948,0.006330905,0.002975329,0.004395369,0.002623452,0.002623452,0.003298303,0.003423886,0.005442051,0.004434307,0.003030249,0.004641713
383,-0.000664088,-0.00080653,0.008201975,0.007953867,-0.000344095,0.005139168,-4.85E-05,0.002605795,-0.000837173,0.001185563,0.000614735,0.003321022,0.000155499,0.006658514,0.012083921,0.004014358,0.00600076,0.009181653,0.000200119,0.000957126,0.011249874,0.002709766,0.002021759,0.008261676,0.004071395,0.0107955,0.002034087,0.002034087,0.001841154,0.006177328,0.00276322,0.0048093,0.002731621,0.002731621,0.002691221,0.010497666,0.007667513,0.005337555,0.003572264,0.003860814
384,-0.000757539,-0.000790149,0.008742748,0.007068794,-0.000748081,0.005609659,-0.000488659,0.001927209,-0.000489073,0.001703735,7.73E-05,0.004128205,0.000349472,0.006658829,0.011247669,0.002157588,0.00513482,0.010587019,0.00119213,0.000937592,0.011657497,0.003987344,0.001418873,0.00551983,0.003508272,0.011118794,0.001614139,0.001614139,0.002201503,0.008703369,0.002405971,0.004835449,0.002882369,0.002882369,0.003266691,0.008992549,0.005913133,0.005545235,0.004012764,0.004259649
385,-0.000638396,9.11E-05,0.007482359,0.008001458,-0.000115177,0.005932368,-0.000253867,0.002124732,-5.79E-05,0.001405317,0.000650406,0.004399396,0.000212602,0.007178207,0.010527369,0.001235325,0.007262958,0.010778357,0.000806812,0.000991476,0.011284278,0.003055717,0.00178667,0.006265376,0.004456144,0.011543307,0.001878174,0.001878174,0.00273631,0.003030457,0.002640328,0.004618872,0.003023081,0.003023081,0.003140449,0.009150535,0.004844977,0.009111383,0.003964616,0.004155071
386,-0.001230427,-0.000445011,0.00913655,0.007513594,-0.000552883,0.004690773,-0.000748288,0.001698641,-0.000669413,0.000321286,-0.000547609,0.00405854,-0.00057615,0.006501116,0.010352577,0.002120674,0.005329641,0.009871043,0.000213767,-0.000380719,0.010520632,0.005172331,0.001183019,0.005101528,0.003830807,0.011028243,0.002125851,0.002125851,0.002060511,0.007437037,0.001822099,0.003822267,0.002867881,0.002867881,0.002237357,0.007265643,0.006910484,0.007053665,0.002151422,0.003720614
387,-0.000940195,-0.001086523,0.008365532,0.008510224,-0.000547661,0.004793386,-0.000379995,0.002098954,-0.000661452,0.000856193,-0.000382271,0.003710536,-0.000278495,0.006939259,0.010845925,0.001859325,0.005003975,0.01018016,0.001155377,0.000468452,0.011706585,0.005946644,0.001757689,0.005014711,0.004502437,0.011077154,0.00187547,0.00187547,0.002031148,0.008534062,0.002587202,0.004580205,0.002991254,0.002991254,0.003254876,0.008040879,0.007604495,0.005336245,0.00333216,0.004028806
388,-1.14E-05,-0.000368356,0.008860642,0.005574077,-0.000283048,0.005703808,-2.02E-05,0.002225882,-0.000964888,0.001326947,-0.000112641,0.004121176,-0.000500812,0.007928084,0.011207319,0.006012886,0.006219761,0.010955126,0.00088955,0.001238674,0.011555243,0.007448202,0.002127021,0.006122979,0.004530346,0.011123893,0.001760704,0.001760704,0.002481021,0.007915219,0.003022611,0.005231433,0.003387021,0.003387021,0.002426092,0.006312808,0.008563181,0.00652621,0.003163734,0.004523807
389,-0.000178318,0.000279244,0.009599141,0.007839092,-0.000344457,0.00560903,7.13E-05,0.002907542,0.000113292,0.001609722,0.000385017,0.00465728,0.000986287,0.008369965,0.011359762,0.003257275,0.007104104,0.010690292,0.001066075,0.001245346,0.011745413,0.005812354,0.001857974,0.00632439,0.004425206,0.010754104,0.002397147,0.002397147,0.002038014,0.004097421,0.002544237,0.005074604,0.00376521,0.00376521,0.002816967,0.00929607,0.008914859,0.00445128,0.003842402,0.004232724
390,-0.001377845,-0.000875512,0.009655302,0.003623161,-0.000825805,0.004928304,-0.000373684,0.003035097,-0.000724306,0.001254458,-0.000517618,0.004253323,8.04E-05,0.007519783,0.010490453,0.002038274,0.005770538,0.010765037,0.000804582,0.001182163,0.010421456,0.003061765,0.001324298,0.004469247,0.004387079,0.01124844,0.001741133,0.001741133,0.001962052,0.008045441,0.001584961,0.004667773,0.002148248,0.002148248,0.00262978,0.005828882,0.006600583,0.005691848,0.002833721,0.004518837
391,-0.001007348,-0.000582768,0.008185251,0.007252613,-0.000430632,0.005805166,5.93E-06,0.002465036,-0.000384857,0.001387917,-0.00029143,0.004246291,-6.61E-05,0.007139365,0.010804444,0.007464767,0.0045846,0.010373838,0.000708766,0.000148197,0.011484243,0.005820671,0.001811675,0.005274691,0.003983321,0.011677493,0.001915587,0.001915587,0.002324089,0.006888155,0.002383898,0.004946108,0.003439227,0.003439227,0.002310816,0.004052896,0.006606523,0.005448709,0.003597477,0.003614443
392,4.56E-05,0.000943299,0.012103405,0.005202955,0.001058368,0.007392405,0.000932299,0.004672901,0.000888642,0.002662075,0.000965688,0.005434502,0.001741731,0.008768316,0.012072024,0.004700245,0.008072418,0.012348035,0.002157327,0.001505754,0.012212257,0.007216133,0.002320081,0.004837621,0.006124345,0.012592564,0.003472443,0.003472443,0.003962918,0.00678055,0.003824017,0.007025225,0.004885814,0.004885814,0.003924101,0.006832456,0.010638718,0.006921373,0.004913538,0.004906365
393,-5.21E-05,-0.000437511,0.009601496,0.005318844,-0.000776867,0.005467242,-0.000474334,0.002651918,-0.000503294,0.001562151,-4.82E-05,0.00472576,0.000388878,0.007294888,0.01050724,0.004294157,0.006941258,0.010847889,0.00111315,0.001028943,0.013622325,0.004037114,0.001837774,0.005162586,0.004306862,0.010793112,0.001632327,0.001632327,0.002383716,0.008313417,0.002462928,0.004873065,0.002718909,0.002718909,0.003037157,0.005981627,0.006562528,0.005553678,0.003169418,0.003999962
394,-0.000806375,-0.000893544,0.010286783,0.006165985,-0.000489435,0.005770092,-0.00085748,0.001979214,-0.000619372,0.000910276,-0.000838103,0.00447487,-0.0007871,0.007510802,0.009877795,0.003767873,0.00827653,0.010522807,0.000735836,0.001324869,0.011712329,0.003530141,0.001348135,0.007018964,0.003194999,0.010921518,0.001495805,0.001495805,0.002545877,0.007253508,0.00215842,0.004555327,0.002777366,0.002777366,0.002401103,0.00452229,0.008327243,0.007889807,0.003255789,0.003954036
395,-0.000624593,-0.000168071,0.010455555,0.006853914,-0.00072012,0.006311337,0.000617068,0.002839296,5.47E-05,0.002007612,-0.000118024,0.004746198,-0.000693604,0.008391421,0.010664266,0.00380968,0.006196338,0.011669144,0.001206459,0.000207888,0.011832071,0.004373718,0.001670576,0.004189963,0.004441917,0.012282045,0.001803877,0.001803877,0.002612957,0.005805612,0.002208632,0.005702759,0.003105042,0.003105042,0.002811808,0.008846773,0.006399149,0.005218464,0.003914332,0.004772082
396,-0.000213662,-0.000846939,0.008775765,0.006654571,-1.55E-05,0.006448409,-0.000953007,0.002415654,-0.000368822,0.002073776,4.26E-05,0.004223053,-3.99E-05,0.006870272,0.01081543,0.003118782,0.008570336,0.010110471,0.000761378,0.000641695,0.010752777,0.003124283,0.000968645,0.005108207,0.004619238,0.010818217,0.000859176,0.000859176,0.001990968,0.010327101,0.00184053,0.004880316,0.002907203,0.002907203,0.002619962,0.005950029,0.007762768,0.007259825,0.00343821,0.003464589
397,-0.000779141,-0.000315746,0.00974525,0.002955599,-0.00043658,0.006561214,-0.00023643,0.002934098,-0.000433425,0.00178433,7.52E-05,0.003952234,1.35E-05,0.007322108,0.010778862,0.00138423,0.004540364,0.010550735,0.000369058,0.001100122,0.01098178,0.005365701,0.001463831,0.005719545,0.003957223,0.011027526,0.001419081,0.001419081,0.001504715,0.0065013,0.001599745,0.00508068,0.002225466,0.002225466,0.002512498,0.007797238,0.00669705,0.007342117,0.003083664,0.003728029
398,-0.00096525,-0.000811026,0.009201456,0.006251719,-0.000615081,0.006006744,2.18E-05,0.002728912,-0.000353303,0.001410069,-0.000432288,0.004335125,0.000150812,0.00738082,0.010734707,0.005547543,0.007185366,0.009576435,0.000413052,-0.00037746,0.011288422,0.004355048,0.001416718,0.006843132,0.003575187,0.011220892,0.001573348,0.001573348,0.001669822,0.007341564,0.001367818,0.004858274,0.002375569,0.002375569,0.002481308,0.005902322,0.00698274,0.007025804,0.00389354,0.003779232
399,-0.001229601,-0.001145805,0.008745707,0.005453794,-0.001368452,0.005263765,-0.000486022,0.001918265,-0.001002389,0.000942417,-0.001055124,0.003994894,-0.000924697,0.007257299,0.009976001,0.001371038,0.006646711,0.010730647,4.19E-06,0.000229954,0.011570928,0.0024597,0.00126087,0.007341748,0.00398865,0.011230083,0.000825407,0.000825407,0.001059172,0.00661588,0.001777884,0.005097495,0.001843727,0.001843727,0.002636682,0.005641652,0.00711234,0.005851236,0.003056603,0.00412047
400,-0.001382747,-0.001403029,0.008086817,0.004767397,-0.000849884,0.005401109,-0.001034103,0.002100853,-0.000815522,0.000982344,-0.000457061,0.004106855,-0.000564568,0.00638499,0.010018144,0.002750507,0.004426723,0.009711418,0.000213405,0.000242645,0.008853985,0.003563364,0.00104939,0.005973281,0.003918772,0.010525273,0.00122842,0.00122842,0.001424768,0.004901731,0.001574933,0.004550488,0.002292782,0.002292782,0.002411593,0.006127836,0.008160139,0.005384283,0.002419611,0.003141674
401,-0.000505776,-0.000129566,0.009360629,0.00809399,-0.000197155,0.006596247,0.000996951,0.003092997,-0.000177024,0.001796157,-1.32E-05,0.005182233,0.000577563,0.008143575,0.011709989,0.005014973,0.006170868,0.010551398,0.001303059,0.001410511,0.012184223,0.00608746,0.001892603,0.00738103,0.00476546,0.012023,0.002163649,0.002163649,0.002162478,0.005216342,0.002101555,0.006252008,0.003488283,0.003488283,0.002761397,0.005105798,0.009163172,0.007130444,0.004147283,0.004820869
402,-0.00085748,-0.000684145,0.00799753,0.004248435,-0.000949597,0.005420112,-0.000559656,0.00228102,-0.001181535,0.001231431,-0.000899899,0.004250709,-0.000187322,0.006842554,0.009874565,0.002712006,0.005493876,0.010645404,0.000116554,-0.000154874,0.010236344,0.005130393,0.000963405,0.006285834,0.004132386,0.012044131,0.000823462,0.000823462,0.001484298,0.004858065,0.002248493,0.005526227,0.002227313,0.002227313,0.001999342,0.007364022,0.007681108,0.006127836,0.002820276,0.003586593
403,-0.001210913,-0.000850556,0.008882836,0.00452229,-0.000676081,0.005396863,-0.000934099,0.002593035,-0.000974703,0.001344318,-0.000603914,0.004205592,-0.000524082,0.007118182,0.008584329,0.003054362,0.007331375,0.010296246,-8.86E-05,-0.000236275,0.010282329,0.000981825,0.000931028,0.005920008,0.004089791,0.011125539,0.001070953,0.001070953,0.001190729,0.005644117,0.002027663,0.004985252,0.002452072,0.002452072,0.002009536,0.003799339,0.006679201,0.005955436,0.002875281,0.004074583
404,-0.000783431,-0.000716967,0.009866965,0.005871491,-0.000783534,0.006019605,-0.00032123,0.002408808,-0.000725082,0.001354393,-0.000582303,0.004378738,-0.001005799,0.007093974,0.010337731,0.003029206,0.00668919,0.010498674,0.000457957,0.000704514,0.010248271,0.005648208,0.000880419,0.005816184,0.004334576,0.011755918,0.00151695,0.00151695,0.001872038,0.007032907,0.001845599,0.005328331,0.003028659,0.003028659,0.002240401,0.003845797,0.005156692,0.004336903,0.003177606,0.003783279
405,-0.000766842,-0.000937096,0.009883939,0.005755743,-0.000459026,0.006034042,-0.000729837,0.002816707,-0.000346268,0.001769593,-0.000351079,0.004706918,-0.000330697,0.007555078,0.01020144,0.002724718,0.007846815,0.011043113,0.001067943,0.000509346,0.009931159,0.003871,0.001266919,0.006671157,0.004626747,0.011676324,0.001825323,0.001825323,0.002141173,0.005277547,0.002344727,0.005750182,0.00304443,0.00304443,0.002647542,0.004814221,0.005634676,0.004397016,0.003724295,0.004508008
406,-0.000490055,-0.001001408,0.009537642,0.004005919,-8.91E-05,0.006058794,-0.000166881,0.00313174,-0.000334059,0.001835435,-0.00083552,0.004553104,-0.000653801,0.00807015,0.010213657,0.003267838,0.006654676,0.010831885,0.000554521,0.000586843,0.012548518,0.002289816,0.001276343,0.006393028,0.004465899,0.011599136,0.001416146,0.001416146,0.00176754,0.007256535,0.001381918,0.005277704,0.001834655,0.001834655,0.002225101,0.005872462,0.008286556,0.005759416,0.003402231,0.004058017
407,-0.001269868,-0.00136582,0.007928031,0.005483993,-0.000721412,0.005711729,-0.000948564,0.001841778,-0.000961789,0.00146848,-0.000756144,0.004480493,-0.001054969,0.007068899,0.009149186,0.002795577,0.006225433,0.00991985,-0.000474438,0.000108761,0.010111187,0.003446925,0.000795298,0.004878091,0.003644697,0.01158337,0.000441813,0.000441813,0.001528873,0.005782002,0.001094984,0.004921471,0.002437754,0.002437754,0.001708725,0.006531256,0.006396154,0.003028033,0.002108084,0.003303937
408,-0.000529976,-0.000147007,0.008535672,0.004458707,-0.000947169,0.005690091,-0.000182561,0.00223668,-0.001064575,0.001427937,-0.000344457,0.004827256,-0.000143643,0.006996971,0.009946388,0.002687913,0.007640903,0.010025667,0.000497503,0.000366881,0.011908581,0.002890629,0.00121801,0.006407266,0.003950222,0.011161952,0.00112501,0.00112501,0.002089798,0.003812187,0.002517471,0.005077354,0.002610379,0.002610379,0.002382206,0.006982792,0.006512993,0.007555578,0.002586551,0.003640964
409,-0.001069326,-0.00145623,0.008079486,0.004892254,-0.00095156,0.005341564,-0.000743533,0.002358912,-0.000922579,0.00151882,-0.001007142,0.004338759,-0.001123291,0.006540769,0.009624468,0.001406096,0.005494715,0.009255001,0.000305406,0.000159073,0.010144864,0.002177255,0.00134289,0.008209441,0.003777848,0.011264751,0.001068151,0.001068151,0.001002425,0.005382343,0.000914711,0.005312712,0.002292548,0.002292548,0.001869178,0.005717841,0.006461256,0.006311205,0.002740999,0.003847834
410,-0.001265376,-0.001399778,0.007695099,0.005067821,-0.001886917,0.0052678,-0.001506072,0.001991696,-0.001729101,0.00052246,-0.001370929,0.003890563,-0.001334802,0.005643907,0.008950901,0.003689755,0.005476129,0.010186786,-0.000828285,-0.000888791,0.009299005,0.003709753,0.000341907,0.004614005,0.003031135,0.010646385,0.000394474,0.000394474,0.000846986,0.002733106,0.00089536,0.005024112,0.001325077,0.001325077,0.001380412,0.00485139,0.00629831,0.006725653,0.001617724,0.002811548
411,-0.000791182,-0.000784774,0.008059575,0.005504965,-0.00084017,0.005990131,-0.001097317,0.002772963,-2.58E-05,0.001361715,-0.00018934,0.004662147,0.000153583,0.007174207,0.009587443,0.002219612,0.006017532,0.010520182,0.000546823,0.000401625,0.00927375,0.004810321,0.001408017,0.005090293,0.003876955,0.011674435,0.001144787,0.001144787,0.001766552,0.003551645,0.002024568,0.00571603,0.001814483,0.001814483,0.002324089,0.008375639,0.007640271,0.006458576,0.002689137,0.004281504
412,-0.000435649,-0.000619527,0.007927584,0.004784121,-0.001376606,0.005765423,-0.001064213,0.002843413,-0.000456492,0.001583896,-0.000295,0.005172305,0.000463088,0.007144312,0.008869863,0.000816486,0.006129648,0.00992761,0.000851862,0.000580466,0.011447539,0.003583539,0.001598601,0.005045115,0.004290523,0.011580658,0.001189223,0.001189223,0.001995077,0.004344982,0.001479337,0.005951315,0.002160059,0.002160059,0.001909685,0.006315171,0.006096911,0.005625341,0.003031474,0.003829083
413,-0.000675616,-0.000577443,0.008906668,0.002721671,-0.001098762,0.005899226,-0.000599984,0.002988204,-0.000293965,0.001546927,-0.000226184,0.00459394,2.55E-05,0.00713897,0.010354671,0.001389631,0.00755816,0.010350191,0.000661346,0.000762752,0.009581622,0.001053048,0.001824205,0.00494349,0.003949543,0.011767089,0.001370544,0.001370544,0.001939482,0.005207592,0.00254468,0.005690222,0.002539941,0.002539941,0.0020396,0.006016088,0.008056648,0.004121228,0.002967848,0.004218348
414,-0.001134755,-0.001073148,0.008099477,0.00518949,-0.001083786,0.005402944,-0.001037718,0.002495444,-0.000894732,0.001534198,-0.000571548,0.004529561,-0.000758624,0.007501005,0.009928776,0.000890665,0.006480095,0.009207008,-0.000239121,9.43E-05,0.008336927,0.00390088,0.001152859,0.005428133,0.004152849,0.011304708,0.00115779,0.00115779,0.001471415,0.006456816,0.001503728,0.005491386,0.001844611,0.001844611,0.002156599,0.005855119,0.005976588,0.008293548,0.002473003,0.003945076
415,-0.001112396,-0.000899175,0.00762939,0.004167355,-0.000771286,0.005597597,-0.00065375,0.002693252,-0.000868589,0.001552565,-0.000301622,0.004699853,-0.000370115,0.007881952,0.010105914,0.00315007,0.003476436,0.009583236,3.10E-05,0.000716415,0.01059182,0.002432314,0.001569088,0.005281294,0.004145218,0.011974488,0.001418613,0.001418613,0.002383872,0.005490311,0.001384541,0.005343818,0.002466937,0.002466937,0.001847939,0.005015916,0.00706219,0.006939469,0.003191374,0.003852587
416,-0.000754696,-0.000999755,0.009554313,0.006081186,-0.000691691,0.005381793,-0.001032037,0.003075895,-0.000965095,0.001463805,-0.000477334,0.004716522,-0.000589334,0.00733514,0.009613723,0.003178649,0.00409392,0.009683756,0.000399319,0.000452386,0.00776369,0.004683158,0.001019861,0.00535721,0.004345583,0.011949662,0.001180424,0.001180424,0.001606396,0.007485361,0.002591316,0.005783916,0.002845915,0.002845915,0.00222622,0.005156692,0.008675165,0.007437643,0.002869913,0.003638928
417,-0.00066171,-0.000657627,0.008361706,0.00600412,-0.000249624,0.005370261,-0.001042263,0.00254244,-0.000838,0.001251966,-0.001040817,0.004266341,-0.000410461,0.006453111,0.008848912,0.00340471,0.006036194,0.009737705,-0.000315901,7.20E-05,0.00852527,0.00373124,0.000825381,0.003841723,0.004373299,0.011449903,0.001667821,0.001667821,0.00149261,0.005207906,0.001305837,0.005462812,0.001992658,0.001992658,0.002377131,0.006246966,0.007391378,0.004582874,0.002282945,0.004273948
418,-0.000442269,-0.000757436,0.006884684,0.004380307,-0.000823997,0.005737067,-0.000489176,0.003389264,-0.000415116,0.001318248,-0.00051043,0.005106767,-0.000248589,0.006494941,0.009563892,0.001107986,0.002463527,0.009946176,8.29E-05,0.000437305,0.009672348,0.002846514,0.001037428,0.004852777,0.00481197,0.011830607,0.001293037,0.001293037,0.001717821,0.006849102,0.002238528,0.005714168,0.002435073,0.002435073,0.002766998,0.006057456,0.005731113,0.003683776,0.002861262,0.003679155
419,-0.000643824,-0.000256972,0.008843682,0.004027761,-0.000470714,0.005896418,-0.000623766,0.003040598,-0.00068492,0.001764836,-0.000429081,0.004832779,-0.00058861,0.006997945,0.009612639,0.000231094,0.004901836,0.008695155,0.000157053,0.000723131,0.007957295,0.005195882,0.001397318,0.004435823,0.004592318,0.011309198,0.001377582,0.001377582,0.002170205,0.00419519,0.001915067,0.005823189,0.00253403,0.00253403,0.002622671,0.003780172,0.004675178,0.005078035,0.002745011,0.004159828
420,-1.58E-05,-0.000213041,0.008381155,0.004967447,-0.000832471,0.005818519,-0.000177076,0.003074122,-6.25E-05,0.001020562,-0.000230117,0.004777656,-0.000254436,0.006901069,0.00937531,0.004397042,0.00560077,0.008465824,0.000249587,0.001084422,0.008813961,0.003789442,0.001221956,0.004230869,0.004931655,0.010963568,0.001843545,0.001843545,0.00176663,0.003764061,0.001668991,0.005680702,0.002416669,0.002416669,0.00237687,0.006100481,0.008403298,0.006784126,0.002589389,0.004175927
421,-0.000997844,-0.000898297,0.00639069,0.004132204,-0.001007142,0.004950481,-0.001048306,0.002718623,-0.000934048,0.001507364,-0.00090894,0.004706657,-0.000707973,0.006471346,0.00882651,0.002824393,0.004555563,0.00846028,-0.000386564,-6.13E-05,0.007938155,0.004774516,0.00088763,0.003012862,0.004210794,0.010716293,0.001422249,0.001422249,0.00136008,0.006057298,0.001422249,0.005505752,0.001805281,0.001805281,0.001640875,0.004632529,0.007061032,0.005096526,0.002069172,0.003068543
422,-0.000766842,-0.00081578,0.007466426,0.00340531,-0.000770769,0.005489288,-0.00040534,0.002956589,-0.001077124,0.001678242,-0.000520927,0.004608328,-0.000634674,0.00742,0.009163014,0.001974741,0.004520668,0.008816366,0.00033398,0.000360897,0.008382211,0.004858589,0.000896968,0.004789303,0.004468044,0.010269766,0.001639056,0.001639056,0.001460272,0.006645239,0.001732998,0.005509422,0.00198067,0.00198067,0.002433745,0.006211489,0.006052547,0.004582324,0.002772104,0.003315596
423,-0.000393289,-0.000961427,0.007179813,0.004267308,-0.00057553,0.005341407,-0.000441132,0.002939258,-0.000331473,0.001216738,-0.00057341,0.004225301,-0.000550349,0.007009493,0.008920038,0.001286391,0.003827307,0.008543566,-1.27E-05,-5.85E-05,0.007448756,0.003798791,0.000785988,0.006263616,0.004545387,0.01170733,0.001302099,0.001302099,0.001533705,0.004043072,0.001659636,0.005853413,0.002502422,0.002502422,0.002321981,0.006022256,0.007520047,0.006354334,0.002411958,0.003853893
424,-0.000913435,-0.000833039,0.006827013,0.00158187,-0.000923922,0.005783759,-0.000842547,0.003024566,-0.000672618,0.001570231,-0.00042184,0.004517084,-0.000318022,0.006574932,0.009278695,0.00298393,0.004373561,0.009008855,0.000284399,0.000271965,0.008605478,0.00194047,0.001057226,0.004187767,0.004414981,0.010631504,0.001280731,0.001280731,0.001854646,0.004487084,0.001769515,0.005673306,0.002018326,0.002018326,0.001915977,0.005804772,0.006069399,0.006547102,0.00200912,0.003725966
425,-0.000479247,-0.000791079,0.007726271,0.003738629,-0.000254902,0.00594877,-0.000426443,0.003236803,-0.000115281,0.001868606,-0.000256454,0.005301942,9.80E-05,0.007114182,0.009527984,0.0015163,0.004872253,0.010134133,0.000610743,0.000664716,0.007379819,0.001972843,0.001251395,0.005216002,0.005072195,0.01212587,0.001235014,0.001235014,0.001949128,0.005492251,0.002159019,0.005997269,0.002319144,0.002319144,0.00206912,0.005394662,0.005927172,0.004542379,0.003281453,0.003963467
