Wavelength (nm),H2O,prot2uM,mef_1,mef_1-2,mef_2,mef_2-2,mef_3,mef_3-2,mef_4,mef_4-2,mef_5,mef_5-2,mef_6,mef_6-2,mef_7,mef_7-2,mef_8,mef_8-2,mef_9,mef_9-2,mef_10,mef_10-2,mef_12,mef_12-2,mef_14,mef_14-2,mef_16,mef_16,mef_18,mef_18-2,mef_20,mef_20-2,mef_24,mef_24,mef_28,mef_28-2,mef_32,mef_32-2,mef_40,mef_40-2
279,-0.001286231,0.026754988,0.030193815,0.03174549,0.036290281,0.036052573,0.040286109,0.039532859,0.045008089,0.044684272,0.051003702,0.04961494,0.054525442,0.055718992,0.061365191,0.061165895,0.06739676,0.066312984,0.07218805,0.072142504,0.077142589,0.078604236,0.089373551,0.089047335,0.100761883,0.100066759,0.11142914,0.11142914,0.122563526,0.121820793,0.133309752,0.132343561,0.154890016,0.154890016,0.17488189,0.174558267,0.196131408,0.196874335,0.237877384,0.238267332
280,-0.001589695,0.026166007,0.030183299,0.030332835,0.035071388,0.034336619,0.039575391,0.038818385,0.043927141,0.044673573,0.048960827,0.049675301,0.054354433,0.053442679,0.05993231,0.059175882,0.06599655,0.06585367,0.071623906,0.071312331,0.076857902,0.077031024,0.08805538,0.088644654,0.099784039,0.098946728,0.111311995,0.111311995,0.122552507,0.121895947,0.133676276,0.132598773,0.154246956,0.154246956,0.175548375,0.175344855,0.196194917,0.196895838,0.238936707,0.238775089
281,-0.001524851,0.025202466,0.030424088,0.029815115,0.034211323,0.03479974,0.039289545,0.038192417,0.043812849,0.044037484,0.048352659,0.048421182,0.053336948,0.05475416,0.059597235,0.060603585,0.065455973,0.065213367,0.072498016,0.070623972,0.076968618,0.07676173,0.088615261,0.088664182,0.100419827,0.099067256,0.110668317,0.110668317,0.123422332,0.121744655,0.133496881,0.132076994,0.154742762,0.154742762,0.176415086,0.176207706,0.198656768,0.199027553,0.24106808,0.240862593
282,-0.002538606,0.025388829,0.028741995,0.02928682,0.034412686,0.033815727,0.039864343,0.038825408,0.04393433,0.04393943,0.049698461,0.049055673,0.054550655,0.053896397,0.059862304,0.059682794,0.065542929,0.065237165,0.07270968,0.071620025,0.078507148,0.077270329,0.088778019,0.089281946,0.100731067,0.100424521,0.11237511,0.11237511,0.124692306,0.123380408,0.135062337,0.134778976,0.157347858,0.157347858,0.180537835,0.179154247,0.201038465,0.202486202,0.243839592,0.244871989
283,-0.001590314,0.023227209,0.029220255,0.028361019,0.033315666,0.033000171,0.037948925,0.037984774,0.042834852,0.043150716,0.048638105,0.048077866,0.054513849,0.054497592,0.059607748,0.05943431,0.065679468,0.065755904,0.072052106,0.071413405,0.078022256,0.077906094,0.088899501,0.089991912,0.100913286,0.100958712,0.113185935,0.113185935,0.125692055,0.12430048,0.136233255,0.135751575,0.159430504,0.159430504,0.182483956,0.181377977,0.204420492,0.20405297,0.248717487,0.249195084
284,-0.001829695,0.023078734,0.027985182,0.027827565,0.033498134,0.032733385,0.037638541,0.038000397,0.042549994,0.04315789,0.048635729,0.048966244,0.053996343,0.054592509,0.060117394,0.059867028,0.066537581,0.065870516,0.072716109,0.072103843,0.079468779,0.079167373,0.089761153,0.091096468,0.102463014,0.102334037,0.11497853,0.11497853,0.128803611,0.12679188,0.138593465,0.138469681,0.161421105,0.161421105,0.184271365,0.18523404,0.207966104,0.2081054,0.252835751,0.254293978
285,-0.002482191,0.021090019,0.025963675,0.026959619,0.030966749,0.030979788,0.03625606,0.037829641,0.042182792,0.041517239,0.047502235,0.047929406,0.053675424,0.053212136,0.060329206,0.060475688,0.066275984,0.065690398,0.073233843,0.072123036,0.0786025,0.07802885,0.090542659,0.090947106,0.102909789,0.10372451,0.115648866,0.115648866,0.128530189,0.126910567,0.139082775,0.139357492,0.164324462,0.164324462,0.186738059,0.186887309,0.211156279,0.211506769,0.25694111,0.256208241
286,-0.001134961,0.01923969,0.024747901,0.0249699,0.030421894,0.029518858,0.036384791,0.035329901,0.041859906,0.042285897,0.047737367,0.04755035,0.053670123,0.053303204,0.059616569,0.05897424,0.066329025,0.066254541,0.072982781,0.071545824,0.07884261,0.078446053,0.090563767,0.091804169,0.103969388,0.103500336,0.116415083,0.116415083,0.130525649,0.129090443,0.141038477,0.139973685,0.164309308,0.164309308,0.189772189,0.188993424,0.212304562,0.21390906,0.258722127,0.260954589
287,-0.001669796,0.017444529,0.022948593,0.023033066,0.02923169,0.029326975,0.035080902,0.034872074,0.041327614,0.040173821,0.046326332,0.046616759,0.052037906,0.053169712,0.058353823,0.059592485,0.06580843,0.065502293,0.0723399,0.071952499,0.078439198,0.077738971,0.090848722,0.091520093,0.10332264,0.10383039,0.114923246,0.114923246,0.129479557,0.128418386,0.140534297,0.1398599,0.164888039,0.164888039,0.189377144,0.189331949,0.214025527,0.213406429,0.259750098,0.260202587
288,-0.002314344,0.015014905,0.021432411,0.020976691,0.026499633,0.025636667,0.032453291,0.032565527,0.038525231,0.038598217,0.044662498,0.044823017,0.051364023,0.05012745,0.056931682,0.05704809,0.063452512,0.063577279,0.070673101,0.069044329,0.07652282,0.076043651,0.088772267,0.088738985,0.10188213,0.101323657,0.11452803,0.11452803,0.127160102,0.125831991,0.138384804,0.137701362,0.162442029,0.162442029,0.186419904,0.18737568,0.20965603,0.211627141,0.257800877,0.257352054
289,-0.001778086,0.013076726,0.018411975,0.019097116,0.02600061,0.024025831,0.030579152,0.030895894,0.037288666,0.036995273,0.042735815,0.043138508,0.048562165,0.047971871,0.055069115,0.05401358,0.061423242,0.061355025,0.068771116,0.06746228,0.075620368,0.074967884,0.086478606,0.086910523,0.099395134,0.099715285,0.111248374,0.111248374,0.124957718,0.12341696,0.136080489,0.13594383,0.159831077,0.159831077,0.182637781,0.183957994,0.207484201,0.206978649,0.252511084,0.252963573
290,-0.000795782,0.012302523,0.017872388,0.018252151,0.024542583,0.023525408,0.02977935,0.030311046,0.03566356,0.035423696,0.041782863,0.041562129,0.047172833,0.046501756,0.053595699,0.052946594,0.060361657,0.059071593,0.067360304,0.065847769,0.073964804,0.072952285,0.085278884,0.085795641,0.097591214,0.097003527,0.109664239,0.109664239,0.12227878,0.121346206,0.134534627,0.134057581,0.156726092,0.156726092,0.180728048,0.181702912,0.203771889,0.204592437,0.248564407,0.25006929
291,-0.001245812,0.010417664,0.015505453,0.015599464,0.022094229,0.021235643,0.027419705,0.026831366,0.03217455,0.032081507,0.037671488,0.038351893,0.043868802,0.043909069,0.050230689,0.050703723,0.056414027,0.056566596,0.063836567,0.062202893,0.068830378,0.068583943,0.080029428,0.081048526,0.093429901,0.093544409,0.10582377,0.10582377,0.118595354,0.116822049,0.13006559,0.128927633,0.153067574,0.153067574,0.17631729,0.176897109,0.199836314,0.198305532,0.244190544,0.244200096
292,-0.001693158,0.007052165,0.012993582,0.013595803,0.018193759,0.019066416,0.024173619,0.023476359,0.02912491,0.029375583,0.035396989,0.034848962,0.041061953,0.040709507,0.047155146,0.047503855,0.05388394,0.052723505,0.060318496,0.059800863,0.066425867,0.065954454,0.078816228,0.077809967,0.08974193,0.090112247,0.101145409,0.101145409,0.115552589,0.114089757,0.125899851,0.125459388,0.148746193,0.148746193,0.17290251,0.173289895,0.195362628,0.195456311,0.240084052,0.240557998
293,-0.002154829,0.005444069,0.011586241,0.010403188,0.017076455,0.017608531,0.022398245,0.02187323,0.027524523,0.027622718,0.033200361,0.032621808,0.038255174,0.03915485,0.04517138,0.043958247,0.051138047,0.051402193,0.057523265,0.057081036,0.062356852,0.064006642,0.076620243,0.076034896,0.088305786,0.087503783,0.099780388,0.099780388,0.112778872,0.112697229,0.124943808,0.124643423,0.147310928,0.147310928,0.171553567,0.171832427,0.194532126,0.193433538,0.23894608,0.239459813
294,-0.001789223,0.004749391,0.010163572,0.008665472,0.015121971,0.015299311,0.02043361,0.020071264,0.027019916,0.02665977,0.031700127,0.031793837,0.037596174,0.038372904,0.042935312,0.044390835,0.049933158,0.051567264,0.057490669,0.056311872,0.062006589,0.063061401,0.075124927,0.076332591,0.087528169,0.088250212,0.099753775,0.099753775,0.113522835,0.112578623,0.124900907,0.124342561,0.147962466,0.147962466,0.171021923,0.172071502,0.195776239,0.195759907,0.240696028,0.240425319
295,-0.001729926,0.004243677,0.008376246,0.009060526,0.014518221,0.013864847,0.019598257,0.020024313,0.025329225,0.026197489,0.03123679,0.031260882,0.037490562,0.036656816,0.044015709,0.043758821,0.049862627,0.049853306,0.057109144,0.057056889,0.062819928,0.062874943,0.075658791,0.076522268,0.087808758,0.088334337,0.101143777,0.101143777,0.114251062,0.114242442,0.125668958,0.126348838,0.148773819,0.148773819,0.174039722,0.172757492,0.196406037,0.196732327,0.243231013,0.244059801
296,-0.002280664,0.003076443,0.007535561,0.009001746,0.014180565,0.014532246,0.018789373,0.018908162,0.024947364,0.025023917,0.030664178,0.030475706,0.03603882,0.036626987,0.044617802,0.042773403,0.050229151,0.050694529,0.056294281,0.056494448,0.064459018,0.06368757,0.075833164,0.076425888,0.088345572,0.088857003,0.101676367,0.101676367,0.114966214,0.115252689,0.125601307,0.127435759,0.150299624,0.150299624,0.176253498,0.175153643,0.199477866,0.198569745,0.247142106,0.24676773
297,-0.002900034,0.002596498,0.008457958,0.007809388,0.014384171,0.014192146,0.020595461,0.019998778,0.027235115,0.026496606,0.033055559,0.031695057,0.038436674,0.038439475,0.045062646,0.04475658,0.051385906,0.050786294,0.058917817,0.057899479,0.064833835,0.065627195,0.078288145,0.078377247,0.091065884,0.091383941,0.103717804,0.103717804,0.117918082,0.116642036,0.129937843,0.128857449,0.153277591,0.153277591,0.179250613,0.178629562,0.204648748,0.203455493,0.251390278,0.252055556
298,-0.000921856,0.002566292,0.008618602,0.007660847,0.014142589,0.013996437,0.019820051,0.019347208,0.026277041,0.025333477,0.032969281,0.032422468,0.039606866,0.038365185,0.04495348,0.045540314,0.053206019,0.053837847,0.060219049,0.059807252,0.067569993,0.065336265,0.07982026,0.080332488,0.092462771,0.092133939,0.105593719,0.105593719,0.117731169,0.117801242,0.130311281,0.131368339,0.155151695,0.155151695,0.181135148,0.180855855,0.205599278,0.206188947,0.253640682,0.254354179
299,-0.00239462,0.001402616,0.006971981,0.008080251,0.013739522,0.014263591,0.019966684,0.020033773,0.026240164,0.026517985,0.033810437,0.032897513,0.039566543,0.038969256,0.045684509,0.046769153,0.053254887,0.051920965,0.059994452,0.059672277,0.066960134,0.066518694,0.080127075,0.080181308,0.09236449,0.093493365,0.10635519,0.10635519,0.120034903,0.119169042,0.131198749,0.131446213,0.156812444,0.156812444,0.180896521,0.181062475,0.205820188,0.207366511,0.254245043,0.254011124
300,-0.00207961,0.000189993,0.006326623,0.005997663,0.013003076,0.01249302,0.020023607,0.019668402,0.026685175,0.02681702,0.033878915,0.032799598,0.03865277,0.040465534,0.046221282,0.045640428,0.053306334,0.052762844,0.060301572,0.059758563,0.066782795,0.066991843,0.079201572,0.079616979,0.092309415,0.091079675,0.104307473,0.104307473,0.118441336,0.117508873,0.130571693,0.13017422,0.153617412,0.153617412,0.178920582,0.179588318,0.203089789,0.20336771,0.249570265,0.24986288
301,-0.003251501,-0.000561104,0.005932552,0.005317796,0.012689412,0.012040964,0.020366868,0.019070446,0.0244269,0.0253506,0.031340446,0.030939814,0.037363563,0.037523098,0.044520907,0.044118766,0.051138598,0.051271673,0.058695104,0.058296353,0.064840391,0.062670439,0.076678269,0.076584913,0.087425269,0.087334476,0.099901542,0.099901542,0.113107637,0.112866879,0.125253379,0.125075191,0.148336023,0.148336023,0.172252193,0.173076764,0.194925636,0.195599452,0.240066767,0.241335183
302,-0.001356169,-0.000692984,0.005812931,0.005520197,0.012520862,0.012845496,0.018813565,0.018249532,0.025489369,0.024192067,0.030710517,0.031147592,0.037036344,0.03689846,0.04341222,0.0428004,0.04950732,0.050115917,0.056251436,0.056521717,0.062588505,0.062907316,0.074346237,0.073102623,0.085572548,0.085107319,0.098314255,0.098314255,0.109345265,0.108240731,0.120469421,0.120806657,0.142035469,0.142035469,0.165368572,0.166426033,0.188260317,0.187485442,0.229754344,0.229962871
303,-0.002454753,-0.000871327,0.003700824,0.00434574,0.011163784,0.011400313,0.017168868,0.015826233,0.022988221,0.022248525,0.028472228,0.029100744,0.033722807,0.034749597,0.040768106,0.040722612,0.046860293,0.045905106,0.053007305,0.051774394,0.058948711,0.058497477,0.069404386,0.069564112,0.080029547,0.081268243,0.091877185,0.091877185,0.103633933,0.102185808,0.112881854,0.113587491,0.135039821,0.135039821,0.156042442,0.157283709,0.178211108,0.178646311,0.220063508,0.218579844
