Wavelength (nm),H2O_2ml,vel_2,vel_4,vel_6,vel_8,vel_12,vel_16,vel_20,vel_28,vel_36
642,0.001559345,0.001896737,0.001355639,0.001138169,0.001912415,0.001153404,0.002568271,0.001992789,0.00098665,0.001927651
643,0.001383139,0.00209435,0.001179541,0.001163916,0.001818642,0.001120936,0.002146349,0.002063346,0.001112891,0.001163553
644,0.002306002,0.002438405,0.001788853,0.00175956,0.001958541,0.001485415,0.00260267,0.002471311,0.001611307,0.001820748
645,0.002003087,0.002428591,0.001542979,0.001638485,0.002081449,0.001655764,0.002303322,0.002715445,0.001651295,0.001798003
646,0.002239933,0.002480553,0.001939586,0.001395916,0.002302671,0.001637861,0.002402561,0.002702942,0.001050713,0.00174277
647,0.00202527,0.002513982,0.002030784,0.001991436,0.002124004,0.001495675,0.002854096,0.002668144,0.001511494,0.001978304
648,0.001683257,0.002078275,0.001324843,0.001358469,0.001531159,0.001371999,0.002336867,0.002228718,0.001289818,0.001362287
649,0.001834577,0.001919825,0.001684271,0.001565139,0.002006181,0.001798704,0.002817983,0.002306731,0.001213546,0.001620998
650,0.00158969,0.001734298,0.001239557,0.001454948,0.001654127,0.001012882,0.002392462,0.002421224,0.000768561,0.001717093
651,0.001941536,0.002011591,0.001562904,0.001372752,0.002053723,0.001359716,0.002541763,0.002421016,0.001187536,0.001670602
652,0.002163207,0.002013905,0.001385918,0.001657973,0.00197534,0.001422951,0.002353524,0.002644052,0.001441364,0.001898583
653,0.001890549,0.002186439,0.001390878,0.001444117,0.0016402,0.001385346,0.00216123,0.002249872,0.001130201,0.002036765
654,0.001704852,0.00238697,0.001568984,0.001652386,0.001829508,0.001162333,0.002206603,0.002373201,0.001191196,0.0015296
655,0.001618712,0.002559886,0.001472818,0.00169373,0.001936465,0.001313679,0.002393086,0.002525021,0.00115208,0.001739496
656,0.002308708,0.002136178,0.002111804,0.00176637,0.00219747,0.001628637,0.002409797,0.002961385,0.001621829,0.001764499
657,0.002045244,0.002215215,0.001248902,0.001895125,0.001704801,0.001329985,0.002491123,0.002702343,0.001184836,0.0017429
658,0.001401889,0.002311649,0.001787008,0.001628455,0.001820903,0.001338423,0.002177542,0.002327186,0.001475155,0.001638017
659,0.002035231,0.002478053,0.001521599,0.001900117,0.002273734,0.001627078,0.002878929,0.002663221,0.001140012,0.001908437
660,0.001864369,0.002046492,0.001608578,0.001570776,0.002378927,0.001415757,0.002180481,0.002388479,0.001121559,0.001627806
661,0.002092737,0.002433459,0.001863459,0.001570231,0.002332131,0.001490662,0.00249094,0.002395897,0.001333698,0.001874742
662,0.001707139,0.002138181,0.00169373,0.001464818,0.002172026,0.001232911,0.00219107,0.002009562,0.001112268,0.001865253
663,0.001904043,0.002048261,0.001453493,0.000969553,0.001945046,0.001130668,0.00222635,0.002027923,0.000788996,0.001744044
664,0.001738482,0.002245917,0.001307499,0.001935841,0.002293302,0.001898219,0.002664003,0.002335358,0.001269905,0.002065453
665,0.00222622,0.002067846,0.001627208,0.001623544,0.002180846,0.001234313,0.002590665,0.002422969,0.001088781,0.001869646
666,0.001928769,0.002108995,0.001644097,0.001579428,0.001899909,0.001392851,0.002282815,0.002245839,0.000922053,0.001472506
667,0.001865331,0.00224472,0.00163903,0.001568516,0.001687623,0.001310537,0.001923595,0.001892551,0.001640434,0.002021967
668,0.002426275,0.002393425,0.001934255,0.001844975,0.002103662,0.001570724,0.002653767,0.002413806,0.000997625,0.001815497
669,0.002347434,0.002647673,0.001913012,0.00228547,0.002823898,0.001906174,0.002866786,0.002708021,0.001627182,0.001771984
670,0.002615717,0.002400947,0.001978876,0.001954147,0.002601264,0.001855972,0.002824262,0.002770619,0.00158943,0.001912883
671,0.002268191,0.002011903,0.001880903,0.002187974,0.00265546,0.001959529,0.002886747,0.002858161,0.001764706,0.002008366
672,0.002236576,0.002402977,0.001983063,0.002106289,0.002290518,0.002056089,0.002752487,0.00244736,0.001607955,0.001820384
673,0.002700285,0.002265745,0.002084232,0.00212801,0.002161386,0.002169867,0.002354357,0.002621942,0.001438274,0.002024542
674,0.001937297,0.002468264,0.001531808,0.001494844,0.001889301,0.00158374,0.002189457,0.002131912,0.001182397,0.00171977
675,0.00179873,0.001659402,0.001007588,0.001322351,0.001851786,0.00110212,0.002272407,0.001937505,0.00063664,0.001121688
676,0.002140262,0.002510988,0.00174932,0.001940574,0.002108682,0.001665483,0.002544992,0.00217481,0.001449598,0.001892655
677,0.002404097,0.002522027,0.001868684,0.001545083,0.002187376,0.001661923,0.002268841,0.00240139,0.001278472,0.001900975
678,0.00222622,0.001985819,0.001680607,0.001757715,0.002031226,0.001746851,0.002065713,0.002286953,0.001158569,0.001561164
679,0.002425858,0.002782316,0.001583299,0.001701786,0.002314304,0.002037129,0.002146532,0.002534291,0.001650256,0.002204443
680,0.001464272,0.00196811,0.001608682,0.001653296,0.001643967,0.001509235,0.002327993,0.002094844,0.001463259,0.001491779
681,0.001654751,0.002171402,0.001569036,0.001559137,0.002053645,0.001662858,0.002395195,0.001902301,0.00123452,0.001293115
682,0.001760678,0.002332105,0.001601278,0.001733466,0.002347668,0.001804137,0.002531531,0.001944474,0.001336891,0.002074998
683,0.001476324,0.001994245,0.001370622,0.001124232,0.002090136,0.001398175,0.001687753,0.001993777,0.001224085,0.001477908
684,0.001785916,0.002294708,0.002038638,0.002148899,0.002330569,0.001868684,0.002266239,0.002256352,0.001774089,0.002171584
685,0.000966907,0.001988394,0.001590599,0.001226369,0.001411731,0.001419496,0.001706048,0.001988602,0.000888123,0.001400772
686,0.001451961,0.002351025,0.001313263,0.001859325,0.001980332,0.00155337,0.002610691,0.001921099,0.001062753,0.001640953
687,0.001548278,0.002725161,0.001594003,0.001955239,0.002276752,0.001544615,0.002408314,0.002225908,0.00156293,0.001845833
688,0.001341306,0.001982335,0.00169425,0.001924323,0.002013541,0.001681906,0.001963898,0.002051408,0.001163449,0.001488532
689,0.00140233,0.001843415,0.00135164,0.001141257,0.001739262,0.001364208,0.00200098,0.00214315,0.001145851,0.00124018
690,0.001514196,0.001992607,0.001857921,0.00152495,0.001816822,0.001347226,0.001870322,0.002318181,0.001135937,0.001663274
691,0.001405317,0.001650282,0.00159499,0.001632768,0.002260619,0.001660831,0.001768475,0.002628739,0.001296127,0.001928691
692,0.001736247,0.002343087,0.002164222,0.001595328,0.002208268,0.001925649,0.002134201,0.002100541,0.001338397,0.002075232
693,0.002138779,0.002158056,0.00157153,0.001353198,0.001991254,0.001526769,0.002040718,0.001983765,0.001010417,0.001687883
694,0.002326379,0.002006572,0.001031096,0.001483155,0.002106627,0.001838866,0.0018378,0.001971075,0.000730702,0.001633704
695,0.002272745,0.001940054,0.001368337,0.001475363,0.00208059,0.001250434,0.001827896,0.001781991,0.001201735,0.001483597
696,0.002120882,0.002330231,0.001648255,0.001223124,0.001792596,0.001575609,0.001783161,0.002219456,0.000992825,0.001671875
697,0.001916133,0.002276778,0.001796755,0.000968697,0.002114795,0.001488792,0.001600108,0.002209412,0.001289662,0.001838294
698,0.003172365,0.002995216,0.002336945,0.002629077,0.002957032,0.002292158,0.002852246,0.00305835,0.002060875,0.002669576
699,0.003220555,0.0031599,0.002551606,0.002117006,0.002902252,0.002105691,0.003181569,0.002634859,0.001583039,0.002331324
700,0.002792763,0.002846149,0.002128322,0.002114873,0.002564183,0.002542206,0.002639521,0.002770384,0.001816926,0.001866761
701,0.00278539,0.002848702,0.001949206,0.001846457,0.002075857,0.002344285,0.002352093,0.002732637,0.001557007,0.001945384
702,0.002351416,0.002377339,0.001647657,0.002114743,0.002308656,0.002061031,0.00224217,0.002847165,0.001506377,0.002138181
703,0.002714116,0.002382857,0.001969593,0.002156105,0.002631577,0.002095781,0.002529265,0.0025596,0.002054373,0.00236167
704,0.002548117,0.002385538,0.001790309,0.001728138,0.002214434,0.001843181,0.00237229,0.002325364,0.001548642,0.001938389
705,0.00267614,0.00271607,0.00206267,0.002082515,0.002522444,0.001880513,0.002335488,0.002456498,0.001483701,0.001891901
706,0.002316438,0.00255999,0.001977212,0.001536147,0.002278131,0.001934541,0.00197547,0.002480032,0.001320637,0.001784668
707,0.002461158,0.002460767,0.001538926,0.001730503,0.002232907,0.001931759,0.001942914,0.002122365,0.001230133,0.001867488
708,0.002848442,0.00289188,0.002555694,0.00230772,0.00266382,0.002174107,0.002717294,0.00272227,0.00176507,0.002539706
709,0.002885079,0.003072532,0.002076117,0.002396991,0.002481308,0.002111336,0.002460351,0.003102279,0.00140407,0.001799666
710,0.002219091,0.002538457,0.001804995,0.002080851,0.002236004,0.00185111,0.001932097,0.002665617,0.001214376,0.001882567
711,0.002536269,0.002522964,0.002446449,0.001949934,0.002639312,0.001752621,0.002288488,0.002532182,0.00141973,0.002091177
712,0.00268088,0.002787605,0.002287942,0.00206332,0.002424062,0.002109177,0.002521871,0.002640302,0.001731699,0.00220028
713,0.002753634,0.002924012,0.002032526,0.002304883,0.002370129,0.002357428,0.002625249,0.002780206,0.002226272,0.002233063
714,0.00240873,0.003373794,0.002416903,0.002565615,0.003087079,0.002318285,0.002608946,0.003139589,0.001751061,0.002406101
715,0.002124134,0.002608764,0.002020043,0.00174997,0.002283518,0.001863901,0.001860365,0.002260463,0.001614684,0.001961454
716,0.002610795,0.003150644,0.002762673,0.002218597,0.00321088,0.00260004,0.002666034,0.002644573,0.001967382,0.002180663
717,0.002428357,0.00285123,0.002546138,0.002532754,0.002908376,0.002442779,0.002105483,0.002758791,0.002267358,0.002702786
718,0.002419168,0.002172338,0.001896113,0.002129623,0.002189457,0.002542128,0.002507447,0.002910122,0.001391033,0.00209807
719,0.002535931,0.002898447,0.002251121,0.002353524,0.002752227,0.002081059,0.002240141,0.002597853,0.001616737,0.001808972
720,0.002183994,0.002361983,0.002139716,0.002293875,0.00239837,0.002347148,0.002301292,0.00270948,0.001248591,0.002009328
721,0.002305586,0.002252422,0.001933917,0.001807776,0.002434266,0.002022643,0.002161438,0.002129649,0.001170301,0.001524742
722,0.002164013,0.002147832,0.001986391,0.001719406,0.002641578,0.002337284,0.002161308,0.002238215,0.001528405,0.001732998
723,0.001823425,0.002469618,0.001633522,0.002069796,0.001959893,0.001932149,0.002197835,0.002249456,0.000802118,0.001542199
724,0.002859803,0.003153356,0.002245397,0.002598504,0.002773589,0.002584285,0.002405841,0.002373487,0.002050888,0.002586499
725,0.002571838,0.00194047,0.00176008,0.001844819,0.002024906,0.002205614,0.001993699,0.002121845,0.001489441,0.002222812
726,0.002210011,0.002198069,0.001636224,0.001860911,0.002090709,0.002707292,0.00205882,0.002496616,0.001610371,0.001706074
727,0.002166095,0.002637776,0.001722628,0.001550175,0.00203133,0.002055283,0.002156053,0.003139823,0.001602784,0.002031798
728,0.002399411,0.002511977,0.001762913,0.001865877,0.002677911,0.002166589,0.001899909,0.002881483,0.000820168,0.002360187
729,0.001868606,0.001849655,0.001201215,0.001215492,0.001967513,0.002161854,0.001666522,0.002333354,0.00100131,0.001678554
730,0.002694138,0.002633843,0.002384367,0.002423958,0.002287005,0.002522574,0.002262388,0.002897352,0.001762289,0.002884792
731,0.002891541,0.003055457,0.002431299,0.001804501,0.002977257,0.003088591,0.001955889,0.002867177,0.002024776,0.002966545
732,0.002280343,0.002802455,0.002197861,0.002318363,0.002558011,0.002079784,0.002003867,0.002727193,0.001500481,0.002113495
733,0.002735711,0.003018493,0.002089174,0.002692888,0.002366537,0.003030066,0.002552413,0.002252266,0.001696978,0.002632228
734,0.002947024,0.002943428,0.002389494,0.002485239,0.002973582,0.002819859,0.002546685,0.002868793,0.001991488,0.002796254
735,0.003205091,0.003826524,0.002337258,0.002647334,0.003447916,0.00327874,0.002537129,0.003135182,0.002376584,0.003167984
736,0.002471076,0.001720939,0.002600873,0.00230837,0.002806207,0.001886805,0.002102206,0.002754858,0.001981763,0.002217218
737,0.002199344,0.002531739,0.002448974,0.001900065,0.002416227,0.002386032,0.002064048,0.002428279,0.001278836,0.001892109
738,0.002854357,0.002495288,0.002091775,0.002455586,0.002411723,0.002553897,0.001655115,0.002796697,0.001535913,0.002041213
739,0.002533613,0.002830307,0.002252292,0.002060875,0.002469202,0.002445668,0.001654101,0.002333042,0.001768553,0.002072163
740,0.002827884,0.002864128,0.00270638,0.002732845,0.003246556,0.00287773,0.00238166,0.003139145,0.001953601,0.001817238
741,0.002985468,0.002916142,0.002189275,0.002254036,0.002935166,0.002964017,0.00294189,0.003353811,0.002298273,0.002870017
742,0.002364039,0.00295857,0.001914937,0.002715263,0.003241966,0.002812616,0.002906838,0.003144855,0.001782615,0.002645094
743,0.002715653,0.002968109,0.002675879,0.002291351,0.002765044,0.002643505,0.002338845,0.002865249,0.001797249,0.002760849
744,0.002753139,0.003301276,0.002790966,0.002807249,0.003547809,0.002922448,0.002994043,0.003177893,0.002329919,0.002668014
745,0.002458554,0.003417441,0.002574781,0.002431793,0.003108718,0.002877261,0.002353732,0.002965555,0.001756259,0.002668248
746,0.003801323,0.002946138,0.003169287,0.002602748,0.002970481,0.002965398,0.002701483,0.00304602,0.001987432,0.002847035
747,0.003092841,0.003225797,0.002354018,0.002322762,0.002593764,0.00314655,0.00367819,0.002668925,0.002197678,0.002421875
748,0.003285418,0.002974078,0.002886434,0.002299236,0.002973165,0.002736571,0.003207073,0.002832261,0.002389156,0.002863164
749,0.002667492,0.003355194,0.001940808,0.002315189,0.003388978,0.003154555,0.00200782,0.002674525,0.002379213,0.002126891
750,0.002885313,0.002554262,0.00207323,0.002325234,0.002537207,0.002405034,0.001898583,0.002558376,0.001638381,0.002504322
751,0.002672467,0.002883906,0.002788074,0.002817853,0.002623999,0.002837446,0.002617124,0.002778382,0.001942758,0.002329919
752,0.003126317,0.002528146,0.003565582,0.002505676,0.002794926,0.003051989,0.002384887,0.003132835,0.001342266,0.002474044
753,0.002125642,0.003475236,0.002341526,0.002694893,0.002834033,0.002922839,0.002825721,0.002364039,0.002391655,0.002452567
754,0.003538492,0.002939597,0.002783853,0.002549393,0.002864832,0.003072714,0.002471128,0.00322032,0.001944448,0.002687965
755,0.003282314,0.002750429,0.002947988,0.00257452,0.002731882,0.002994617,0.002727271,0.002974104,0.001757715,0.002439316
756,0.002553324,0.002936234,0.003084055,0.002322267,0.003020526,0.002843569,0.002406153,0.002291403,0.001740509,0.001466454
757,0.001264842,0.002024464,0.002660747,0.002003217,0.002895294,0.002255701,0.002357558,0.002363076,0.001906123,0.001618608
758,0.002976919,0.002528927,0.00268958,0.002493674,0.002732246,0.003092606,0.002383768,0.0025226,0.000593012,0.002144242
759,0.002987475,0.002773302,0.003022325,0.002751289,0.003523329,0.00299029,0.002841641,0.003038564,0.002208059,0.002094116
760,0.002018612,0.002238632,0.00205856,0.001425418,0.003074539,0.00261004,0.002932065,0.002576916,0.0009736,0.002365965
761,0.003026417,0.003625902,0.003159979,0.003628695,0.003804065,0.003614208,0.003690199,0.00368221,0.002577306,0.003769753
762,0.002760224,0.002835909,0.002989794,0.002585066,0.002980985,0.002625119,0.00297572,0.002861418,0.002907828,0.002354851
763,0.002912337,0.002123145,0.002043345,0.002542258,0.002395793,0.002708881,0.002521116,0.003101157,0.001862263,0.002652673
764,0.002854253,0.003224284,0.003096673,0.002370103,0.003266508,0.00336722,0.003287739,0.00329546,0.001874014,0.002835935
765,0.003334899,0.003288261,0.003419633,0.002939232,0.003997925,0.003394509,0.002981741,0.00399748,0.003186628,0.003270003
766,0.002841641,0.002726073,0.002516976,0.002790445,0.003186759,0.002973452,0.002300277,0.003083508,0.002006961,0.002660799
767,0.003391169,0.003795814,0.002972488,0.002867959,0.003353681,0.003649709,0.002776246,0.003499425,0.003028946,0.003077199
768,0.00343881,0.002670748,0.001885999,0.002274645,0.002406596,0.003188089,0.00194502,0.003503366,0.002662258,0.002938554
769,0.003518423,0.002572229,0.002921302,0.002986328,0.003098055,0.003349403,0.002884245,0.003614365,0.002776976,0.003043856
770,0.00259254,0.003543163,0.002993261,0.003351751,0.002704947,0.003290347,0.002615196,0.003168714,0.001823217,0.002294708
771,0.003027355,0.002587775,0.002367449,0.003062678,0.003006893,0.003577327,0.002866812,0.003188714,0.002928234,0.002521532
772,0.003589281,0.003121494,0.00324833,0.003272011,0.003764374,0.003284061,0.003392395,0.003611441,0.00299764,0.004319255
773,0.002348995,0.001971179,0.002623921,0.002967223,0.002567776,0.002904675,0.002793623,0.003533246,0.002139638,0.002228744
774,0.003575317,0.00167463,0.003100766,0.002897144,0.003222276,0.003502661,0.003287322,0.003455274,0.00247709,0.003409458
775,0.003682158,0.003455039,0.0027162,0.00237268,0.002987761,0.003032126,0.002523303,0.002732455,0.002012865,0.003097299
776,0.002003503,0.003022012,0.002037832,0.003070107,0.002434813,0.00273717,0.002338559,0.003501722,0.000660128,0.001793246
777,0.0024742,0.003777273,0.003138233,0.002793154,0.003460936,0.002848702,0.003119773,0.003091042,0.002819546,0.00340471
778,0.003358898,0.003596459,0.003226684,0.003005434,0.003671611,0.003424277,0.003558013,0.004194118,0.002621525,0.00263413
779,0.002215917,0.002666451,0.003137111,0.002588999,0.002562178,0.003174398,0.002702864,0.00366592,0.002736284,0.002529552
780,0.002419767,0.002124862,0.002342619,0.002659861,0.002864936,0.002437104,0.003192808,0.003140684,0.001999576,0.002657283
781,0.003609719,0.002666711,0.00255546,0.002982236,0.002843335,0.002928963,0.003689598,0.003349872,0.002762126,0.003044117
782,0.002584155,0.002925132,0.002321695,0.002666295,0.002374945,0.002836951,0.002654548,0.002846879,0.002014997,0.002617019
783,0.003139223,0.00230634,0.002020381,0.002869027,0.002436531,0.002862825,0.00258452,0.00294778,0.001928925,0.001671875
784,0.003387699,0.003525704,0.002376324,0.004332118,0.003860396,0.003519702,0.004417518,0.004057782,0.002766164,0.002435359
785,0.002372263,0.002536191,0.002692158,0.002430283,0.003609953,0.003045368,0.002533796,0.002747381,0.00176546,0.002662726
786,0.00356861,0.003319952,0.004578975,0.003058585,0.003508402,0.003435835,0.003607108,0.003569314,0.003197946,0.002971028
787,0.00248792,0.00240506,0.002671035,0.002249092,0.002478131,0.003728394,0.001901131,0.002802507,0.001547889,0.003104286
788,0.002460402,0.003973211,0.004202142,0.002844429,0.003351385,0.003143865,0.003405753,0.003833679,0.00246587,0.003274933
789,0.002920233,0.003930265,0.003488961,0.003338707,0.003397639,0.002890056,0.004102935,0.002828171,0.002152827,0.002862408
790,0.002379968,0.003158284,0.002640458,0.002548169,0.002983148,0.003778762,0.00416644,0.003289643,0.002642229,0.002001448
791,0.002750038,0.002466729,0.002918148,0.001696329,0.002233558,0.003266013,0.003901036,0.002523173,0.002986172,0.001605357
792,0.003724739,0.004289921,0.004148877,0.00346639,0.004286444,0.004217538,0.005013035,0.003378151,0.003733564,0.00330065
793,0.003363203,0.002627723,0.002952367,0.002137999,0.003921045,0.003996645,0.003854468,0.003417441,0.001595873,0.002446865
794,0.003644174,0.003156511,0.003200892,0.003244783,0.003918955,0.003793725,0.003809993,0.003662552,0.0026134,0.003409927
795,0.002714846,0.002674785,0.003405205,0.003806651,0.003814328,0.003319248,0.003055743,0.003830363,0.002549601,0.003371238
796,0.002696274,0.002231138,0.002501484,0.002465401,0.002848546,0.002819937,0.003838929,0.003471452,0.001631391,0.00146074
797,0.003142092,0.002657856,0.003452326,0.002490159,0.001952301,0.002922109,0.002891124,0.00246915,0.001748462,0.00250073
798,0.00408723,0.003978096,0.002535957,0.002277923,0.002982158,0.003395448,0.003777744,0.0033919,0.002706198,0.003025791
799,0.003850106,0.003922298,0.003348516,0.003217217,0.004569924,0.00380827,0.003490423,0.003183473,0.003098472,0.002603191
800,0.002079524,0.001821527,0.001958437,0.002889352,0.003185716,0.002602774,0.002489639,0.003004495,0.003183942,0.002537077
