Wavelength (nm),H2O,prot_20uM,vel_1-1,vel_1-2,vel_1-3,vel_2-1,vel_2-2,vel_2-3,vel_3-1,vel_3-2,vel_3-3,vel_4-1,vel_4-2,vel_4-3,vel_5-1,vel_5-2,vel_5-3,vel_6-1,vel_6-2,vel_6-3,vel_7-1,vel_7-2,vel_7-3,vel_8-1,vel_8-2,vel_8-3,vel_9-1,vel_9-2,vel_9-3,vel_10-1,vel_10-2,vel_10-3,vel_12-1,vel_12-2,vel_12-3,vel_14-1,vel_14-2,vel_14-3,vel_16-1,vel_16-2,vel_16-3,vel_18-1,vel_18-2,vel_18-3,vel_20-1,vel_20-2,vel_20-3,vel_24-1,vel_24-2,vel_24-3,vel_28-1,vel_28-2,vel_28-3,vel_32-1,vel_32-2,vel_32-3,vel_36-1,vel_36-2,vel_36-3,vel_40-1,vel_40-2,vel_40-3
250,-0.000426495,0.094673082,0.114033103,0.114150316,0.113360956,0.132361636,0.132536486,0.132722616,0.150870502,0.150289014,0.151165992,0.169835776,0.16903846,0.168538943,0.189347878,0.190036506,0.190211445,0.204107687,0.20297733,0.204372823,0.221644059,0.221015573,0.221789807,0.239892364,0.240098134,0.239030495,0.256279677,0.256230652,0.255081058,0.275013596,0.275321454,0.27465573,0.308567464,0.307897091,0.30719623,0.340311796,0.340948194,0.340516686,0.373660982,0.372883529,0.372745186,0.404733449,0.40585807,0.406564444,0.43815878,0.437312782,0.438091129,0.499979138,0.498898238,0.498894244,0.559291065,0.55887723,0.560313344,0.621394634,0.621062756,0.620892704,0.681602478,0.6819309,0.682927728,0.739978552,0.74001348,0.741961122
251,-6.62E-05,0.096949421,0.116979733,0.117378503,0.117129952,0.13695012,0.137266204,0.137113467,0.155773863,0.156328782,0.155767754,0.174954578,0.174392507,0.175221682,0.195920706,0.196501583,0.196387738,0.211502597,0.211473241,0.213009164,0.230636671,0.230451331,0.23051773,0.249254763,0.249675676,0.249229595,0.266691387,0.2675502,0.267643869,0.28780973,0.286970973,0.285945386,0.32119754,0.322913468,0.320931941,0.356215805,0.357062548,0.356901228,0.391205788,0.390623421,0.3905904,0.424852788,0.425193548,0.425329357,0.459110469,0.458613753,0.459794164,0.525511742,0.523765564,0.526435494,0.589130223,0.589292586,0.588889599,0.653077364,0.652412117,0.652746022,0.71720767,0.717258215,0.717765331,0.780050874,0.7790851,0.778392196
252,0.000358254,0.100895882,0.121480815,0.121625096,0.120738559,0.141867489,0.141714916,0.14211075,0.162065268,0.162209705,0.161642119,0.181879044,0.183306992,0.18224299,0.203277171,0.20430474,0.204413027,0.221025348,0.220970407,0.220842421,0.24116537,0.240794763,0.240541145,0.260142803,0.259734303,0.259703636,0.278935164,0.279944181,0.280237407,0.301257104,0.299669802,0.299770802,0.338061363,0.33693254,0.336895585,0.374247968,0.373827279,0.374075294,0.410816848,0.409875512,0.408877283,0.446002334,0.44657591,0.447271854,0.482077301,0.48180598,0.482329398,0.552230358,0.551017284,0.552506983,0.620173872,0.620130181,0.621138752,0.689493477,0.686977208,0.68778944,0.756255746,0.754439473,0.756935656,0.824042201,0.822506964,0.823395431
253,-0.000352113,0.104609788,0.126620472,0.12673448,0.126851603,0.147948638,0.147991002,0.14886488,0.168385491,0.169983193,0.168280557,0.190767348,0.190084621,0.19013764,0.212734431,0.213359043,0.212822229,0.231343672,0.231032416,0.230808094,0.251784325,0.251895428,0.251165211,0.272826642,0.272580028,0.272276491,0.291685909,0.292544454,0.292184085,0.314430833,0.31553942,0.313793123,0.353677601,0.354374826,0.35391596,0.392459571,0.392123252,0.392228901,0.431720197,0.430528402,0.429002345,0.468606621,0.468958378,0.470539242,0.507093549,0.507368624,0.507395327,0.579814315,0.580183983,0.581163704,0.653777182,0.652545333,0.654087305,0.725621283,0.724296987,0.724179626,0.797658563,0.798955977,0.797085166,0.868454278,0.86897409,0.867016554
254,-0.000222252,0.108070321,0.131853804,0.131118715,0.132545099,0.153500438,0.155034035,0.154627889,0.175682917,0.17580016,0.17597051,0.198328838,0.197924867,0.198744878,0.222206578,0.222377732,0.222421542,0.241054282,0.241077781,0.241675496,0.264276087,0.262578934,0.263313472,0.284327477,0.285687089,0.285177529,0.305294842,0.306236684,0.307122052,0.330886036,0.33009246,0.328856587,0.3700248,0.370911151,0.370589554,0.411569536,0.41175437,0.41158244,0.45192185,0.451411367,0.452494055,0.492663115,0.492728055,0.493640363,0.532221437,0.532656491,0.533486962,0.610718548,0.610282064,0.611083269,0.687436223,0.688297868,0.688558638,0.763235271,0.762565076,0.762578845,0.839838207,0.840579152,0.838530779,0.914254427,0.914859831,0.91478461
255,0.000606491,0.112606399,0.137281433,0.137104601,0.137523115,0.160571083,0.160407648,0.160411805,0.183200926,0.182846323,0.183996543,0.207911655,0.207175732,0.20736301,0.232634902,0.231490761,0.233365059,0.25163269,0.252477795,0.253373057,0.275598556,0.274819493,0.275776357,0.297667325,0.29890269,0.297634214,0.32059747,0.320482403,0.321796,0.345750272,0.345715463,0.344987392,0.388163567,0.389472663,0.387831092,0.430727333,0.43017444,0.430766583,0.473445386,0.474265784,0.474354744,0.516132772,0.517181158,0.516923368,0.558728755,0.559993208,0.558496356,0.641159177,0.641763866,0.643062055,0.722172499,0.721309602,0.722254396,0.804188967,0.80385381,0.80146277,0.883931875,0.883832395,0.883441269,0.961915314,0.964237034,0.964325607
256,-0.00058132,0.118546851,0.144083053,0.144199655,0.143577755,0.168224737,0.169571921,0.168397695,0.192450285,0.193547308,0.192856491,0.217297494,0.218563616,0.217936307,0.24431479,0.24469088,0.244346365,0.264568269,0.265680939,0.265412241,0.291201115,0.28929311,0.289490879,0.31418103,0.313920528,0.313659608,0.337934256,0.337863326,0.3390432,0.364384323,0.3634758,0.362311095,0.408083975,0.408777952,0.407326162,0.45419535,0.453662992,0.453914374,0.498544991,0.498736888,0.49778825,0.542421103,0.543584645,0.544162691,0.589154899,0.589320898,0.588190436,0.676181555,0.676188886,0.676814199,0.758987308,0.759854436,0.761142194,0.846340835,0.845651925,0.844453573,0.932750642,0.931224883,0.931797981,1.014507413,1.017156959,1.013226271
257,0.001397344,0.128376022,0.154049158,0.15485841,0.155134007,0.180251911,0.180560157,0.181182206,0.205227703,0.20580022,0.205501959,0.232093096,0.231708512,0.232892335,0.259246647,0.258986533,0.260225117,0.282659024,0.282592088,0.282114804,0.309526056,0.308253139,0.308701694,0.333586574,0.335044861,0.334122747,0.358197749,0.359388322,0.35992226,0.385633171,0.385028333,0.384735644,0.432527542,0.432993919,0.431649,0.480184645,0.479107499,0.480027229,0.527179241,0.52750963,0.527435064,0.574854851,0.574887216,0.577007592,0.622050762,0.62392962,0.62261498,0.715222299,0.713127494,0.71466744,0.804107606,0.804686725,0.805088818,0.891769469,0.893568456,0.891899943,0.982859135,0.982929707,0.9850775,1.070884824,1.073763967,1.070174932
258,0.000398931,0.136437908,0.1648231,0.165270314,0.165009171,0.191778794,0.192137227,0.191989034,0.219250619,0.2191405,0.219410181,0.245630369,0.245606169,0.245826557,0.273456574,0.274919808,0.274977773,0.29855141,0.299136341,0.298054874,0.326589733,0.325016201,0.32697466,0.35161069,0.353204519,0.352547258,0.379502565,0.377926171,0.379691005,0.406784803,0.406372368,0.406720161,0.457063556,0.45564425,0.455751568,0.50540942,0.504161537,0.505795121,0.555527151,0.556337595,0.555860937,0.605629981,0.605987012,0.608595669,0.656365573,0.656339943,0.655987918,0.751637161,0.751505673,0.752637029,0.845941901,0.845812023,0.847389102,0.940068305,0.941023171,0.940698385,1.035726547,1.036825538,1.036803007,1.127544165,1.129963875,1.129954696
259,-0.000962409,0.146192208,0.174657255,0.174648747,0.17464751,0.203641087,0.203489989,0.203815997,0.231865794,0.231093451,0.231369034,0.260263145,0.259773016,0.259563029,0.289818406,0.290337205,0.291176885,0.315372139,0.314637095,0.315249383,0.344527513,0.343549937,0.343710482,0.37155363,0.371914238,0.371619821,0.398343712,0.399222583,0.398379803,0.427970082,0.426864058,0.427067906,0.480495036,0.479600102,0.47880587,0.531793118,0.531439483,0.532543957,0.584995508,0.584569097,0.583357394,0.638777316,0.637019932,0.637890101,0.688610613,0.690784335,0.688382328,0.790061474,0.789191246,0.790509045,0.888700783,0.889688432,0.88866353,0.989112139,0.988894224,0.986749947,1.086866617,1.086401224,1.087059259,1.184443593,1.187702775,1.184753299
260,1.11E-05,0.154428735,0.184235796,0.18397823,0.183055431,0.213131398,0.213044971,0.213221431,0.241329357,0.242529601,0.242065072,0.272449732,0.272411943,0.272631139,0.30395475,0.303946525,0.303836793,0.329602748,0.329980671,0.331052244,0.359554172,0.359976262,0.360429853,0.387693942,0.387062311,0.387665898,0.417598158,0.41634056,0.417131543,0.446139664,0.447359771,0.447625727,0.501745522,0.501030445,0.501456261,0.555603385,0.5556404,0.555104435,0.610253096,0.60985136,0.609911799,0.665483773,0.66594702,0.666250825,0.720647812,0.719854653,0.720037401,0.824714482,0.823875785,0.824993789,0.929057479,0.928746641,0.92916292,1.031109691,1.031158686,1.033327103,1.135192871,1.134818316,1.137236834,1.237374783,1.236852765,1.236722112
261,-0.000143643,0.160494655,0.191741765,0.19071871,0.191744909,0.222337514,0.222257227,0.222742498,0.25211221,0.251797319,0.252325326,0.282906562,0.282197952,0.282428712,0.314116895,0.315432906,0.316240907,0.341688871,0.342875749,0.342727631,0.374495149,0.373087138,0.373088062,0.403611511,0.402743727,0.40272525,0.431925923,0.432962298,0.433242858,0.463615149,0.464710712,0.463709146,0.521129847,0.52061975,0.520743966,0.577646792,0.575232565,0.577156246,0.634129524,0.633652747,0.632786632,0.691347182,0.692739844,0.691300929,0.747391105,0.747559488,0.749820828,0.856750131,0.858803809,0.858155668,0.963490903,0.964452446,0.964986146,1.070723534,1.07190764,1.07139504,1.178073168,1.180918455,1.17767036,1.28676939,1.287438869,1.287827373
262,0.000248913,0.169049397,0.200646102,0.200591579,0.200283483,0.231377065,0.232224166,0.232297346,0.262126505,0.262942314,0.2630364,0.294254452,0.294832796,0.294901043,0.328302801,0.327347279,0.328532249,0.356899291,0.357180595,0.357342482,0.38897571,0.388720423,0.388093084,0.418328583,0.419056118,0.417118102,0.4486821,0.449115187,0.449274212,0.481025308,0.48127541,0.482165128,0.540216208,0.539314389,0.538100004,0.597010374,0.597482622,0.5991745,0.657953084,0.657118619,0.657179117,0.714930773,0.715837658,0.715907991,0.774925768,0.775840402,0.775292575,0.888240874,0.885485292,0.887605786,0.998747945,1.001506329,0.99877876,1.111781597,1.11162281,1.10979259,1.22104609,1.221565485,1.222903728,1.332733035,1.33406508,1.332079053
263,4.70E-05,0.176994965,0.210304543,0.210662842,0.210050359,0.242450923,0.243215874,0.242678314,0.274147093,0.273934394,0.274541169,0.306190878,0.30692479,0.306868285,0.340164006,0.340857863,0.341677666,0.370892197,0.370557219,0.370404899,0.403612793,0.402428657,0.402460784,0.434042782,0.43480444,0.43386817,0.465438366,0.465172768,0.4655357,0.496814638,0.498379976,0.49769342,0.559007108,0.55860883,0.557275891,0.618925631,0.618607462,0.619071305,0.678018689,0.679228723,0.677961767,0.739867151,0.739264607,0.740110278,0.798805356,0.799270034,0.802102208,0.916092813,0.914205372,0.914859533,1.03235209,1.031233311,1.031981945,1.144215703,1.145303845,1.143917084,1.260715008,1.258191466,1.25818193,1.374000788,1.372460008,1.373417854
264,0.000363695,0.18833831,0.22189486,0.222613692,0.221615344,0.25475809,0.255123228,0.254513651,0.286799192,0.286956102,0.286817282,0.319626153,0.32081905,0.319667369,0.355895102,0.356056452,0.35608834,0.384501517,0.385122776,0.385016769,0.417845607,0.418007016,0.418116182,0.448944897,0.451213718,0.45063436,0.481873125,0.482380807,0.482871354,0.516322136,0.515933871,0.514518321,0.576898575,0.577181995,0.576883972,0.638251543,0.638232172,0.637176335,0.699707329,0.699773192,0.700142741,0.762631476,0.762340307,0.761734366,0.824020326,0.824304521,0.823040366,0.941626608,0.942999423,0.944293976,1.061965585,1.059659958,1.060647964,1.176876903,1.177288771,1.177207947,1.295131922,1.294958472,1.294391751,1.412182331,1.410767078,1.411699533
265,4.97E-05,0.199853629,0.233561501,0.233532071,0.232957184,0.265288919,0.266539067,0.266751438,0.299630016,0.299408436,0.299236447,0.334134489,0.333173424,0.333378375,0.367727757,0.368626475,0.369367272,0.398530304,0.39913705,0.399168193,0.432267457,0.430795461,0.431464464,0.464386493,0.464123011,0.46481359,0.497337639,0.49748075,0.497138232,0.531144917,0.530147135,0.529873908,0.592798531,0.593269348,0.593949676,0.656311333,0.655962944,0.655690432,0.718962252,0.718628109,0.720010936,0.78147614,0.78098315,0.782455027,0.84455204,0.844805956,0.845556915,0.966683984,0.963627935,0.966526389,1.084503412,1.084542394,1.083255887,1.203688383,1.201090693,1.204103708,1.323771358,1.323498011,1.323339462,1.441876411,1.440579057,1.441748619
266,5.60E-05,0.208782271,0.242499962,0.243142963,0.242880225,0.276039481,0.27579096,0.276579857,0.309544087,0.30939731,0.310045511,0.343965322,0.344362527,0.344441205,0.379002452,0.379982472,0.379906774,0.409317732,0.410807371,0.410917312,0.444000691,0.443717063,0.44303295,0.477532208,0.477826804,0.477791041,0.509648562,0.510145247,0.510584474,0.543909252,0.545059621,0.543335438,0.606586278,0.606968463,0.60595119,0.669993579,0.670032024,0.67034477,0.733956277,0.735062003,0.733880758,0.796772897,0.797047555,0.797081649,0.860932291,0.86068064,0.861394644,0.983477771,0.98471725,0.985204995,1.104921937,1.10519731,1.106523275,1.225572467,1.226162314,1.226851821,1.347092271,1.343757868,1.346490383,1.465212584,1.466369629,1.464450955
267,0.00013745,0.218526542,0.253513366,0.253197312,0.253046215,0.286911994,0.28597489,0.287821233,0.320955634,0.321126938,0.320109993,0.356496036,0.355563611,0.355664969,0.390828818,0.392570585,0.391901791,0.421989828,0.42203036,0.422814697,0.457336247,0.456856877,0.455792606,0.488619059,0.489296079,0.49029538,0.522561133,0.523202539,0.522490025,0.558313012,0.557383776,0.558220804,0.62215358,0.621629953,0.620788932,0.684441924,0.685367525,0.685324013,0.749700308,0.748481274,0.749743104,0.813514829,0.813879967,0.812464953,0.877342403,0.878307283,0.879190326,1.000320554,1.00192368,1.003241777,1.123926759,1.125090837,1.126215339,1.248659253,1.245845675,1.243817568,1.364891768,1.369206548,1.368185759,1.487605214,1.488202691,1.487465858
268,-0.001008794,0.226683736,0.2623505,0.262025178,0.261442274,0.295945793,0.295395106,0.295749456,0.330323279,0.330734223,0.329648972,0.365570217,0.364980578,0.366399854,0.40127638,0.401934505,0.402194202,0.432206124,0.432879657,0.432620108,0.46772626,0.466532916,0.466524839,0.501482666,0.501814306,0.499927759,0.532672465,0.53354156,0.534393609,0.569705486,0.568820179,0.568014085,0.634020805,0.633107543,0.634176076,0.696641743,0.698703945,0.697314024,0.763761282,0.762058139,0.761341333,0.826500416,0.827204824,0.828016818,0.891182423,0.892228484,0.891358554,1.017028332,1.015559912,1.016979098,1.140945077,1.141973257,1.139987469,1.262198925,1.26160121,1.262899876,1.384949446,1.382997751,1.38497889,1.50683105,1.507948518,1.505310535
269,-0.000184372,0.235060677,0.271041811,0.270058066,0.270237446,0.303747207,0.304944187,0.305479765,0.339494854,0.340355694,0.338705212,0.374606997,0.374299437,0.374303013,0.4109056,0.411345929,0.411802799,0.442003459,0.442685515,0.441771925,0.47738412,0.476883143,0.476547778,0.509853602,0.511852264,0.511242569,0.544486284,0.544168592,0.544194698,0.580121279,0.579042733,0.578973234,0.644880712,0.644944012,0.645193577,0.707789064,0.710019589,0.708728612,0.773957193,0.775514126,0.773459494,0.839232922,0.839787185,0.840693593,0.904659569,0.903671622,0.904858708,1.030375123,1.031023979,1.030722022,1.154693723,1.155124664,1.154712081,1.277351022,1.279376864,1.27711153,1.401092172,1.400332928,1.400988698,1.518983483,1.52426672,1.52425313
270,0.000288129,0.242970541,0.27872625,0.278379858,0.27812627,0.314584523,0.314564943,0.314943016,0.34849605,0.348394126,0.347923338,0.384856194,0.383500516,0.383187354,0.41924572,0.420352638,0.420083672,0.45141384,0.452208728,0.450535029,0.486164659,0.486181468,0.486306787,0.51971668,0.521058142,0.520142317,0.5539518,0.554137349,0.554074109,0.589093328,0.590667248,0.588665783,0.654638112,0.654478967,0.653662324,0.720325768,0.719637156,0.718426526,0.785478711,0.784993768,0.785084307,0.849729061,0.851151168,0.852629483,0.915438175,0.915786445,0.916495562,1.040395975,1.043975472,1.041220069,1.165336251,1.167342186,1.168828607,1.289992809,1.288636923,1.292643785,1.412637234,1.414526224,1.414324045,1.536606908,1.53676939,1.535483241
271,-0.000226443,0.250605971,0.285624653,0.285493314,0.28557545,0.319720417,0.320694387,0.320845693,0.354451507,0.354269326,0.355317622,0.388952225,0.389428765,0.389917642,0.426374883,0.42573306,0.427003235,0.45751527,0.459056556,0.457327992,0.493684262,0.493300498,0.494486839,0.527840495,0.527076542,0.526202381,0.560693085,0.560498714,0.561738253,0.595195532,0.595797002,0.596505702,0.660376668,0.659572661,0.660108566,0.725699008,0.724864006,0.725493312,0.790726304,0.793063939,0.791605711,0.856744766,0.856096566,0.857388377,0.924182177,0.923032641,0.922264695,1.047118187,1.047406673,1.049075365,1.175466776,1.171212792,1.17520237,1.296635032,1.296577215,1.296293974,1.419670701,1.421045661,1.419804454,1.543880939,1.542960048,1.544934034
272,-0.000629763,0.258813024,0.293380737,0.292869866,0.29234609,0.326489776,0.327269107,0.327739567,0.361417234,0.362570524,0.362463385,0.395466566,0.394992799,0.396003306,0.432070136,0.432208657,0.432467878,0.465589821,0.464179456,0.464371651,0.499397606,0.498604864,0.498761326,0.532786906,0.532257199,0.533193052,0.565825045,0.566487014,0.566953838,0.601724565,0.60188365,0.600595713,0.665513992,0.665209115,0.665186286,0.729323626,0.730237186,0.728625357,0.795519233,0.796747208,0.795358121,0.858813703,0.861082196,0.86100173,0.927142918,0.926234067,0.927193403,1.050808907,1.049324632,1.050436258,1.177381635,1.180096388,1.17581296,1.29842186,1.296798825,1.298392415,1.422027826,1.422779202,1.422020316,1.547052264,1.54513216,1.545893431
273,-0.000257748,0.265398741,0.300269723,0.299862236,0.299956501,0.333557367,0.334188104,0.333351016,0.366609156,0.366923273,0.367725998,0.401454836,0.400251448,0.400759012,0.436903924,0.437565118,0.438127011,0.4679344,0.468200088,0.46869874,0.502915382,0.502803505,0.502183795,0.53517133,0.534759104,0.535333633,0.569366038,0.568836391,0.567985177,0.604096651,0.603816807,0.603387535,0.667853773,0.666178048,0.667615831,0.730311215,0.729565799,0.731201112,0.795593679,0.794679999,0.796104193,0.859102368,0.859513879,0.860527694,0.922672808,0.92380327,0.923249722,1.048412919,1.048818111,1.04693985,1.171279907,1.171273589,1.172635794,1.291846991,1.294607639,1.293544531,1.413568497,1.414339304,1.413936853,1.535837173,1.53689909,1.542038679
274,-0.001048926,0.272003919,0.304258674,0.305432588,0.304086685,0.337788999,0.337727368,0.338137925,0.370762706,0.370380521,0.371655941,0.402831018,0.40256238,0.403038263,0.438945711,0.439248443,0.438592404,0.469350368,0.469228983,0.470290035,0.504568219,0.502834857,0.501777768,0.534993053,0.534755766,0.535732865,0.568271935,0.566879332,0.566237211,0.599730253,0.600302219,0.600681007,0.663760722,0.661832571,0.663218677,0.724175811,0.726231873,0.725625396,0.789558649,0.789571285,0.788533926,0.853544056,0.852023125,0.851653397,0.917943299,0.91684705,0.916781247,1.037183642,1.038040757,1.039034128,1.157394767,1.156745195,1.15956223,1.276634455,1.276684999,1.279358506,1.396953225,1.401131511,1.398542166,1.520186543,1.514502764,1.518065572
275,-6.85E-05,0.278053373,0.310610861,0.311147183,0.309987128,0.341953486,0.342713505,0.341542453,0.37385416,0.373403251,0.373544633,0.405696809,0.403973013,0.405072928,0.439601809,0.440715194,0.439768136,0.46885404,0.4694103,0.468786955,0.503314674,0.502087534,0.501431167,0.532163322,0.532765031,0.532515824,0.564162195,0.5647977,0.564336419,0.597034395,0.597800314,0.595992506,0.658028066,0.657755315,0.657225072,0.718282342,0.719880045,0.718080282,0.781312108,0.780702233,0.7794258,0.842075944,0.843172133,0.841823936,0.904219985,0.903389633,0.903844297,1.023620367,1.019319057,1.020908356,1.138065577,1.139241338,1.141724706,1.255685449,1.252395391,1.255017757,1.371546865,1.370691538,1.372382045,1.492723346,1.490123391,1.491125941
276,-4.45E-06,0.284105003,0.314177245,0.313935608,0.313839316,0.343640238,0.344102889,0.344949931,0.374325246,0.375662357,0.375311136,0.406379283,0.405861586,0.405565918,0.438777208,0.43816641,0.439467728,0.466478527,0.466795445,0.468157113,0.499572307,0.498704433,0.498363376,0.528934956,0.528722763,0.528965056,0.559195638,0.558216691,0.559380233,0.59099108,0.591227174,0.591494381,0.650270343,0.649388671,0.649508238,0.707661033,0.709328294,0.707418978,0.766894162,0.767693579,0.766135275,0.827457011,0.827220976,0.826778829,0.885851264,0.886811256,0.88553679,1.002058744,0.99910754,0.99907577,1.115946174,1.114667416,1.117320776,1.229315877,1.228084087,1.228761792,1.341248989,1.341349602,1.342188478,1.454501867,1.455153465,1.454295278
277,-0.00045282,0.285529673,0.314442754,0.314986438,0.31529507,0.344271511,0.345018059,0.344408959,0.373783171,0.374189347,0.373124808,0.403626889,0.402397424,0.403019756,0.434005618,0.435339749,0.43588841,0.462444425,0.462380797,0.462976545,0.492660999,0.49244827,0.491238535,0.520135939,0.521963,0.522363782,0.550698519,0.550165534,0.550372303,0.580964923,0.581804156,0.580757141,0.636506021,0.635729075,0.63615042,0.693428278,0.694104374,0.693103612,0.752392769,0.75109309,0.750934899,0.807816148,0.809200108,0.807440043,0.865177095,0.865131915,0.866044045,0.974704385,0.974620163,0.975119412,1.08384943,1.085889935,1.086663961,1.195762157,1.193597317,1.193635583,1.302080154,1.301535606,1.300609469,1.412249088,1.40911901,1.412834883
278,-0.000708542,0.284849763,0.312944442,0.313255251,0.312677681,0.340517134,0.341414005,0.341296196,0.369338006,0.369979471,0.369321048,0.398756802,0.397907406,0.397085995,0.427980214,0.429057866,0.428246021,0.454839498,0.454077125,0.454754382,0.483209848,0.483133346,0.483541906,0.510179877,0.510347128,0.510090411,0.539432645,0.53955102,0.540022254,0.568303168,0.568629563,0.567947924,0.622625291,0.622781277,0.622594178,0.676616848,0.677762091,0.674759805,0.732586563,0.732284248,0.731080473,0.785930932,0.786936522,0.785268545,0.842291176,0.841494203,0.842380881,0.948043287,0.946528554,0.946516573,1.05142808,1.053323865,1.053128719,1.157465339,1.156838417,1.156829715,1.260965109,1.261466265,1.26201427,1.364995837,1.362970829,1.36694932
279,-0.00179804,0.279601395,0.306687623,0.306518257,0.306993991,0.334798038,0.334391564,0.334881663,0.362284452,0.360925674,0.36215502,0.388865054,0.388742656,0.388366997,0.418363631,0.419653177,0.418610603,0.443708003,0.442529678,0.443540275,0.471010089,0.470549673,0.471502423,0.497929215,0.497042388,0.497802794,0.525081217,0.525638044,0.524911702,0.553355157,0.552964687,0.55292505,0.604951024,0.605767608,0.605114996,0.657162488,0.658926666,0.656318426,0.709115624,0.710412204,0.709710956,0.764431953,0.764193058,0.762969434,0.816013932,0.816282451,0.816474617,0.918615341,0.917535424,0.918331623,1.018223286,1.019531488,1.017897964,1.119851112,1.119172573,1.120183349,1.219360948,1.218227625,1.218722582,1.321081042,1.318927169,1.320487857
280,0.000234124,0.275728017,0.302479625,0.303190589,0.302540988,0.328802764,0.328848898,0.329113126,0.356199443,0.354499996,0.356217057,0.382022113,0.381168455,0.380567402,0.410562128,0.410666555,0.409985036,0.433881939,0.433394104,0.436252475,0.461900681,0.460621208,0.461752057,0.487273127,0.487362117,0.487295061,0.514322341,0.514435589,0.513842642,0.540322185,0.54120177,0.540336847,0.592024982,0.590268195,0.591742754,0.641729295,0.641902387,0.640419185,0.691972017,0.692911208,0.690968573,0.742325783,0.742222488,0.742770731,0.795400679,0.794327557,0.794613481,0.89237839,0.891744494,0.891046643,0.990047455,0.990291655,0.990998089,1.087411642,1.087213635,1.087320805,1.181527019,1.181914687,1.182996035,1.281206608,1.282281637,1.282556057
281,0.000422198,0.2710495,0.296512306,0.296789885,0.295861661,0.322285354,0.323268592,0.322162062,0.347986698,0.348444849,0.349116325,0.373932123,0.374043405,0.373130798,0.401510239,0.403931022,0.402450949,0.42650488,0.424225897,0.426027656,0.451966226,0.451326639,0.450841695,0.476031363,0.476725459,0.476131231,0.50243187,0.501356781,0.503079832,0.528267324,0.528761864,0.527327478,0.577479303,0.576416671,0.576927781,0.626740217,0.627518535,0.626934588,0.67604053,0.676662982,0.67441535,0.72522229,0.726414502,0.726346433,0.775534689,0.775185406,0.775023878,0.868666709,0.87026453,0.870205164,0.964963138,0.965346575,0.964789867,1.058736801,1.059276462,1.058736682,1.152242184,1.154578567,1.1549685,1.246936798,1.248472214,1.247890472
282,0.001067295,0.266423971,0.29103747,0.289827615,0.291286826,0.316475868,0.317079872,0.316208392,0.342158109,0.342078894,0.342178077,0.366769075,0.366018236,0.366535217,0.394505799,0.394645989,0.39481011,0.418257356,0.417595953,0.417348296,0.442783117,0.442877203,0.442117244,0.468279868,0.468373597,0.468270868,0.492999584,0.491617382,0.491971523,0.518600702,0.518310368,0.519607127,0.567052245,0.566510975,0.565550387,0.613991201,0.615922093,0.613570988,0.661783099,0.664040864,0.66286695,0.711308062,0.71236068,0.711455584,0.759821236,0.75826782,0.760135174,0.85274303,0.852955341,0.854851604,0.946689189,0.946238399,0.946461558,1.040139318,1.039673805,1.039196014,1.128979802,1.130770326,1.129797339,1.222049475,1.221732855,1.222597837
283,0.000132297,0.257035196,0.282986403,0.282929152,0.282805353,0.308152765,0.30798623,0.308514535,0.332781464,0.332820803,0.333172649,0.358699977,0.357710123,0.357561976,0.386070997,0.385263264,0.385424018,0.407745153,0.407499284,0.408249199,0.433307141,0.432270557,0.432700813,0.458446652,0.457622677,0.458371341,0.481606752,0.481713235,0.482392907,0.507791877,0.50702709,0.507577181,0.554047883,0.554898977,0.554498017,0.600701213,0.602008224,0.602913261,0.650009394,0.649034321,0.648519874,0.697240472,0.698773146,0.69737798,0.745225072,0.745681226,0.74505043,0.839077115,0.836991429,0.83711648,0.928967297,0.929902971,0.930276573,1.019065976,1.019049406,1.021144629,1.109092712,1.11030221,1.109679461,1.199843526,1.199936867,1.200673223
284,0.001406641,0.247560695,0.272677928,0.271753252,0.273219138,0.298338145,0.297098428,0.297218084,0.321804434,0.321912527,0.322002113,0.347409695,0.346135229,0.346247196,0.372461915,0.372568488,0.373259276,0.397665054,0.396367669,0.396845281,0.421940118,0.421072662,0.421348244,0.44500953,0.445233613,0.444997102,0.470210105,0.470275432,0.471174598,0.495289147,0.496093452,0.494517922,0.540951967,0.54175508,0.543726683,0.59015286,0.590248764,0.588838279,0.636890948,0.63684386,0.636405468,0.683012366,0.685379684,0.683342576,0.732383311,0.730725288,0.731315017,0.824151039,0.822642624,0.822675943,0.911900222,0.91444099,0.912499726,1.003439546,1.002929449,1.005403399,1.09328115,1.094448447,1.093471885,1.183074832,1.185329914,1.181018472
285,0.000330431,0.229834929,0.254532069,0.2548033,0.25485608,0.279367477,0.279281497,0.279254526,0.304689497,0.304441184,0.306172282,0.328147829,0.328537583,0.329112172,0.355533451,0.355975181,0.35534361,0.380065352,0.378446877,0.378591776,0.404285729,0.404128701,0.40410614,0.428794086,0.427851081,0.42738989,0.453160644,0.452748627,0.453586102,0.477794439,0.477360249,0.476381093,0.525246382,0.523783922,0.525190592,0.573774874,0.57156086,0.570804775,0.618467569,0.619023621,0.618476212,0.664281607,0.665566862,0.664493382,0.713005245,0.714032233,0.713538826,0.804430187,0.803268075,0.805194318,0.895143032,0.895525992,0.896981716,0.986292958,0.984764755,0.984165371,1.075258017,1.077479601,1.077406287,1.163455725,1.165282249,1.167719364
