Wavelength (nm),H2O,prot_5uM,mef_1-1,mef_1-2,mef_1-3,mef_2-1,mef_2-2,mef_2-3,mef_3-1,mef_3-2,mef_3-3,mef_4-1,mef_4-2,mef_4-3,mef_5-1,mef_5-2,mef_5-3,mef_6-1,mef_6-2,mef_6-3,mef_7-1,mef_7-2,mef_7-3,mef_8-1,mef_8-2,mef_8-3,mef_9-1,mef_9-2,mef_9-3,mef_10-1,mef_10-2,mef_10-3,mef_12,mef_12-2,mef_12-3,mef_14,mef_14-2,mef_14-3,mef_16-1,mef_16-2,mef_16-3,mef_18-1,mef_18-2,mef_18-3,mef_20-1,mef_20-2,mef_20-3,mef_24-1,mef_24-2,mef_24-3,mef_28-1,mef_28-2,mef_28-3,mef_32,mef_32-2,mef_32-3,mef_36-1,mef_36-2,mef_36-3,mef_40,mef_40-2,mef_40-3
325,-0.001091016,-0.001019744,0.01622482,0.017873088,0.017860061,0.033668734,0.032674968,0.032745752,0.0505719,0.050290268,0.050175827,0.067160144,0.065773427,0.066167593,0.081819743,0.083503135,0.083232686,0.102544233,0.100456201,0.100149617,0.117481731,0.117501885,0.117858551,0.134070233,0.133706778,0.133501008,0.150531963,0.150454238,0.150358319,0.168799803,0.168175086,0.167137042,0.2019099,0.20145011,0.204009697,0.238530815,0.238631755,0.238387242,0.274580658,0.274902016,0.27471742,0.309589654,0.307962716,0.309893131,0.34715867,0.345829099,0.34524715,0.418724984,0.419199467,0.418483704,0.492768258,0.493848145,0.494465709,0.564026296,0.564921975,0.564562678,0.635511279,0.639007568,0.635476947,0.711669505,0.704313755,0.706920207
326,-0.000680681,-0.001011067,0.017493062,0.015416263,0.015370428,0.032473266,0.031822443,0.031343117,0.048402369,0.048504069,0.048652638,0.064320885,0.066047989,0.064638168,0.080359623,0.081308536,0.080750912,0.097709358,0.097242802,0.098542757,0.114262551,0.114151768,0.113332994,0.129438132,0.130456775,0.130389109,0.146404013,0.146717295,0.147202909,0.163438037,0.162735134,0.162691116,0.199337959,0.198612228,0.198383153,0.234752044,0.233422294,0.232995018,0.270536214,0.269322783,0.267422676,0.30393821,0.303980738,0.304357499,0.341897786,0.341189623,0.34129262,0.412534446,0.41005078,0.41259113,0.485587686,0.485681653,0.486324042,0.556285203,0.555794954,0.55787915,0.62843883,0.630835354,0.627809107,0.700657725,0.698782563,0.699105859
327,-0.001414124,-0.002164978,0.015515674,0.016077563,0.015179817,0.031091057,0.030779952,0.031104432,0.046973515,0.047225557,0.046991482,0.062785551,0.062403712,0.062131505,0.079411931,0.07854192,0.078775764,0.09489838,0.094320796,0.094054744,0.10993813,0.108710215,0.109887019,0.127014846,0.12563242,0.126708731,0.142153129,0.142263562,0.142583758,0.159169003,0.160074934,0.159300819,0.192176566,0.192762271,0.192445606,0.228237122,0.229142264,0.228156567,0.262840688,0.263550371,0.262649655,0.29755652,0.298180789,0.299287379,0.334312022,0.333153725,0.333432496,0.402897239,0.403473109,0.40405032,0.479633689,0.476967901,0.477316707,0.546989501,0.546952665,0.54748255,0.616466165,0.618698359,0.616874099,0.686404705,0.684708178,0.685437799
328,-0.000644755,0.000214311,0.01627416,0.014292054,0.014878586,0.030954657,0.031764455,0.032201756,0.047026012,0.047215052,0.046674229,0.062553287,0.062880598,0.062818639,0.076233327,0.077871129,0.077733919,0.094981648,0.092960253,0.0934567,0.108659282,0.110558085,0.109344065,0.126014993,0.124704756,0.124511033,0.141207382,0.141114414,0.140365154,0.157117128,0.157146156,0.15447174,0.190506369,0.189887092,0.190733686,0.225343511,0.226476684,0.225141794,0.256860584,0.260581553,0.258815199,0.294524729,0.291460335,0.292984188,0.329153299,0.327704012,0.328426749,0.398490101,0.397484213,0.39675945,0.470574468,0.469154328,0.46867764,0.535519421,0.538104475,0.536926091,0.60666734,0.609911442,0.605651021,0.675131381,0.675497174,0.675032258
329,-0.001311317,-0.001224439,0.013367873,0.014715316,0.013771852,0.029065121,0.028017348,0.029026099,0.045909997,0.045508061,0.044415291,0.061013669,0.061432697,0.060002685,0.0755127,0.076060586,0.076098733,0.090153821,0.091954783,0.093594827,0.105898291,0.106109954,0.106525198,0.12127576,0.121403374,0.120829873,0.136561796,0.13614361,0.13681747,0.154008895,0.152080819,0.151695177,0.186594591,0.185235113,0.18481262,0.21901919,0.217837051,0.217929512,0.253449023,0.253170699,0.251190215,0.28572461,0.286053836,0.285314411,0.321127981,0.319855034,0.319195211,0.386264145,0.389992267,0.38779363,0.457831591,0.455843985,0.459725589,0.525905311,0.525064826,0.523872018,0.592402577,0.592549622,0.589187205,0.657374859,0.658317328,0.658311427
330,-0.002290449,-0.000726839,0.014820513,0.014742122,0.01403408,0.029399071,0.030075951,0.030751944,0.046214227,0.044999562,0.046873987,0.059622537,0.061332602,0.060004584,0.076856911,0.077157862,0.075538024,0.090813942,0.090735555,0.091934852,0.105383657,0.104793184,0.104567662,0.120771684,0.121680901,0.120233946,0.136505991,0.137906611,0.135547906,0.153196186,0.152180538,0.151507452,0.183911488,0.181700274,0.184196353,0.218508422,0.215823233,0.217830554,0.2479444,0.25017485,0.247816503,0.279898107,0.282106251,0.280635774,0.316150814,0.313357085,0.313364744,0.378961623,0.380999386,0.380066723,0.450420827,0.446279943,0.447919905,0.513399959,0.515267015,0.515485704,0.578465581,0.58105576,0.576308787,0.641381621,0.643066466,0.642131329
331,-0.002396216,5.12E-05,0.014994567,0.014589183,0.014893132,0.030021552,0.0306539,0.028857617,0.045401946,0.046141416,0.04581267,0.061850395,0.06150391,0.062155548,0.076373361,0.076608725,0.077139035,0.092877083,0.092984527,0.092389017,0.107420623,0.108141504,0.106430762,0.122745939,0.120742559,0.121145181,0.136346772,0.136465937,0.136241853,0.150700137,0.151193112,0.151144505,0.181604385,0.181933746,0.183702245,0.215719119,0.214156777,0.212651119,0.245810732,0.246006951,0.244138226,0.275373131,0.276737928,0.276174992,0.310344994,0.309063435,0.306882888,0.371580809,0.37325576,0.372137666,0.437167674,0.436838567,0.437133759,0.497987479,0.499959201,0.5015921,0.56524235,0.564373016,0.559568405,0.622872472,0.623927414,0.624374211
332,-0.002764296,-0.000625886,0.016166057,0.015651952,0.01451731,0.029633772,0.031437449,0.029752238,0.046693135,0.047225874,0.045545951,0.060069323,0.061762083,0.062450036,0.077921644,0.07807932,0.077075593,0.092919052,0.092737913,0.093702763,0.10837809,0.107822917,0.108539254,0.121510506,0.121712551,0.120747618,0.137714699,0.136633307,0.136684433,0.151540995,0.151856616,0.150546596,0.182358429,0.181449398,0.180819467,0.211775214,0.211535037,0.212611079,0.240428925,0.243103862,0.239662439,0.270230055,0.2701056,0.26967898,0.302817822,0.301552683,0.301288962,0.36160177,0.360539228,0.361628681,0.426457763,0.423079491,0.424407512,0.483024597,0.482204616,0.484882206,0.545664907,0.545133591,0.544147968,0.60261482,0.602366388,0.603030443
333,-0.000836966,-0.000854948,0.016301572,0.017015316,0.015291722,0.032572642,0.030856734,0.031885203,0.04803513,0.049076829,0.048146199,0.062836617,0.065825239,0.06367708,0.08076407,0.079195358,0.079652242,0.096469842,0.095667541,0.095540889,0.111624949,0.110791273,0.111178316,0.124585241,0.124063842,0.125973091,0.137975425,0.140022576,0.137671396,0.153056487,0.153528452,0.152734548,0.180844858,0.180056915,0.181125879,0.212341279,0.211151108,0.211361751,0.237243563,0.238186508,0.239083782,0.265528828,0.26640138,0.26563704,0.297017843,0.295563966,0.294837177,0.351612836,0.352363318,0.35203144,0.414559633,0.41056028,0.41252774,0.470160455,0.468686402,0.469184041,0.526563585,0.526990116,0.525182664,0.581108689,0.580913305,0.582136452
334,-0.000992266,-0.000289309,0.015248715,0.017210584,0.016659709,0.033731706,0.034249891,0.034154776,0.051582918,0.049917012,0.049874328,0.066216432,0.067013353,0.066740811,0.083614498,0.082757175,0.084570907,0.099718861,0.099303111,0.097711854,0.112770386,0.114417255,0.114706196,0.12817812,0.128472015,0.128358826,0.142125726,0.140926942,0.140949085,0.154731706,0.155669913,0.155025393,0.181447163,0.182028174,0.182060599,0.211001068,0.209495023,0.208332345,0.234977558,0.236744374,0.236062586,0.262746006,0.261645526,0.260843664,0.290350944,0.289746642,0.289354473,0.342821509,0.343439549,0.342175752,0.399998009,0.397141635,0.400518239,0.454190195,0.453145027,0.451634884,0.505700529,0.507029176,0.50404048,0.559560061,0.55796963,0.559107602
335,-0.002992645,-0.001718272,0.017383201,0.016027333,0.0159299,0.032585613,0.033402573,0.032715105,0.050992087,0.049765427,0.051170517,0.066178985,0.068212569,0.067421101,0.085332058,0.084128521,0.08411514,0.099376485,0.100123771,0.099701665,0.113425016,0.116120406,0.115413621,0.128390521,0.129506007,0.127810687,0.142011344,0.14149937,0.142533153,0.15433754,0.15351595,0.151832521,0.179340065,0.177205548,0.178934857,0.204857677,0.204804987,0.204044029,0.228662804,0.229753017,0.228136569,0.253090084,0.253449142,0.255258352,0.280130684,0.278858602,0.27813217,0.327518106,0.331764609,0.327698618,0.381035388,0.380627871,0.381395251,0.429677695,0.429601848,0.43203643,0.481100172,0.482525617,0.480786622,0.530796289,0.527043521,0.528228164
336,-0.001335473,0.000344809,0.017856391,0.016129922,0.018876338,0.03465816,0.033401594,0.032492317,0.052127793,0.051399019,0.050768137,0.069813631,0.069315471,0.069395125,0.085007101,0.086134411,0.085251793,0.102351271,0.102401242,0.101653211,0.116565079,0.116171174,0.116941646,0.130090207,0.130781084,0.12878257,0.14107196,0.142043293,0.141742468,0.154642597,0.153009176,0.153118432,0.175619617,0.177019671,0.176626369,0.201289922,0.199650705,0.200046554,0.222691879,0.223462388,0.222617149,0.245389864,0.24596563,0.244123012,0.271145701,0.270020515,0.267950684,0.312498778,0.31424579,0.31595549,0.363982171,0.362751067,0.361603856,0.409692645,0.41004467,0.409383357,0.454719693,0.455301732,0.45296067,0.500266612,0.498009145,0.499791801
337,-0.002861565,-0.000219406,0.016888054,0.017662691,0.016113184,0.034309555,0.035251677,0.034045942,0.05181009,0.049951337,0.049960807,0.067388751,0.066902727,0.068548232,0.082593746,0.083090737,0.082775965,0.098177746,0.099479042,0.100073539,0.112820625,0.113621183,0.114026941,0.127560079,0.126697645,0.126447886,0.137889043,0.137178823,0.13717559,0.148963422,0.148550913,0.147592753,0.170820758,0.16757077,0.168929264,0.190535471,0.193662241,0.189894274,0.211555347,0.211299837,0.211674139,0.233250201,0.2310251,0.231823757,0.254426122,0.253068149,0.252812922,0.295093328,0.294328213,0.296791971,0.339743584,0.338724822,0.338727236,0.381087244,0.380705059,0.382367671,0.42177251,0.425510317,0.419263125,0.464058667,0.464853615,0.462325245
338,-0.000854845,-0.000106016,0.017863756,0.016657073,0.016403148,0.032738801,0.031752422,0.031635445,0.049822733,0.048518341,0.049076132,0.064598069,0.065166928,0.065621898,0.08024358,0.079407826,0.078842275,0.09460552,0.095070824,0.095343307,0.109443538,0.107324034,0.109040104,0.119561136,0.120768845,0.119402751,0.130689576,0.131122991,0.129112423,0.142219707,0.139474824,0.140660793,0.159232989,0.158886507,0.158821359,0.181125984,0.180228859,0.179195195,0.198542923,0.199091211,0.197772071,0.215464011,0.215857133,0.215579704,0.23641789,0.237362623,0.235714033,0.272030443,0.273145139,0.274579585,0.31281966,0.312988669,0.313364506,0.350324452,0.350991786,0.349713713,0.385363519,0.387801766,0.387138158,0.424708337,0.422939897,0.425124228
339,-0.001346208,-0.000521806,0.014518328,0.015663063,0.015989598,0.028959628,0.029795319,0.029061662,0.045873545,0.0437482,0.046837889,0.060077675,0.059254799,0.059288416,0.073435292,0.072411671,0.071348481,0.086526558,0.086881399,0.086910106,0.099509701,0.098871149,0.099508397,0.109800115,0.108683616,0.110396266,0.117705844,0.119389325,0.118297361,0.127801687,0.127961427,0.127781048,0.145275757,0.143591046,0.145699084,0.16380851,0.162566289,0.161295369,0.177294985,0.179299384,0.177474439,0.195279941,0.194716081,0.194605574,0.215434507,0.212113962,0.2113612,0.244554609,0.244829953,0.245769426,0.281132639,0.280620664,0.282728434,0.313809007,0.312983662,0.315758795,0.347197354,0.348208308,0.343758732,0.380221486,0.379542321,0.379208088
340,-0.002712901,-0.002079249,0.012855682,0.012704338,0.012361378,0.024864957,0.023895379,0.024375996,0.039000291,0.038829625,0.03769704,0.049998909,0.050944611,0.05111606,0.064039879,0.062910818,0.061964609,0.075116374,0.074253745,0.075829029,0.084897742,0.08490067,0.085150309,0.093571477,0.09487471,0.094988577,0.103087843,0.102951951,0.103736803,0.111930929,0.111290954,0.109572142,0.125102162,0.12531507,0.12646246,0.142180279,0.142036766,0.141758084,0.155525088,0.156301662,0.155846015,0.169898704,0.170158967,0.170569882,0.188355446,0.185408831,0.184071913,0.216233969,0.213273674,0.214591697,0.244810939,0.24543035,0.248743832,0.275942445,0.274897903,0.275909752,0.304992527,0.305349827,0.301684111,0.330094993,0.331488341,0.331233501
341,-0.001093598,0.000532749,0.010332456,0.011392925,0.010904636,0.021208759,0.021424906,0.022311416,0.035599913,0.032865461,0.032945462,0.043445807,0.043126501,0.044276763,0.054532986,0.053673346,0.054437935,0.064544544,0.063161418,0.063837677,0.0732795,0.073503286,0.071465462,0.081631646,0.080604069,0.08027593,0.088495627,0.087151796,0.089678571,0.09451817,0.094170742,0.094637059,0.107622586,0.108534001,0.107960641,0.122100405,0.121363387,0.121577144,0.13487047,0.134732306,0.133501038,0.146744371,0.146537632,0.146762043,0.161693275,0.160693273,0.160349518,0.186863974,0.186164945,0.186751619,0.213132203,0.213198885,0.211693183,0.23845923,0.238540545,0.239310443,0.263826817,0.263738632,0.262513787,0.287888587,0.287445992,0.286186814
342,-0.001542185,0.000128387,0.009056984,0.008279722,0.009903881,0.015880225,0.016904902,0.016650509,0.025200492,0.026363924,0.025510617,0.034704339,0.035533834,0.035079584,0.041299399,0.041486077,0.04444408,0.052199218,0.051316828,0.051910024,0.060125865,0.059870504,0.058524754,0.065662272,0.063886464,0.06412971,0.070061035,0.071405232,0.071485914,0.076207228,0.076209478,0.076905578,0.088866279,0.087608039,0.086995304,0.10071788,0.099553287,0.099543914,0.11020916,0.113477081,0.108864084,0.121544816,0.121126294,0.121440448,0.13380979,0.132542774,0.134068862,0.154700622,0.155355945,0.156672031,0.181447431,0.179391325,0.18110159,0.203178182,0.201491728,0.200977564,0.223368481,0.224059135,0.220471025,0.243202314,0.244203225,0.24494414
343,-0.001615795,-0.000785395,0.005507037,0.006590465,0.006865617,0.012573991,0.011190399,0.014813764,0.021204274,0.01928775,0.019018382,0.025459038,0.025850112,0.025043717,0.032787122,0.032718036,0.032123677,0.04055712,0.041444868,0.040142957,0.045972094,0.045184162,0.045944843,0.050386913,0.049466155,0.049811468,0.057432786,0.055422064,0.05525893,0.059590794,0.059702452,0.059497654,0.070504084,0.070116036,0.069311403,0.080918208,0.079629481,0.07908199,0.087692134,0.089710675,0.088433236,0.099982545,0.097824775,0.097851142,0.110321038,0.107801646,0.107145496,0.128433868,0.129530132,0.129629463,0.14896737,0.148973867,0.151030168,0.167915016,0.168559209,0.169061318,0.186742112,0.188245028,0.184300765,0.202967167,0.202744126,0.204084694
344,-0.000711385,-0.000452872,0.005156037,0.005562697,0.003899208,0.009427076,0.010289036,0.010194418,0.01536434,0.015782556,0.016457804,0.021770258,0.020750586,0.020472385,0.024371699,0.024694493,0.025576342,0.031743873,0.029806269,0.031338751,0.036331285,0.036130209,0.036430057,0.040524099,0.039815601,0.040362176,0.043398347,0.043221567,0.04509056,0.048583329,0.048560284,0.047186714,0.05450663,0.054777622,0.054927208,0.065704912,0.065434575,0.063999355,0.072898209,0.07290905,0.071734853,0.080317073,0.079708844,0.080219194,0.091825016,0.089297079,0.088048883,0.10489554,0.107461363,0.106754519,0.125015646,0.123352036,0.124442115,0.139419258,0.139799923,0.141062215,0.155570716,0.157109946,0.154114306,0.170683295,0.170751289,0.171870694
345,-0.003441484,-0.002419179,0.002904441,0.001953523,0.000930769,0.004369194,0.005597466,0.003355481,0.009786868,0.008647146,0.009265685,0.014454335,0.013671823,0.011795043,0.017601738,0.016447103,0.017390098,0.021264812,0.020571494,0.02001084,0.026019052,0.024458995,0.024056366,0.027556103,0.027523005,0.02872269,0.032021757,0.032844074,0.030832583,0.034513321,0.036958575,0.033998266,0.040827792,0.042220905,0.041050885,0.04974917,0.049584702,0.049110971,0.055955581,0.056023903,0.056137979,0.061984316,0.062637366,0.062726632,0.072126091,0.069934942,0.068651006,0.083369978,0.085599318,0.084091164,0.100809284,0.099215858,0.101325646,0.112113185,0.112879671,0.112597711,0.12720792,0.128313407,0.125317663,0.139785349,0.136695609,0.137996554
346,-0.001958871,-0.001296503,0.003015443,0.003412588,0.00336349,0.005207252,0.005826915,0.005674303,0.008320356,0.00859732,0.007504244,0.01025487,0.010474064,0.011594377,0.013815754,0.014917189,0.012974991,0.018274667,0.015986107,0.015647417,0.020232981,0.019560236,0.019247375,0.022077914,0.021692641,0.021709977,0.024886174,0.02636219,0.025500925,0.028046506,0.028533842,0.026668357,0.03278609,0.03275298,0.033766147,0.040259499,0.040844228,0.038719326,0.046213306,0.045669641,0.045367893,0.051756751,0.050935734,0.051658716,0.058332592,0.056928288,0.057877,0.070131093,0.07061749,0.069974415,0.08496356,0.083614871,0.083338797,0.094935521,0.093826026,0.095446877,0.107227564,0.105592631,0.103051871,0.116595581,0.115797609,0.116548754
347,-0.001536974,0.000746105,0.001549214,0.003141753,0.003363672,0.00374769,0.004281556,0.004309974,0.006172312,0.006074886,0.006196732,0.008867168,0.006889996,0.008754951,0.011336512,0.00989726,0.010739616,0.012292137,0.013583195,0.013295081,0.016788704,0.014701686,0.016408363,0.018691722,0.018383943,0.018220564,0.020965526,0.020171883,0.020094173,0.022943107,0.023780717,0.021155894,0.027374515,0.026927475,0.027227096,0.0326575,0.03339041,0.032176305,0.039011166,0.038738653,0.036267318,0.042034335,0.041115589,0.041475143,0.048107333,0.045862783,0.046656732,0.058387045,0.058199823,0.05889333,0.072092265,0.069557704,0.070340112,0.079954825,0.078639016,0.081567705,0.089242876,0.090287291,0.087430619,0.096784674,0.096999422,0.09657152
348,-0.000402392,-0.000741052,-0.000135828,0.001311939,0.001728866,0.002072631,0.00215379,0.001917511,0.004102961,0.003020474,0.002842605,0.004348276,0.006966746,0.005724004,0.008319934,0.007167365,0.00806187,0.011522759,0.008652902,0.00985775,0.012323081,0.012323667,0.01304973,0.013606219,0.014016649,0.013493411,0.015171721,0.015946873,0.015545588,0.016930202,0.017961839,0.017284548,0.022681827,0.022152219,0.022683764,0.028033832,0.027825162,0.025760062,0.030020498,0.030774672,0.030500336,0.034561921,0.03434379,0.034689981,0.042954344,0.04057369,0.038182329,0.04804609,0.050109554,0.04835891,0.06054832,0.0591022,0.059510898,0.068039387,0.0680703,0.066504754,0.07641694,0.076937132,0.073067062,0.082257345,0.082393795,0.082640961
349,-0.002782506,-0.002471124,-0.000261214,-0.001194649,-0.002981282,-0.00173235,0.002188989,-0.003507275,-0.000992627,0.008385008,0.007458552,0.007830842,0.008596739,0.002857301,0.00600307,0.003450708,0.001769255,0.007113945,0.02842715,0.016025562,0.010671535,0.00708366,0.008037161,0.011929946,0.006335869,0.017182441,0.013228573,0.018097593,0.010705282,0.010688833,0.00966274,0.008928678,0.01432496,0.023645198,0.020176221,0.025417289,0.013677433,0.042587426,0.020622144,0.034089591,0.021844538,0.022765566,0.022551887,0.049921222,0.027887624,0.029144565,0.02394568,0.040397659,0.033469781,0.034959432,0.043406129,0.04852986,0.050260071,0.046843771,0.04499086,0.049023531,0.054793831,0.054178357,0.049793702,0.057029434,0.06140884,0.059191339
350,-0.002347867,-0.001190674,-0.003182844,-0.002764759,-0.002466799,-0.003549385,0.000590446,0.000562374,-0.003491149,0.006448409,0.004539737,0.00187508,0.005964516,0.000897539,-9.46E-05,-0.002542827,0.000398438,0.004761168,0.012917199,0.011164263,-0.001663968,0.004249062,0.005582494,0.003050191,0.00049574,0.017358819,0.006948912,0.010458499,0.005106531,0.002896988,0.007131155,0.010339932,0.005670946,0.036215089,0.013727018,0.025297504,0.027825909,0.00229031,0.020283781,0.028210502,0.018302934,0.021976037,0.020102361,0.018589124,0.02533688,0.023534207,0.022481574,0.039273508,0.029236481,0.028342009,0.032459121,0.042295828,0.041656625,0.03892554,0.038054165,0.037171766,0.045097794,0.04587999,0.043804288,0.052000586,0.04585778,0.046767194
351,8.71E-05,-0.000296552,0.001357924,0.003291938,0.001505286,-0.001259646,0.001133393,0.003923056,0.004081273,0.008711635,0.007024278,0.006701414,0.00803993,0.004650922,0.008677303,0.003107832,0.004165629,0.00354807,0.011643192,0.01568668,0.016632838,0.009673592,0.007169865,0.007684612,0.00947504,0.015841106,0.007251271,0.023820365,0.008554205,0.012652525,0.005506329,0.010526786,0.012068963,0.021910608,0.022826375,0.026498036,0.025568159,0.018997611,0.014467047,0.02489914,0.013398414,0.017379375,0.017025033,0.033578865,0.018581828,0.022110462,0.022941742,0.029237671,0.027218828,0.023874156,0.033451077,0.040832739,0.038361877,0.03542909,0.032905195,0.03881349,0.038174499,0.041947197,0.042025153,0.047615945,0.039269257,0.043234892
352,0.000336467,-0.003584507,-0.002360792,-0.001873205,-0.000697481,0.000978789,0.00064408,-0.001216075,-0.000453803,0.008112056,0.005411017,0.005490573,0.007821275,0.00394552,-0.001070566,0.000632414,0.000242334,0.003998238,0.012504237,0.017884417,0.002571838,0.004737143,0.00269841,0.004586457,0.001606838,0.016745038,0.005107291,0.024313327,0.006719054,0.006768192,0.006603159,0.009356688,0.008653985,0.019128522,0.018874744,-0.001068035,0.021375904,0.020758949,0.014645913,0.025702467,0.014422088,0.01438278,0.015876627,0.017511416,0.019544937,0.018478742,0.022384126,0.034717798,0.023026623,0.020403195,0.027013635,0.034386095,0.03127173,0.031084077,0.032235768,0.028481543,0.033021174,0.035101727,0.034237426,0.038859971,0.036320701,0.035307944
353,-0.002809307,-0.003855993,-0.003193893,-0.000474696,-0.001120451,-0.002771652,-0.001942791,-0.000882746,0.001123791,0.002615353,0.002147364,0.001695159,0.003827751,-3.32E-05,-0.000693242,-0.001163877,-0.001866349,0.003139041,0.004139782,0.005739611,0.006049345,0.005150903,-0.000122734,0.001544252,0.005577774,0.014359233,0.00801153,0.001279771,0.004782812,0.004413778,0.007031224,0.004049525,0.010401703,0.004118431,0.017812267,0.02405891,0.018922573,0.022374969,0.015293947,0.023375383,0.010973205,0.014780017,0.014707523,0.015650529,0.017552113,0.014105686,0.015882855,0.032901872,0.017321965,0.016139727,0.025307793,0.026567405,0.027799966,0.023493901,0.026238322,0.028967487,0.033529423,0.033253316,0.029555876,0.033208493,0.031142671,0.033105254
354,0.00107591,-0.001289535,-0.000160205,0.003408727,0.003637179,0.002727844,-0.000963803,0.003280175,0.001747864,0.009405993,0.006618824,0.001966212,0.009654323,0.003911746,0.003771816,0.003336125,0.006263327,0.005082802,0.012818567,0.012310565,0.005105536,0.002044282,0.006538772,0.003051312,0.003098889,0.019162148,0.004982451,0.013530877,0.006676362,0.005704438,0.007131655,0.006687534,0.005048441,0.007574965,0.017287321,0.016223423,0.020216845,0.0066853,0.009646224,0.022284357,0.011583955,0.012334692,0.011371188,0.025270615,0.020176953,0.017474225,0.014782294,0.02101182,0.019656891,0.019647464,0.021846959,0.02757963,0.029266052,0.026096042,0.02358165,0.023204926,0.028489448,0.026645925,0.028469244,0.028011383,0.030147115,0.030097064
355,-0.000687298,-0.000149854,-0.002299101,-0.003111041,-0.002691292,-0.000510378,0.0004769,-0.002245488,-0.003262857,0.004339962,0.004622194,0.00406954,0.005398016,-0.00018815,-0.000876236,0.002528016,0.000646128,0.000294086,0.004185833,0.012850163,0.014445423,0.000823047,-0.000376322,0.001395786,0.001186186,0.014643021,0.002680541,0.013604002,0.000772217,0.004593207,0.005283731,0.005239476,0.00872529,0.013185317,0.01298766,-0.002158899,0.012246737,0.003230804,0.007304523,0.019379362,0.009686588,0.010551106,0.009443981,0.015680319,0.013716865,0.011965228,0.013791197,0.028083647,0.013317235,0.017330505,0.018599255,0.021856869,0.022585751,0.02048845,0.020044887,0.017737972,0.019913619,0.023217324,0.019769929,0.024394862,0.023285681,0.023493381
356,-0.000410099,0.001484948,0.001925831,-0.00112293,-0.000149181,0.001760782,-0.000789012,0.000846078,0.000167256,0.009280334,0.007412232,0.00591539,0.00674566,0.003436018,0.002884584,0.001399707,0.003352898,0.003169731,0.011416072,0.011656194,0.021104939,0.004281399,0.002943297,0.003944293,0.004781504,0.016879361,0.005468422,0.015949853,0.005202274,0.004977606,0.00804378,0.008678175,0.008619816,0.02212438,0.014026862,0.023460511,0.005867398,0.005084295,0.011704352,0.021218464,0.011925077,0.010604631,0.013084623,0.017662773,0.012646049,0.016405029,0.013248962,0.027085235,0.014896803,0.014466565,0.017820276,0.024537161,0.025281426,0.021468066,0.020231543,0.020081025,0.023024412,0.025202466,0.023758322,0.026163477,0.024953175,0.024541844
357,0.001333256,-0.000689417,0.000839646,0.001769073,0.001244152,0.002010628,0.001403499,-0.000371046,0.001975574,0.00711584,0.006240532,0.004776007,0.006743899,0.002729902,0.001183617,0.003282131,0.003953226,0.004017754,0.009223243,0.011304761,0.002022513,0.005461475,0.004726414,0.007101894,0.004542039,0.013224757,0.003802786,0.015958956,0.003263535,0.00585302,0.006466117,0.007386639,0.006934708,0.006973086,0.020080049,0.016897285,0.017449863,0.010622723,0.009973749,0.021002989,0.008254104,0.009668616,0.01141182,0.014566643,0.013868562,0.013569975,0.013580044,0.027639214,0.013332797,0.015111974,0.018095784,0.024320226,0.023065658,0.01985319,0.021051163,0.020271683,0.020968108,0.021271771,0.021821836,0.021661974,0.023470785,0.023515187
358,0.000563981,0.002860376,0.002633062,0.00063651,0.003436827,0.004052922,0.001277304,0.003891007,0.001825349,0.008385721,0.007525525,0.007317159,0.009390783,0.00487584,0.003642217,0.003827751,0.003649422,0.00442165,0.006608626,0.015457354,0.015614223,0.005078088,0.00515884,0.005443886,0.007762056,0.015837481,0.006889917,0.012692797,0.006338128,0.007457578,0.008406464,0.008843101,0.007873384,0.020090947,0.022733515,0.01375753,0.026067125,0.026261833,0.012315225,0.019936899,0.010873607,0.011845504,0.010806089,0.020406505,0.014633517,0.014029856,0.012078971,0.022485718,0.016517844,0.013506469,0.016531531,0.025681868,0.024659066,0.018914543,0.018607225,0.020938741,0.021926889,0.023967125,0.023872817,0.022746254,0.020727452,0.02259036
359,-0.005527824,-0.002548231,-0.002342873,-0.001416136,-0.003665473,-0.002073788,-0.000644858,-0.000429495,-0.002107999,0.003238289,0.003431426,0.000663835,0.003873168,-0.003106003,3.70E-05,-0.000447907,-0.000538043,0.000716882,0.002915438,0.010013031,0.003075556,0.001037064,3.42E-05,7.04E-05,0.000470085,0.005462287,-0.00019348,0.008363395,0.000122717,0.001196543,0.001305578,0.002574182,0.002939961,0.006325441,0.011720813,0.010760128,0.014178185,0.005666094,0.00567842,0.017931867,0.004486744,0.008134396,0.006960118,0.009382874,0.009197094,0.007027725,0.011616816,0.018778993,0.00961142,0.010088375,0.011332234,0.017400311,0.016873306,0.011789138,0.014850165,0.014819522,0.016488319,0.016734814,0.015199708,0.015298345,0.015343583,0.014987895
