Wavelength (nm),H2O,prot_1uM,mef_1-1,mef_1-2,mef_1-3,mef_2-1,mef_2-2,mef_2-3,mef_3-1,mef_3-2,mef_3-3,mef_4-1,mef_4-2,mef_4-3,mef_5-1,mef_5-2,mef_5-3,mef_6-1,mef_6-2,mef_6-3,mef_7-1,mef_7-2,mef_7-3,mef_8-1,mef_8-2,mef_8-3,mef_9-1,mef_9-2,mef_9-3,mef_10-1,mef_10-2,mef_10-3,mef_12-1,mef_12-2,mef_12-3,mef_14-1,mef_14-2,mef_14-3,mef_16-1,mef_16-2,mef_16-3,mef_18-1,mef_18-2,mef_18-3,mef_20-1,mef_20-2,mef_20-3,mef_24-1,mef_24-2,mef_24-3,mef_28-1,mef_28-2,mef_28-3,mef_32,mef_32-2,mef_32-3,mef_36-1,mef_36-2,mef_36-3,mef_40-1,mef_40-2,mef_40-3
250,-0.000153321,0.004667328,0.007140286,0.006983082,0.006731069,0.009241013,0.008322915,0.008868964,0.010698543,0.010213631,0.010691725,0.012552035,0.011902595,0.012393553,0.015120577,0.01536788,0.015835736,0.016534004,0.015878212,0.017692242,0.018606389,0.019180031,0.018061053,0.01970773,0.020491408,0.020739507,0.024344729,0.022879636,0.022653708,0.025000473,0.025946472,0.025432825,0.028849926,0.029478962,0.029319583,0.033331681,0.032091569,0.032550681,0.036735658,0.03691661,0.036707349,0.041470472,0.042590283,0.041728545,0.04587087,0.044599645,0.044904161,0.053141918,0.052867208,0.052124873,0.059968028,0.060819536,0.059750095,0.068528987,0.068293571,0.068425275,0.077531897,0.076185875,0.076115176,0.085636988,0.084640548,0.084695943
251,-0.000365563,0.006135792,0.007550179,0.006838294,0.007508669,0.009328097,0.008533085,0.009411363,0.011237575,0.010634474,0.010037403,0.013285126,0.012721238,0.012907492,0.014392947,0.015164805,0.015433884,0.016294342,0.016808778,0.016602958,0.018789129,0.018733801,0.018015828,0.020566989,0.020322597,0.020653225,0.024301199,0.023131425,0.022376576,0.024732389,0.024993069,0.025246087,0.028787935,0.029456411,0.02884727,0.032077521,0.031821441,0.03236245,0.035132065,0.03689846,0.036162674,0.041247163,0.041398425,0.040987726,0.043617468,0.042864051,0.043696411,0.050778002,0.051793378,0.051088631,0.059348416,0.058431461,0.057485942,0.066834517,0.065457962,0.066165574,0.074947484,0.07367038,0.073775783,0.083186686,0.082257591,0.081393108
252,-0.000370425,0.005325972,0.006690504,0.006587206,0.007236636,0.008895491,0.008888622,0.008669539,0.010379327,0.010411355,0.010423259,0.01230673,0.011828346,0.012496004,0.014147991,0.014765742,0.016529972,0.015558439,0.015359968,0.01605355,0.018447706,0.017952263,0.017578097,0.02001645,0.019905895,0.019804472,0.023815442,0.021995179,0.021182448,0.022621939,0.024220038,0.02353847,0.026919212,0.028057579,0.028120238,0.031009395,0.030677207,0.030993827,0.0343889,0.034833003,0.035213832,0.039547741,0.040468205,0.038941026,0.041665714,0.042090233,0.041678622,0.049678233,0.049871426,0.049276885,0.056296021,0.05648572,0.055103086,0.063919842,0.064024702,0.063855097,0.071221374,0.070726201,0.071353301,0.080500804,0.078954987,0.078316666
253,0.000108579,0.004820948,0.00720392,0.006796405,0.007656263,0.008693069,0.008694733,0.008580343,0.010575932,0.010835866,0.010269606,0.011998996,0.01206891,0.011369434,0.014042743,0.014675125,0.01498334,0.015006144,0.016435891,0.015902324,0.016955126,0.018034123,0.017750727,0.019133933,0.018846897,0.018927142,0.023632459,0.021176877,0.02044449,0.023238679,0.023285899,0.022600641,0.025979009,0.027990097,0.027331922,0.029874589,0.030216044,0.029840013,0.033221178,0.03449247,0.033269662,0.038436223,0.039119896,0.037834443,0.041268628,0.040857423,0.039429184,0.047849547,0.048376326,0.048622761,0.054693498,0.055543542,0.055351779,0.062831923,0.061765336,0.061797388,0.0704353,0.069400012,0.069675356,0.077704728,0.077046752,0.076350152
254,-0.000638758,0.005696202,0.006702124,0.007639059,0.007992362,0.008777667,0.009169227,0.008533639,0.01095502,0.010011866,0.010096217,0.011835289,0.011741797,0.011642846,0.013702171,0.013539476,0.014851183,0.015001266,0.016481087,0.015401377,0.018004792,0.017964754,0.016829174,0.01933925,0.019274652,0.018788129,0.022441611,0.020466333,0.019811841,0.022674382,0.023663923,0.022690909,0.026916789,0.027352873,0.02614459,0.030808019,0.029283443,0.030327007,0.033434946,0.033886638,0.033158951,0.037687749,0.038922649,0.037422977,0.040387232,0.04007218,0.04024101,0.048123702,0.047691513,0.046672843,0.05485072,0.054269422,0.054372884,0.062543899,0.062191453,0.062445346,0.068655282,0.068924785,0.06835819,0.076968029,0.07674817,0.075299732
255,-0.000898917,0.006332848,0.007107156,0.007692859,0.008809656,0.00901792,0.009034147,0.009153945,0.010626728,0.010896514,0.010603013,0.012038995,0.012272752,0.011609105,0.013569628,0.013395396,0.015089246,0.014832432,0.015189494,0.015006545,0.017087387,0.017876109,0.0174725,0.018820433,0.018150086,0.018662078,0.022830686,0.021273701,0.021571539,0.02292949,0.023906538,0.023070052,0.026137689,0.026531219,0.026388101,0.029511044,0.028973574,0.029854404,0.033065785,0.033144508,0.032453377,0.038266793,0.038880918,0.037431445,0.041261252,0.040081888,0.039848283,0.047040954,0.04724605,0.047065791,0.054933466,0.05399514,0.053476434,0.062179416,0.061003122,0.06178781,0.068866111,0.068344742,0.068301842,0.076882124,0.075793304,0.075093478
256,-0.000235602,0.005953494,0.007983107,0.008117147,0.007746588,0.009719863,0.009715416,0.009448452,0.011241081,0.0104279,0.011070383,0.013144839,0.013099136,0.011876948,0.014482516,0.014391663,0.015192121,0.015197643,0.015948966,0.01570772,0.017390044,0.018368118,0.01725279,0.019825904,0.019545073,0.018773425,0.023543635,0.021534108,0.021431569,0.023569953,0.024042057,0.022598187,0.026100468,0.027490463,0.026799949,0.030334668,0.030245878,0.031065086,0.033366818,0.033045977,0.03339041,0.038390774,0.03846224,0.038187925,0.04149041,0.041332938,0.040151704,0.047650866,0.048743855,0.047866713,0.055565722,0.055282772,0.054053333,0.061702672,0.06238623,0.062441938,0.069495149,0.069950998,0.069023632,0.077529728,0.076661654,0.07521911
257,-0.000436891,0.006591621,0.008034524,0.007150286,0.007714966,0.010244878,0.009004812,0.009692862,0.01083223,0.01154966,0.010870157,0.013237379,0.012241918,0.01201672,0.014154543,0.014929138,0.01628902,0.016164256,0.016068028,0.016428581,0.017257934,0.018696317,0.017903974,0.019575184,0.019617565,0.020416625,0.023641972,0.021027224,0.021010678,0.023141226,0.024635449,0.023840846,0.026020316,0.027968589,0.027452132,0.030058308,0.030574126,0.030840088,0.034526635,0.034028918,0.034359787,0.038934655,0.039846186,0.038273804,0.042671267,0.040910892,0.041483998,0.048426826,0.048823535,0.048748229,0.055059478,0.055416033,0.054845992,0.062733777,0.062457956,0.062893309,0.07085944,0.071076922,0.070714682,0.07899116,0.077459022,0.077673897
258,-0.000891116,0.007018885,0.00872286,0.008615406,0.009102951,0.010316047,0.01020743,0.0097057,0.011549288,0.011016083,0.011952589,0.013838363,0.013324629,0.01332898,0.015515352,0.014806077,0.016587304,0.016064482,0.016589833,0.016904283,0.017995214,0.019190177,0.018267296,0.020236209,0.020494854,0.019799948,0.025197584,0.022708312,0.022694346,0.024003919,0.025576396,0.024967406,0.02773796,0.027981373,0.028249092,0.031894144,0.03087919,0.031490661,0.03522585,0.035242945,0.035138156,0.039916839,0.04044411,0.039740052,0.042436723,0.042642366,0.042227093,0.050409939,0.049858909,0.048808385,0.057804514,0.057061553,0.056547873,0.065098688,0.064518414,0.064436048,0.071811229,0.072542831,0.071737207,0.080804728,0.079905629,0.079454944
259,-0.000859443,0.007813131,0.009761452,0.010174119,0.010562059,0.010845022,0.011831219,0.011818185,0.012849736,0.01312907,0.012962829,0.015563,0.014328892,0.014415531,0.016406132,0.016686151,0.017463338,0.018086258,0.017590282,0.018286115,0.020051746,0.021085644,0.019872429,0.021969473,0.021940203,0.021902658,0.026107725,0.024251433,0.023349568,0.026368737,0.026717493,0.026530037,0.029467603,0.029460538,0.029871151,0.033774287,0.03241583,0.033594556,0.037345365,0.037958782,0.036163799,0.041736726,0.043576028,0.041969921,0.044552889,0.044797331,0.044477258,0.052220646,0.05191122,0.052268878,0.059480231,0.060492795,0.058570463,0.066662177,0.066927969,0.0671838,0.075289324,0.074535318,0.074346632,0.083218388,0.082402654,0.081456617
260,0.001191559,0.0083616,0.010642486,0.010917537,0.010038621,0.01257543,0.012321536,0.012327103,0.013926347,0.013036979,0.014817379,0.01553338,0.015949128,0.015465188,0.018000638,0.016910499,0.018374139,0.019089866,0.018989796,0.018071983,0.02122004,0.022205751,0.020925457,0.023949837,0.022641627,0.023571128,0.027121771,0.024634436,0.024490708,0.027411461,0.027846277,0.028108612,0.031115223,0.031181023,0.030896423,0.03457706,0.034673862,0.034722369,0.038370218,0.038873758,0.038691789,0.043123525,0.043995801,0.042420566,0.046136092,0.046577223,0.046725996,0.053959321,0.054220527,0.053785898,0.061789569,0.061701421,0.061720636,0.069396921,0.069019601,0.068500713,0.077980958,0.077865958,0.077355415,0.086028904,0.084779412,0.084821515
261,0.00057282,0.008765833,0.010421164,0.010013296,0.010572669,0.012279382,0.01152313,0.012287477,0.014629742,0.013268392,0.012906879,0.015081715,0.01578567,0.014678498,0.017995376,0.017036581,0.018162988,0.019097522,0.018591205,0.019379362,0.020593915,0.021747857,0.020542074,0.022762429,0.023507345,0.022895597,0.027356209,0.024940949,0.024643559,0.02636252,0.027593918,0.02698518,0.030670734,0.0312961,0.031322863,0.03501204,0.035258949,0.035192192,0.03930635,0.039588716,0.038900878,0.044221245,0.044420481,0.043167811,0.047023647,0.047242269,0.046585146,0.05543806,0.054924712,0.054365903,0.062119052,0.062955879,0.063545816,0.070636705,0.070526525,0.07048846,0.078996472,0.078901656,0.078288391,0.088008396,0.086697571,0.086604409
262,0.0018417,0.009911984,0.011494822,0.011546152,0.012009854,0.012791826,0.013522252,0.012686773,0.015255257,0.014996417,0.014253773,0.017489344,0.017734708,0.016021533,0.018486628,0.019074719,0.019979831,0.021053961,0.020476755,0.020732176,0.022662655,0.023435922,0.022320544,0.024901444,0.024365209,0.023985699,0.028520545,0.027327346,0.02667254,0.029005369,0.030185129,0.028680656,0.031838488,0.034322303,0.032700926,0.036717631,0.036115386,0.036730502,0.04062539,0.040301077,0.041000072,0.04606105,0.04580174,0.044909388,0.048735082,0.049545705,0.048749678,0.057176609,0.056536991,0.056309279,0.065396234,0.065137066,0.064892717,0.07317587,0.073281735,0.072269514,0.081645608,0.081957996,0.081896007,0.091024034,0.089747213,0.089412577
263,0.000150501,0.008979731,0.011181739,0.011681801,0.012378558,0.012697089,0.013681441,0.012755997,0.014967934,0.014748442,0.014283199,0.017074948,0.016427746,0.016305523,0.018632462,0.018866796,0.020379728,0.019480145,0.01996617,0.020750042,0.021904727,0.022157885,0.022413727,0.024903445,0.024564086,0.024990985,0.028936496,0.026935298,0.02586874,0.029155055,0.030016975,0.028918454,0.032615501,0.033837106,0.033220954,0.037296083,0.036807783,0.036919568,0.041015662,0.04132596,0.040931571,0.046621371,0.047346208,0.046257045,0.049116362,0.049938038,0.049307998,0.057610333,0.057702802,0.057658516,0.064989209,0.0658722,0.065782949,0.074685171,0.074530713,0.074481569,0.08365947,0.0821018,0.08301498,0.092587538,0.090650931,0.091735579
264,-0.000160515,0.010179207,0.01250397,0.012068883,0.012332349,0.014287212,0.014167033,0.013852874,0.015562813,0.015594205,0.015373485,0.017601307,0.016661,0.017592033,0.018318757,0.019000668,0.020719035,0.021127412,0.020912012,0.021241596,0.023134099,0.023634728,0.023377921,0.024977962,0.025935728,0.025544137,0.029522127,0.027736634,0.027460681,0.030217653,0.031135662,0.030007739,0.034545749,0.035466306,0.034351215,0.03831768,0.037703786,0.03775382,0.042249434,0.04286911,0.042283785,0.047195517,0.04803649,0.047679871,0.051316507,0.051228911,0.050759323,0.059650481,0.059766255,0.059439741,0.067949139,0.067457892,0.068743214,0.07597328,0.07579682,0.075810477,0.085453846,0.085545443,0.085009336,0.094740979,0.093929783,0.093755059
265,-3.31E-05,0.010958418,0.012496883,0.012837924,0.01287816,0.014331755,0.013877409,0.01422887,0.015566085,0.015697682,0.015740251,0.017746465,0.018005548,0.017382637,0.019873593,0.01985663,0.020745019,0.021670057,0.020668972,0.021601629,0.024198525,0.024817813,0.023839206,0.025508091,0.026421854,0.026783373,0.030422756,0.028548162,0.027362358,0.02989034,0.031545661,0.030641954,0.034449674,0.035241514,0.034927029,0.038766816,0.038938705,0.039204456,0.0437411,0.043549184,0.042809024,0.049151089,0.049630262,0.047946636,0.052439392,0.052089911,0.051642913,0.061414238,0.06054496,0.060447391,0.06988015,0.069467083,0.069362901,0.078397214,0.077530593,0.078131475,0.086738855,0.087601669,0.086712837,0.09657637,0.096063904,0.095836714
266,0.000235134,0.011513853,0.013745479,0.013053358,0.012566024,0.016344979,0.015507787,0.015474684,0.017048428,0.016213212,0.017466141,0.01924927,0.018609388,0.018628329,0.021754308,0.021252578,0.021980148,0.023444828,0.023227155,0.022934621,0.024872029,0.026631804,0.025289437,0.0272441,0.028047031,0.02754714,0.032215502,0.029420843,0.029279068,0.031993303,0.033532865,0.031657524,0.036174998,0.037377499,0.035752762,0.041073531,0.039901089,0.040724944,0.044365373,0.045462187,0.045080133,0.050247256,0.051506668,0.050117254,0.054242585,0.053753056,0.054032076,0.062556155,0.062359065,0.062413096,0.071590446,0.072423846,0.071497262,0.080705866,0.080541246,0.08059556,0.089713953,0.088857353,0.090185612,0.098520704,0.098327987,0.097410478
267,-0.000259455,0.01169281,0.012548358,0.01321974,0.012677738,0.014638336,0.014789497,0.014558237,0.01746385,0.016114205,0.016399277,0.018304447,0.018893696,0.018086392,0.021086216,0.020940371,0.022031697,0.021935765,0.021220284,0.022181178,0.024662957,0.024588356,0.024629258,0.026807768,0.027467189,0.026708409,0.031143421,0.029354727,0.028562289,0.031871941,0.032195151,0.030529633,0.035985496,0.036103457,0.035902124,0.040356696,0.04003258,0.040584974,0.044697501,0.045248624,0.045156933,0.050868735,0.050725892,0.049908824,0.054084934,0.054986581,0.053973626,0.063125581,0.063133933,0.062705845,0.0724447,0.072333507,0.071604215,0.081627801,0.080756247,0.080854528,0.089883588,0.091068983,0.090537526,0.099767879,0.099704795,0.09860418
268,-5.90E-06,0.012471069,0.013986894,0.014762662,0.014495631,0.015608641,0.016252847,0.01556681,0.018256633,0.017673934,0.017409338,0.020315653,0.020058144,0.019487482,0.02243158,0.022259779,0.021710847,0.02380199,0.023570171,0.022911916,0.025864536,0.026520185,0.025837693,0.028096626,0.027654057,0.028171638,0.033147804,0.03133928,0.030640149,0.032608747,0.033535603,0.032522365,0.03720459,0.038610384,0.037874632,0.041971803,0.041380715,0.041773457,0.047190782,0.047033336,0.046384223,0.053187471,0.054101206,0.052071467,0.056335155,0.056943543,0.056322422,0.065169364,0.065514512,0.066032104,0.07434319,0.07454396,0.073681086,0.084168613,0.083899349,0.084001981,0.093529224,0.092890777,0.093211904,0.103822835,0.102209322,0.102362186
269,0.00026593,0.013597832,0.014720485,0.015059765,0.014980554,0.016055537,0.015861135,0.017085018,0.019307423,0.018317407,0.018335337,0.020062372,0.020351324,0.020516401,0.023215467,0.021788247,0.023320887,0.024907092,0.024758121,0.024681643,0.02695141,0.027498351,0.027354555,0.028606331,0.029250629,0.02969921,0.035460267,0.032115843,0.031567819,0.035639592,0.035996888,0.034510769,0.038653899,0.039569773,0.039824594,0.043412935,0.042807568,0.043274011,0.048125148,0.048718225,0.048085008,0.054055296,0.055601057,0.05341557,0.058391899,0.057425488,0.057210982,0.067349546,0.067265093,0.067013137,0.07677529,0.076211855,0.075703502,0.086348377,0.086292833,0.086200386,0.096187644,0.094654053,0.095208205,0.105352283,0.105539687,0.104297899
270,0.000233036,0.014545014,0.014868246,0.015049207,0.015881594,0.017219149,0.017307444,0.016592145,0.019001208,0.018682508,0.018540008,0.020880803,0.021511123,0.020519495,0.023331048,0.02307019,0.024261862,0.025055014,0.025608961,0.025487173,0.027083775,0.028737459,0.027872883,0.029707802,0.030495254,0.029977644,0.034702908,0.033736125,0.032781594,0.034380522,0.03706025,0.03376276,0.039857477,0.040956859,0.04029341,0.044433814,0.04474235,0.045223545,0.04967301,0.049610529,0.049317077,0.056102481,0.056401823,0.054851688,0.059506293,0.059585419,0.058486309,0.069056831,0.068765201,0.0691562,0.077719122,0.078204863,0.077699497,0.088134587,0.087833121,0.088452213,0.097794652,0.09766978,0.097843356,0.108021416,0.107605472,0.106684215
271,0.000846908,0.013829704,0.014545255,0.015613176,0.015271076,0.016497301,0.016574852,0.016833048,0.019369537,0.018599039,0.01964936,0.020754984,0.021603124,0.020584198,0.024184156,0.023492644,0.024250476,0.025163734,0.025345469,0.02469378,0.027833194,0.028754469,0.02843909,0.0301462,0.030292561,0.030046713,0.035477512,0.033892546,0.032645553,0.035722576,0.03677645,0.036569819,0.040364053,0.040380728,0.040854182,0.046557195,0.045800906,0.045425829,0.05020782,0.050398309,0.049505811,0.056605432,0.056179956,0.055472385,0.060484793,0.060260441,0.059517697,0.070082933,0.069348142,0.069313377,0.079973936,0.080264568,0.080129065,0.089877792,0.088634595,0.089010283,0.099837556,0.098965645,0.099612124,0.110593207,0.109034576,0.10900946
272,4.89E-05,0.013810918,0.015028546,0.015179924,0.015650101,0.017166041,0.01730758,0.016887946,0.020589191,0.018435607,0.018107254,0.021089938,0.021485066,0.021358419,0.023323782,0.023418738,0.024004275,0.026072429,0.025930259,0.026460893,0.028040651,0.029498687,0.028346762,0.029897828,0.030737884,0.031101124,0.035428077,0.035179783,0.03309425,0.035854861,0.037420046,0.035865601,0.041301761,0.041290604,0.042220049,0.045950972,0.046268418,0.04574528,0.051090144,0.050624136,0.050776575,0.057465494,0.058602959,0.056324191,0.061416414,0.061395094,0.060835321,0.071424298,0.0705662,0.071977586,0.080363423,0.081969813,0.080541588,0.091232754,0.090904213,0.091110423,0.102060936,0.100827672,0.100602277,0.112050325,0.112357043,0.112128399
273,0.000596771,0.01523984,0.016954668,0.017798755,0.01745132,0.018493462,0.01821252,0.01885171,0.021718005,0.020808289,0.021099504,0.023691095,0.02336074,0.022348396,0.025590565,0.024716277,0.026782107,0.027962903,0.02800023,0.028596239,0.029254312,0.030440109,0.030300193,0.032213941,0.033304319,0.032681976,0.038192984,0.036247533,0.036540367,0.038602803,0.03873257,0.038007036,0.043043345,0.044123266,0.044104211,0.048734676,0.048486963,0.048251282,0.053538568,0.053700149,0.053733688,0.059929427,0.060163714,0.059087403,0.064195782,0.062908418,0.063106336,0.074452505,0.073741853,0.073786549,0.083609566,0.084180176,0.08381407,0.094202794,0.094123349,0.095028616,0.105186686,0.104725875,0.104321428,0.116348319,0.115539111,0.116240218
274,-0.000561052,0.015094177,0.016718538,0.016439468,0.016434709,0.017898524,0.018558513,0.018155269,0.020370802,0.020331629,0.020452062,0.023191437,0.023160692,0.023053292,0.024748256,0.025254099,0.025686949,0.02742726,0.02840808,0.027793784,0.030224591,0.031209225,0.029699791,0.032812051,0.033202793,0.032299843,0.037988193,0.035539594,0.0355024,0.03922667,0.039123494,0.037909038,0.043120954,0.043827597,0.044291038,0.049242701,0.048166215,0.048284262,0.053967558,0.05429934,0.053278472,0.06129203,0.060474347,0.059020616,0.06482584,0.064253554,0.063785173,0.075576834,0.075279258,0.074283049,0.084841378,0.085363597,0.084554173,0.095822446,0.095373549,0.095060743,0.106079847,0.106311545,0.105825648,0.117623024,0.116103396,0.116515108
275,0.000828208,0.015382684,0.016911361,0.017878644,0.017621903,0.018486386,0.019616591,0.019601615,0.021174513,0.021471439,0.021946194,0.023709219,0.023992894,0.023548964,0.026157044,0.026156083,0.026491625,0.028640505,0.028293988,0.028638985,0.0310087,0.031543937,0.030882638,0.033718053,0.033777785,0.034260392,0.038678207,0.036563031,0.03633773,0.038273465,0.039811827,0.038527835,0.044620153,0.044809502,0.045830823,0.049762871,0.049134452,0.050267365,0.054645408,0.055326991,0.054761853,0.060614895,0.06207082,0.060622338,0.065093517,0.065140493,0.065749936,0.076508902,0.075368941,0.075265154,0.086493671,0.08777146,0.08569406,0.097108342,0.097855486,0.097261161,0.108506352,0.107483707,0.108203001,0.119622059,0.118104026,0.118417293
276,0.000694065,0.016499424,0.018144256,0.017945249,0.017694209,0.019742459,0.019859178,0.020903835,0.02291178,0.022159467,0.021818187,0.025160607,0.024290934,0.024596438,0.026757356,0.027382869,0.027598884,0.028867217,0.029394887,0.029277185,0.031870827,0.03330116,0.032404702,0.035529286,0.035211362,0.034880124,0.040230814,0.037694018,0.037563175,0.040051259,0.040736686,0.03986318,0.045528356,0.045331426,0.04611646,0.051595569,0.050727375,0.051969104,0.055858012,0.056696564,0.05634721,0.062939063,0.063248903,0.061474144,0.066824824,0.066631973,0.06658864,0.077869639,0.077449955,0.07729739,0.087703884,0.088677868,0.087206848,0.09912771,0.099103451,0.098876677,0.110362522,0.109694228,0.109687731,0.121410973,0.120412618,0.120792642
277,0.00049758,0.015826609,0.017587639,0.017645976,0.019127412,0.019745573,0.019966848,0.01973387,0.021461947,0.022195343,0.021900889,0.025069054,0.024286635,0.024301693,0.027018042,0.027723419,0.027921658,0.028865445,0.02912192,0.029289287,0.032418396,0.032287937,0.032031037,0.034546506,0.034789588,0.035033282,0.040060144,0.037925534,0.036812767,0.040369108,0.041363716,0.039844058,0.045232736,0.045952495,0.047007665,0.051484022,0.050784897,0.05099069,0.056438848,0.056494713,0.056276187,0.062687963,0.063812703,0.061109871,0.06725654,0.066563591,0.066371672,0.078118086,0.078525856,0.07661289,0.087522276,0.08887352,0.088053606,0.099523142,0.09912508,0.098997116,0.11001946,0.110065252,0.10982471,0.121892691,0.120223701,0.120118491
278,-0.000228099,0.014467181,0.017417422,0.017625244,0.01724988,0.017983694,0.019039152,0.019052649,0.021900481,0.020702718,0.021122359,0.022839472,0.0232806,0.022722332,0.025773302,0.025020791,0.026689718,0.028580839,0.028559662,0.028180366,0.030952517,0.032080613,0.03117902,0.033617239,0.033341885,0.034666993,0.038414925,0.03689364,0.035947982,0.038549729,0.041367728,0.038695242,0.04438705,0.046271268,0.046213537,0.049257953,0.049465429,0.049599241,0.055006031,0.056306127,0.054586433,0.062050216,0.063062184,0.061573882,0.067669354,0.065204196,0.065817766,0.076083437,0.076909162,0.076795526,0.087240994,0.088168263,0.087271497,0.097836904,0.09850011,0.097878739,0.110085927,0.109489299,0.109254405,0.120166414,0.119566016,0.119738579
279,-0.000124287,0.015313844,0.017632253,0.017757872,0.018027484,0.019038882,0.019605,0.019320522,0.021821754,0.020933716,0.021436844,0.024279052,0.024501089,0.023587471,0.026089389,0.025997341,0.02684048,0.029136619,0.028368205,0.029044863,0.031603426,0.031841997,0.031565677,0.034019206,0.033475515,0.03425185,0.040165048,0.038151152,0.036362641,0.039607063,0.040565733,0.04074334,0.045599598,0.046081398,0.045511656,0.050266754,0.050715972,0.049907897,0.056703731,0.056356169,0.056949478,0.063084453,0.063290231,0.062253919,0.066786207,0.066698246,0.067060053,0.078828953,0.077070184,0.07756488,0.088972665,0.089267097,0.088543296,0.099666633,0.099093467,0.099364124,0.110214695,0.110330954,0.109856382,0.122224174,0.121306121,0.120275058
280,-0.000642273,0.012917679,0.016769361,0.016270369,0.01664946,0.017779877,0.019281147,0.017439462,0.020410303,0.02049982,0.020869667,0.022918846,0.023311956,0.022809297,0.025453959,0.026267031,0.02597989,0.028564915,0.027203752,0.027237073,0.029914716,0.031086747,0.030324092,0.032319922,0.03356684,0.032696124,0.038492899,0.037171312,0.035052221,0.038474571,0.04027918,0.038902096,0.043811761,0.044742577,0.04449527,0.050195295,0.050264925,0.049404372,0.055090215,0.055557191,0.054413199,0.061316743,0.062672347,0.061410747,0.066574,0.065238185,0.065481707,0.077372648,0.077502742,0.07744699,0.087778658,0.088800244,0.087415516,0.099571228,0.09972512,0.098460719,0.110545225,0.109696664,0.109559223,0.122322246,0.121185832,0.120049171
281,0.000557605,0.01479697,0.016731022,0.016631952,0.016417235,0.018541763,0.019243345,0.019003535,0.020727614,0.021338815,0.021110645,0.02291025,0.022689819,0.02307816,0.026064046,0.026104536,0.02640678,0.028664561,0.028374117,0.028194204,0.031628624,0.031458292,0.030679179,0.033409338,0.03442622,0.033065364,0.039449904,0.037237473,0.035881232,0.039631367,0.04052873,0.039531186,0.0449089,0.045170259,0.045681201,0.050199423,0.050156564,0.049956594,0.056440644,0.0562489,0.05608537,0.062989093,0.062802456,0.062484503,0.067382768,0.067046575,0.067778267,0.078294158,0.078574456,0.077882491,0.089068502,0.089657567,0.089347698,0.100641139,0.10038127,0.100137264,0.111632079,0.111865446,0.111846492,0.123842008,0.122863233,0.122513309
282,-0.00127059,0.012274935,0.015782179,0.014409109,0.016213911,0.017331177,0.017515566,0.016586551,0.019985469,0.019956602,0.019689338,0.022330219,0.022510063,0.02236115,0.025336798,0.024734335,0.025295282,0.027033716,0.027083198,0.027467465,0.029474113,0.030119259,0.029746749,0.033832181,0.032748904,0.032657556,0.038677331,0.036284991,0.034833368,0.03846705,0.040019467,0.038595956,0.044309501,0.045251381,0.045077521,0.050702035,0.049543325,0.050254431,0.056137241,0.056491029,0.056473337,0.062897533,0.063489869,0.062284872,0.068088256,0.066926762,0.066645131,0.078552619,0.078257613,0.078288361,0.089034915,0.090332933,0.088346049,0.10127724,0.101272732,0.101239622,0.113264278,0.111994341,0.112164594,0.124690577,0.124031499,0.123386219
283,-0.00093973,0.013998175,0.017354265,0.015751686,0.016227668,0.017888652,0.018421266,0.01897322,0.02044308,0.020520743,0.020928798,0.022540953,0.023506416,0.022968024,0.026763743,0.025212809,0.026474539,0.028656432,0.028748659,0.028137252,0.031051517,0.030644372,0.031324726,0.03379197,0.03428695,0.033598304,0.039689876,0.037562866,0.035934035,0.039657939,0.040950459,0.04003457,0.045385651,0.046490349,0.046800002,0.051139589,0.05178247,0.051826451,0.057477195,0.057505652,0.057312049,0.064857908,0.064753272,0.064007543,0.069789551,0.068353646,0.067587204,0.080737792,0.079902925,0.080395907,0.091558255,0.092193723,0.090776354,0.102927014,0.102904245,0.103219666,0.115292721,0.115107738,0.114321791,0.127030134,0.126002297,0.126886755
284,0.000400952,0.014495658,0.015733032,0.015426535,0.016732017,0.017899144,0.018305311,0.017753854,0.02099886,0.021052059,0.020607758,0.022960164,0.022998838,0.023125172,0.025215635,0.025504056,0.025570411,0.028545121,0.027784621,0.028264867,0.03199609,0.031608216,0.031666212,0.033968955,0.034021471,0.033665236,0.039681509,0.037383478,0.037268359,0.040677384,0.041036315,0.039978795,0.046280455,0.047282327,0.046773881,0.052099131,0.0517685,0.052184798,0.058352191,0.058035735,0.05834784,0.065589592,0.066163644,0.06368874,0.07011427,0.06892848,0.069283068,0.081352681,0.081653453,0.081450529,0.092492618,0.092707373,0.092568986,0.104712993,0.105027653,0.104768671,0.117377959,0.116823636,0.116357863,0.129596695,0.129183933,0.128975257
285,-0.000177179,0.012126829,0.015606602,0.01546787,0.014367715,0.017083429,0.017421894,0.017706882,0.020205807,0.019433364,0.020157782,0.023519697,0.022247709,0.022381047,0.025096809,0.025721911,0.025594436,0.028488675,0.028152386,0.02732536,0.031730786,0.032411035,0.030678319,0.034021638,0.033556409,0.033004027,0.040041778,0.038226113,0.036849145,0.041022748,0.041249413,0.039591014,0.045613714,0.046398912,0.046126794,0.052871741,0.052295242,0.052366346,0.058788754,0.057789136,0.057772461,0.065962799,0.066535078,0.065286227,0.070259772,0.07006076,0.070057049,0.082703963,0.08190576,0.081022851,0.09414389,0.094084673,0.093056172,0.106615551,0.106399469,0.105614714,0.118761919,0.118708804,0.118229583,0.132258579,0.130077839,0.131058291
