Wavelength (nm),H2O,prot_15uM,vel_4uM_1-1,vel_4uM_1-2,vel_4uM_1-3,vel_2-1,vel_2-2,vel_2-3,vel_3-1,vel_3-2,vel_3-3,vel_4-1,vel_4-2,vel_4-3,vel_5-1,vel_5-2,vel_5-3,vel_6-1,vel_6-2,vel_6-3,vel_7-1,vel_7-2,vel_7-3,vel_8-1,vel_8-2,vel_8-3,vel_9-1,vel_9-2,vel_9-3,vel_10-1,vel_10-2,vel_10-3,vel_12-1,vel_12-2,vel_12-3,vel_14-1,vel_14-2,vel_14-3,vel_16-1,vel_16-2,vel_16-3,vel_18-1,vel_18-2,vel_18-3,vel_20-1,vel_20-2,vel_20-3,vel_24-1,vel_24-2,vel_24-3,vel_28-1,vel_28-2,vel_28-3,vel_32-1,vel_32-2,vel_32-3,vel_36-1,vel_36-2,vel_36-3,vel_40-1,vel_40-2,vel_40-3
250,-0.001241527,0.070442364,0.085484669,0.086361676,0.084573798,0.100466177,0.099812508,0.099920437,0.112452209,0.111505032,0.112041645,0.124831408,0.124028608,0.123893164,0.139828578,0.1383297,0.138042927,0.151809424,0.151951611,0.152096361,0.169756144,0.1681481,0.169039339,0.183058739,0.182422221,0.183386788,0.198862627,0.197789446,0.19787547,0.210835353,0.210483298,0.210661575,0.23406592,0.231795952,0.231875673,0.256757379,0.256355077,0.255928159,0.278360695,0.278749049,0.278992385,0.301655114,0.301452786,0.301428527,0.325307816,0.327836335,0.324841797,0.368223131,0.367035329,0.366988063,0.409709305,0.409415156,0.410355717,0.453642994,0.452396572,0.453895539,0.496785671,0.496911079,0.496050805,0.539359212,0.537066758,0.538092017
251,-0.000529666,0.072541788,0.088230006,0.087559357,0.087935366,0.102735549,0.102262385,0.102446988,0.115151711,0.115977809,0.115082063,0.128723517,0.128142476,0.128959119,0.144880578,0.143433169,0.143323839,0.157344431,0.157075167,0.156512618,0.175012708,0.173419625,0.174479812,0.189077139,0.189174533,0.191071168,0.206221655,0.204715982,0.20449248,0.219455749,0.217403904,0.218409032,0.242001757,0.240838647,0.241012573,0.266580492,0.266496807,0.265875161,0.289451063,0.289564848,0.2900877,0.314344853,0.314412504,0.314810485,0.338680297,0.341709912,0.338207573,0.38534075,0.382332653,0.383702576,0.42890659,0.428181917,0.428926885,0.473941565,0.473779649,0.472959757,0.520823002,0.520322204,0.519030869,0.564067483,0.563648999,0.562554181
252,-0.00131684,0.075274549,0.092074156,0.091554418,0.090943977,0.106044687,0.106710263,0.107476778,0.119383566,0.120185807,0.11969953,0.133457914,0.133436695,0.133613735,0.150551722,0.148363814,0.147939757,0.163073957,0.163975418,0.162887082,0.182540476,0.18044965,0.181429744,0.196043491,0.19757843,0.197858393,0.214593813,0.211509511,0.212975889,0.227479681,0.226466134,0.227796063,0.252950788,0.25034532,0.251779944,0.278293818,0.278236151,0.277310431,0.30270952,0.301367044,0.302752137,0.328036338,0.328276247,0.327839643,0.353190184,0.355961323,0.353040099,0.401340216,0.401424259,0.401394099,0.447991818,0.448134005,0.448158979,0.496354073,0.496833444,0.496759117,0.545016527,0.544590175,0.545191586,0.592497349,0.590398669,0.591379702
253,-0.001462216,0.078552462,0.094596766,0.094559073,0.094287798,0.110101439,0.109824777,0.110365659,0.12498302,0.124829203,0.12431144,0.13933447,0.139012709,0.138457686,0.156776905,0.154573754,0.154735148,0.170770899,0.17063877,0.17015402,0.188444406,0.187673912,0.189838797,0.205110654,0.204493523,0.205711886,0.223003447,0.222150713,0.221601933,0.236705348,0.235589683,0.236309215,0.263660401,0.262101889,0.261882812,0.290881634,0.291120768,0.289062917,0.31580025,0.315704405,0.316548705,0.34356606,0.34302938,0.34463045,0.370712072,0.371182054,0.369124502,0.421169817,0.419055522,0.419710428,0.46842429,0.468454152,0.470977366,0.519966185,0.520266831,0.521385014,0.572105765,0.570234299,0.571934342,0.621517539,0.62059772,0.620734453
254,-0.001866452,0.081540219,0.099178776,0.098578125,0.098012529,0.114616938,0.115483247,0.114805013,0.129079804,0.129700959,0.128729016,0.144749418,0.145145208,0.1447763,0.162674129,0.160904765,0.161183059,0.177513555,0.177647144,0.177404285,0.197381586,0.196816206,0.19629921,0.214198098,0.212963641,0.21452941,0.232213959,0.231430203,0.230675116,0.247605234,0.24710685,0.246507406,0.275192946,0.272520512,0.274320424,0.303524822,0.303421468,0.301897556,0.330981493,0.330226332,0.332014322,0.358037263,0.359022498,0.360080749,0.387960196,0.389226168,0.386455923,0.44101125,0.439620018,0.439746946,0.491649807,0.491469383,0.493599385,0.545810103,0.54616487,0.545691788,0.600221753,0.599028885,0.600283563,0.652831316,0.651543617,0.6509794
255,-0.000703115,0.084395416,0.103265405,0.102943979,0.102214664,0.11980594,0.119224325,0.118892506,0.134394318,0.134101048,0.133882761,0.150906816,0.150592402,0.151092485,0.16916807,0.16767183,0.168846726,0.185454845,0.184881166,0.184352726,0.205652565,0.204884186,0.205461532,0.221667439,0.223596826,0.223407492,0.242257848,0.240270764,0.239917159,0.258196771,0.257211059,0.257269889,0.287164003,0.284247547,0.285830766,0.316077948,0.317346245,0.314989209,0.346789271,0.345479518,0.347281426,0.375653595,0.37529704,0.375466228,0.405263335,0.406131208,0.403753132,0.461682499,0.460528135,0.460815042,0.516376734,0.515478373,0.515547395,0.57207191,0.572262049,0.571809471,0.629019797,0.62743032,0.629080296,0.684649289,0.68222028,0.682951629
256,-0.001446942,0.088197626,0.107766978,0.107541733,0.106919743,0.125180468,0.125020579,0.125785902,0.142333612,0.140163064,0.141145721,0.157862932,0.158577487,0.15833582,0.17713584,0.176227912,0.176269352,0.192954689,0.193905219,0.194318548,0.214825079,0.214388892,0.215298995,0.234203592,0.234012976,0.234511569,0.253701538,0.252380818,0.252527893,0.270429075,0.268983513,0.269968361,0.301422387,0.298565209,0.299948067,0.332295954,0.334560514,0.331129402,0.363327384,0.362555295,0.363742441,0.392736524,0.393512309,0.394919723,0.425141126,0.426965505,0.422998548,0.484318346,0.481963813,0.483739883,0.541207492,0.541973054,0.543178856,0.601377308,0.601246238,0.601059496,0.661435306,0.659329951,0.658729553,0.719273388,0.717652857,0.717147708
257,-0.001434455,0.095960803,0.115896165,0.114509903,0.114822142,0.134037957,0.133791477,0.133896291,0.150480405,0.151074261,0.150977135,0.168274999,0.168608159,0.168493718,0.188983023,0.18606402,0.186949849,0.206147119,0.206285551,0.206153035,0.228575602,0.227025986,0.228395999,0.246500567,0.247349635,0.24825336,0.2663261,0.267382711,0.266638398,0.285635501,0.284987032,0.285390168,0.318518877,0.315313429,0.316695541,0.352375567,0.352086335,0.349665731,0.382998884,0.382462114,0.384848237,0.414630026,0.416542023,0.415731907,0.44821772,0.449679524,0.446695179,0.50970155,0.508988977,0.510199666,0.570254803,0.572132587,0.571481347,0.63357532,0.634676337,0.633129537,0.696231782,0.697458446,0.696843326,0.759030104,0.756887198,0.756289661
258,-0.002353634,0.10257525,0.121776797,0.122519456,0.122188814,0.14273195,0.141529486,0.142085046,0.159661755,0.159953177,0.159608483,0.178179666,0.178075969,0.178265348,0.199065507,0.197254822,0.19817932,0.217396259,0.217932716,0.2178137,0.239832208,0.239301235,0.241129503,0.260443866,0.260837585,0.261036843,0.281518251,0.280918717,0.281891137,0.301049411,0.300146014,0.300204873,0.335650623,0.332541198,0.333613098,0.369669855,0.370905668,0.367293567,0.403048217,0.402430505,0.403619856,0.437578142,0.436927021,0.438127399,0.471690923,0.472865701,0.470351458,0.536635697,0.533671379,0.535086215,0.600459099,0.600118876,0.600883603,0.666025162,0.666754425,0.664423764,0.732124746,0.731346846,0.731997848,0.79652524,0.793986559,0.794467151
259,-0.00188769,0.109310173,0.129906818,0.129576773,0.130037054,0.150527299,0.150044113,0.150196523,0.168911085,0.167861179,0.167810276,0.188114509,0.187623873,0.18751666,0.209479168,0.208045289,0.208274677,0.228596851,0.228039831,0.228653908,0.251790166,0.251692325,0.252329856,0.272878528,0.273431152,0.273881227,0.295754254,0.294786155,0.295276403,0.314105749,0.315233856,0.314556181,0.351863742,0.349330783,0.349626988,0.387499481,0.387010872,0.386568338,0.421677023,0.421265066,0.422178447,0.456948191,0.458281726,0.458946794,0.492917538,0.494830579,0.492850214,0.561330795,0.560754538,0.561353505,0.628022373,0.62975198,0.629932821,0.696633458,0.699375808,0.696848273,0.765227914,0.764632106,0.766057015,0.833317399,0.831885576,0.8322137
260,-0.001669332,0.11471577,0.136390701,0.136141196,0.135392219,0.157531828,0.156815261,0.157962427,0.17647776,0.17659165,0.176056191,0.197338119,0.197234348,0.197472036,0.219069764,0.218253464,0.21809274,0.238915652,0.238407597,0.238921851,0.263840884,0.262394041,0.26301235,0.28466779,0.284742385,0.286028534,0.308597297,0.307054907,0.307198018,0.329331547,0.326916814,0.328374445,0.367146075,0.364097565,0.365218431,0.403268009,0.404300958,0.402122259,0.439368099,0.440662533,0.439770103,0.475488246,0.476173878,0.478182375,0.514360964,0.515478015,0.513464093,0.586627483,0.583913624,0.585864723,0.656400859,0.654708386,0.655151963,0.727199435,0.727667391,0.726824641,0.798621595,0.797074199,0.797118187,0.868290484,0.867195785,0.869415879
261,-0.002623164,0.120261021,0.141786456,0.14215751,0.141111553,0.163278535,0.163615212,0.163867354,0.182956159,0.182637185,0.182985947,0.204261988,0.20389986,0.203526214,0.227228269,0.225692898,0.226677626,0.248300031,0.247538865,0.247114658,0.273085237,0.272655517,0.272476941,0.295033634,0.296440154,0.296425521,0.319706649,0.318110198,0.319129884,0.341642052,0.339167297,0.340409249,0.379614204,0.377635181,0.377202928,0.418078572,0.418970585,0.416983903,0.455592036,0.453897953,0.456550598,0.494447321,0.493912906,0.495330602,0.533636212,0.53498596,0.531647146,0.606242299,0.605112732,0.607345998,0.678323686,0.681153238,0.67928195,0.753300607,0.754062593,0.753408432,0.82883817,0.826456428,0.82855624,0.901727259,0.901442587,0.899171829
262,-0.001801546,0.125898853,0.149410322,0.149191514,0.148410201,0.170468792,0.171400234,0.170998901,0.190670207,0.191258416,0.191629022,0.212653369,0.21268563,0.212383837,0.236330047,0.235467866,0.235348269,0.257816494,0.258258879,0.257152587,0.28356564,0.283016592,0.284385085,0.305823088,0.306894332,0.307708055,0.33070147,0.330261171,0.331399977,0.353718996,0.35295549,0.352674305,0.393157333,0.391596288,0.391193092,0.433563918,0.434228361,0.432285607,0.471981704,0.472494125,0.471846461,0.510292709,0.511154532,0.511044443,0.551273346,0.553578794,0.550777257,0.626784205,0.626840711,0.628491163,0.702913106,0.702769995,0.704292715,0.779433489,0.781390071,0.78141737,0.855256498,0.856353045,0.856857836,0.933627904,0.932353079,0.931172252
263,-0.002791406,0.133287415,0.15584895,0.155382007,0.155645683,0.179599315,0.177847534,0.179812476,0.199590161,0.19935368,0.1997336,0.220733747,0.220944956,0.221111178,0.244915202,0.244393945,0.244568571,0.266968608,0.267747223,0.267201215,0.294033647,0.293221235,0.29393816,0.317468107,0.317261815,0.318745822,0.343022406,0.34269017,0.343248129,0.365918636,0.36467424,0.365362853,0.405414283,0.403877884,0.404589623,0.446772933,0.447572202,0.446166426,0.485845506,0.48607412,0.48700884,0.526149869,0.527320802,0.52863586,0.567507684,0.569880426,0.567203999,0.646279693,0.646067321,0.647819817,0.724304438,0.724078834,0.725775302,0.802237511,0.802495956,0.803798258,0.883840084,0.880846798,0.881276965,0.959846258,0.959913194,0.958691359
264,-0.002014323,0.140781805,0.165086627,0.164213002,0.164502919,0.187649906,0.18780297,0.187418133,0.209335238,0.208726049,0.208142549,0.231245577,0.231181741,0.230061784,0.255861223,0.254657954,0.254370421,0.278573364,0.277468324,0.277396858,0.304054767,0.303592414,0.305541128,0.329140276,0.329898626,0.329315692,0.354443282,0.354953706,0.354194433,0.379033119,0.377589226,0.377756715,0.41832161,0.417134136,0.417684108,0.460915923,0.462105632,0.459842354,0.500840485,0.501454532,0.50197959,0.543762267,0.542978823,0.544140518,0.585282326,0.586687386,0.583900452,0.664909661,0.663145006,0.665402174,0.740980387,0.743141532,0.745877564,0.825291932,0.824873328,0.825421691,0.905611157,0.905481994,0.903481007,0.985714674,0.984936059,0.984711051
265,-0.002259291,0.148464665,0.172969341,0.172624305,0.172613829,0.195802808,0.197055474,0.196625531,0.218436897,0.217539802,0.216707647,0.239833504,0.240105197,0.240592003,0.265302777,0.263594449,0.263928443,0.288170278,0.288223952,0.287600637,0.31539318,0.315297633,0.315075159,0.339295983,0.341445029,0.341472209,0.365982026,0.365661144,0.364310116,0.38768357,0.387679756,0.387992889,0.430417478,0.429033935,0.429124326,0.472530723,0.473489821,0.472082019,0.514429212,0.514571548,0.514220297,0.555053473,0.557303727,0.557939947,0.598376334,0.601109505,0.597443998,0.680688739,0.680019558,0.680700183,0.76209873,0.761619866,0.761178672,0.841081142,0.843115151,0.843560934,0.924483359,0.924686611,0.923958659,1.006724,1.003361821,1.005983233
266,-0.002601344,0.154681921,0.179894492,0.179693282,0.179616228,0.203230754,0.203344971,0.203707784,0.22454235,0.224946395,0.224538609,0.248199999,0.248035267,0.247918338,0.273476869,0.27289331,0.273079783,0.296679199,0.295310944,0.296617895,0.324823171,0.322794855,0.324498713,0.346563786,0.348952174,0.349208832,0.374358088,0.373112857,0.373800278,0.397530556,0.396517694,0.397455752,0.440627039,0.438864946,0.438506633,0.482919395,0.483806402,0.482243955,0.525216401,0.525783658,0.525615335,0.566671252,0.567679822,0.567946672,0.610786915,0.612211287,0.61020869,0.694235742,0.692385018,0.693043053,0.773991227,0.774656773,0.775306583,0.858944297,0.856790006,0.857400715,0.940912247,0.938903809,0.939920843,1.021873951,1.019212127,1.020226121
267,-0.001743436,0.163030729,0.187411353,0.187770784,0.186406985,0.211061329,0.21222426,0.211923495,0.232937262,0.233697817,0.233479813,0.255886704,0.2570301,0.255996615,0.282721609,0.280175537,0.280489922,0.304431886,0.305065364,0.304622322,0.33392036,0.332188934,0.334006637,0.356193781,0.357899904,0.358650208,0.384641349,0.383276075,0.383598059,0.40613386,0.405750901,0.407346785,0.450162202,0.447993189,0.44873181,0.493262529,0.494261921,0.492079496,0.536419392,0.536325216,0.536864638,0.578541338,0.57941705,0.580302715,0.62273562,0.625694394,0.622584581,0.705881953,0.706253886,0.70600754,0.788579583,0.78712678,0.789298832,0.872750759,0.870452404,0.871679843,0.95765698,0.955975592,0.954358637,1.037731171,1.037773728,1.03836453
268,-0.002487287,0.169733256,0.193185642,0.193631068,0.19322817,0.216409907,0.217702076,0.218056947,0.239144251,0.239298672,0.239597991,0.262656272,0.26426661,0.263064057,0.289576352,0.286989123,0.287650734,0.312316835,0.312609166,0.311593026,0.340327323,0.339219689,0.340959907,0.364157766,0.366073281,0.366285533,0.391332179,0.391846508,0.391063273,0.415017515,0.415190518,0.414314091,0.458359957,0.457583815,0.456826538,0.503830791,0.502876818,0.502157807,0.544689655,0.545419633,0.54475838,0.587482572,0.588442504,0.5882411,0.632832885,0.63642174,0.632274985,0.71678108,0.713548303,0.715886593,0.799123108,0.799179018,0.799139977,0.883226216,0.881900251,0.882658005,0.968698859,0.967067719,0.968334198,1.050713062,1.051391602,1.049640894
269,-0.003017478,0.173999831,0.199861825,0.198881403,0.1997637,0.224394426,0.223084912,0.223828808,0.246531621,0.245823219,0.245702282,0.269978613,0.269232035,0.270382583,0.296359807,0.295014739,0.294748694,0.319842577,0.318299979,0.318105817,0.346696645,0.345467895,0.34744212,0.3711465,0.372915834,0.373895377,0.399513543,0.398319483,0.398510248,0.422973216,0.422228903,0.423024684,0.466045499,0.463771075,0.465486586,0.508990288,0.510982633,0.509591937,0.552838445,0.552355707,0.552975476,0.596391141,0.595802546,0.596591353,0.642160237,0.642938376,0.641191244,0.725922704,0.726317525,0.724587858,0.809208572,0.807725966,0.808087468,0.892997325,0.891775489,0.893619478,0.978288055,0.978416503,0.979432285,1.06182301,1.061493278,1.063030601
270,-0.00224966,0.1816587,0.205418289,0.206361562,0.206005469,0.230279028,0.229488567,0.229862392,0.25261417,0.252328157,0.253444433,0.276534021,0.276446492,0.276532412,0.302814812,0.301909775,0.301177263,0.325637907,0.32521975,0.325017214,0.353610754,0.353296936,0.354642034,0.378695041,0.379700899,0.379276663,0.405332923,0.405432314,0.40440774,0.429235905,0.426483661,0.428723663,0.474040747,0.471927941,0.471925378,0.517459691,0.519003391,0.517861366,0.561317682,0.560165286,0.560056388,0.603609979,0.605639637,0.604296327,0.649254739,0.649603188,0.64691478,0.73373574,0.733046591,0.733474135,0.815822184,0.81635344,0.818820834,0.901636601,0.901839674,0.900507093,0.987583756,0.984979034,0.986594439,1.072858334,1.070072532,1.071656585
271,-0.00260402,0.186062828,0.210621044,0.210918129,0.211374879,0.235268831,0.234739408,0.23463276,0.25797677,0.258520901,0.257133544,0.282092124,0.281157017,0.281852901,0.306985736,0.305395931,0.306114733,0.330317587,0.330642134,0.330718666,0.358568281,0.357347399,0.359268963,0.382830173,0.384004891,0.384966523,0.409984499,0.408626467,0.408974052,0.433682084,0.43317163,0.432374537,0.478265524,0.476996034,0.477869719,0.521462143,0.522616565,0.521609783,0.565902531,0.564546883,0.56656003,0.609361231,0.609636188,0.609902024,0.652185619,0.65637219,0.652540147,0.738157928,0.736986518,0.737429798,0.820739567,0.823086619,0.822228074,0.904567301,0.906928718,0.906650364,0.991283894,0.989929795,0.989977181,1.07763195,1.074963093,1.074759007
272,-0.002613746,0.191448495,0.217284933,0.216468111,0.215971321,0.240108162,0.241100863,0.240751848,0.262326986,0.262622505,0.262256652,0.286918908,0.287222266,0.286618412,0.312121719,0.310503781,0.310727954,0.33579737,0.334787369,0.334803402,0.363641173,0.362375736,0.36231795,0.387809485,0.387698978,0.387343943,0.414459527,0.4126302,0.41337809,0.437255532,0.436885297,0.43874234,0.481893987,0.479679048,0.480385393,0.525339186,0.52688098,0.525087416,0.569644272,0.568841279,0.567951858,0.610144079,0.611736059,0.611359477,0.655149698,0.657696307,0.654117882,0.7387079,0.739394188,0.7388767,0.823965609,0.821169078,0.823789477,0.909204304,0.908037901,0.908043683,0.99281776,0.992080212,0.991502583,1.077941298,1.07653749,1.077394247
273,-0.002475293,0.197687626,0.222099215,0.221738175,0.221777335,0.245197833,0.244761825,0.245681316,0.267570257,0.267449021,0.267420828,0.290328562,0.29013443,0.291282833,0.315333486,0.314370722,0.314551145,0.338617206,0.337956518,0.338038027,0.365840197,0.366349876,0.365181744,0.389962524,0.389872342,0.390473366,0.417299658,0.415453821,0.413910806,0.439402819,0.439238995,0.439404339,0.482287407,0.48095265,0.48058188,0.525515616,0.525444925,0.524803519,0.567908704,0.56737119,0.566199184,0.610788226,0.61209482,0.611406624,0.653515637,0.656802177,0.653408527,0.73683238,0.738295734,0.736352146,0.82053256,0.818251491,0.821076393,0.902811706,0.903761029,0.901914001,0.987550914,0.986017883,0.98643285,1.071534395,1.070649147,1.070243716
274,-0.002580758,0.202875346,0.225448385,0.22661306,0.225381315,0.248129085,0.247917786,0.249250218,0.270011932,0.270131886,0.269592911,0.292373598,0.292907864,0.293128312,0.318827629,0.316307038,0.316388667,0.338193893,0.340149432,0.338589281,0.366040856,0.365263313,0.365374386,0.389585316,0.389032632,0.391255796,0.417179614,0.414215893,0.413817704,0.437895209,0.438041717,0.438309133,0.480926752,0.477607727,0.479330421,0.52269572,0.52351445,0.521766841,0.564274848,0.562563181,0.563860238,0.605861008,0.605802417,0.606569886,0.64868176,0.65092808,0.64739126,0.73115474,0.728071988,0.728408933,0.810541511,0.809767664,0.810579121,0.891473055,0.892088652,0.891180098,0.974509478,0.974717259,0.973136723,1.054612398,1.057072997,1.056811571
275,-0.001708732,0.20639807,0.229253799,0.229319245,0.229076803,0.251323104,0.251581043,0.251705587,0.272965759,0.272515088,0.272308946,0.294368655,0.295105428,0.294986397,0.318690211,0.317221284,0.31704998,0.33991757,0.339726597,0.33997637,0.366123587,0.366027623,0.365858048,0.388391674,0.38898769,0.389596969,0.414674014,0.413158894,0.41232881,0.436022848,0.434986442,0.435898781,0.475940049,0.475205183,0.475778014,0.51736474,0.517126799,0.518100739,0.558436751,0.557483494,0.557323396,0.599416375,0.599351943,0.59962678,0.640088022,0.643345356,0.639485598,0.720216692,0.71856761,0.717600763,0.797579408,0.797030091,0.796287358,0.875806987,0.876945794,0.877839446,0.955064714,0.956360042,0.957419217,1.036444783,1.038189292,1.036652565
276,-0.001872225,0.212273628,0.233036682,0.232100204,0.232437819,0.253860682,0.253646433,0.25347653,0.274166763,0.274619788,0.273165524,0.294429481,0.294679195,0.294857949,0.318078131,0.316580385,0.317013681,0.339007288,0.338362753,0.338936061,0.363906831,0.364310116,0.363659591,0.386176109,0.385742217,0.386922658,0.410959095,0.410166264,0.408473104,0.43204248,0.431219935,0.43138209,0.47084707,0.470381737,0.470079243,0.51054734,0.510887325,0.511101842,0.549889743,0.548179925,0.550321817,0.588723421,0.589393973,0.591220319,0.628957808,0.631070912,0.629413843,0.704678714,0.70617801,0.703841507,0.780409634,0.780040979,0.782664359,0.856422186,0.85692513,0.858806968,0.935873747,0.934866369,0.934093177,1.01294148,1.013037086,1.011507273
277,-0.002156735,0.213188946,0.232524127,0.232712656,0.233600631,0.25348419,0.253467023,0.254128754,0.273279995,0.273002088,0.273404151,0.293856055,0.293281257,0.293664634,0.315829039,0.313870996,0.314255625,0.335240722,0.334941745,0.335406482,0.359874994,0.359710187,0.359800547,0.381812513,0.380414009,0.381363899,0.405792892,0.4028759,0.402251482,0.424293369,0.423402131,0.424550235,0.462877423,0.460706085,0.460861564,0.500378668,0.501054704,0.500048935,0.537917197,0.537449122,0.537133992,0.576805651,0.577788889,0.575474143,0.614184618,0.616514981,0.613184869,0.687782466,0.685832501,0.687994897,0.76161468,0.759007573,0.760606766,0.832609475,0.832562745,0.833475351,0.908436358,0.908550441,0.908460677,0.981830955,0.981708229,0.983534575
278,-0.001285095,0.211903885,0.232163191,0.230964571,0.231014669,0.250310183,0.251156449,0.251092792,0.270099431,0.269849837,0.269529671,0.289694905,0.289641798,0.28932932,0.310967952,0.309513897,0.310870111,0.330202341,0.330068409,0.329629809,0.353948414,0.353092402,0.352668315,0.374317199,0.372948289,0.375246018,0.398148507,0.395403743,0.39526251,0.415412724,0.415773034,0.41476661,0.451109588,0.450619549,0.450461149,0.487525106,0.48790431,0.488253444,0.524819255,0.523749471,0.524537802,0.561468124,0.562230647,0.562012136,0.599227607,0.602033138,0.597424269,0.667348802,0.665977776,0.66586858,0.737830997,0.736884892,0.737674356,0.809566379,0.807533145,0.809927046,0.880829096,0.881424606,0.880357981,0.951168716,0.953426182,0.953069449
279,-0.002389883,0.208119065,0.226354435,0.226129636,0.226510882,0.246474579,0.245565981,0.245954633,0.263524741,0.264744103,0.263360173,0.282609671,0.283815116,0.282970548,0.304013401,0.302556753,0.302160591,0.321522921,0.321181864,0.320982963,0.344972789,0.34417358,0.343711883,0.364340961,0.363577038,0.364826888,0.386008173,0.384868085,0.384560257,0.404776245,0.403918624,0.403981298,0.439703316,0.438414395,0.438707709,0.473749846,0.474557608,0.473754972,0.509840846,0.507802129,0.508806348,0.545067787,0.544808269,0.543435156,0.579982579,0.583241522,0.579467833,0.647720516,0.647270203,0.646125674,0.715102196,0.713046074,0.714589357,0.782295167,0.781569839,0.783743203,0.852394283,0.852309048,0.851253808,0.920954883,0.920127034,0.919467866
280,-0.002042098,0.203921095,0.224188343,0.223194078,0.222967282,0.24224174,0.241319388,0.243272379,0.25883323,0.259680271,0.259762853,0.278295338,0.278032333,0.277448893,0.29792589,0.297795594,0.296825498,0.316321999,0.314666033,0.316329986,0.338023037,0.337236464,0.3367199,0.358283311,0.356283367,0.358304828,0.379701763,0.377002895,0.376406044,0.395494551,0.395486593,0.395710617,0.429096162,0.42942813,0.429068387,0.462234318,0.464173317,0.463891745,0.497255385,0.496652693,0.49648121,0.531214654,0.531635046,0.530540586,0.566704631,0.567561746,0.565641284,0.630471706,0.629675388,0.630034268,0.695681155,0.694312096,0.694645822,0.760136306,0.761889696,0.761939943,0.82743001,0.827915549,0.825094819,0.89329499,0.894839406,0.894089103
281,-0.001783913,0.20179762,0.219445065,0.220316321,0.219736442,0.237669542,0.237946153,0.237965539,0.254267097,0.255346358,0.255469024,0.27327621,0.272263199,0.272790074,0.29219681,0.290615767,0.291539967,0.310365856,0.308941126,0.308959097,0.332391769,0.330516577,0.330603123,0.349031657,0.348448217,0.349940747,0.370522022,0.368639261,0.368946254,0.387130857,0.387501448,0.387535662,0.422471374,0.420469731,0.419105768,0.453104019,0.452939123,0.452988267,0.487297982,0.485148728,0.486623138,0.51891315,0.519938171,0.518623412,0.552481532,0.55530262,0.551810682,0.616516829,0.614561021,0.615211606,0.679737151,0.678208292,0.678099811,0.74249053,0.743379891,0.743341804,0.807860494,0.808028281,0.807764769,0.872059465,0.871596456,0.874374151
282,-0.000281031,0.198184297,0.215143368,0.216587901,0.215885773,0.232971966,0.23352918,0.232898936,0.249116018,0.250042439,0.250471443,0.26717636,0.267733991,0.26820451,0.287427872,0.285722822,0.285713613,0.303634405,0.303446889,0.303255916,0.326081485,0.324792206,0.324525654,0.34357369,0.34247604,0.344145924,0.36322239,0.363231897,0.361867964,0.379369736,0.379652947,0.378796995,0.413044006,0.411506742,0.412024647,0.444940001,0.44507122,0.445749402,0.477260977,0.476793855,0.476982445,0.509081841,0.509915292,0.50849402,0.540919244,0.544404626,0.541781545,0.604006589,0.604265213,0.602690816,0.665831506,0.663747251,0.665413022,0.728263617,0.727036119,0.729135752,0.79148525,0.790461481,0.792883635,0.854216218,0.855347991,0.854234397
283,-0.00149276,0.191211537,0.209913924,0.21009995,0.209479973,0.226619214,0.226483792,0.226813898,0.243512631,0.242639616,0.242914736,0.26149565,0.25984624,0.261195213,0.279892981,0.278576314,0.27823776,0.296669453,0.295202315,0.297071844,0.316968113,0.316812515,0.31635946,0.334308595,0.335033715,0.334814489,0.356377512,0.353999853,0.354297608,0.371040016,0.372417629,0.372137755,0.404154986,0.402839094,0.402852207,0.435708523,0.436739713,0.436393023,0.468564242,0.46751225,0.467551023,0.499162942,0.499723464,0.499489427,0.532451034,0.533635736,0.530085504,0.592635274,0.590387523,0.591305971,0.652471066,0.651795864,0.654145718,0.714954495,0.713731825,0.714006901,0.777699649,0.777180493,0.777461171,0.838424027,0.83789295,0.840374887
284,-0.000544558,0.182325929,0.201508075,0.20204261,0.200268224,0.218850896,0.218473151,0.218521699,0.23585619,0.234958217,0.236368418,0.253653228,0.252827883,0.252320141,0.272046328,0.270637721,0.270741373,0.288166285,0.288400322,0.287427098,0.309544176,0.307498902,0.308550268,0.325411499,0.326629669,0.326199055,0.346150339,0.34371084,0.344292641,0.362108111,0.362348706,0.361818612,0.393756568,0.393905222,0.391849011,0.426450789,0.425444096,0.425593793,0.457359582,0.456123203,0.45694682,0.48880139,0.488918781,0.490003228,0.522336781,0.523808181,0.520991921,0.583051741,0.581236303,0.582409561,0.641288281,0.642161787,0.643000603,0.703782857,0.703713059,0.704978466,0.766700387,0.766965807,0.766399562,0.827819645,0.828343451,0.828163803
285,-0.001073044,0.17019853,0.188101977,0.187329054,0.188616142,0.205288947,0.204630628,0.205628172,0.222058758,0.222312808,0.222208217,0.23926656,0.239830002,0.238908202,0.258146852,0.257350117,0.257313967,0.274802119,0.273972422,0.274778038,0.295844585,0.294199467,0.294834167,0.311902046,0.313315332,0.312883079,0.332927436,0.331683964,0.330914766,0.348825783,0.350211442,0.347891897,0.380813032,0.380203784,0.379407048,0.412926287,0.413038284,0.41262117,0.44491154,0.442554027,0.443337053,0.476237297,0.475995451,0.476448715,0.508465707,0.510302842,0.507342756,0.569428861,0.566821456,0.567709684,0.629337966,0.627386153,0.628122687,0.690366328,0.690108657,0.690193594,0.753600419,0.7523669,0.752341986,0.813443244,0.814276755,0.812405109
