Wavelength (nm),H2O,prot_15uM,vel_4uM_1-1,vel_4uM_1-2,vel_4uM_1-3,vel_2-1,vel_2-2,vel_2-3,vel_3-1,vel_3-2,vel_3-3,vel_4-1,vel_4-2,vel_4-3,vel_5-1,vel_5-2,vel_5-3,vel_6-1,vel_6-2,vel_6-3,vel_7-1,vel_7-2,vel_7-3,vel_8-1,vel_8-2,vel_8-3,vel_9-1,vel_9-2,vel_9-3,vel_10-1,vel_10-2,vel_10-3,vel_12-1,vel_12-2,vel_12-3,vel_14-1,vel_14-2,vel_14-3,vel_16-1,vel_16-2,vel_16-3,vel_18-1,vel_18-2,vel_18-3,vel_20-1,vel_20-2,vel_20-3,vel_24-1,vel_24-2,vel_24-3,vel_28-1,vel_28-2,vel_28-3,vel_32-1,vel_32-2,vel_32-3,vel_36-1,vel_36-2,vel_36-3,vel_40-1,vel_40-2,vel_40-3
315,-0.003689806,0.000194395,0.003588446,0.003981022,0.004763602,0.00846453,0.007963913,0.008735326,0.011457824,0.011715706,0.013105218,0.018931009,0.016642332,0.017508235,0.022032976,0.021088934,0.020378914,0.027410276,0.025074979,0.02557151,0.033821799,0.03237126,0.032520801,0.03693518,0.038403135,0.038735174,0.045557823,0.045290828,0.044222619,0.048734907,0.048959143,0.048703514,0.056664798,0.055224624,0.055635776,0.065161549,0.065339305,0.064584218,0.074884556,0.073105969,0.073577061,0.082024589,0.08274734,0.083406016,0.092068076,0.093711212,0.092072777,0.110453785,0.109256037,0.110287473,0.127077311,0.126246631,0.12745297,0.14458999,0.144705638,0.146502227,0.165713549,0.165242359,0.16452685,0.183082417,0.183868989,0.185176417
316,-0.003514876,-0.000739088,0.003320474,0.00333456,0.003471243,0.007677287,0.008117463,0.008048605,0.010828939,0.012045169,0.011571486,0.016352827,0.015214264,0.014135529,0.019341767,0.018613521,0.019365612,0.02447518,0.022658672,0.02224711,0.029659214,0.028097454,0.028727116,0.032695539,0.033403885,0.03311928,0.039306972,0.038894422,0.037653279,0.043389194,0.042743441,0.042935997,0.048004456,0.04822626,0.047849286,0.056908663,0.056279369,0.056054767,0.063581444,0.063605748,0.062762521,0.07083939,0.071708292,0.070332959,0.079621397,0.080308355,0.07723093,0.094541661,0.093920201,0.09301316,0.108120516,0.107071392,0.108092792,0.1221027,0.122161374,0.121236369,0.138922691,0.139508009,0.139007866,0.155122429,0.154709309,0.15612492
317,-0.0008241,0.001355639,0.003638458,0.00528153,0.004575863,0.007527395,0.007431612,0.007448756,0.010012819,0.011440336,0.011531345,0.013872677,0.013477096,0.013236525,0.017627779,0.017700708,0.016981881,0.020009376,0.020830449,0.021372912,0.026480399,0.02602246,0.026101924,0.030259004,0.029813256,0.031259462,0.035418641,0.03654642,0.034383211,0.037643425,0.038379718,0.039585173,0.042863108,0.043392252,0.042900167,0.05006627,0.049467459,0.049500447,0.054527175,0.055317584,0.056100361,0.06145345,0.060867898,0.061688054,0.067879952,0.069419153,0.066839166,0.082019024,0.079457186,0.079616636,0.092050157,0.089625046,0.091380551,0.10449703,0.104723141,0.105323739,0.117995553,0.117787316,0.116793387,0.130307466,0.131056368,0.131495327
318,-0.003323538,-0.000753818,0.002430544,0.001626065,0.001411757,0.004513344,0.006359352,0.006435062,0.007987404,0.008627869,0.009215655,0.012604903,0.010119612,0.010229029,0.014574781,0.014123469,0.014005019,0.016810607,0.016139243,0.017075082,0.021795869,0.022441039,0.021768788,0.025739159,0.026179012,0.026007921,0.030077476,0.028340599,0.029680915,0.031877428,0.032367162,0.032462273,0.036950007,0.035927258,0.035024133,0.041796032,0.041390393,0.040689465,0.046080623,0.045290254,0.045480438,0.051900949,0.051957782,0.051915012,0.056949921,0.05817375,0.056784529,0.065738767,0.065735117,0.066842757,0.075678386,0.074580468,0.076540358,0.085799612,0.085152105,0.087127656,0.098726206,0.097851753,0.096557774,0.108981408,0.107986495,0.108387388
319,-0.001505504,0.001261441,0.00410351,0.003984026,0.002420209,0.005365544,0.006374561,0.005907255,0.008028486,0.008920592,0.008031676,0.011575341,0.009767012,0.010585825,0.014136011,0.013208612,0.013356875,0.015655307,0.016067302,0.015878748,0.020881509,0.019428492,0.020438386,0.022666173,0.024058582,0.02437241,0.027521793,0.026229467,0.027960004,0.029187918,0.028983563,0.028685218,0.032407854,0.033458069,0.032175496,0.037093405,0.037171256,0.03625685,0.041102387,0.041321434,0.041294444,0.044119053,0.044986699,0.045011651,0.0484953,0.049397584,0.048320428,0.058164958,0.056762021,0.056311991,0.065201156,0.065638095,0.06474302,0.072570734,0.072636969,0.07306391,0.083330549,0.082039319,0.081892692,0.0926743,0.091570109,0.092712179
320,-0.001195063,0.001283613,0.003459292,0.002548507,0.002706588,0.006157793,0.004907909,0.005366225,0.008044913,0.008696767,0.007497739,0.009716447,0.009757242,0.008845028,0.012890613,0.010923324,0.012035588,0.013786066,0.012207811,0.013055786,0.019068688,0.016945623,0.018070444,0.020870699,0.020822681,0.020745182,0.024160156,0.024573455,0.025202138,0.026139615,0.025445204,0.025838189,0.029314708,0.02832192,0.027433051,0.033879615,0.033053156,0.032186646,0.035826523,0.0347789,0.034786839,0.039285012,0.038623795,0.039673597,0.042132758,0.044547006,0.042578004,0.048787992,0.047569297,0.049552061,0.054955907,0.054249652,0.05434566,0.061219927,0.0627461,0.062341582,0.071599208,0.069136262,0.069912866,0.078050539,0.077843159,0.077010036
321,-0.003606123,0.00135982,0.001980618,0.002748163,0.002406101,0.005727939,0.004717072,0.005877605,0.006097383,0.007469323,0.006586706,0.009292367,0.008868701,0.007062532,0.011073517,0.01156577,0.010378107,0.011543467,0.012314186,0.011631226,0.017066708,0.0157045,0.016430005,0.017083159,0.017784165,0.018604334,0.023317827,0.021030866,0.021425096,0.023513028,0.022620194,0.022315884,0.024919894,0.024973575,0.024748722,0.028216552,0.028692298,0.028017679,0.029693305,0.028432511,0.030329172,0.033708904,0.032156624,0.033645686,0.037006438,0.038368661,0.037041023,0.040927164,0.041214943,0.043004159,0.047288418,0.046726774,0.047166571,0.052302368,0.052415032,0.053360131,0.05910594,0.059269842,0.057422295,0.064895302,0.064015135,0.064480968
322,-0.001648083,0.001731725,0.003871496,0.003111378,0.002358938,0.004751903,0.005071069,0.003757037,0.006999733,0.006055224,0.006375113,0.009188792,0.006843474,0.007398619,0.011257976,0.00938544,0.010291263,0.011789803,0.011432895,0.010935668,0.015513876,0.015101816,0.014233872,0.016276201,0.017252306,0.017339798,0.020733723,0.019639421,0.019281851,0.022543734,0.021571783,0.021879328,0.022728167,0.023881624,0.02214323,0.025876926,0.026181651,0.02564746,0.027375702,0.027712243,0.027743008,0.029541772,0.029464278,0.030443273,0.032379322,0.033876143,0.032409221,0.038213193,0.035616267,0.037202306,0.04066439,0.040899288,0.040178847,0.046338454,0.045372143,0.046160534,0.052823823,0.049516838,0.050948132,0.057854138,0.0556539,0.056182578
323,-0.000952335,0.001959373,0.001789893,0.004275517,0.002099864,0.004769909,0.004675282,0.004592475,0.00611064,0.006267923,0.005535954,0.008576858,0.007478751,0.007205289,0.009449987,0.009997615,0.008553941,0.009714992,0.008920698,0.010890754,0.013899725,0.015467575,0.012259491,0.014914885,0.015954444,0.015839629,0.019063387,0.017882502,0.017577289,0.020565253,0.019167315,0.017567558,0.019202676,0.020204479,0.020741761,0.023164596,0.023427261,0.022351611,0.026033344,0.023884112,0.023995383,0.025831347,0.026172716,0.027490932,0.029229918,0.030510332,0.029111624,0.033576965,0.031462468,0.033063911,0.035593651,0.034167323,0.036460038,0.039943799,0.039356086,0.039520014,0.044848017,0.042048223,0.044541847,0.04792776,0.049081493,0.046984848
324,-0.000918756,0.002861444,0.004368645,0.003121311,0.004848275,0.005531654,0.003564956,0.004957628,0.005801125,0.005857244,0.005365282,0.007425424,0.007478409,0.007376186,0.009176444,0.009697759,0.008055251,0.009704933,0.009860927,0.010892771,0.015757296,0.0135946,0.01369592,0.015433858,0.016076194,0.016239036,0.018557001,0.017575484,0.01833277,0.019097522,0.018470369,0.018565483,0.018842436,0.019031823,0.01955417,0.020789796,0.021182122,0.021240618,0.022057297,0.023141718,0.02292496,0.025315339,0.024347303,0.025572388,0.027066914,0.029193787,0.026536558,0.030511389,0.029747469,0.030249318,0.03216337,0.031921949,0.032040872,0.035916377,0.036220606,0.035385191,0.04057477,0.039609473,0.040130209,0.043165669,0.042511426,0.043427099
325,-0.002170541,0.000703788,0.000728317,0.002664341,0.00200938,0.002817566,0.004276981,0.00317964,0.005318451,0.004480754,0.004755201,0.007196393,0.005050484,0.006789568,0.008220335,0.007026409,0.007519757,0.008119626,0.007748748,0.009723357,0.012027817,0.012017838,0.013245973,0.012302789,0.014148793,0.013171388,0.015936131,0.016464526,0.015211289,0.016553689,0.015627451,0.016771942,0.017269004,0.017773783,0.017172208,0.0192477,0.020982288,0.018757965,0.020077365,0.021018693,0.02089528,0.023297615,0.022851013,0.021677893,0.023996588,0.024870686,0.023217462,0.025003845,0.025903001,0.026497927,0.027188126,0.027505577,0.02726276,0.030958271,0.03099555,0.031723991,0.03481051,0.035113402,0.033043884,0.037246499,0.037973076,0.036518995
326,-0.003929469,0.002915047,0.00201596,0.002035829,0.002159695,0.002895945,0.003507672,0.002169477,0.005858451,0.005043727,0.004950035,0.007437063,0.004950925,0.006516173,0.008104145,0.005917384,0.006022362,0.008036818,0.007181234,0.008247877,0.011802863,0.011798182,0.01166481,0.012357783,0.013334238,0.012987981,0.015491825,0.015274428,0.013975399,0.016232856,0.01602035,0.014728705,0.016889561,0.016925545,0.015984468,0.019211523,0.018573616,0.017884983,0.019277304,0.017754124,0.019850019,0.021278376,0.020160222,0.020804379,0.02303211,0.024486134,0.022175893,0.024253897,0.025452588,0.024538502,0.026140494,0.024858462,0.026357653,0.028520849,0.028555736,0.030068655,0.032076739,0.031088416,0.031666182,0.034817018,0.034704871,0.034302413
327,-6.50E-05,0.001071498,0.004284667,0.002549158,0.003051181,0.005411279,0.007326005,0.006523031,0.004896233,0.006011495,0.00505834,0.008556898,0.008037029,0.007134733,0.008282466,0.00734596,0.009126768,0.009538701,0.008860299,0.009936986,0.011144211,0.012879653,0.014083946,0.012592911,0.014930934,0.014092823,0.016445059,0.016048877,0.015722133,0.017163429,0.015481175,0.01686335,0.016831191,0.016332669,0.017538045,0.019992787,0.019343257,0.019222401,0.020173401,0.019870695,0.019188039,0.020481205,0.022188615,0.020678664,0.022741834,0.02236573,0.021593302,0.024134705,0.024500076,0.022703128,0.025114005,0.025014238,0.025482863,0.027451994,0.027142795,0.027589258,0.031823196,0.030494865,0.031261187,0.033948943,0.033090755,0.032917283
328,-0.000587886,0.000615227,0.003667016,0.002420209,0.003866821,0.005662239,0.005114808,0.004793413,0.004815739,0.005285513,0.005220194,0.00560743,0.006578927,0.007890677,0.006691241,0.006526893,0.006349685,0.009257698,0.007939051,0.008810263,0.01458565,0.010589087,0.012032688,0.013205971,0.013082222,0.013491516,0.015500919,0.014579867,0.014487092,0.015716873,0.01716429,0.016594486,0.01643014,0.016954748,0.014218278,0.017630717,0.017455416,0.016895724,0.018007869,0.017965104,0.019696489,0.019739209,0.020232465,0.019626042,0.022053158,0.022612067,0.021445058,0.021091975,0.022023691,0.021870153,0.023539126,0.023691997,0.02385184,0.026298739,0.024119217,0.026452804,0.027879205,0.02867814,0.027885387,0.029221611,0.029473975,0.029782455
329,-0.000863267,7.47E-05,0.002209465,0.002210271,0.003019301,0.004585202,0.004741671,0.003519571,0.003819238,0.004778808,0.004386112,0.006261594,0.005286403,0.005669241,0.006418196,0.006290378,0.006215533,0.007770436,0.00768008,0.009085584,0.011731238,0.011124159,0.012203604,0.011874367,0.011755068,0.013892642,0.016067384,0.016186101,0.014270305,0.014364933,0.013092013,0.014937578,0.014151281,0.015177135,0.016397154,0.016171511,0.017405458,0.016170919,0.01777567,0.015329987,0.01680867,0.018014966,0.018941499,0.018577451,0.020429866,0.020790067,0.01986232,0.021213789,0.020494854,0.020119226,0.020914782,0.022050679,0.022754272,0.022952223,0.023807267,0.024007721,0.026963694,0.026621072,0.026952814,0.028169787,0.028106293,0.028634256
330,-0.001807733,0.001583584,0.001785812,0.002778356,0.001255574,0.004262133,0.003103008,0.004301869,0.00566397,0.004650085,0.003874891,0.005822297,0.004274053,0.005600691,0.006167928,0.005530842,0.006214824,0.006940942,0.006061472,0.008261781,0.010003204,0.010856859,0.00977686,0.01130795,0.011985878,0.011930399,0.015642077,0.014846361,0.013623447,0.013753896,0.013463879,0.014071994,0.013285579,0.012960109,0.012605675,0.0152159,0.015488097,0.014876711,0.016622107,0.016493697,0.016735703,0.017752506,0.017622173,0.017693859,0.019326394,0.021516725,0.018719235,0.020527121,0.019823844,0.020691207,0.022437822,0.020440176,0.021351486,0.022541417,0.023068415,0.023443462,0.02677192,0.024331834,0.023680296,0.026395226,0.026524754,0.027436057
331,-0.0015573,0.001152729,0.002842136,0.002670618,0.003230726,0.003778449,0.003383056,0.002858161,0.004435196,0.003575265,0.00453699,0.005193131,0.004451332,0.006537064,0.007174734,0.005846146,0.005873852,0.00592544,0.006797746,0.008129701,0.010843827,0.010574632,0.0103543,0.009987204,0.013212882,0.012370381,0.014384171,0.014268486,0.014897044,0.015158479,0.015401592,0.014452515,0.014491616,0.013706018,0.015291883,0.016618583,0.014992317,0.014156282,0.014574754,0.015461003,0.016164122,0.018277798,0.017090913,0.016023332,0.019873105,0.019220237,0.017244764,0.01938908,0.018542791,0.018194597,0.019901017,0.020696472,0.020483484,0.021985812,0.020245891,0.020778066,0.02560248,0.023570007,0.022886729,0.025437463,0.026071412,0.025904458
332,-0.001236829,0.001140427,0.002284533,0.001641447,0.001376205,0.001828182,0.003538753,0.003175937,0.00283914,0.003629348,0.00292065,0.006082183,0.004986195,0.004171066,0.00555685,0.00480451,0.005423074,0.006088142,0.005928668,0.006217056,0.010333596,0.009130337,0.011020358,0.010099794,0.011712888,0.011795416,0.012872267,0.013172135,0.012706737,0.01460396,0.014313884,0.015220886,0.014167113,0.013977697,0.01341865,0.016095964,0.014700213,0.015429942,0.016631655,0.016320895,0.015397515,0.016182071,0.016091023,0.016992945,0.018180856,0.017863916,0.01689131,0.018087715,0.018627301,0.018765155,0.018726477,0.017664984,0.019667696,0.020671008,0.020172859,0.020460689,0.024346946,0.022660635,0.022698984,0.023752034,0.024025422,0.023928229
333,-0.001845161,0.001194077,0.00120921,0.002886798,0.001775753,0.003569314,0.003015104,0.00376615,0.004463388,0.006002886,0.004311856,0.005837383,0.005185534,0.004915345,0.006729097,0.004858562,0.007422212,0.006238038,0.006519509,0.007287438,0.009697865,0.009002433,0.008946329,0.011145087,0.012256695,0.010994842,0.012957389,0.013362881,0.012862081,0.012737151,0.013697576,0.013207304,0.014827022,0.012318314,0.013702973,0.015224559,0.016213078,0.014289352,0.015258528,0.015680801,0.013969624,0.016861869,0.017254433,0.017133296,0.017927928,0.018058328,0.017376762,0.019909337,0.017914467,0.018199887,0.019190365,0.018260844,0.018824704,0.021672124,0.020985901,0.021646466,0.021532802,0.02233804,0.021424362,0.023850199,0.022543898,0.023611879
334,-0.001088692,0.001909061,0.002571317,0.003326656,0.001898219,0.003627625,0.003833366,0.006040026,0.005028878,0.00416001,0.003858725,0.006491052,0.004374868,0.005998477,0.007223028,0.00655199,0.006661221,0.006454951,0.007064452,0.008344316,0.011904271,0.009575007,0.011383757,0.010947852,0.012911973,0.011702516,0.0156384,0.014028198,0.014819629,0.014633998,0.014223172,0.014632124,0.013794858,0.013467537,0.014364638,0.0171864,0.016377691,0.015607514,0.015257992,0.017008638,0.016217699,0.016479339,0.017472742,0.016022312,0.019486237,0.020255411,0.017672127,0.017319998,0.017905133,0.020276511,0.019993356,0.017120533,0.018484576,0.021161385,0.020455834,0.021689512,0.022500277,0.020646928,0.021684207,0.024204683,0.023763517,0.024602629
335,-0.000574444,0.00203276,0.000955129,0.002933498,0.001885219,0.004119294,0.003124101,0.002495444,0.003274515,0.003056239,0.00289016,0.004722802,0.005172803,0.004376489,0.007498977,0.003458458,0.006775975,0.006140412,0.006018765,0.007700869,0.01066676,0.010009535,0.00993688,0.009836407,0.011785335,0.01214674,0.012912266,0.013881204,0.015510067,0.013917019,0.012854269,0.013495495,0.013114876,0.014943713,0.012852482,0.014400493,0.015000945,0.014416281,0.01467732,0.014621656,0.01441794,0.016465116,0.016945973,0.01603969,0.017652743,0.018054685,0.016259272,0.017725756,0.016564311,0.017180152,0.018554596,0.017716913,0.019855546,0.02013102,0.018350538,0.018972678,0.022056289,0.019549919,0.021869091,0.022177037,0.021306053,0.022052366
336,-0.001335473,0.001092492,0.001808322,0.00085845,0.000657691,0.003364376,0.003307927,0.002715028,0.003489875,0.00397274,0.00610707,0.005687285,0.004816943,0.005565581,0.006451088,0.007272223,0.005269188,0.007292808,0.00542905,0.00784489,0.009819223,0.009690612,0.008754793,0.010406635,0.011841035,0.011284623,0.015290274,0.013042341,0.013032551,0.012621771,0.012839871,0.012815582,0.012502505,0.013784731,0.014732615,0.016154449,0.015173008,0.014056646,0.014896641,0.014890587,0.015064831,0.014959387,0.016468424,0.016777458,0.01701588,0.017806523,0.016291359,0.017580282,0.016958544,0.017748704,0.018604632,0.016871315,0.017249046,0.019249054,0.018135538,0.018404413,0.020158378,0.021229038,0.021368969,0.023516826,0.022647627,0.02201857
337,-0.001992215,0.00069798,0.0036973,0.003772025,0.000677187,0.004030347,0.003301746,0.003907122,0.003941289,0.003706437,0.005340647,0.004383654,0.005732135,0.005580239,0.006375743,0.004407685,0.006399176,0.006715847,0.006546708,0.006655123,0.009826637,0.008103485,0.010073061,0.011171169,0.011902489,0.012537407,0.014156335,0.011998437,0.013484306,0.013440677,0.012351231,0.013701824,0.015134462,0.013588484,0.01432413,0.015236168,0.014416174,0.014248183,0.015669879,0.015452822,0.015572149,0.015016915,0.017012462,0.016286118,0.017408825,0.017373636,0.016576681,0.018728964,0.016020216,0.017425828,0.017842744,0.018154269,0.017099017,0.018559594,0.018724749,0.017510014,0.022056779,0.021769576,0.021772843,0.022606013,0.021821236,0.021165978
338,-0.001046137,0.002851933,0.002982601,0.003102305,0.002915594,0.00424467,0.003961403,0.005177125,0.004698833,0.003628356,0.006263222,0.00668225,0.004667537,0.005169187,0.007517676,0.006092474,0.006143904,0.007844232,0.006128887,0.006560399,0.009457103,0.011349452,0.009229034,0.011761291,0.012080194,0.010712286,0.014260327,0.013895904,0.012855335,0.01331897,0.013900794,0.01301836,0.013519688,0.013923434,0.012485161,0.015201665,0.015318993,0.014581768,0.015858585,0.015922543,0.014633222,0.015449656,0.016083259,0.015093025,0.016575983,0.018802267,0.016044147,0.018559162,0.016106818,0.017618289,0.016981907,0.016860254,0.01788876,0.018261546,0.018880691,0.018968621,0.021847749,0.020602953,0.020955095,0.021748675,0.021789717,0.022566775
339,-0.002570928,0.000246219,0.001989252,0.001932331,0.001087536,0.002862591,0.002895268,0.002946894,0.004064367,0.004548029,0.003184542,0.004210088,0.004816812,0.00433068,0.005697356,0.004951187,0.004764466,0.006558822,0.006694316,0.007668514,0.008966439,0.008899851,0.010202739,0.010399237,0.011917947,0.010368139,0.012288196,0.011744775,0.011620219,0.012165587,0.012548464,0.011728871,0.012814062,0.011868249,0.011654864,0.014737516,0.014822013,0.013087237,0.015329719,0.01526255,0.012719371,0.01459625,0.014199715,0.016122533,0.015516533,0.017191678,0.015954686,0.016018659,0.016006036,0.015719101,0.016625576,0.016153939,0.017272856,0.016753137,0.016953241,0.018332258,0.020057222,0.0190107,0.01865281,0.020170446,0.020798322,0.020208031
340,-0.001592584,0.000232984,0.002994173,0.001884517,0.000588813,0.00298883,0.003472939,0.003506915,0.004666151,0.003206942,0.004923565,0.004424448,0.003626581,0.004349401,0.004827098,0.006156585,0.005030712,0.006574223,0.005757815,0.005191481,0.009285253,0.008781866,0.0092797,0.010467859,0.01088088,0.011406133,0.011723526,0.012837284,0.012648794,0.013795098,0.013110768,0.013034072,0.012814808,0.011966798,0.011649626,0.013709411,0.012772232,0.013660683,0.014042555,0.012850509,0.014489609,0.015371554,0.01565359,0.014098332,0.016051857,0.017375065,0.015380994,0.015552,0.015629813,0.015071504,0.016305791,0.016824141,0.016734896,0.018715451,0.016933108,0.017141724,0.019992027,0.018198079,0.019221129,0.020588269,0.020141568,0.021069204
341,-0.001184788,0.001559865,0.001868112,0.002054269,0.002451942,0.003828665,0.002339027,0.00329006,0.003871078,0.004192785,0.003570097,0.005496183,0.004775641,0.005591959,0.007633158,0.00529002,0.00451902,0.005625655,0.005774263,0.006225511,0.010539754,0.010145023,0.009197437,0.010641398,0.011688449,0.008682321,0.01286808,0.013055812,0.011444083,0.01186652,0.01252318,0.01353515,0.012097202,0.013117224,0.012811368,0.014542391,0.014263885,0.015438418,0.01474089,0.013400976,0.01344583,0.014630304,0.014714085,0.015524205,0.016529083,0.018304123,0.014233978,0.017154003,0.015437318,0.014188696,0.017311862,0.016779531,0.017424239,0.018456323,0.016598949,0.017406534,0.01910001,0.01875129,0.018137267,0.019762777,0.020318501,0.019894404
342,-0.001640966,0.001009301,0.002126059,0.00198946,0.00187131,0.003188532,0.004092143,0.003323239,0.003306858,0.004901338,0.00397483,0.004002601,0.004437497,0.00454795,0.006534331,0.006490842,0.006512283,0.005655708,0.006853415,0.007176576,0.009787741,0.009244978,0.00880984,0.009766693,0.01020038,0.009992555,0.012824513,0.010207801,0.012455591,0.012954508,0.012059275,0.012297037,0.011425081,0.011815552,0.011632104,0.012913945,0.013399401,0.012943414,0.014400708,0.013440089,0.014693948,0.014537814,0.014071165,0.01479298,0.016917875,0.016262362,0.014736069,0.015806286,0.01640995,0.01433609,0.01633955,0.015206624,0.017502388,0.017150503,0.015732253,0.016547557,0.019698439,0.017605728,0.017171158,0.020584034,0.019845223,0.019339224
343,-0.002957166,0.000578548,0.00148196,0.002141927,0.001818824,0.002632228,0.002921171,0.001905759,0.002591264,0.004437628,0.003211897,0.004359467,0.003357698,0.004608119,0.005030266,0.005441789,0.004341818,0.005720962,0.005718732,0.005590465,0.008218858,0.008978516,0.008191239,0.010420475,0.011757301,0.010932163,0.01224474,0.011065922,0.01028172,0.012758637,0.012446321,0.013198739,0.011033447,0.012891546,0.012163777,0.013862228,0.012580013,0.013826924,0.013582609,0.013419985,0.012628326,0.014139219,0.014139353,0.015677124,0.015221181,0.015826313,0.015196624,0.015821293,0.013060854,0.014610305,0.016727282,0.017314125,0.016687684,0.017831201,0.017538287,0.015878586,0.016666057,0.018321672,0.016182205,0.020109735,0.020352842,0.019144969
344,-0.000724151,-0.000540008,0.001448039,0.001809388,0.002571578,0.003080405,0.002889535,0.003745287,0.003384699,0.004019322,0.002508358,0.003493658,0.003109188,0.005382894,0.007675285,0.004747716,0.005159757,0.005762301,0.005829669,0.006364526,0.008952091,0.009253916,0.00828025,0.009761134,0.010114049,0.010358144,0.012298634,0.012574924,0.012167851,0.011501839,0.010998586,0.013022121,0.012399892,0.012537381,0.012473732,0.012563466,0.013378444,0.012704179,0.012460519,0.011850292,0.012803211,0.013331916,0.01351691,0.013827486,0.01550548,0.016595937,0.015411971,0.015879741,0.014710255,0.013676311,0.016250242,0.014496942,0.015296576,0.015781159,0.015615081,0.017424803,0.019568414,0.017703565,0.016578026,0.018043919,0.017547909,0.018091952
345,-0.000536388,0.002156287,0.002867333,0.004142448,0.002007482,0.004746015,0.003278193,0.005521849,0.004534767,0.004640169,0.003777535,0.005059807,0.006479281,0.006362083,0.005794121,0.006634068,0.00645298,0.006827039,0.006304088,0.005088485,0.010617709,0.009542722,0.010217898,0.010605056,0.012370194,0.011228091,0.014407049,0.014455699,0.013545378,0.013512718,0.013072618,0.013531198,0.012821713,0.012804943,0.011467472,0.014421419,0.013187932,0.014448741,0.014535191,0.01437031,0.012334825,0.014897231,0.015397676,0.014330445,0.015868841,0.016169496,0.014159999,0.016363552,0.01535911,0.016436027,0.01690918,0.016108993,0.01747762,0.017227311,0.017158555,0.016102305,0.01869748,0.019184792,0.019166395,0.019109126,0.01975091,0.020974029
346,-0.001096335,0.001902769,0.004024939,0.004180213,0.002369453,0.003279627,0.004844505,0.003959862,0.005183674,0.003766072,0.004764884,0.005581078,0.005197925,0.00557177,0.007361599,0.005185115,0.007145417,0.006912194,0.006698181,0.007681213,0.008942286,0.009816972,0.009601973,0.009768467,0.012034205,0.010466534,0.012947308,0.012645302,0.01371382,0.014749272,0.013152977,0.01421464,0.013310349,0.013548156,0.010775253,0.0143168,0.014659273,0.013565222,0.01473524,0.014451792,0.013661913,0.014249252,0.014466672,0.014047395,0.016686823,0.016882779,0.014880273,0.017032759,0.014885953,0.016028166,0.016435973,0.016864561,0.017250635,0.017162647,0.016949527,0.01794978,0.019216584,0.018108496,0.020067902,0.020125868,0.018971002,0.02043589
347,-0.000936114,-0.000269338,0.001847393,0.002525334,0.002381868,0.003495067,0.00488817,0.00310791,0.003966784,0.003306519,0.003254276,0.004430384,0.005268717,0.003919895,0.005075154,0.004394218,0.005539651,0.005662448,0.005682721,0.005417386,0.010322621,0.007340432,0.00885343,0.009624018,0.010266081,0.01078056,0.012227673,0.011363482,0.011007454,0.012995956,0.010623121,0.011721132,0.012569222,0.011788022,0.011900999,0.012917066,0.012688,0.012780337,0.0133986,0.012691464,0.012601464,0.013399054,0.013488391,0.014964772,0.013420893,0.015472725,0.015068931,0.014308774,0.01522228,0.016082561,0.015992392,0.014929352,0.01652376,0.017605647,0.016193114,0.0157752,0.018061241,0.017696206,0.01729349,0.018629273,0.01923677,0.017653471
348,-0.000658919,0.000205687,0.000494652,0.001497468,0.001991462,0.002694268,0.001362728,0.003388325,0.003773827,0.002760511,0.001633886,0.002666737,0.00359518,0.003662474,0.004350891,0.003528705,0.0024408,0.006271915,0.00485173,0.005622639,0.007922996,0.009140992,0.008601175,0.007837879,0.011116962,0.010392583,0.011458009,0.011694246,0.010784806,0.013279093,0.009705515,0.010712127,0.012043439,0.010651718,0.010637207,0.014378712,0.012488491,0.011830953,0.013428395,0.011269665,0.012263699,0.013848651,0.013290384,0.014124163,0.0155912,0.014429715,0.014532915,0.013901596,0.015230967,0.014126035,0.013905953,0.016293911,0.015287566,0.01589408,0.015409798,0.017117569,0.016014738,0.017580228,0.017042397,0.018585287,0.01846032,0.016383255
349,-0.00262126,-0.00135653,0.00208392,0.00037968,-0.000485815,0.005057686,0.007120366,0.004227706,0.0025984,0.005156849,0.000424064,0.007504033,0.009055953,0.003390986,0.006849654,0.004784199,0.004791606,0.006808132,0.006562029,0.004384046,0.005772085,0.007530029,0.011034961,0.010977134,0.006453427,0.006120354,0.011498304,0.013217418,0.010824985,0.01315287,0.006609152,0.011576723,0.01301452,0.011088546,0.012059275,0.009508377,0.007000838,0.011246501,0.010291077,0.014074774,0.009949805,0.014891284,0.009290542,0.009287528,0.016337937,0.010828594,0.012313361,0.015098627,0.010479103,0.018634301,0.016352074,0.011502876,0.018771371,0.016069531,0.019273354,0.012899199,0.015630161,0.018644784,0.016370138,0.015934063,0.018427558,0.015199815
350,-0.004229247,0.003474896,0.001263882,-0.000379633,-0.00269299,-0.000779555,0.002995763,-0.00069929,0.002653793,-0.000784103,0.000564577,0.000916138,0.006308815,0.007104288,0.003102122,0.002944262,0.003607291,0.005588603,0.005863961,0.005275949,0.006025879,0.005722719,0.008389099,0.010057616,0.007315475,0.007101973,0.008284577,0.010909308,0.008046232,0.010378027,0.008724551,0.007559161,0.009792508,0.009562754,0.008081042,0.011875751,0.011132711,0.010436066,0.00712455,0.007593089,0.008032626,0.008960097,0.013799347,0.009897313,0.016985165,0.011520446,0.014860907,0.011354581,0.011197066,0.012040618,0.01172653,0.012722117,0.013032684,0.010854099,0.010893886,0.007860574,0.014123254,0.016980805,0.014771822,0.017786512,0.014064481,0.01636651
