Wavelength (nm),H2O,prot_5uM,vel_1,vel_2,vel_3,vel_4,vel_5,vel_6,vel_7,vel_8,vel_9,vel_10,vel_12,vel_14,vel_16,vel_18,vel_20,vel_24,vel_28,vel_32,vel_40
200,0.005853361,3.403739929,3.986068964,4.196163177,4.396109104,4.214390278,4.148363113,4.099012375,4.223847866,4.247934341,4.154751778,4.232879162,4.36143446,4.282718658,4.234198093,4.344991684,4.375991344,4.329098701,4.449372292,4.58022356,4.283819199
201,0.006064464,3.12028861,4.0399189,4.191151142,4.153524399,4.160120964,4.241253853,4.266854286,4.174888134,4.291416645,4.157115459,4.328400612,4.303215027,4.327843189,4.508282185,4.304296017,4.307694912,4.483867168,4.511538982,4.572181702,4.476695538
202,0.003140475,2.897170544,4.138939857,4.109872341,4.34126091,4.14613533,4.130526543,4.244997025,4.075266838,4.24866581,4.059641361,4.309461117,4.453225136,4.249389172,4.410810471,4.348164558,4.458106518,4.341899872,4.409849644,4.393400669,4.641802788
203,0.002775569,2.694429874,4.200746059,4.120839119,4.193245411,4.205388546,4.154785633,4.268511295,4.095441341,4.294779301,4.260599613,4.178210735,4.154044628,4.310437679,4.311296463,4.315023422,4.214483738,4.425707817,4.402188778,4.418943405,4.305160522
204,0.003670984,2.507311583,4.00135088,4.18482399,4.120841503,4.090883255,4.224243641,4.333626747,4.169665813,4.22065258,4.305052757,4.304203033,4.311088562,4.192011833,4.348925591,4.317876339,4.357710838,4.38031292,4.449713707,4.426487446,4.440832615
205,0.004878588,2.319022417,4.101055622,4.087657928,4.256810665,4.196974754,4.155299664,4.269188881,4.170229435,4.263047695,4.395109177,4.256660461,4.489317894,4.258377075,4.352524757,4.351761341,4.316624165,4.712985992,4.385245323,4.373960495,4.325809002
206,0.002839036,2.155998707,4.12086153,4.269993305,4.201953411,4.332745075,4.476664066,4.306447983,4.41518259,4.436148167,4.667059422,4.56529808,5.068396568,4.37746048,4.999555588,4.680222988,4.377037048,4.665234566,4.517328262,5.494236946,5.096045017
207,0.005761776,2.012782812,4.131362915,4.294778824,4.393596649,4.202763081,4.221403122,4.25315094,4.335193634,4.347183228,4.387863159,4.414906502,4.236318588,4.174199581,4.319709778,4.382316589,4.393752098,4.532568455,4.373599052,4.574951172,4.849795341
208,0.003328821,1.86963141,4.18063736,4.222321033,4.51604414,4.302799225,4.247873783,4.184493065,4.343731403,4.609053135,4.18243742,4.405897617,4.552004814,4.53212595,4.573802471,4.266196728,4.320717812,4.617281914,4.448688507,4.396610737,4.821271896
209,0.00405462,1.737334132,4.113433838,4.304906368,4.268520355,4.085262775,4.282433987,4.185427189,4.289673328,4.264031887,4.311555386,4.4251194,4.258162022,4.272537708,4.780371666,4.324937344,4.51329422,4.463414192,4.471613407,4.494454384,4.56522274
210,0.003597947,1.618457079,4.149223804,4.199793816,4.45072794,4.250239372,4.308557034,4.235886574,4.288702488,4.302388668,4.232481956,4.271438599,4.269305229,4.583229542,4.351129532,4.470060349,4.578034878,4.246085167,4.31774044,4.967443943,4.423959732
211,0.00285936,1.512793183,4.176997662,4.193477154,4.308775425,4.211381912,4.316518307,4.310142994,4.183599472,4.083874226,4.316269398,4.282976151,4.263190746,4.303759575,4.33509016,4.463911057,4.464342117,4.518224716,4.819932461,4.497969627,4.68472147
212,0.00259215,1.417051196,4.042217731,4.263807774,4.089082241,4.346745014,4.236784458,4.308841228,4.263012886,4.249789238,4.362941742,4.215556622,4.367650509,4.351981163,4.640263081,4.568937778,4.359334469,4.640092373,4.450006485,4.558256626,4.495524883
213,0.004229091,1.339510322,3.947576523,4.178052425,4.299819946,4.221597672,4.265498161,4.343440056,4.213039875,4.236865044,4.218206406,4.311664581,4.280205727,4.332692623,4.510221958,4.372760773,4.324518681,4.394981861,4.641406059,4.495601177,4.382831097
214,0.004622849,1.265645027,3.879013538,4.105312824,4.25487566,4.082148552,4.199696541,4.290889263,4.150146008,4.142348766,4.247427464,4.209388733,4.29229784,4.299272537,4.349901199,4.343408585,4.423761845,4.395699024,4.664682865,4.404202938,4.469678402
215,0.003100089,1.203150392,3.837449789,3.987393379,4.154886723,4.003707886,4.054809093,4.276699066,4.258238316,4.267943859,4.255073071,4.210671425,4.380159378,4.312107086,4.240767002,4.285757542,4.367557049,4.523643017,4.501164913,4.412613392,4.40214777
216,0.002360994,1.146804094,3.692395449,3.907569408,4.033314705,4.092815876,4.200399399,4.092989922,4.049725533,4.26260376,4.21437645,4.206750393,4.208004475,4.255331993,4.301064968,4.237386703,4.315114021,4.318686485,4.44977808,4.485057354,4.706059933
217,0.003270812,1.092613339,3.455323458,3.849698305,3.952320576,3.963560104,4.016515732,4.09837532,4.083197594,4.110560894,4.169854164,4.122870922,4.149900436,4.116706848,4.246641636,4.301980019,4.425026894,4.321835995,4.25993681,4.369334698,4.465641022
218,0.002338793,1.042651892,3.217460632,3.703939199,3.844834566,3.898961306,3.952710152,4.026298046,4.08302021,4.000699043,4.086410522,4.022938728,4.244934082,4.241969109,4.189686775,4.227423668,4.244190216,4.345689774,4.276525497,4.257150173,4.431806564
219,0.002324193,0.991710901,2.8679111,3.628147364,3.777612925,3.808166981,3.894907236,3.856885672,3.925082207,4.022665977,3.986746311,4.126574039,4.061278343,4.189786911,4.151152134,4.22235775,4.364113331,4.264473438,4.278258801,4.268281937,4.288573265
220,0.001581792,0.938959658,2.506501675,3.431987286,3.644222736,3.726067305,3.740675449,3.849943876,3.865496397,3.898951769,3.97464776,3.974208832,4.085374355,4.045228481,4.024483204,4.04600668,4.292955875,4.241034031,4.201203823,4.237276554,4.297276497
221,0.002222968,0.887093246,2.17260623,3.144819498,3.497574568,3.638320923,3.675131083,3.703240633,3.730708838,3.782628775,3.825115204,3.850828648,3.951980114,3.949503183,3.99903059,3.987251043,4.096950531,4.118978024,4.270471096,4.107089996,4.189906597
222,9.44E-05,0.834945083,1.876043558,2.757326126,3.269970894,3.460207701,3.573513031,3.61319828,3.648174763,3.724017143,3.752897739,3.764835358,3.804881334,3.851188421,3.913040876,3.92577076,4.054090977,3.941545486,4.08100462,4.015871048,4.203120232
223,0.001306564,0.785565317,1.606469274,2.340215445,2.888234615,3.233365536,3.391058683,3.486070871,3.53501749,3.584388971,3.629003048,3.617534161,3.715193748,3.807237864,3.818121433,3.814206362,3.843552589,3.959563494,4.022558689,4.043343544,4.055047989
224,0.001082449,0.738178194,1.378987193,1.975572824,2.473493814,2.885136127,3.166381359,3.295387268,3.39820385,3.474178553,3.486901522,3.510775805,3.594753265,3.638558865,3.717681408,3.748453856,3.766647339,3.817744493,3.867917061,3.891198397,3.99868679
225,0.00019973,0.68750757,1.177215338,1.648697853,2.065672636,2.427093506,2.74921155,2.981924772,3.168554068,3.278445244,3.367882967,3.387461662,3.521434784,3.547354698,3.582621336,3.626845121,3.660453081,3.710497856,3.760497093,3.799638271,3.8753016
226,0.00100707,0.638228238,1.009956002,1.373409271,1.707038403,2.006446362,2.298276663,2.551903009,2.787410259,2.934708357,3.087705612,3.18814373,3.32637763,3.451803684,3.479307652,3.490769148,3.54970789,3.613749266,3.697473049,3.673294067,3.805366516
227,0.001450714,0.584468365,0.86318785,1.144298315,1.39891696,1.642246127,1.8747648,2.092176199,2.303277016,2.484491825,2.635354996,2.802580595,3.03120923,3.198824883,3.301910162,3.347909689,3.432982445,3.524212122,3.560225964,3.553772926,3.697066545
228,0.001234287,0.531047106,0.737603486,0.948518753,1.144683003,1.329647899,1.507155061,1.690056682,1.85825789,2.024657965,2.166101694,2.31611371,2.593967676,2.825639009,2.992222548,3.097990751,3.216354847,3.355625629,3.450562477,3.475682497,3.577617645
229,0.000646206,0.47707361,0.628001452,0.785940111,0.932205796,1.072919011,1.212151527,1.349880457,1.4877491,1.612136245,1.730534911,1.855625868,2.11062026,2.327953815,2.491428375,2.653258324,2.828552485,3.049837828,3.227363586,3.312205553,3.451532602
230,0.000506495,0.422223002,0.533325195,0.651341796,0.759138584,0.865401506,0.971809387,1.077656031,1.182554603,1.27952528,1.36731863,1.472172737,1.674010038,1.858858705,2.013789654,2.15551281,2.313822985,2.582783699,2.825735331,3.027260303,3.287209749
231,0.001015917,0.369909793,0.450810969,0.537135065,0.617096484,0.696829975,0.775011897,0.855544508,0.936300159,1.007440329,1.075699925,1.155868769,1.313357592,1.456812501,1.577369213,1.700926423,1.837315202,2.065522194,2.301555157,2.533643246,2.874207497
232,-0.000149647,0.319262087,0.377275944,0.440176487,0.500910878,0.558637202,0.617863715,0.67726028,0.736104965,0.793124735,0.844749451,0.905976117,1.026581764,1.136515617,1.230433822,1.328579426,1.436169863,1.620209336,1.821822405,2.005732298,2.351247787
233,0.00086107,0.272175372,0.313713968,0.361504316,0.404230267,0.447564244,0.490491718,0.536238015,0.580110252,0.621221244,0.662191331,0.707044959,0.799540818,0.884050012,0.95455581,1.028623939,1.109831452,1.255400181,1.414300442,1.564720869,1.849092364
234,0.000457102,0.227981761,0.258074909,0.292624235,0.325199962,0.356986433,0.390417606,0.42343995,0.456542373,0.489042342,0.518181622,0.55256027,0.622053385,0.684294343,0.740251303,0.798777223,0.862282932,0.974338889,1.095365286,1.214553475,1.442095041
235,0.000351985,0.189221844,0.211408794,0.237739623,0.261467755,0.284857929,0.309766114,0.335352808,0.359356225,0.384665936,0.407595575,0.43450892,0.485889167,0.533848286,0.57601881,0.620112002,0.668209791,0.756488025,0.849104464,0.941513479,1.116424441
236,-0.000829371,0.154078275,0.170211479,0.190591753,0.208321556,0.226104543,0.245340586,0.265641362,0.283537477,0.301374167,0.320896566,0.341550916,0.380159885,0.417673647,0.450123996,0.484327197,0.523008049,0.591008186,0.662333369,0.733944416,0.869023204
237,-0.000699186,0.12522392,0.137443215,0.152972579,0.166720256,0.180637911,0.195251301,0.21136941,0.224860594,0.239855811,0.254321635,0.270927072,0.301062822,0.330071956,0.354323357,0.382880032,0.412178487,0.465740472,0.520087659,0.576735139,0.682133317
238,0.001089197,0.101973094,0.111460023,0.124724247,0.135298923,0.146270514,0.158168227,0.170151725,0.18273437,0.193910688,0.205165088,0.219156072,0.243860781,0.264793634,0.286087066,0.307617426,0.332607597,0.375200778,0.417964429,0.46180746,0.545605719
239,1.81E-05,0.082430534,0.089843094,0.099143587,0.108783603,0.117980167,0.127556846,0.137966424,0.147644982,0.157560185,0.168714091,0.179078788,0.198110238,0.21616371,0.23389639,0.251358986,0.27097106,0.308253408,0.341113299,0.376517922,0.445100457
240,0.001069448,0.067447163,0.074215233,0.082361281,0.089266971,0.096563496,0.105146453,0.114936903,0.121950619,0.131147698,0.139947102,0.149909049,0.166439593,0.180567443,0.194948509,0.210137993,0.226658434,0.258036882,0.285748035,0.315949529,0.371449143
241,0.000761196,0.054557521,0.060916591,0.068017103,0.073850401,0.08102572,0.089095831,0.096900523,0.103123613,0.110988796,0.118513525,0.127157569,0.141525984,0.152961344,0.166823134,0.180587813,0.194182068,0.223484129,0.244317651,0.270885617,0.318913698
242,-0.000223597,0.045615986,0.050806023,0.057857804,0.062763482,0.069281191,0.075226128,0.084177442,0.089326173,0.096526802,0.103694335,0.111193195,0.123207696,0.134309888,0.146338999,0.159343556,0.171514645,0.197648943,0.2163046,0.238954112,0.281671584
243,-0.000521031,0.038632482,0.044051465,0.049188398,0.054405451,0.060599331,0.065807343,0.072904147,0.078245461,0.085522622,0.092967242,0.099936761,0.111299582,0.120795749,0.132394999,0.142929882,0.155003637,0.179418013,0.196736679,0.21678637,0.256106019
244,0.000500923,0.032357235,0.036667686,0.043289829,0.047148999,0.05271643,0.058217671,0.065914586,0.071196027,0.076189548,0.083646692,0.090301886,0.101327315,0.110309258,0.121498384,0.132203192,0.142987147,0.165247127,0.181634754,0.201035082,0.237153992
245,-0.001160005,0.02720389,0.031904899,0.037498463,0.042191349,0.047342744,0.053090341,0.059942711,0.064688012,0.070963487,0.077215932,0.084016651,0.094935454,0.103287764,0.113343209,0.122891881,0.13468039,0.156541869,0.172529355,0.190302342,0.225812048
246,-1.83E-05,0.025252892,0.029730782,0.035547376,0.03935118,0.04461915,0.050139248,0.056692526,0.060935803,0.068116777,0.074166194,0.080504917,0.091466665,0.099310532,0.109459058,0.120013885,0.130140185,0.152330607,0.166445181,0.184831247,0.219212502
247,-0.001147974,0.023907634,0.027858917,0.032870039,0.037483279,0.042682976,0.04780449,0.055152666,0.059532657,0.065831415,0.072368525,0.078821383,0.089243732,0.097116336,0.108116403,0.117639013,0.127237275,0.151015699,0.16408667,0.182287052,0.216566518
248,0.000558953,0.021540854,0.026478805,0.03246247,0.035772946,0.041696232,0.047201373,0.054133873,0.059617933,0.06582433,0.071979053,0.078218311,0.088439263,0.096185736,0.108106241,0.116882622,0.128614798,0.149834767,0.165170565,0.18213442,0.217599392
249,0.000389474,0.02208031,0.027153129,0.031930808,0.036997471,0.042520277,0.047852464,0.055250023,0.059627287,0.064976521,0.072741203,0.078892805,0.089195408,0.097733088,0.108986333,0.118421681,0.129600853,0.151815519,0.166763619,0.185657159,0.220731556
250,-0.000166518,0.021796985,0.026448293,0.032004785,0.036678419,0.041607451,0.048030417,0.054475639,0.059526689,0.066100158,0.072884373,0.079622172,0.090009779,0.099111907,0.110208459,0.120212264,0.131993741,0.153724268,0.170084894,0.187822878,0.225513637
251,-0.000309072,0.021358663,0.026581028,0.0316578,0.036840439,0.042932626,0.048978936,0.05528583,0.060813196,0.067764021,0.074674897,0.08178781,0.092246413,0.102106422,0.112205513,0.122351304,0.134791911,0.158604279,0.173936278,0.193997756,0.231605113
252,-0.001169815,0.023283305,0.027882516,0.032662746,0.038271569,0.044408724,0.05093294,0.057678707,0.063480377,0.070492938,0.077464342,0.083057947,0.095426463,0.104384728,0.116296381,0.128062964,0.139140323,0.163678646,0.180373922,0.200156823,0.240411311
253,-0.000754438,0.023228848,0.027703883,0.033647977,0.03900253,0.045176979,0.052704126,0.059700523,0.065792553,0.072062194,0.080875888,0.086837485,0.098920234,0.108074702,0.120671704,0.131532997,0.143805951,0.169511765,0.186139822,0.207406238,0.248698399
254,-0.001168472,0.023340881,0.028890179,0.034880828,0.040319853,0.046929415,0.053809863,0.06113958,0.067933731,0.074882798,0.08236707,0.087970264,0.101546742,0.111759327,0.125133172,0.136109322,0.148934901,0.17349647,0.192397833,0.215930805,0.257651955
255,0.000757333,0.025220847,0.031845227,0.037384015,0.043234691,0.050089858,0.056651704,0.065657996,0.070732266,0.079385109,0.086552247,0.093905002,0.10630288,0.117037989,0.130775303,0.142531604,0.155843422,0.181875974,0.202138245,0.225102425,0.269744515
256,5.47E-05,0.026257819,0.032960009,0.038651299,0.045012366,0.05220421,0.05963777,0.067018308,0.073833279,0.0818194,0.089897372,0.096991718,0.111247711,0.121284522,0.135174871,0.148445651,0.161717057,0.189583898,0.210916787,0.233696565,0.281510472
257,0.000887163,0.028999364,0.035809092,0.042375017,0.049092449,0.055669583,0.062446691,0.070579141,0.077918574,0.085966237,0.094494455,0.101839513,0.115964688,0.128704161,0.142076761,0.154558152,0.169746608,0.198092148,0.219424427,0.244781464,0.293216348
258,0.000532594,0.031396125,0.037752096,0.04394576,0.050800435,0.05811299,0.066300675,0.074555546,0.081658669,0.0895603,0.098520316,0.106622472,0.120632201,0.13269268,0.148338139,0.161473587,0.175150901,0.20589453,0.228318468,0.253968358,0.305328995
259,5.28E-05,0.031918604,0.03907115,0.046435725,0.052421223,0.06063085,0.068593584,0.076729693,0.084262826,0.093074739,0.101587102,0.111046694,0.124604419,0.138059795,0.15301156,0.166448787,0.183494479,0.213421449,0.237403706,0.264258295,0.318247557
260,-4.28E-05,0.033991713,0.040657029,0.047017876,0.054656565,0.062604204,0.070602745,0.080763139,0.086761169,0.097314954,0.105715483,0.114944592,0.129554272,0.142998084,0.159106091,0.173873499,0.189169169,0.220345423,0.245699868,0.275362939,0.330438793
261,0.000210452,0.035571873,0.043793753,0.050675504,0.058402795,0.066649988,0.07494057,0.084004655,0.092427894,0.101602145,0.11032331,0.119188421,0.134923935,0.149243161,0.165393338,0.180245251,0.196914658,0.229587942,0.254496545,0.285506159,0.341970742
262,5.03E-05,0.03691534,0.045146849,0.052334778,0.059871126,0.068232261,0.0768089,0.085730135,0.095838711,0.104333572,0.114178397,0.122968838,0.139237016,0.153256148,0.170298219,0.18602711,0.202324897,0.235869601,0.263196707,0.293483257,0.353022873
263,-0.001372013,0.038143352,0.04601362,0.054573931,0.061034374,0.070686996,0.079338402,0.089307539,0.098437861,0.106928125,0.116395153,0.125989288,0.142157048,0.156566441,0.173418701,0.18965219,0.206258029,0.241893888,0.268069923,0.300398022,0.36152035
264,0.001005176,0.041631639,0.049428213,0.0585723,0.066000886,0.074686214,0.082653359,0.094283871,0.102063589,0.110936426,0.120254159,0.130033806,0.146869555,0.1613722,0.179696918,0.195397496,0.213134781,0.24747327,0.275560916,0.3076213,0.370421529
265,0.000472391,0.044691302,0.053061415,0.060823616,0.069592007,0.077381805,0.086957097,0.09718743,0.105606228,0.115014456,0.124747984,0.134280831,0.152001172,0.165775955,0.18344149,0.200572893,0.217737079,0.253148526,0.281211615,0.314460307,0.377382994
266,-0.000623818,0.044940133,0.052863378,0.061731827,0.070107058,0.078889422,0.086962067,0.097015701,0.105611384,0.115844145,0.12529166,0.135258198,0.153083071,0.167773068,0.185279012,0.200862557,0.219071865,0.255618066,0.283904851,0.31723243,0.381033123
267,-0.000275443,0.047219295,0.055098854,0.063969933,0.071038418,0.080941349,0.089052707,0.100055352,0.108223796,0.118122645,0.12864095,0.137935057,0.154824913,0.170455024,0.188324973,0.204189867,0.222628132,0.258786619,0.28873235,0.320893288,0.385727495
268,-4.40E-05,0.048162282,0.056109406,0.064914294,0.073835887,0.082181863,0.091616973,0.101067714,0.110592879,0.120318562,0.130522385,0.140124068,0.15727973,0.172726467,0.190432191,0.206899032,0.22504656,0.260697514,0.290766269,0.324650705,0.388427913
269,-0.000258731,0.050417848,0.058661889,0.066705942,0.075479746,0.084988497,0.09323699,0.104102045,0.112292938,0.121848032,0.132607758,0.141571164,0.160229221,0.175393969,0.193195373,0.209387928,0.227636918,0.264126927,0.294626564,0.327311128,0.391335487
270,-0.000388426,0.05114821,0.060289677,0.068145759,0.077085704,0.085983723,0.095492959,0.105338059,0.113978207,0.124306925,0.134103686,0.144274011,0.160914287,0.177775145,0.195679918,0.21133934,0.229550704,0.264949322,0.296181023,0.32907635,0.394513428
271,-2.25E-05,0.053567149,0.061762832,0.069498003,0.078612238,0.088039622,0.09793783,0.107395262,0.116504982,0.12653549,0.13528043,0.144490913,0.163542524,0.178771243,0.195762053,0.212426171,0.23036249,0.267633587,0.297680616,0.330760092,0.396598011
272,0.000271862,0.056406688,0.064254753,0.072373629,0.080255441,0.090051852,0.099071585,0.109026358,0.118152648,0.127425343,0.138065383,0.146420226,0.164343923,0.180200517,0.198066607,0.212829456,0.23191613,0.267140329,0.296918541,0.331084877,0.395982981
273,0.000318411,0.055764407,0.064561754,0.073484063,0.081885412,0.090940371,0.099170513,0.10852772,0.117518783,0.126831219,0.137546986,0.146567583,0.162592709,0.179408461,0.196817592,0.212362722,0.230245948,0.26599884,0.295035869,0.3282502,0.392185122
274,0.000498513,0.057915214,0.065706842,0.073353693,0.082069054,0.090574451,0.098149255,0.108379953,0.116984442,0.126003534,0.136350021,0.144783497,0.161657259,0.177621737,0.194116324,0.209936723,0.227596611,0.261844188,0.290617079,0.323326886,0.384575546
275,-0.001229808,0.058519572,0.066733867,0.074145406,0.081410155,0.091670036,0.097771473,0.107864432,0.115972467,0.124680333,0.13411589,0.143118814,0.15951395,0.174128696,0.191133559,0.206721455,0.224072456,0.256470233,0.284333259,0.316566229,0.377619714
276,0.000129863,0.061676804,0.068328835,0.07500314,0.082957201,0.091247477,0.099267423,0.107977532,0.116009757,0.123957425,0.134506762,0.142031446,0.158446387,0.172924444,0.188144416,0.203251496,0.220174387,0.251641631,0.278743357,0.309748322,0.368453831
277,-0.001132535,0.060170878,0.066948414,0.074552745,0.081633866,0.089505292,0.096189678,0.105594844,0.112776659,0.121245027,0.130776987,0.138261616,0.152590662,0.167445749,0.183111146,0.196643159,0.213198841,0.243814081,0.270100474,0.299307406,0.356278122
278,0.00051795,0.06063734,0.067366473,0.073827267,0.08148472,0.089636661,0.096565314,0.104696982,0.111785777,0.119068444,0.127824932,0.135286167,0.15088205,0.164189577,0.17832616,0.191986337,0.207203582,0.237900078,0.261599213,0.291534275,0.34543708
279,-0.000384702,0.0591795,0.066044793,0.072315715,0.078112103,0.087071568,0.094234765,0.101974145,0.109189265,0.117044866,0.12463215,0.132261515,0.147109687,0.159659252,0.173832387,0.186359748,0.202401087,0.229262486,0.2541022,0.281620979,0.332932651
280,-0.000143126,0.058198847,0.064805254,0.070294343,0.076776959,0.084902719,0.091047943,0.099045113,0.104767054,0.113127016,0.121669799,0.12818183,0.142310232,0.154231593,0.168596253,0.180699438,0.195214778,0.222709045,0.245775223,0.272464812,0.322888315
281,0.000533294,0.057117939,0.063333891,0.069717027,0.077180617,0.084365547,0.090648025,0.097379901,0.104666933,0.111732476,0.119862087,0.126257926,0.138874754,0.151492849,0.16528061,0.178030223,0.191461921,0.218932912,0.241275579,0.266896099,0.315637231
282,-0.001128455,0.056099214,0.060979053,0.067248531,0.073995963,0.081821375,0.086526275,0.095509186,0.101769812,0.108106405,0.11624404,0.123148881,0.135663614,0.148504958,0.160670564,0.172633618,0.186849609,0.212391138,0.235230431,0.260537744,0.308095962
283,-0.000379892,0.054607596,0.059589457,0.067524843,0.071927115,0.080536358,0.085511021,0.092759542,0.099608928,0.105695538,0.114115641,0.121010125,0.134497479,0.145623773,0.158925965,0.170448124,0.183487773,0.210433319,0.231949464,0.255121857,0.304168463
284,-0.000511309,0.052052934,0.057651598,0.062959827,0.069978245,0.076771207,0.082781821,0.090275437,0.096031323,0.102300093,0.110817172,0.117924161,0.131142974,0.141637877,0.155050546,0.166416511,0.180097863,0.205701858,0.226840988,0.251160264,0.299774468
285,-0.001230582,0.04774563,0.054135513,0.060553916,0.066245615,0.073380724,0.078381248,0.086562261,0.092758998,0.099964038,0.108014748,0.114250153,0.127123714,0.138847783,0.151784018,0.163539499,0.177377805,0.203045532,0.224211976,0.249175146,0.296086788
286,-0.000523513,0.045190424,0.050097063,0.057198904,0.063238993,0.070280187,0.075209901,0.082962431,0.089267604,0.096057191,0.105113842,0.110324241,0.12416175,0.135249123,0.148805976,0.160348281,0.174208671,0.200216413,0.221961051,0.247127786,0.29390046
287,-0.000793405,0.040191088,0.045857634,0.052927177,0.057997685,0.065277986,0.070585474,0.078654744,0.085006721,0.092058033,0.099715315,0.107541904,0.120625913,0.131783843,0.14493081,0.157200247,0.170504749,0.197252497,0.219720691,0.244614989,0.29213503
288,6.18E-05,0.036139492,0.042331439,0.049685229,0.055016786,0.063160159,0.068672106,0.075707786,0.08280322,0.09004762,0.097664073,0.104222991,0.118823409,0.130014285,0.143013194,0.156013683,0.170304805,0.195459366,0.219485879,0.244861975,0.293138832
289,-0.000680578,0.031775065,0.037588634,0.044884499,0.051700264,0.058754135,0.063856445,0.071687132,0.078670412,0.086158469,0.094118714,0.102599837,0.115309805,0.127126142,0.141649783,0.153686509,0.167976454,0.194409013,0.218479961,0.242738158,0.292806864
290,0.001089456,0.029400429,0.037002519,0.042984724,0.049708474,0.056541827,0.063368335,0.070154004,0.077188596,0.085202463,0.093643993,0.100632757,0.115416691,0.127151504,0.140585601,0.153098032,0.168233499,0.195717812,0.219559774,0.245001838,0.294161856
291,-0.000195085,0.024367208,0.030227561,0.03842321,0.044540755,0.051017329,0.057679031,0.066300735,0.07360018,0.081468798,0.089474313,0.096797094,0.110315032,0.123718947,0.137343511,0.150463507,0.165102482,0.192817792,0.216232181,0.242831186,0.293601096
292,-0.000998154,0.019014515,0.025931029,0.032921474,0.039258517,0.047675047,0.052570555,0.061265025,0.068518288,0.076634876,0.084744461,0.093447909,0.106616646,0.119915955,0.133692399,0.146810934,0.16201295,0.189649344,0.2150805,0.243094698,0.293784976
293,0.000413311,0.017098183,0.024076886,0.030387191,0.036899079,0.044572651,0.052128904,0.058912747,0.066682734,0.074028715,0.083560646,0.090806857,0.105650373,0.118617088,0.133155212,0.145451143,0.160707668,0.188888505,0.213544264,0.241975591,0.293154031
294,-0.000791337,0.013700248,0.020365838,0.027458861,0.034083515,0.041862186,0.047764007,0.056217257,0.06436336,0.070997566,0.080505073,0.08795929,0.10233102,0.11492648,0.130884111,0.1437819,0.15878728,0.187331244,0.211546451,0.239491567,0.293008655
295,0.000701195,0.012381647,0.018999532,0.025012264,0.032968361,0.040773194,0.046543479,0.055023894,0.061263118,0.070349395,0.079361215,0.085500211,0.100359514,0.114567019,0.12888594,0.142645732,0.157663003,0.184955105,0.211074084,0.2393758,0.290121317
296,-0.000902637,0.009857803,0.016519053,0.022784444,0.029696465,0.037642326,0.044092547,0.052762378,0.059696246,0.067411818,0.076997489,0.083813757,0.098988175,0.111938901,0.125767052,0.1387887,0.154689416,0.181781158,0.208083957,0.235863149,0.288195342
297,0.00030222,0.008702708,0.014523279,0.021899147,0.028762931,0.036958601,0.042761721,0.050820775,0.058622513,0.066160239,0.075131454,0.081511609,0.096901849,0.109768115,0.123851441,0.136502773,0.152251288,0.181218937,0.204691544,0.232086822,0.284488082
298,1.57E-05,0.006812681,0.013570776,0.020253051,0.026494982,0.034686003,0.040202841,0.049684763,0.05642806,0.064490035,0.072549619,0.079503812,0.09354011,0.10774339,0.121820994,0.134452701,0.148522452,0.17632544,0.201180935,0.229535371,0.280726463
299,0.00085417,0.006212198,0.013597832,0.020366732,0.026085954,0.034421064,0.04085876,0.047971699,0.055676442,0.064089529,0.072271533,0.078520641,0.093003765,0.105378509,0.119295523,0.132497326,0.147268191,0.174774736,0.198978514,0.22575523,0.276649714
300,0.000876918,0.004966321,0.012358768,0.01899231,0.026404662,0.034193005,0.039831515,0.04744694,0.054757006,0.0623914,0.069749728,0.077654861,0.090587944,0.104054809,0.11629577,0.129520863,0.144008368,0.170257077,0.195568264,0.221700907,0.271806568
301,0.000597186,0.005985643,0.010587841,0.017440783,0.025284251,0.033250634,0.038836557,0.046303406,0.052918084,0.060158331,0.068832412,0.075330146,0.08868701,0.101807609,0.113730989,0.126883641,0.142494947,0.166607976,0.192022547,0.217572317,0.266226441
302,-0.000475162,0.002866812,0.00967076,0.016728278,0.022220626,0.030382693,0.036245763,0.043573424,0.050302707,0.05723827,0.06559369,0.072744295,0.085364953,0.098952577,0.110613115,0.123023264,0.136559233,0.162143737,0.186146021,0.211446822,0.260219336
303,-0.000435029,0.003480011,0.009220044,0.015352728,0.021831797,0.029559672,0.035193846,0.041950278,0.048925389,0.056790166,0.063096784,0.07124196,0.083080545,0.095616147,0.109556086,0.118849784,0.134282693,0.157628685,0.179815486,0.206729159,0.252935439
304,-0.00107258,0.001806451,0.007969792,0.0138645,0.019496797,0.027475076,0.031708036,0.038558245,0.04600044,0.053527471,0.060650911,0.067202419,0.078515835,0.089881904,0.101997219,0.114416614,0.127151817,0.151502356,0.172076732,0.198251754,0.244425893
305,0.000620645,0.001915041,0.007101052,0.014253747,0.020229483,0.027494738,0.033044524,0.037624117,0.044702608,0.050572831,0.058626041,0.064509794,0.076729693,0.08750768,0.100230083,0.110106811,0.123444237,0.146168187,0.167396337,0.190676272,0.233073562
306,0.000492682,0.002947598,0.006304009,0.013350121,0.018820107,0.025026551,0.029580841,0.035562377,0.041149396,0.047745198,0.054951709,0.060365435,0.071505569,0.083649427,0.093431249,0.104262941,0.116007395,0.13839905,0.158433855,0.180988088,0.2212919
307,0.000417482,0.002512836,0.007426083,0.01327912,0.017526805,0.024002004,0.027461233,0.033837751,0.038939357,0.045827772,0.05155712,0.057458844,0.068914466,0.076723024,0.088669643,0.097196072,0.109423824,0.130277738,0.147753179,0.169404537,0.207370222
