Wavelength (nm),H2O,prot_5uM,vel_1,vel_2,vel_3,vel_4,vel_5,vel_6,vel_7,vel_8,vel_9,vel_10,vel_12,vel_14,vel_16,vel_18,vel_20,vel_24,vel_28,vel_32,vel_40
715,-0.000387702,-0.000123044,-2.28E-05,9.11E-05,0.000545942,0.000460315,0.000765086,0.001138766,0.001492298,0.001437754,0.00181807,0.002400557,0.003093623,0.00265184,0.003152495,0.003882858,0.006765878,0.004122796,0.004788675,0.005222002,0.005713539
716,0.000465472,0.000357218,0.00064701,0.000906722,0.001208458,0.000915308,0.001127554,0.001695159,0.002127281,0.002285314,0.002474955,0.003199093,0.003414702,0.003277984,0.003623553,0.004504791,0.007763216,0.004731962,0.005351628,0.005496262,0.005797348
717,-0.000155599,0.000314939,0.000404346,0.000857698,0.000926904,0.001140219,0.001133497,0.000945115,0.00205778,0.001870114,0.002650147,0.003282835,0.00339023,0.002627775,0.003252007,0.003917962,0.007464451,0.004703176,0.005410938,0.00563861,0.006013989
718,-0.000225098,-0.000124649,-0.000220699,0.00040673,0.000909627,0.001038362,0.000754636,0.001158361,0.001699057,0.001764706,0.002437728,0.003288782,0.002829239,0.003117687,0.003173668,0.004037166,0.006797036,0.004170177,0.004953334,0.004878641,0.004964096
719,-0.000361942,-0.000242587,0.000191262,5.90E-06,0.001249162,0.000465316,0.00129984,0.001235351,0.001768813,0.001880046,0.002489534,0.002616863,0.00302149,0.002865613,0.00335029,0.004252068,0.007091843,0.004624941,0.004809902,0.005436677,0.005999422
720,-3.56E-05,-6.87E-05,0.000141205,0.000481979,0.0011791,0.000607632,0.000999156,0.000936658,0.001595562,0.001976042,0.002119868,0.002526558,0.002789246,0.00261215,0.003147776,0.00381156,0.006410183,0.004051119,0.004707363,0.005351261,0.005641468
721,-0.000453027,-0.000496778,0.000174817,0.000213275,0.00041484,0.000325768,0.001012596,0.000333047,0.001619465,0.001639706,0.002095781,0.002042747,0.002762908,0.002449052,0.003055978,0.003623788,0.006451745,0.003984313,0.004429495,0.00487495,0.005549378
722,-0.000252625,-0.000252781,0.00110757,0.000164744,0.000825459,-8.26E-05,0.000650717,0.000990049,0.001464246,0.001788463,0.002206759,0.002328513,0.002715523,0.002236394,0.003388299,0.004033195,0.006926949,0.004115191,0.004410823,0.005159155,0.006060894
723,-0.000471852,-0.000707095,0.000315639,-0.000243622,0.000659765,0.000129242,0.00094981,0.00074193,0.001668523,0.001422249,0.001917953,0.002697524,0.002898108,0.002156937,0.002524084,0.003163916,0.006590228,0.003598469,0.004554595,0.00496784,0.005322487
724,-0.000198241,0.000188258,0.000238449,0.00070244,0.001350757,0.000695854,0.001423158,0.001106273,0.002395507,0.00173739,0.002403107,0.002902955,0.003176537,0.002816211,0.003524008,0.00417645,0.006819387,0.004275281,0.005334987,0.005729014,0.006201773
725,-0.000451113,-0.000579769,-0.000307003,-0.000193636,0.000803908,0.000106534,0.001031641,0.00064281,0.001849265,0.00149913,0.001548824,0.002750794,0.002393607,0.001671823,0.003242618,0.003633028,0.006492629,0.0040975,0.00479671,0.004734317,0.005202641
726,-0.000120767,0.000203071,0.000273235,0.00026979,0.00100694,0.000399734,0.000982603,0.000792082,0.001784902,0.001626143,0.00187534,0.002113833,0.003042553,0.002474643,0.003024801,0.003303128,0.006439686,0.004095671,0.005225277,0.004725995,0.005317141
727,-0.000432443,0.000210349,0.000321286,0.000380121,0.000565744,0.00026062,0.00069461,0.000407429,0.001881865,0.001719718,0.00202397,0.002350635,0.002633557,0.00224904,0.003199667,0.003602723,0.006548626,0.004082579,0.004752898,0.004899898,0.005460191
728,-0.000375288,-0.000155236,1.12E-05,0.000486774,0.000634048,0.000428883,0.000949006,0.000842499,0.002172286,0.00174316,0.00214315,0.002503776,0.002809203,0.002626733,0.003259544,0.003757742,0.006339651,0.004895133,0.00526856,0.005390442,0.005708031
729,-0.000841462,-0.000566688,-0.000865334,-0.0002697,0.000421421,-0.000153011,0.000807461,0.000443446,0.001336112,0.001053697,0.001658181,0.002036843,0.001958203,0.002189093,0.002189353,0.003172938,0.006047743,0.003561406,0.004314863,0.004730706,0.004917779
730,-0.000319729,0.000425152,6.48E-05,0.000396832,0.001386359,0.00059252,0.001258716,0.000964364,0.002015075,0.002116486,0.001967825,0.002701066,0.002889587,0.002026206,0.003195207,0.003959836,0.006932394,0.004549311,0.005353515,0.005464332,0.005895526
731,-0.000221424,-8.21E-05,0.000140791,0.000544464,0.001039893,0.000576293,0.001143749,0.000948591,0.002183109,0.001969489,0.002401416,0.002921666,0.00281952,0.002735555,0.002845941,0.004320118,0.006687639,0.004331857,0.005150353,0.005628855,0.005794016
732,-0.000136967,-5.63E-05,-0.000315539,9.20E-05,0.001228913,0.000188206,0.000846312,0.001455519,0.001820514,0.001734765,0.001893149,0.002834919,0.002399958,0.002327056,0.003224467,0.00376239,0.006561713,0.004158547,0.00461827,0.005298798,0.004974831
733,-7.08E-05,-4.56E-05,-0.000159894,0.000211643,0.000806164,0.000301055,0.001413627,0.001597874,0.002508046,0.002130481,0.002238762,0.002632827,0.003080353,0.002616368,0.003506393,0.003949021,0.00664177,0.004852175,0.005063238,0.005216185,0.005979921
734,1.89E-06,0.001008886,0.000731376,0.000998507,0.001343902,0.000892844,0.001569633,0.001697264,0.00207016,0.002299314,0.002700129,0.003381229,0.003391926,0.003046619,0.003639528,0.004502254,0.006712193,0.004924848,0.005065202,0.005737618,0.006026062
735,0.00058591,0.000350378,0.000850176,0.000851551,0.001702774,0.000630678,0.001626195,0.00095627,0.002277195,0.002007976,0.002518017,0.003596433,0.003787666,0.00335449,0.003849976,0.004544445,0.007130523,0.005454686,0.005509448,0.005905366,0.006385331
736,-0.000116937,9.81E-05,0.000185254,0.000715923,0.001365143,0.000532231,0.001469701,0.001379114,0.001614944,0.002209699,0.002301812,0.002564156,0.00293918,0.002720733,0.002942463,0.003592283,0.006116416,0.004675439,0.004965536,0.004974229,0.005474844
737,-0.000507379,-0.000616322,3.12E-05,-0.000241759,0.000462855,0.000484623,0.000646439,0.000349316,0.001283249,0.001692067,0.001672291,0.002524032,0.002652308,0.002634598,0.003248069,0.003664118,0.005780349,0.00350501,0.004668008,0.004519962,0.005685633
738,-0.00064429,-0.000247658,3.90E-05,0.000206334,0.000904517,0.000903453,0.000687143,0.000215166,0.001847731,0.00148835,0.002235197,0.002639964,0.00251143,0.002381894,0.003036192,0.003618123,0.006243841,0.004316379,0.004696111,0.004539501,0.005260385
739,-0.000287239,-0.000151355,-0.000413823,0.000447514,0.000516136,0.000306184,0.000521631,0.000714782,0.001750775,0.001928795,0.001421704,0.002711981,0.002826008,0.002593894,0.002480526,0.003395604,0.006237145,0.003466677,0.004274157,0.004388282,0.005360538
740,-0.000141004,0.000115337,0.001343954,0.001023079,0.001379218,0.001194622,0.001363325,0.001637419,0.002337258,0.002434813,0.001996221,0.003029702,0.003583017,0.002822126,0.003613582,0.004152693,0.006357618,0.004675806,0.005461108,0.005435446,0.005852547
741,-0.000341509,0.000703373,0.001108323,0.000338151,0.001412952,0.001282678,0.001544174,0.001428015,0.002081839,0.002230123,0.002699608,0.002876427,0.003513074,0.003078763,0.003546869,0.004551979,0.006480647,0.004915973,0.005401345,0.005865981,0.006375533
742,0.000124685,0.000410461,0.001639316,0.000473428,0.000790189,0.0010264,0.001435651,0.001710778,0.002089824,0.002347668,0.002060641,0.003109005,0.003243609,0.002035309,0.003082673,0.003617941,0.00613503,0.003885365,0.004813383,0.00523235,0.005286247
743,4.32E-05,0.000490402,-4.02E-05,0.00057339,0.001599095,0.000888253,0.001378309,0.000982421,0.002437806,0.001586884,0.002878356,0.00308953,0.003191635,0.002654314,0.003987683,0.004616569,0.006761093,0.004611913,0.004941578,0.004762293,0.006085649
744,2.91E-05,0.000998507,0.000843381,0.000725283,0.001838242,0.000985405,0.001121014,0.001642097,0.002190602,0.002641526,0.002449625,0.003534864,0.003472522,0.003186498,0.003851804,0.004276615,0.006270785,0.005283076,0.005225277,0.00591127,0.00604021
745,-0.000403065,-0.000120353,0.000316416,0.000376908,0.001072303,0.000954947,0.001597952,0.000536922,0.002257757,0.001978174,0.002441607,0.003049748,0.002761006,0.002901157,0.003244339,0.003768604,0.006252113,0.004779855,0.004679626,0.005037023,0.005878418
746,-4.56E-05,0.000149854,0.000906722,0.000540499,0.001949232,0.001194441,0.001646176,0.001334944,0.002150174,0.002518434,0.002344961,0.002861314,0.003606586,0.002867959,0.003805449,0.004286706,0.006289458,0.004874557,0.005123583,0.005617185,0.006511206
747,0.000388282,0.000548948,0.000105705,8.50E-05,0.001080918,8.99E-05,0.001059717,0.001607877,0.002195259,0.002288098,0.002441763,0.002703567,0.003580459,0.002843048,0.002909887,0.003873768,0.006379526,0.004323464,0.004671854,0.005669634,0.006001338
748,0.000266474,-1.66E-05,0.000539592,0.000419478,0.001464142,0.000609732,0.001224786,0.001254484,0.002134149,0.001958203,0.00238231,0.002829864,0.003599173,0.0027683,0.003842585,0.004108919,0.006646002,0.004377588,0.004638494,0.005501557,0.006422793
749,-0.000556037,-0.000470507,-0.00011378,-0.000203157,0.001307447,0.000869422,0.001046899,0.000460108,0.001855504,0.002091281,0.001493311,0.002531218,0.002775126,0.002039886,0.003218208,0.003543946,0.005378569,0.004203946,0.00462625,0.005077302,0.005225696
750,-0.000286981,-0.000538715,1.68E-05,-0.000133551,0.000265904,8.71E-05,0.000849528,0.001070616,0.001687025,0.002557048,0.001496922,0.002351025,0.00236279,0.002046258,0.002834528,0.003114376,0.005127852,0.005137229,0.003841175,0.004591088,0.005749448
751,-0.00070787,-1.80E-05,0.000584925,0.000291859,0.000625882,0.001193947,0.001664157,0.000942702,0.002035387,0.001946346,0.00272589,0.002177411,0.003021282,0.00286306,0.003239489,0.004517372,0.006057193,0.004779436,0.004765722,0.005881855,0.005811829
752,1.88E-05,0.000311883,0.000101045,-0.00022458,0.001455467,0.000954558,0.001161502,0.001565294,0.002418517,0.002745922,0.002311545,0.003061348,0.003137033,0.003072767,0.002969021,0.003999858,0.006378212,0.004625151,0.005136837,0.005238953,0.006034147
753,0.000165883,0.000328928,-0.000108035,0.000507895,0.00134263,0.001126931,0.00177999,0.000488847,0.001614243,0.002382076,0.002440722,0.002352899,0.002825539,0.002421303,0.003178258,0.00412844,0.005876135,0.003722703,0.004515803,0.005595919,0.005204239
754,-0.000265354,-0.000137485,-0.00030245,0.000752432,0.001691781,0.000564189,0.001172455,0.000916138,0.002366329,0.002116668,0.00268846,0.002625405,0.00355449,0.003213488,0.003272742,0.003397509,0.00602097,0.004238946,0.004322837,0.005472773,0.005593769
755,-0.000395771,-0.000338198,-0.000290654,0.000717764,0.001204097,0.000277819,0.000494341,0.000882546,0.001688117,0.002348683,0.002300277,0.002617176,0.002320732,0.003230048,0.003268699,0.004065569,0.006048347,0.004269034,0.004392728,0.005014999,0.00553501
756,-0.000263801,-0.000621026,-1.23E-05,0.000435076,0.000590627,0.000116114,0.000760574,0.000307816,0.001546927,0.00180853,0.001977992,0.002129701,0.002288202,0.001935763,0.002877027,0.003954062,0.005342586,0.004062773,0.004238188,0.005070911,0.005940713
757,-0.001089415,-0.000389564,-0.000347251,-0.000282738,0.000453215,-0.000192704,0.000459305,0.000388567,0.001425418,0.001390618,0.002095078,0.001614554,0.002940248,0.001961116,0.002531322,0.003422007,0.005079187,0.004358369,0.004457687,0.004882908,0.005312503
758,-0.000602001,0.000511601,-2.90E-05,0.000107103,0.000786221,-0.000321126,0.000349446,4.76E-05,0.001574335,0.001632405,0.002003737,0.002012605,0.002639052,0.002600092,0.002340042,0.003217686,0.005311769,0.003654355,0.004516405,0.005093671,0.004827701
759,0.000221589,-0.000178007,0.000296159,0.000812699,0.001101134,0.000525259,0.001438404,0.000829453,0.002110269,0.001748228,0.00245681,0.002763585,0.002964825,0.003201649,0.003368838,0.00385324,0.006018556,0.004259152,0.005486641,0.005938194,0.005393089
760,-0.000470404,-0.000441597,-0.000238086,-0.000366805,0.000670887,0.000460548,0.00038038,0.000841851,0.001448351,0.00204722,0.001802136,0.0016903,0.002848702,0.001865539,0.002496017,0.002751706,0.004878615,0.003623239,0.004276066,0.004806133,0.005450124
761,0.00107508,0.00139189,0.001060314,0.001614061,0.001466662,0.001420821,0.001756961,0.001399759,0.00249042,0.002050654,0.003464668,0.003442306,0.002985233,0.00324966,0.003889413,0.003431217,0.006534383,0.004303124,0.005321543,0.005295627,0.005634073
762,-0.00028191,-3.52E-06,-0.000272339,0.000274245,0.000769495,0.000347917,0.001075339,0.00046003,0.001466402,0.002535358,0.002040745,0.002980333,0.002135866,0.002015596,0.003644853,0.003424929,0.005379749,0.004182905,0.004842019,0.004945218,0.005095269
763,-0.000492486,-0.000705182,0.000178132,-0.000409323,0.000588476,0.000759355,0.0008716,0.000652298,0.001990344,0.001726787,0.002239204,0.003247834,0.002652074,0.002318337,0.002683381,0.00272128,0.00499282,0.004619343,0.004494512,0.004549572,0.005158473
764,-0.000682749,0.00030994,-0.000337784,-3.42E-06,0.001494532,0.000215399,0.001402668,0.001261909,0.0020467,0.002546711,0.002636838,0.003437949,0.002436375,0.002905275,0.002895554,0.003560989,0.006134295,0.004826313,0.004076909,0.00466097,0.005707743
765,0.00016477,0.000977985,0.001193195,0.000859098,0.001783109,0.001480844,0.001560203,0.001784486,0.00271172,0.002206134,0.002609363,0.00375299,0.003487813,0.003280931,0.003996409,0.00464166,0.006309235,0.004703464,0.005773633,0.005814558,0.006032598
766,-0.000142557,-0.000558881,-0.000607222,-1.75E-05,0.001269308,0.001184655,0.000647839,0.000859513,0.001575764,0.002298663,0.002578869,0.002299106,0.002422136,0.002483156,0.002491383,0.003261527,0.006015826,0.004260224,0.004973679,0.00390276,0.004918695
767,0.000387841,0.000108942,0.001004501,0.000380924,0.001431365,0.000969346,0.001681048,0.001198386,0.002435307,0.003287713,0.003034055,0.002648714,0.00363697,0.003216148,0.003942386,0.004528829,0.006162204,0.004763628,0.005115672,0.005459771,0.005653191
768,0.000517043,5.76E-05,0.000626089,0.00047861,0.001144839,0.00090322,0.000980761,0.000937747,0.002596212,0.001902353,0.002268087,0.002696769,0.003081422,0.002716305,0.00293858,0.0036749,0.004905553,0.004619474,0.004658196,0.003913522,0.005815633
769,-0.00027922,5.71E-05,-2.45E-05,7.59E-05,0.001281043,0.000251374,0.000400485,0.00164233,0.001979422,0.002084154,0.0025314,0.002955521,0.002855008,0.003200449,0.003021959,0.003462189,0.005675142,0.00473662,0.005632578,0.004916261,0.005124263
770,-0.00097119,0.000768639,0.000746649,0.000595578,0.000700936,0.00018111,0.000644754,0.001451493,0.001691911,0.002364742,0.002428435,0.002605769,0.002844508,0.002102179,0.003579441,0.00356553,0.005382527,0.004845186,0.004689072,0.0054944,0.005613304
771,-0.000369856,0.000658961,0.000456558,0.000414943,0.001624739,0.001834785,0.00179361,0.002023112,0.002590874,0.002440436,0.003159353,0.002357428,0.003657932,0.002547153,0.002518616,0.004487633,0.006475129,0.004454705,0.004994312,0.005136156,0.00602853
772,8.57E-05,-0.00012791,0.000537389,0.000703425,0.00200912,0.001248798,0.001712675,0.001386515,0.002906656,0.002708803,0.003304354,0.00315552,0.002997614,0.003393621,0.003861728,0.004614477,0.005671103,0.004686743,0.005115463,0.005045744,0.005407583
773,-0.000205848,-0.000156892,5.77E-06,0.000488277,0.000570591,0.000961589,0.001410744,0.000641073,0.001778118,0.00161432,0.002491279,0.002368463,0.001710336,0.002538561,0.002419428,0.004025566,0.004899244,0.004421989,0.004157136,0.004741357,0.005744228
774,0.000624326,0.000223091,0.000439222,0.000443394,0.001215285,0.000911054,0.001201994,0.002127646,0.001693678,0.002663924,0.002424583,0.002457252,0.003726358,0.002175642,0.003547052,0.004606916,0.006497674,0.005289155,0.004878196,0.004977188,0.005887392
775,-0.000803895,0.000266397,0.000614553,0.000696762,0.001248357,0.000849839,0.001119223,0.001343902,0.002619311,0.002050524,0.002352873,0.002675541,0.003097299,0.003805397,0.003419581,0.004280458,0.005026469,0.005648627,0.004391341,0.005298117,0.005935124
776,-0.000610686,-0.000131584,-0.00028755,0.000387194,0.000639906,0.000715093,0.000472806,0.000886722,0.00148848,0.001123946,0.002082593,0.002678406,0.002439447,0.001920787,0.003034524,0.00322551,0.004917491,0.00490448,0.003940426,0.004800479,0.004712152
777,-0.000911523,0.000475112,0.00017114,0.00076576,0.000825018,0.001699837,0.000579093,0.001050142,0.002043918,0.002539706,0.002824158,0.002851673,0.003120138,0.002410344,0.003421981,0.003914958,0.005166882,0.004920476,0.004603253,0.00520175,0.005586558
778,-0.000537216,0.000352814,0.000443601,0.000465964,0.00166278,0.000851188,0.001607721,0.001156467,0.001024609,0.002293927,0.003703122,0.002627593,0.003225588,0.002621447,0.002918878,0.004518889,0.005433742,0.004439249,0.004638416,0.004600689,0.004718092
779,-9.01E-06,7.69E-05,3.04E-05,0.000223945,0.00127894,0.00081882,0.000175698,0.001348732,0.00228828,0.002332105,0.002373357,0.002677729,0.002320081,0.002049509,0.003044795,0.003542015,0.005649178,0.005087411,0.005117139,0.004365795,0.004986012
780,-2.76E-05,-0.000683628,0.000539151,0.000287378,0.000712319,0.000639025,0.000960343,0.000551696,0.002052656,0.002159045,0.002132094,0.002246776,0.002230618,0.002470946,0.002610275,0.003605908,0.004876337,0.00378751,0.004317608,0.004468985,0.004598517
781,0.000501986,-2.85E-05,0.000219672,-6.68E-05,0.002131157,0.000283803,0.001192961,0.00118494,0.001864213,0.00226663,0.002845315,0.00301659,0.002406726,0.003621647,0.003174737,0.003268125,0.004522577,0.00589899,0.005383916,0.004479394,0.005277809
782,-0.000765601,-0.000992575,-0.000170659,-0.000294379,9.29E-05,0.001295634,0.000515903,0.00011614,0.00187105,0.001346395,0.002617697,0.002639469,0.002373409,0.001949804,0.002836665,0.003377003,0.00422449,0.004080384,0.005037835,0.004387629,0.005143831
783,-2.36E-05,-0.000291637,0.000153168,-0.000376012,0.000581607,0.00069295,0.000553458,0.000534149,0.001593379,0.001560125,0.001909086,0.001543239,0.002961698,0.002710939,0.002361931,0.003697326,0.004120052,0.004327203,0.005019582,0.004588576,0.004445709
784,0.000616394,0.000668813,-2.52E-05,0.000919381,0.001312484,0.001016099,0.001816614,0.002288593,0.002319977,0.002057234,0.002893365,0.003981701,0.002907776,0.003071698,0.004299333,0.004802233,0.005971418,0.004872358,0.005939349,0.005090135,0.006193554
785,-0.000943502,0.00023674,0.00031538,-0.000412685,0.000687013,0.000942702,0.001322351,0.0013183,0.001650723,0.002137427,0.002345924,0.00185189,0.0027559,0.002347199,0.002123015,0.003614025,0.003634699,0.003418381,0.004856154,0.005060278,0.005019399
786,0.000710478,-4.59E-05,0.000239019,0.000418027,0.001475649,0.001823243,0.001373167,0.002009536,0.002548689,0.002304649,0.002789871,0.002959951,0.003673516,0.002692288,0.002736961,0.004040772,0.005018509,0.004468331,0.005527145,0.004527939,0.006440001
787,-0.001179005,-3.01E-05,-0.000358269,-0.000672049,0.000299215,0.000418156,0.000591042,0.000600192,0.000833759,0.001401317,0.001169107,0.002285886,0.002273239,0.001743654,0.002471389,0.003068413,0.004337557,0.003757324,0.004077745,0.004076255,0.005467294
788,0.000159694,0.00050025,0.000205039,0.000360508,0.002199968,0.00065432,0.000896346,0.001381763,0.002198667,0.002795629,0.002258537,0.002205068,0.00336255,0.003112838,0.003224806,0.004440139,0.005608925,0.005000649,0.006107569,0.004622064,0.005739664
789,-0.000483798,-8.34E-06,0.000187455,0.001136975,0.001439105,0.001175025,0.000853859,0.001732894,0.002895606,0.002693044,0.001888651,0.002566917,0.003242201,0.002588348,0.002878356,0.004376986,0.005427949,0.004463257,0.005542797,0.005355087,0.005713723
790,5.78E-05,0.000527799,0.000113369,0.001088029,0.001428275,-0.000219872,0.001165421,0.000827845,0.000922027,0.002249352,0.00229273,0.002782811,0.002947519,0.002668378,0.00205726,0.003986273,0.005427713,0.004514417,0.00529036,0.004581984,0.006269315
791,-0.000374512,-0.001066434,-0.000626506,-0.000194101,0.00093191,-6.49E-05,0.000232829,0.000920133,0.002575874,0.001776845,0.003009396,0.002563089,0.002820146,0.002355528,0.002537962,0.003511925,0.004956476,0.004959828,0.004515986,0.004139861,0.006669291
792,0.001435261,0.001286079,0.001803383,0.001305422,0.001708101,0.001177465,0.002802898,0.002433303,0.003687327,0.003481263,0.003434531,0.003311918,0.003613321,0.003883171,0.004473065,0.004713513,0.005659459,0.005802385,0.006153067,0.005417386,0.006906066
793,1.71E-05,0.000539643,0.001123869,0.000101847,0.000623523,0.000574116,0.001171391,0.001437339,0.001979266,0.003532411,0.001864889,0.00265822,0.003796989,0.002712111,0.003543424,0.004189335,0.004705113,0.004710529,0.004375574,0.005443676,0.006219472
794,0.000864156,-5.38E-05,-0.000128582,0.001065608,0.000798721,0.001633028,0.002308058,0.00261629,0.002966258,0.002242378,0.003484108,0.002747486,0.003588863,0.002999725,0.003150748,0.004252382,0.004833904,0.005258341,0.005547543,0.005702943,0.005891302
795,0.000581607,0.000186626,0.001171988,0.000642654,0.001735389,0.001162514,0.000958501,0.000681076,0.002065453,0.001202202,0.00223322,0.003444159,0.003751554,0.002926722,0.00402601,0.003986064,0.00551401,0.004368174,0.005573106,0.005391385,0.006096753
796,-0.001692591,-0.001374129,0.000120827,2.95E-05,0.000267122,0.000481046,0.001762393,0.00047024,0.001417912,0.002545643,0.00114907,0.00220616,0.002400296,0.00243208,0.001400045,0.003546295,0.004248644,0.004872882,0.004666124,0.004924063,0.005638584
797,0.000766409,-0.000207763,0.000288854,0.000517769,-0.000339439,0.000951185,0.00123247,0.000753625,0.001417393,0.002414795,0.002000824,0.003408571,0.002772494,0.003125483,0.004011588,0.004512376,0.005609712,0.004319281,0.00532039,0.00512539,0.005659039
798,0.000884206,0.000403024,0.000704359,0.001426197,0.000854741,0.000590498,0.000554806,0.000827378,0.002155923,0.002568401,0.003263326,0.003274072,0.00334322,0.00475261,0.003746123,0.003388586,0.004980722,0.005225277,0.00556254,0.005045115,0.005705093
799,2.68E-05,-1.23E-05,0.000869344,0.000432589,0.001222891,0.000533941,0.001542459,0.00126505,0.002923517,0.002708855,0.003124596,0.003058533,0.002850214,0.003081865,0.003803569,0.003715888,0.005061064,0.005668402,0.005697251,0.004987792,0.006031863
800,9.48E-05,-0.00019436,-0.000379167,0.000514996,0.001090546,9.34E-06,0.001740717,0.000676746,0.000635266,0.001497286,0.002196976,0.002614051,0.002715523,0.001990058,0.003304536,0.003149236,0.004192367,0.004256852,0.004397618,0.004585568,0.005185586
