Wavelength (nm),H2O,prot_30uM,vel_1-1,vel_1-2,vel_1-3,vel_2-1,vel_2-2,vel_2-3,vel_3-1,vel_3-2,vel_3-3,vel_4-1,vel_4-2,vel_4-3,vel_5-1,vel_5-2,vel_5-3,vel_6-1,vel_6-2,vel_6-3,vel_7-1,vel_7-2,vel_7-3,vel_8-1,vel_8-2,vel_8-3,vel_9-1,vel_9-2,vel_9-3,vel_10-1,vel_10-2,vel_10-3,vel_12-1,vel_12-2,vel_12-3,vel_14-1,vel_14-2,vel_14-3,vel_16-1,vel_16-2,vel_16-3,vel_18-1,vel_18-2,vel_18-3,vel_20-1,vel_20-2,vel_20-3,vel_24-1,vel_24-2,vel_24-3,vel_28-1,vel_28-2,vel_28-3,vel_32-1,vel_32-2,vel_32-3
250,0.00099747,0.142325416,0.169953719,0.170771048,0.170513898,0.198764473,0.199980289,0.19890964,0.22859177,0.228235409,0.228727281,0.259829372,0.260121584,0.259391874,0.291121453,0.289357752,0.289744496,0.32009992,0.319742054,0.319800049,0.351425558,0.350041866,0.350179285,0.378704161,0.378011614,0.377553582,0.407243133,0.405739218,0.407289714,0.436384291,0.434454501,0.4356502,0.489275694,0.487533331,0.488952249,0.543213069,0.539314449,0.54023695,0.596869826,0.596412718,0.59606725,0.651583672,0.650350869,0.647640824,0.70330739,0.70170027,0.701291978,0.763309777,0.761423945,0.762457192,0.860477686,0.861353457,0.861215651,0.959655583,0.957477629,0.957183898
251,6.68E-05,0.144205272,0.173978657,0.173330829,0.174374595,0.204359159,0.203505084,0.203982741,0.235474363,0.236057952,0.235831872,0.26943782,0.268277854,0.26849407,0.300296754,0.300472975,0.299126893,0.332517743,0.330646426,0.331859648,0.364657462,0.363334537,0.364074737,0.394463599,0.394785017,0.393237174,0.423823297,0.423806369,0.423646867,0.455595434,0.455614001,0.454883725,0.511494935,0.510866165,0.510543525,0.566074729,0.567297161,0.565357387,0.624867678,0.625180721,0.625300825,0.683722377,0.68337816,0.681107342,0.737523377,0.738898993,0.736999869,0.801275551,0.803470731,0.800509632,0.906301081,0.907104909,0.90732789,1.011787176,1.010122895,1.011763573
252,-0.000400944,0.149457648,0.180288836,0.181121707,0.181604624,0.212921366,0.21381256,0.213341519,0.246379435,0.246987104,0.247719199,0.281532317,0.282672137,0.280787557,0.315095395,0.314995199,0.314996302,0.348640055,0.347673953,0.346802682,0.383053392,0.383182496,0.383620203,0.415370554,0.41428557,0.414416701,0.445988178,0.44657585,0.446796268,0.479159087,0.478879362,0.479565442,0.539322674,0.537304878,0.537637293,0.598464072,0.597960472,0.59697783,0.658697963,0.660163403,0.661162376,0.719739974,0.72110045,0.718667209,0.780970871,0.780613422,0.778724432,0.84613961,0.848160803,0.845971048,0.959958196,0.959159851,0.958635569,1.069705248,1.068609715,1.068009496
253,0.000146721,0.156372711,0.190068618,0.188856006,0.189108431,0.223281592,0.224608123,0.222981513,0.258619189,0.258883178,0.258502096,0.295755386,0.294772118,0.295081317,0.33072561,0.33101058,0.330769092,0.366219014,0.364937156,0.3655276,0.402696937,0.402608573,0.402465671,0.435605347,0.435327441,0.434908152,0.46931836,0.470174849,0.469861448,0.504701018,0.504726172,0.504790068,0.566514969,0.567148864,0.566060305,0.630934179,0.631093621,0.62953949,0.695630431,0.694893003,0.696098924,0.761811554,0.760995448,0.759932876,0.824181616,0.823908448,0.823372304,0.895674348,0.895665884,0.893468857,1.014606237,1.014985561,1.016334176,1.132226825,1.131022096,1.129439592
254,-0.001152776,0.16231449,0.196327806,0.196914911,0.196392536,0.232737914,0.232863262,0.232516736,0.269178897,0.269954473,0.271479577,0.309351385,0.307871103,0.309585273,0.345411867,0.347207457,0.345404506,0.383452386,0.381467521,0.382255793,0.421196401,0.420541704,0.42134735,0.456804544,0.45617488,0.455545872,0.493081391,0.491900265,0.490616411,0.530255735,0.527780414,0.528789341,0.596576512,0.593834877,0.595959187,0.663517833,0.661403477,0.662378967,0.730458558,0.731235921,0.732574999,0.799482584,0.801014841,0.799381495,0.86932528,0.868428111,0.8666628,0.943213999,0.943424523,0.94115305,1.070177555,1.068932176,1.069285393,1.193364859,1.190234423,1.190611959
255,-0.00026732,0.168927655,0.206910327,0.20597896,0.206201017,0.24375999,0.243242785,0.243854106,0.282629073,0.282604247,0.284080207,0.324889123,0.325870544,0.32394287,0.364042819,0.364341438,0.362359822,0.402613878,0.402051121,0.400936991,0.442656815,0.442587197,0.442887038,0.480872989,0.480144203,0.479981273,0.517251492,0.516263723,0.518169463,0.55671823,0.557046771,0.556721628,0.629264712,0.627585769,0.627620399,0.698928773,0.698015213,0.697300613,0.769460678,0.770231664,0.771732926,0.842987359,0.844056249,0.839579105,0.913478673,0.913866878,0.912388027,0.993924201,0.994871676,0.992476642,1.127892256,1.127988577,1.127578735,1.259341717,1.257149458,1.258689165
256,-0.000114401,0.178106874,0.21749641,0.218010634,0.217251092,0.25647518,0.257446528,0.257324547,0.298714161,0.298328728,0.298875421,0.342151493,0.34261027,0.341425031,0.382900715,0.383155584,0.38241753,0.424347818,0.424335569,0.423480094,0.467319667,0.46637091,0.46626091,0.506731689,0.506065965,0.505071819,0.546349406,0.544682145,0.545443296,0.587065518,0.585483193,0.586428344,0.662797272,0.660821199,0.660352111,0.737426996,0.735014081,0.734841347,0.813098848,0.810753048,0.811914444,0.888877809,0.890143096,0.888629019,0.962361097,0.963871837,0.962780118,1.049847722,1.046916366,1.047464132,1.188650131,1.186302185,1.189277291,1.329097986,1.330074906,1.326910496
257,-0.00026137,0.190653577,0.231747344,0.233118579,0.231514275,0.273693442,0.274374902,0.272976399,0.31748718,0.318589926,0.319739878,0.363245308,0.364990473,0.363505691,0.407166421,0.406860352,0.406357825,0.449905515,0.4490439,0.450192481,0.495173156,0.494794101,0.494693369,0.537486911,0.537048161,0.535830319,0.579690635,0.578148305,0.577761233,0.621101797,0.620544851,0.621230364,0.701018214,0.699971557,0.699539244,0.780317843,0.778846622,0.778502584,0.860343933,0.860000312,0.861208201,0.941152871,0.940988481,0.938713312,1.018872619,1.020068884,1.017218709,1.107162714,1.106592059,1.107581973,1.256092668,1.257635236,1.259479523,1.405359745,1.404595256,1.404651403
258,-0.001236829,0.205808163,0.24908115,0.248788908,0.248697385,0.293543965,0.293375492,0.292414337,0.339434922,0.340583831,0.341277659,0.387175858,0.388288409,0.386551052,0.432106644,0.433172166,0.432196081,0.478012323,0.47635895,0.477680475,0.525218308,0.524644435,0.524936616,0.568116427,0.568186283,0.567851841,0.613405824,0.612609267,0.613071501,0.658677042,0.658073306,0.657801449,0.740966678,0.739932478,0.741056204,0.82415241,0.822670698,0.822013676,0.908046246,0.909567952,0.909101844,0.991649151,0.993205667,0.990840137,1.074757457,1.076204538,1.072552085,1.170720577,1.169773459,1.171001434,1.32703495,1.325900912,1.326590896,1.483331203,1.478925824,1.479257941
259,-0.000551228,0.218862161,0.264811009,0.264620394,0.265375376,0.311393678,0.311825097,0.311310709,0.359434903,0.35962376,0.360975474,0.410895288,0.410896897,0.410203189,0.458073169,0.457760662,0.456758589,0.505373776,0.502955377,0.503281415,0.553515315,0.553081453,0.553028047,0.599557042,0.600034237,0.599250674,0.646509409,0.646213651,0.646397114,0.693847001,0.694697261,0.694495022,0.781619847,0.780962765,0.781571865,0.868438244,0.868273795,0.865441382,0.957249582,0.954897881,0.956755221,1.043377161,1.046388507,1.043614149,1.133591294,1.136572123,1.132634044,1.230353713,1.231190681,1.232019544,1.394672275,1.396557927,1.393411517,1.558584809,1.555801034,1.555274248
260,0.000180618,0.229781404,0.277480125,0.278289586,0.278053045,0.32739678,0.327041924,0.326227099,0.376526445,0.376640856,0.377969325,0.429560632,0.430137843,0.42943269,0.478009909,0.479434252,0.478478193,0.527337611,0.527309656,0.528914571,0.579559624,0.5791412,0.578569055,0.628625333,0.62704885,0.62768352,0.677062452,0.674723625,0.675557792,0.72435087,0.724608779,0.725720286,0.816551983,0.814880073,0.816154599,0.907327652,0.906386375,0.905517757,0.998374701,0.998472512,1.001599431,1.092272282,1.092596054,1.091994286,1.183410406,1.180164456,1.182887077,1.28674078,1.286483884,1.287689924,1.459669471,1.458465815,1.458081841,1.627989054,1.624368548,1.625702024
261,0.000804763,0.240512103,0.290202916,0.290457487,0.291141152,0.3413876,0.340704829,0.340665966,0.393202066,0.393346489,0.394683868,0.447553486,0.447590113,0.445905507,0.499200255,0.499096394,0.497140974,0.550182283,0.549701154,0.54968518,0.603191435,0.602734029,0.602097511,0.653351009,0.652768791,0.651744902,0.702884793,0.702693045,0.704571605,0.754591227,0.755696535,0.753926218,0.850430965,0.84953475,0.850004554,0.94438684,0.941958427,0.941007674,1.040161014,1.039989829,1.039600253,1.135692954,1.137099862,1.134034872,1.232402086,1.232579589,1.229634404,1.339909434,1.33857286,1.336213589,1.517377257,1.51642406,1.514337063,1.690146089,1.692760587,1.693552732
262,-0.000241294,0.251846373,0.302629113,0.303598046,0.303203255,0.354985863,0.354993463,0.353094071,0.409024894,0.409003019,0.410232931,0.463788062,0.463203132,0.46433112,0.51811415,0.516317546,0.516905665,0.570854187,0.568213463,0.570261478,0.625864387,0.624029815,0.62467736,0.67691195,0.676128566,0.675526798,0.729075015,0.727820873,0.727974355,0.780226529,0.781809807,0.78223908,0.88011086,0.878199637,0.879678071,0.975989044,0.976587832,0.975392282,1.076854825,1.076987267,1.079016924,1.177485704,1.177645206,1.174869657,1.275274277,1.273608923,1.274278402,1.3846457,1.383432984,1.384021163,1.567574739,1.570532084,1.569617033,1.755585313,1.750548363,1.757104397
263,-0.000924284,0.266340077,0.31778276,0.317186207,0.318184018,0.371447235,0.372109979,0.372115701,0.427200824,0.427159697,0.429020137,0.4842664,0.483440429,0.482699424,0.538342953,0.537707508,0.536066234,0.592264473,0.592137456,0.591795862,0.64846766,0.648755908,0.646973014,0.700989664,0.703172922,0.701745868,0.756518304,0.754099011,0.756107688,0.808502138,0.808798254,0.810600519,0.910604715,0.909493685,0.908664107,1.012425184,1.010941386,1.007701993,1.112586498,1.114729404,1.112604499,1.217307568,1.216324925,1.212888002,1.317780733,1.315480232,1.312577963,1.429796576,1.432562828,1.430602074,1.621772289,1.623338938,1.625132203,1.812449336,1.807143569,1.80377686
264,-0.000488918,0.282816827,0.335311443,0.335422963,0.335506141,0.391089439,0.391204,0.391068608,0.446108252,0.447445929,0.447628021,0.505266249,0.506221831,0.504405439,0.560330927,0.560974658,0.55921638,0.616730511,0.613847733,0.614998341,0.673317552,0.67253381,0.672808945,0.726625979,0.72589463,0.726834416,0.780732453,0.781146467,0.781619191,0.835515142,0.837215185,0.838822246,0.940415382,0.938809454,0.94069171,1.043812156,1.041900635,1.042461514,1.146806479,1.147764087,1.146871567,1.254157543,1.252995491,1.251466036,1.352911949,1.356091976,1.356922388,1.477962732,1.473795056,1.471156716,1.661417842,1.666573286,1.665839672,1.859741449,1.856181026,1.85773468
265,0.000817186,0.30075103,0.354761303,0.354497701,0.354561597,0.409440756,0.410617173,0.409036577,0.467304289,0.467169076,0.468903095,0.525938153,0.526586175,0.526410341,0.581456602,0.581490874,0.581828952,0.638088226,0.637213945,0.638156414,0.697799444,0.696362972,0.69604063,0.751917839,0.752284527,0.7504282,0.807363212,0.808017433,0.80702126,0.86374718,0.864527881,0.863562763,0.966956615,0.969127476,0.966422439,1.072894931,1.071424007,1.071195364,1.181643248,1.180040956,1.179328084,1.285746932,1.287685394,1.283561349,1.390619993,1.390287638,1.390619278,1.509878159,1.506554604,1.511074185,1.710090876,1.707355022,1.708045006,1.903096437,1.903915524,1.903591037
266,-0.000446045,0.313983321,0.368691951,0.368555844,0.368947625,0.424505413,0.424323708,0.424207836,0.482504368,0.483807743,0.485179246,0.542565763,0.543726146,0.542231917,0.599021137,0.600892425,0.597081542,0.656417549,0.65562439,0.654869914,0.716142654,0.714172959,0.715208471,0.769831181,0.770040095,0.770613551,0.827018023,0.826446235,0.82743907,0.883856416,0.883483291,0.88531059,0.991048038,0.991281509,0.989508927,1.097625017,1.094865084,1.094125509,1.202781677,1.204219222,1.203149438,1.31273675,1.313198686,1.31099236,1.418597937,1.418549895,1.418105125,1.543180346,1.539095283,1.538134933,1.74366641,1.739664912,1.742574453,1.939225316,1.932035685,1.936951518
267,0.001447909,0.327733278,0.384198129,0.38466242,0.3833884,0.439545751,0.440292686,0.440008164,0.499038011,0.499671876,0.501242578,0.55951488,0.559738159,0.556940854,0.61629504,0.617867708,0.616364956,0.675332129,0.673736095,0.672310054,0.73355794,0.732373059,0.734110117,0.790851057,0.789604247,0.788799822,0.848117173,0.847970724,0.846624851,0.904397249,0.904007971,0.905567467,1.014172435,1.012853861,1.011152864,1.119082689,1.11854279,1.120505571,1.227639914,1.22942245,1.229077339,1.337787509,1.336824656,1.337514877,1.442366362,1.446391225,1.445837259,1.566784501,1.568365216,1.566756725,1.768648148,1.767556787,1.769474745,1.967704535,1.962697744,1.971159697
268,-0.000575891,0.341729045,0.397814572,0.396446198,0.398282677,0.454465658,0.455716133,0.454739541,0.51368618,0.514636755,0.51613009,0.574832082,0.575293303,0.575074494,0.634039283,0.632491887,0.632623732,0.68937844,0.690753877,0.690183103,0.751580954,0.751949728,0.750866175,0.806742787,0.80786556,0.807298303,0.865854859,0.867283464,0.8635391,0.923703194,0.923674822,0.922402203,1.031613469,1.032496691,1.033221841,1.138312817,1.139441729,1.138540268,1.24836266,1.251050472,1.249759078,1.357572317,1.360867977,1.359371901,1.465423822,1.466423392,1.46684432,1.591217279,1.592248678,1.588348031,1.794335246,1.795715094,1.791476846,1.996767044,1.993903995,1.997217655
269,-0.000347458,0.35472703,0.411151379,0.411740601,0.412947029,0.469597936,0.469765246,0.469048053,0.530540407,0.529621005,0.529459417,0.590540469,0.591389179,0.590162277,0.646934211,0.649176717,0.649812937,0.706185699,0.707398236,0.705283701,0.768061221,0.766480327,0.766658425,0.826063633,0.825871408,0.825052798,0.883313119,0.883848667,0.881836832,0.940886736,0.942843437,0.941043377,1.051291943,1.051150084,1.051512718,1.159923911,1.158849597,1.156840324,1.268702507,1.271557212,1.270973206,1.380827188,1.38267374,1.381856561,1.489678264,1.490658402,1.48794198,1.614589214,1.612920284,1.616479158,1.817131639,1.815619469,1.822779298,2.023617983,2.019387007,2.021461248
270,-0.000426753,0.366299897,0.422735691,0.422644675,0.422206163,0.480542481,0.480447561,0.479664832,0.539184749,0.541313112,0.541707754,0.602412045,0.603431106,0.603222132,0.661608636,0.660027862,0.659941554,0.718343258,0.718491614,0.719071567,0.77991581,0.780150771,0.779694378,0.83780545,0.838130415,0.837311029,0.896325052,0.896543741,0.895587623,0.954234958,0.954550386,0.954556048,1.065342426,1.063447118,1.062305212,1.173709035,1.17160809,1.17445755,1.286533117,1.283486009,1.285657525,1.395499468,1.396744609,1.392885923,1.504801512,1.503038168,1.501586914,1.626565695,1.630970478,1.630747557,1.836103559,1.8336941,1.835012913,2.035005569,2.036138058,2.041581631
271,5.22E-05,0.376893312,0.433784425,0.433238089,0.433331758,0.492389202,0.490751624,0.492059916,0.551427186,0.551024854,0.552020371,0.613793612,0.61324656,0.612661302,0.670690656,0.671986103,0.670788109,0.731212556,0.727483332,0.729076505,0.791312456,0.790670037,0.790065825,0.847392261,0.84777379,0.849210799,0.905105889,0.906273186,0.905969024,0.964744687,0.965061843,0.964293659,1.074944496,1.075575352,1.074903488,1.184412956,1.183317065,1.182671785,1.29795742,1.295124531,1.296150923,1.408597469,1.40940547,1.404996276,1.512144446,1.514604449,1.514510751,1.644029498,1.642741084,1.64154315,1.846675038,1.847136617,1.847728372,2.049531698,2.044891596,2.047022343
272,-0.000867504,0.387553543,0.443654507,0.443896979,0.444766313,0.501311362,0.501187563,0.500333846,0.560921669,0.561637878,0.562519848,0.621908844,0.621225834,0.620556295,0.680510104,0.681006908,0.679161668,0.738523543,0.738875389,0.737018585,0.800314367,0.797624826,0.796956897,0.856444478,0.856327355,0.854796112,0.913713098,0.914556146,0.914984644,0.972203136,0.972541094,0.972331882,1.080337167,1.080844402,1.081902862,1.189512491,1.188537955,1.189466834,1.300477982,1.303141475,1.300927401,1.411889315,1.41289115,1.413863659,1.520904183,1.521773934,1.519441724,1.646598577,1.645384431,1.64359355,1.854475498,1.850254655,1.851165295,2.053580761,2.050565481,2.047646284
273,-0.000206883,0.399158299,0.454709292,0.454872072,0.455421656,0.509501517,0.509182334,0.509296,0.569738805,0.569447517,0.570281923,0.629563332,0.628106296,0.628008962,0.6856246,0.686446667,0.685385525,0.743858695,0.74298358,0.742340446,0.803249598,0.802306771,0.801364958,0.860193133,0.857639492,0.860048235,0.918990493,0.916294873,0.917126119,0.973483384,0.973045945,0.974360228,1.080868244,1.083257198,1.083845735,1.188610673,1.18921423,1.192312241,1.299886942,1.299199939,1.300779223,1.408970237,1.410362959,1.410017252,1.515674829,1.515850186,1.517282844,1.644359827,1.639502406,1.640803337,1.843209982,1.845831633,1.836316466,2.043255329,2.043653727,2.042140961
274,0.000341959,0.409431964,0.463797361,0.464337498,0.462726086,0.51763761,0.517405868,0.517454624,0.575807869,0.573808134,0.576266289,0.632881939,0.633854032,0.63100034,0.689934433,0.689951062,0.688482404,0.74469614,0.744856179,0.744270384,0.803618968,0.804338574,0.804703236,0.859092355,0.858216882,0.85977596,0.915878415,0.914885759,0.917456925,0.971447229,0.973501623,0.971647382,1.076822519,1.075118542,1.076988578,1.183525801,1.181699991,1.183939457,1.291327953,1.289644361,1.28760767,1.398316741,1.398465753,1.396257281,1.500672698,1.501258373,1.505100012,1.630125046,1.624385595,1.624958515,1.823531985,1.82334578,1.82334125,2.016123056,2.020313501,2.015753984
275,-0.000160205,0.418268174,0.469926179,0.470378876,0.470215738,0.521612704,0.524074256,0.522797525,0.577948213,0.578236044,0.578247368,0.634869158,0.633810461,0.633383334,0.687431395,0.688091695,0.687875927,0.741981864,0.741137385,0.741803885,0.800503314,0.799534082,0.797610521,0.851884246,0.854332924,0.853314221,0.908616006,0.908552408,0.905339241,0.962923527,0.962304354,0.960394323,1.06515491,1.065099597,1.065098524,1.169365644,1.168211699,1.168548346,1.27603054,1.273596287,1.271110892,1.378458261,1.377233028,1.376984835,1.482158303,1.479611516,1.477360964,1.601510048,1.600818753,1.599300265,1.785558581,1.795032978,1.793955922,1.986591935,1.981953502,1.980353713
276,-0.000264164,0.425115645,0.475075871,0.474636674,0.475784004,0.525359333,0.524673581,0.525360048,0.578143895,0.579594314,0.578279316,0.632957637,0.632484496,0.630779207,0.684367359,0.685505271,0.684666395,0.738276303,0.737420023,0.736204803,0.792471767,0.791722775,0.790502548,0.844941378,0.843811154,0.841837108,0.895757198,0.899271548,0.896045685,0.950721443,0.949132443,0.948490381,1.046644092,1.048810363,1.049800396,1.147856236,1.1464293,1.14957428,1.252779126,1.253742814,1.250037551,1.353816271,1.353274345,1.355100632,1.451766729,1.451455712,1.450437188,1.570770144,1.564608216,1.565225482,1.753287435,1.752577186,1.753973842,1.938493013,1.939951301,1.933186412
277,-0.000177645,0.42865929,0.478218377,0.477614403,0.476655006,0.524185717,0.524775922,0.525788784,0.575792432,0.576992929,0.577625215,0.627612889,0.628219903,0.628915072,0.677401722,0.6792261,0.678321481,0.727794766,0.727691114,0.72800082,0.779744685,0.780289412,0.780309796,0.830691159,0.830987632,0.82994777,0.881571591,0.88194871,0.881759226,0.933091819,0.931937933,0.933812976,1.027662158,1.026472449,1.027406812,1.124073386,1.123538256,1.122792006,1.221507549,1.223137259,1.222303391,1.317997694,1.319141388,1.317303538,1.41518414,1.414699674,1.411962271,1.525434494,1.525068521,1.527621984,1.707315683,1.708354473,1.704459548,1.88213563,1.880335927,1.88384223
278,-0.000303226,0.428631932,0.473848015,0.47337231,0.474937409,0.519779682,0.518847525,0.520333529,0.568570674,0.569167852,0.569142222,0.61920166,0.61922586,0.618416369,0.667868555,0.667298734,0.666563034,0.7159729,0.716163874,0.715522826,0.766352713,0.765261293,0.765900195,0.814401507,0.812796474,0.815225959,0.864086151,0.862513065,0.862763405,0.911118686,0.910695851,0.911746085,1.002692103,1.003533602,1.004790306,1.096407056,1.095733881,1.096495628,1.191163063,1.190726042,1.189834714,1.282264471,1.28385818,1.282675266,1.37466228,1.37445271,1.375332475,1.48633337,1.481793046,1.47884357,1.65231657,1.655513525,1.654511929,1.827256799,1.829235315,1.822678924
279,-0.001751583,0.421572745,0.466035247,0.46553719,0.466561765,0.509981036,0.509880364,0.511339963,0.55879122,0.558704197,0.556825519,0.605548263,0.606091201,0.603950739,0.652979076,0.652366996,0.651792169,0.699174464,0.699539602,0.698541105,0.748759866,0.747066855,0.748057604,0.795314848,0.793800652,0.793007731,0.842587173,0.840576589,0.840153694,0.888344169,0.886832774,0.886992574,0.973381221,0.975937784,0.976014435,1.064376235,1.064381361,1.06349659,1.158164382,1.157184005,1.154717684,1.246739388,1.245342493,1.243885159,1.332278848,1.332282782,1.336315751,1.441308022,1.435581207,1.437841654,1.597737551,1.603325248,1.600596786,1.769229889,1.767349958,1.771144152
280,-0.00134084,0.415098339,0.456435025,0.456616223,0.457873344,0.500066578,0.498174429,0.499767065,0.547255516,0.544814348,0.544530094,0.590996265,0.590473473,0.592544615,0.636856496,0.637932956,0.637850523,0.683098257,0.6828686,0.682662606,0.730619907,0.727415443,0.728609741,0.774166167,0.773084104,0.77288276,0.819010198,0.820539951,0.818932653,0.865009904,0.864173651,0.864021957,0.949308813,0.951839984,0.951134801,1.035109401,1.034772754,1.036786199,1.126688957,1.123771071,1.12176156,1.212495446,1.209467173,1.209886312,1.2952317,1.29499948,1.295126081,1.398893595,1.394127727,1.395008206,1.550561547,1.555903196,1.553183794,1.714040875,1.715183735,1.712718129
281,-0.000348544,0.406876326,0.447185755,0.44804439,0.447794765,0.489032775,0.488510341,0.490324825,0.535702109,0.533215761,0.533148885,0.579069555,0.579113662,0.578666091,0.623257756,0.62312305,0.622329593,0.669030368,0.66801548,0.665490389,0.714091122,0.713058412,0.712783396,0.757923067,0.756262302,0.756587029,0.801567853,0.802289963,0.801094651,0.843418658,0.844139397,0.844658315,0.927278698,0.928343236,0.927785575,1.010093331,1.012174249,1.010843635,1.097350478,1.09625268,1.097871423,1.180655122,1.17976284,1.179761052,1.265093684,1.262727499,1.264159679,1.358640909,1.360639811,1.360023618,1.516209126,1.517587662,1.515205979,1.673109651,1.67402482,1.67131865
282,-6.81E-05,0.397328645,0.438621163,0.438420683,0.438876122,0.478762269,0.479805619,0.480503559,0.524631143,0.523231506,0.52341032,0.568404079,0.566447854,0.567587435,0.61173892,0.610282898,0.611118555,0.654115439,0.654265344,0.654227793,0.699385166,0.698922336,0.697851241,0.743784308,0.741746366,0.741369307,0.78610599,0.784786463,0.783801913,0.829153776,0.82731092,0.828912616,0.90835768,0.909276247,0.908797205,0.991393685,0.990825117,0.991978347,1.076206446,1.075024247,1.074319363,1.158526421,1.154801965,1.154646158,1.236339092,1.232692361,1.237163067,1.333756685,1.332720041,1.332334399,1.481273532,1.486286759,1.482089996,1.636543512,1.638892412,1.635098457
283,0.000138512,0.388371944,0.427411735,0.427306861,0.428762376,0.467736572,0.468829453,0.469198346,0.512524068,0.512227833,0.511214256,0.555782557,0.555187345,0.553948224,0.597187042,0.599341214,0.597754002,0.641004801,0.63944447,0.641091764,0.685737789,0.685046554,0.685553789,0.726263285,0.728377521,0.72513938,0.770568669,0.770398498,0.770754755,0.812390626,0.812449217,0.812319994,0.890890718,0.892246366,0.893553495,0.973236203,0.972221673,0.971032798,1.057313561,1.054153085,1.055557251,1.136011004,1.13539052,1.13379252,1.219741821,1.21483767,1.21626389,1.311707258,1.308027029,1.309020996,1.458032846,1.460842967,1.456716776,1.610915065,1.608656764,1.608779907
284,0.000123028,0.368696481,0.409772784,0.409303963,0.408756495,0.44943735,0.448449552,0.450043261,0.493105978,0.492120415,0.491197646,0.534061313,0.537249625,0.535627842,0.57828778,0.579056144,0.578560472,0.621377587,0.620998681,0.620431721,0.665972471,0.665682435,0.664189994,0.707576752,0.706495524,0.706242025,0.749516904,0.750289917,0.748410642,0.791490912,0.790313959,0.791115761,0.871004283,0.870340109,0.871629536,0.948796332,0.950194717,0.950950503,1.034393191,1.030729294,1.032880068,1.113744378,1.115461946,1.111131191,1.18982172,1.190374017,1.192154288,1.289573073,1.282699347,1.283789515,1.432939291,1.431859374,1.432947516,1.581862211,1.581493735,1.582217216
285,-0.000150992,0.344885767,0.384467483,0.383524478,0.384725958,0.422444105,0.423152149,0.424351156,0.468839824,0.468241602,0.465520442,0.510000944,0.50937289,0.510732532,0.553062439,0.554750741,0.555138052,0.594985127,0.594814479,0.594738364,0.641361535,0.640075326,0.640755117,0.683275461,0.681919336,0.681727231,0.724508405,0.724942625,0.724085331,0.767024636,0.764579058,0.764806569,0.845333457,0.845601916,0.846198499,0.924589098,0.925356686,0.927259564,1.008957267,1.009030342,1.007881045,1.088363051,1.086900115,1.084602714,1.166260123,1.167621613,1.166422248,1.260366678,1.258875251,1.259490371,1.407900453,1.407642961,1.408133745,1.556836128,1.557892799,1.555177212
286,-0.000703321,0.313910663,0.353677988,0.355199575,0.35564056,0.393671066,0.394666642,0.394750416,0.440182477,0.438406467,0.436265439,0.481373221,0.480857849,0.481098324,0.52454102,0.524982989,0.523955166,0.567960143,0.567846835,0.567908466,0.613266885,0.612417758,0.611532569,0.655153096,0.653009176,0.65194273,0.696829259,0.697260678,0.695798934,0.73841095,0.738275051,0.738355041,0.817654192,0.819732845,0.818298221,0.899177492,0.89824158,0.898139596,0.983443558,0.981385589,0.982008278,1.061190724,1.060391784,1.058525562,1.14040792,1.140068769,1.139493346,1.235930085,1.23218143,1.232019901,1.381532907,1.383234382,1.384358525,1.535406232,1.532364726,1.532261729
287,-0.001318543,0.283614963,0.32309559,0.322782874,0.324281961,0.36373958,0.363244295,0.36524266,0.410625756,0.409134686,0.406514615,0.452463716,0.45108664,0.451517046,0.496921867,0.497190833,0.496361136,0.539582133,0.539685249,0.539221585,0.584317505,0.585270345,0.584657252,0.627929449,0.627209902,0.625278413,0.670210421,0.669680774,0.669907928,0.712165356,0.710453451,0.711179435,0.791639626,0.794049382,0.793537498,0.873574495,0.872182012,0.874390423,0.957354784,0.956811726,0.954818666,1.038899541,1.037406683,1.036117196,1.116408467,1.118867636,1.118262172,1.215488195,1.210183978,1.209689617,1.363414168,1.365552545,1.364742398,1.515179634,1.518069267,1.510896683
288,-8.10E-05,0.254856408,0.297149569,0.295942366,0.296269298,0.338261604,0.336502343,0.338193774,0.384183258,0.382996261,0.381837666,0.427539438,0.425810248,0.426806092,0.472601384,0.471974254,0.47121942,0.517097175,0.515284836,0.516070306,0.560804129,0.56026876,0.561343312,0.605403245,0.604193091,0.604564786,0.647445679,0.648838043,0.647360444,0.691215992,0.691200912,0.690142393,0.772188127,0.772819102,0.770927429,0.855834544,0.855433285,0.855085909,0.940155864,0.938583374,0.938897848,1.022278786,1.021556854,1.019389391,1.102900863,1.103267789,1.10125351,1.201078534,1.198447347,1.196898818,1.353531361,1.351180673,1.349807024,1.501721025,1.505751848,1.501004934
289,-2.78E-05,0.227212504,0.269178808,0.269246399,0.27105552,0.311190367,0.309475631,0.313278973,0.359636635,0.359238684,0.355644375,0.404325247,0.40367204,0.403168708,0.448349983,0.449003309,0.449211091,0.492927015,0.49315691,0.493234575,0.5400756,0.54060477,0.54062748,0.584551036,0.582884967,0.582027018,0.628393948,0.627513766,0.627699137,0.671340644,0.672170401,0.671873212,0.753590107,0.755246401,0.754974723,0.838030696,0.836428762,0.837480247,0.923185587,0.924298644,0.922926545,1.006889462,1.005505204,1.006798983,1.091070294,1.08930409,1.089488149,1.186738253,1.184137702,1.187150836,1.344464064,1.34292078,1.341868877,1.499305129,1.497117043,1.497121215
